"","X","Section","H","Tw","SurveyXS"
"832",832,19,0.42672,34.03814376,23
"833",833,19,0.4572,34.14634776,23
"834",834,19,0.48768,34.25452128,23
"835",835,19,0.51816,34.3626948,23
"836",836,19,0.54864,34.4708988,23
"837",837,19,0.57912,34.57907232,23
"838",838,19,0.6096,34.7196156,23
"839",839,19,0.64008,34.86375552,23
"840",840,19,0.67056,35.00789544,23
"841",841,19,0.70104,35.15200488,23
"842",842,19,0.73152,35.2961448,23
"843",843,19,0.762,35.44028472,23
"844",844,19,0.79248,35.58442464,23
"845",845,19,0.82296,35.72856456,23
"846",846,19,0.85344,35.87270448,23
"847",847,19,0.88392,36.18942216,23
"848",848,19,0.9144,36.16098432,23
"849",849,19,0.94488,36.30512424,23
"850",850,19,0.97536,36.44923368,23
"851",851,19,1.00584,36.5933736,23
"852",852,19,1.03632,36.73751352,23
"853",853,20,0.1524,13.15657008,26
"854",854,20,0.18288,13.39836792,26
"855",855,20,0.21336,13.64019624,26
"856",856,20,0.24384,13.88199408,26
"857",857,20,0.27432,14.12379192,26
"858",858,20,0.3048,14.36558976,26
"859",859,20,0.33528,14.6073876,26
"860",860,20,0.36576,14.84921592,26
"861",861,20,0.39624,15.04465368,26
"862",862,20,0.42672,15.41760696,26
"863",863,20,0.4572,15.97322688,26
"864",864,20,0.48768,17.40630504,26
"865",865,20,0.51816,18.93685824,26
"866",866,20,0.54864,20.46744192,26
"867",867,20,0.57912,21.99799512,26
"868",868,20,0.6096,23.5285788,26
"869",869,20,0.64008,25.059132,26
"870",870,20,0.67056,26.58715536,26
"871",871,20,0.70104,27.28734192,26
"872",872,20,0.73152,27.43742544,26
"873",873,20,0.762,27.58750896,26
"874",874,20,0.79248,27.737562,26
"875",875,20,0.82296,27.88764552,26
"876",876,20,0.85344,28.03772904,26
"877",877,20,0.88392,29.43008592,26
"878",878,20,0.9144,33.32527752,26
"879",879,20,0.94488,33.6570828,26
"880",880,20,0.97536,33.9888576,26
"881",881,20,1.00584,34.3206324,26
"882",882,20,1.03632,34.65243768,26
"883",883,20,1.0668,34.98424296,26
"884",884,20,1.09728,35.31601776,26
"885",885,20,1.12776,35.64779256,26
"886",886,20,1.15824,35.97959784,26
"887",887,20,1.18872,36.31137264,26
"888",888,20,1.2192,36.64314744,26
"889",889,20,1.24968,37.3407432,26
"890",890,20,1.28016,38.40406848,26
"891",891,20,1.31064,39.46739376,26
"892",892,20,1.34112,40.53071904,26
"893",893,20,1.3716,41.59678752,26
"894",894,20,1.40208,42.67373736,26
"895",895,20,1.43256,43.45375104,26
"896",896,20,1.46304,43.54095432,26
"897",897,20,1.49352,43.62812712,26
"898",898,20,1.524,43.7153304,26
"899",899,21,0.1524,18.07451808,27
"900",900,21,0.18288,23.09116032,27
"901",901,21,0.21336,28.10777208,27
"902",902,21,0.24384,33.12441432,27
"903",903,21,0.27432,38.46195,27
"904",904,21,0.3048,42.09879312,27
"905",905,21,0.33528,45.96228552,27
"906",906,21,0.36576,49.79508456,27
"907",907,21,0.39624,53.29522488,27
"908",908,21,0.42672,58.43848104,27
"909",909,21,0.4572,64.84217664,27
"910",910,21,0.48768,71.24587224,27
"911",911,21,0.51816,77.64630648,27
"912",912,21,0.54864,84.03363432,27
"913",913,21,0.57912,90.4209012,27
"914",914,21,0.6096,96.80822904,27
"915",915,21,0.64008,103.19549592,27
"916",916,21,0.67056,109.58288472,27
"917",917,21,0.70104,115.9701516,27
"918",918,21,0.73152,123.7553532,27
"919",919,21,0.762,131.69588088,27
