DATE,q.in,ec.in,t.in,q.HOL,q.RFD,q.FLS,q.RFR,q.TIM,q.FLY,q.CAN,q.CON,q.HRC,q.WTP,q.out,ec.out,t.out,da.0,da.1,dc.0,dc.1,dd.0,dd.1,de.0,de.1,p,et
7/27/1999,507,NA,NA,0,95.09,0,60.16,40,836.51,15,118.43,56,NA,143,3.72,25.65,0.93,0.84,1.68,1.47,0.38,0.47,1.52,1.63,0,0
7/28/1999,467,NA,NA,45.1,107.88,0,61.39,36,797.89,15,118.77,44,NA,128,3.68,26.05,0.86,0.93,1.62,1.68,0.33,0.38,1.45,1.52,0,0
7/29/1999,395,NA,NA,52.1,112.43,0,59.43,53,743.55,13,115.03,34,NA,119,3.71,25.85,0.72,0.86,1.51,1.62,0.3,0.33,1.41,1.45,0,0
7/30/1999,409,NA,NA,14.04,112.85,0,59.52,67,713.6,19,107.46,32,NA,110,3.73,26.2,0.77,0.72,1.45,1.51,0.3,0.3,1.36,1.41,0,0
7/31/1999,651,NA,NA,0,112.63,0,59.57,83,796.86,27,121.71,50,NA,115,3.53,24.1,1.2,0.77,1.55,1.45,0.46,0.3,1.39,1.36,0,0
8/1/1999,1750,NA,NA,104.42,80.24,0,42.46,246,989.68,NA,122.83,58,NA,135,3.04,23.9,2.65,1.2,2.13,1.55,0.7,0.46,1.48,1.39,0,0
8/2/1999,NA,NA,NA,155.82,0,0,0,250,1145.12,NA,128.72,58,NA,928,1.89,20.2,4.19,2.65,3.55,2.13,2.54,0.7,3.54,1.48,0,0
8/3/1999,2010,NA,NA,155.37,18.9,0,11.38,158,1134.15,13,103.25,NA,NA,2250,1.05,21.4,3.16,4.19,2.97,3.55,3.2,2.54,4.8,3.54,0,0
8/4/1999,1920,NA,NA,143.4,69.51,0,0,205,1243.38,21,115.43,NA,NA,998,1.28,22.7,3,3.16,2.64,2.97,2.61,3.2,3.67,4.8,0.06,0.08
8/5/1999,NA,NA,NA,127.14,0,0,0,209,1459.44,42,100.43,NA,NA,1660,1.2,23.3,4.15,3,3.43,2.64,3.48,2.61,4.44,3.67,0.12,0.24
8/6/1999,NA,NA,NA,106.32,0,0,0,91,1287.27,11,90.07,NA,NA,3180,1.03,23.9,NA,4.15,4.34,3.43,4.79,3.48,NA,4.44,0,0.25
8/7/1999,NA,NA,NA,100.28,0,0,0,64,1058.87,8,91.52,NA,NA,4220,1.02,23.8,4.3,NA,3.81,4.34,NA,4.79,NA,NA,0,0.26
8/8/1999,NA,NA,NA,99.44,0,0,0,61,948.37,7,94.19,NA,NA,3660,1.13,24.4,4.34,4.3,3.9,3.81,NA,NA,NA,NA,0,0.29
8/9/1999,NA,NA,NA,100.46,36.12,0,24.98,80,909.21,6.8,94.47,NA,NA,3680,1.12,23.95,4.45,4.34,3.87,3.9,4.96,NA,NA,NA,0,0.26
8/10/1999,NA,NA,NA,110.35,95.4,0,59.07,199,898.94,9.5,105.07,NA,NA,3880,1.08,24.35,4.51,4.45,3.93,3.87,4.84,4.96,NA,NA,0,0.3
8/11/1999,2790,NA,NA,114.47,95.03,0,59.04,107,940.76,11,121.94,NA,NA,4170,1.02,NA,3.83,4.51,3.59,3.93,4.49,4.84,NA,NA,0,0.29
8/12/1999,2140,NA,NA,114.38,95.29,0,59.13,71,1171.79,9.7,117.94,NA,NA,3330,NA,23.95,3.2,3.83,3.01,3.59,2.98,4.49,NA,NA,0,0.27
8/13/1999,1850,NA,NA,121.56,95.27,0,59.38,69,1196.39,10,114.34,NA,NA,1970,0.799,23.5,2.86,3.2,2.7,3.01,2.56,2.98,4.64,NA,0.07,0.27
8/14/1999,1560,NA,NA,126.64,95.23,0,59.67,77,1155.98,16,104.84,63,NA,1170,0.962,23.3,2.52,2.86,2.37,2.7,2.05,2.56,3.97,4.64,0,0.34
8/15/1999,1380,NA,NA,126.76,95.25,0,59.94,79,1109.86,20,93.29,62,NA,774,1.12,23.7,2.27,2.52,2.19,2.37,2.05,2.05,3.24,3.97,0,0.27
8/16/1999,1160,NA,NA,143.06,95.28,0,59.79,75,1003.66,24,92.54,58,NA,628,1.33,23.75,1.95,2.27,1.96,2.19,2.03,2.05,2.94,3.24,0.01,0.27
8/17/1999,997,NA,NA,159.95,107.05,0,60.17,65,905.81,30,91.71,51,NA,484,1.56,24.4,1.7,1.95,1.72,1.96,0.77,2.03,2.62,2.94,0,0.25
8/18/1999,948,NA,NA,161.89,112.54,0,60.13,65,828.71,31,96.62,49,NA,348,1.87,24.15,1.6,1.7,1.6,1.72,0.49,0.77,2.25,2.62,0,0.26
8/19/1999,1010,NA,NA,163.28,112.74,0,60.1,64,1022.36,29,99.02,54,NA,296,2.25,23.9,1.69,1.6,1.94,1.6,0.65,0.49,2.09,2.25,0.06,0.25
8/20/1999,1180,NA,NA,162.71,112.13,0,59.97,63,1122.55,29,105.01,53,NA,312,2.29,23.95,1.95,1.69,2.11,1.94,0.91,0.65,2.14,2.09,0.68,0.23
8/21/1999,1570,NA,NA,168.32,111.89,0,59.97,64,1192.74,29,109.02,56,NA,365,NA,NA,2.49,1.95,2.4,2.11,1.36,0.91,2.29,2.14,0,0.21
8/22/1999,1290,NA,NA,169.32,111.63,0,59.91,68,1143.62,30,111.46,NA,NA,546,NA,NA,2.12,2.49,2.17,2.4,1.12,1.36,2.77,2.29,0,0.21
8/23/1999,1190,NA,NA,158.46,111.79,0,59.9,65,1032.26,31,112.47,NA,NA,386,NA,NA,1.98,2.12,1.97,2.17,0.87,1.12,2.35,2.77,0,0.29
8/24/1999,1140,NA,NA,127.86,111.86,0,59.82,64,1051.9,28,112.56,63,NA,290,NA,NA,1.89,1.98,2.01,1.97,0.82,0.87,2.07,2.35,0,0.28
8/25/1999,1200,NA,NA,178.78,111.76,0,59.96,62,1103.37,17,112.33,48,NA,253,NA,NA,1.98,1.89,2.13,2.01,0.86,0.82,1.95,2.07,0,0.24
8/26/1999,1210,NA,NA,180.62,111.83,0,60.01,62,1142.5,18,112.61,41,NA,264,2.22,24.4,2.01,1.98,2.14,2.13,0.96,0.86,1.99,1.95,0,0.26
8/27/1999,1200,NA,NA,180.54,111.78,0,60.02,64,1134.59,17,111.79,43,NA,285,2.12,24.7,2,2.01,2.14,2.14,NA,0.96,2.06,1.99,0,0.28
8/28/1999,1160,NA,NA,180.17,111.76,0,59.98,61,1114.77,16,111.4,54,NA,284,NA,NA,1.95,2,2.11,2.14,0.89,NA,2.05,2.06,0,0
8/29/1999,1260,NA,NA,180.07,111.86,0,60,59,1100.07,18,111.18,59,NA,282,NA,NA,2.1,1.95,2.08,2.11,0.94,0.89,2.05,2.05,0,0
8/30/1999,1180,NA,NA,209.38,111.76,0,59.96,59,1156.55,22,112.54,53,NA,309,NA,NA,2.02,2.1,2.17,2.08,NA,0.94,2.13,2.05,0.01,0
8/31/1999,878,NA,NA,196.17,108.12,0,57.27,55,1033.36,24,112.48,44,NA,295,NA,NA,1.54,2.02,1.88,2.17,0.75,NA,2.09,2.13,0,0.34
9/1/1999,691,NA,NA,202,90.65,0,44.09,53,984.59,28,112.16,39,NA,219,NA,NA,1.26,1.54,1.7,1.88,0.65,0.75,1.8,2.09,0,0.35
9/2/1999,527,NA,NA,200.9,52.71,0,10.33,52,850.1,27,112.59,39,NA,189,NA,NA,0.95,1.26,1.52,1.7,0.41,0.65,1.7,1.8,0,0.3
9/3/1999,525,NA,NA,204.32,67.12,0,15.38,61,710.27,19,110.58,38,NA,161,NA,NA,0.96,0.95,1.39,1.52,0.38,0.41,1.59,1.7,0,0.26
9/4/1999,578,NA,NA,203.5,76.68,0,21.55,55,717.65,19,111.76,43,NA,159,NA,NA,1.08,0.96,1.41,1.39,0.43,0.38,1.58,1.59,0,0.2
9/5/1999,588,NA,NA,201.17,79.36,0,27.84,59,776.95,23,110.04,55,NA,163,NA,NA,1.12,1.08,1.45,1.41,0.31,0.43,1.6,1.58,0,0.25
9/6/1999,570,NA,NA,201.1,79.75,0,28.92,59,755.72,19,109.89,54,NA,151,NA,NA,1.1,1.12,1.46,1.45,0.43,0.31,1.55,1.6,0,0.28
9/7/1999,479,NA,NA,202.26,68.51,0,27.91,59,714.15,13,108.96,39,NA,144,NA,NA,0.94,1.1,1.43,1.46,0.38,0.43,1.52,1.55,0,0.26
9/8/1999,452,NA,NA,194.91,46.39,0,19.22,55,691.09,14,108.48,37,NA,134,NA,NA,0.89,0.94,1.33,1.43,0.33,0.38,1.48,1.52,0,0.21
9/9/1999,427,NA,NA,196.68,45.66,0,16.38,68,632.04,17,121.99,34,NA,130,3.62,20.2,0.84,0.89,1.27,1.33,0.3,0.33,1.46,1.48,0,0.21
9/10/1999,342,NA,NA,0,47.2,0,10.79,63,608.83,26,98.64,32,NA,132,3.55,21.9,0.68,0.84,1.27,1.27,0.25,0.3,1.47,1.46,0,0.21
9/11/1999,283,NA,NA,0,79.51,0,28.93,95,565.08,26,97.45,30,NA,127,3.78,21.15,0.54,0.68,1.27,1.27,0.24,0.25,1.44,1.47,0,0.1
9/12/1999,246,NA,NA,0,77.02,0,28.53,119,502.98,19,94.96,26,NA,122,3.88,16.95,0.43,0.54,1.2,1.27,0.18,0.24,1.42,1.44,0,0.18
9/13/1999,365,NA,NA,0,69.56,0,28.74,110,518.89,31,95.4,26,NA,116,4.12,19.45,0.74,0.43,1.19,1.2,0.26,0.18,1.39,1.42,0,0.21
9/14/1999,333,NA,NA,0,69.55,0,28.48,112,565.75,26,99.81,25,NA,116,4.17,18.25,0.67,0.74,1.29,1.19,0.2,0.26,1.39,1.39,0,0.05
9/15/1999,334,NA,NA,0,69.9,0,28.28,100,572.42,31,96.3,24,NA,114,4.22,15.75,0.68,0.67,1.28,1.29,0.2,0.2,1.38,1.39,0,0.17
9/16/1999,377,NA,NA,0,69.79,0,28.17,124,638.39,21,99.2,26,NA,122,4.15,18.35,0.78,0.68,1.32,1.28,0.13,0.2,1.42,1.38,0,0.09
9/17/1999,464,NA,NA,0,70.04,0,28,155,643.88,24,92.07,25,NA,117,4.25,18.3,0.96,0.78,1.36,1.32,0.11,0.13,1.4,1.42,0,0.17
9/18/1999,426,NA,NA,0,69.71,0,27.73,154,644.08,30,91.43,27,NA,112,4.47,20.1,0.89,0.96,1.44,1.36,0.16,0.11,1.37,1.4,0,0.05
9/19/1999,468,NA,NA,2.38,69,0,27.44,141,645.66,31,87.81,24,NA,109,NA,NA,0.98,0.89,1.43,1.44,0.18,0.16,1.35,1.37,0,0.05
9/20/1999,491,NA,NA,161.08,69.72,0,27.5,147,615.27,30,88.09,25,NA,113,NA,NA,1.03,0.98,1.36,1.43,0.18,0.18,1.38,1.35,0,0.15
9/21/1999,549,NA,NA,163.48,69.78,0,27.47,141,648.64,26,71.13,24,NA,114,NA,NA,1.15,1.03,1.29,1.36,0.12,0.18,1.38,1.38,0,0.16
9/22/1999,549,NA,NA,169.81,69.68,0,27.42,122,622.17,31,62.02,26,NA,116,NA,NA,1.16,1.15,1.3,1.29,0.16,0.12,1.39,1.38,0.01,0.18
9/23/1999,544,NA,NA,173.13,69.82,0,28.24,118,655.6,32,62.23,27,NA,115,NA,NA,1.14,1.16,1.27,1.3,0.16,0.16,1.39,1.39,0,0.2
9/24/1999,577,NA,NA,220.99,69.69,0,28.46,107,626.45,36,61.97,24,NA,112,NA,NA,1.22,1.14,1.27,1.27,0.18,0.16,1.37,1.39,0,0.23
9/25/1999,577,NA,NA,249.08,69.71,0,29.05,102,555.18,32,65.01,28,NA,110,NA,NA,1.22,1.22,1.22,1.27,0.2,0.18,1.36,1.37,0,0.18
9/26/1999,551,NA,NA,251.74,69.58,0,29.22,106,546.84,30,66.23,39,NA,113,NA,NA,1.18,1.22,1.2,1.22,0.2,0.2,1.38,1.36,0,0.09
9/27/1999,479,NA,NA,247.54,69.3,0,29.22,110,498.57,31,62.59,44,NA,116,NA,NA,1.04,1.18,1.12,1.2,0.18,0.2,1.39,1.38,0,0.08
9/28/1999,493,NA,NA,221.32,69.65,0,29.44,129,497.91,31,62.59,56,NA,122,NA,NA,1.07,1.04,1.11,1.12,0.17,0.18,1.42,1.39,0,0.15
9/29/1999,437,NA,NA,169.2,69.5,0,29.94,111,488.36,33,62.59,58,NA,123,2.91,9.3,0.97,1.07,1.12,1.11,0.24,0.17,1.43,1.42,0.01,0.17
9/30/1999,362,NA,NA,146.11,59.62,0,29.1,77,490.67,NA,64.99,58,NA,127,2.84,14.3,0.84,0.97,1.13,1.12,0.34,0.24,1.44,1.43,0,0.31
10/1/1999,271,1.09,NA,131.92,42.88,0,23.94,96,473.62,57,66.66,67,NA,132,2.85,14.05,0.65,0.84,1.14,1.13,0.34,0.34,1.47,1.44,0,0.22
10/2/1999,188,NA,NA,124.04,45.58,0,15.26,111,355.18,45,66.06,66,NA,135,2.78,13.65,0.42,0.65,1.08,1.14,0.35,0.34,1.48,1.47,0,0.06
10/3/1999,201,NA,NA,121.83,58.57,0,25.08,141,341.52,38,66.58,61,NA,138,2.74,12.1,0.46,0.42,0.96,1.08,0.3,0.35,1.5,1.48,0,0.15
10/4/1999,231,NA,NA,121.77,60.14,0,28.58,156,290.75,34,66.22,58,NA,140,2.8,13.5,0.53,0.46,0.92,0.96,0.42,0.3,1.5,1.5,0,0.22
10/5/1999,261,1.17,NA,122.03,60.95,0,29.21,136,289.49,26,66.99,54,NA,148,2.8,14.65,0.61,0.53,0.84,0.92,0.36,0.42,1.54,1.5,0,0.28
10/6/1999,247,1.2,NA,124.44,58.13,0,27.02,114,259.89,30,66.37,58,NA,145,2.94,14.35,0.57,0.61,0.82,0.84,0.36,0.36,1.53,1.54,0.01,0.1
10/7/1999,223,1.25,NA,125.17,68.21,0,28.9,123,272.62,24,65.16,59,NA,145,2.93,12.9,0.5,0.57,0.76,0.82,0.28,0.36,1.53,1.53,0,0.19
10/8/1999,172,NA,NA,109.21,65.91,0,29.78,125,280.79,22,62.31,54,NA,138,3.06,14.95,0.34,0.5,0.74,0.76,0.21,0.28,1.5,1.53,0,0.15
10/9/1999,189,NA,NA,108.87,64.69,0,29.58,114,233.44,22,63.01,48,NA,126,3.22,15.15,0.39,0.34,0.69,0.74,0.22,0.21,1.44,1.5,0.01,0.17
10/10/1999,175,NA,NA,104.54,67.35,0,29.58,126,314.4,25,62.73,46,NA,124,3.26,15.5,0.35,0.39,0.78,0.69,0.23,0.22,1.43,1.44,0,0.21
10/11/1999,164,NA,NA,100.37,59.58,0,29.41,143,354.04,24,62.59,48,NA,122,3.28,16.35,0.3,0.35,0.85,0.78,0.25,0.23,1.42,1.43,0,0.18
10/12/1999,183,NA,NA,114.57,54.9,0,29.22,121,357.58,20,62.56,45,NA,121,3.21,16.4,0.36,0.3,0.91,0.85,0.22,0.25,1.42,1.42,0,0.15
10/13/1999,378,1.11,NA,158.39,61.51,0,29.09,116,317.67,15,61.93,41,NA,112,3.36,15.7,0.85,0.36,NA,0.91,0.24,0.22,1.37,1.42,0,0.18
10/14/1999,406,1.15,NA,161.43,59.95,0,28.55,98,310.55,17,62.32,40,NA,110,3.42,15.7,0.92,0.85,NA,NA,0.23,0.24,1.36,1.37,0,0.17
10/15/1999,460,1.15,NA,118.35,60.52,0,29.22,87,339.94,36,62.59,42,NA,112,3.45,13.95,1.02,0.92,1.68,NA,0.29,0.23,1.37,1.36,0.01,0.04
10/16/1999,451,1.18,NA,98.28,60.12,0,29.22,119,397.89,19,62.59,47,NA,123,3.26,10.7,0.98,1.02,0.99,1.68,0.3,0.29,1.43,1.37,0,0.07
10/17/1999,450,1.19,NA,98.27,60.05,0,29.22,119,441.26,21,62.59,52,NA,132,3.04,10.2,0.99,0.98,1.04,0.99,0.22,0.3,1.47,1.43,0,0.11
10/18/1999,508,1.2,NA,97.93,60.89,0,29.07,114,461.97,23,62.59,53,NA,128,3.19,9.5,1.07,0.99,1.01,1.04,0.23,0.22,1.45,1.47,0,0.08
10/19/1999,574,1.15,NA,98.33,60.3,0,28.86,107,476.25,29,63.02,58,NA,132,3.14,11.45,1.18,1.07,1.1,1.01,0.28,0.23,1.47,1.45,0,0.09
10/20/1999,547,1.17,NA,106.22,59.73,0,28.84,117,530.12,18,63.25,58,NA,133,3.09,11.2,1.11,1.18,1.16,1.1,0.2,0.28,1.47,1.47,0,0.1
10/21/1999,596,1.14,NA,111.29,61.04,0,28.54,120,486.27,18,62.45,57,NA,124,3.22,12.05,1.19,1.11,1.17,1.16,0.17,0.2,1.43,1.47,0,0.09
10/22/1999,588,1.13,NA,111.44,60.12,0,28.21,119,518.13,22,62.2,59,NA,121,3.21,12.1,1.16,1.19,1.17,1.17,0.18,0.17,1.42,1.43,0,0.1
10/23/1999,539,1.16,NA,111.26,59.93,0,28.14,116,522.1,18,61.98,64,NA,123,3.15,12.15,1.05,1.16,1.15,1.17,0.17,0.18,1.43,1.42,0,0.11
10/24/1999,508,1.17,NA,111.2,60.02,0,28.14,108,466.31,14,61.75,64,NA,122,3.09,11.85,0.97,1.05,1.09,1.15,0.16,0.17,1.42,1.43,0.01,0.14
10/25/1999,474,1.21,NA,148.04,60.04,0,28.14,101,392.72,17,62.17,60,NA,120,3.12,11.95,0.88,0.97,1.02,1.09,0.2,0.16,1.41,1.42,0,0.14
10/26/1999,400,1.25,NA,129.23,59.66,0,28.14,94,370.27,23,62.59,58,NA,122,3.05,11.6,0.72,0.88,0.94,1.02,0.22,0.2,1.42,1.41,0,0
10/27/1999,380,1.26,NA,103.6,59.94,0,28.16,92,321.26,23,62.59,56,NA,123,3.05,10.55,0.66,0.72,0.88,0.94,0.21,0.22,1.43,1.42,0,0
10/28/1999,428,1.24,NA,94.48,60.37,0,28.5,89,330.89,26,61.56,53,NA,121,3.08,10.55,0.74,0.66,0.91,0.88,0.22,0.21,1.42,1.43,0,0
10/29/1999,573,1.19,NA,92.33,60.86,0,28.5,100,447,28,60.92,45,NA,115,3.19,9.4,1.03,0.74,1.09,0.91,0.25,0.22,1.39,1.42,0,0
10/30/1999,618,1.17,NA,92.62,60.35,0,28.62,114,425.69,28,61.36,43,NA,113,3.22,9.1,1.12,1.03,1.16,1.09,0.34,0.25,1.38,1.39,0,0
10/31/1999,647,1.13,NA,92.46,60.17,0,28.86,122,401.91,31,62.32,43,NA,122,3.11,9.2,1.18,1.12,1.24,1.16,0.45,0.34,1.42,1.38,0,0
11/1/1999,638,1.12,NA,92.26,32.14,0,9.09,119,524.34,29,63.42,43,NA,140,2.82,8.6,1.16,1.18,1.28,1.24,0.3,0.45,1.5,1.42,0,0
11/2/1999,648,1.12,NA,94.98,24.68,0,0,109,540.99,22,62.86,45,NA,127,2.97,7.9,1.18,1.16,1.3,1.28,0.27,0.3,1.44,1.5,0,0
11/3/1999,692,1.15,NA,92.53,24.18,0,0,108,494.92,25,62.59,46,NA,123,3.01,8.5,1.2,1.18,1.33,1.3,0.36,0.27,1.43,1.44,0,0
11/4/1999,672,1.12,NA,92.48,24.46,0,0,114,519.25,30,62.78,42,NA,142,2.8,8.4,1.2,1.2,1.3,1.33,0.61,0.36,1.51,1.43,0,0
11/5/1999,653,1.13,NA,92.49,24.79,0,0,103,537.2,28,65.16,41,NA,166,2.49,8.95,1.19,1.2,1.31,1.3,0.3,0.61,1.61,1.51,0,0
11/6/1999,652,1.14,NA,92.44,24.49,0,0,102,517.34,26,64.23,39,NA,131,2.9,8.8,1.18,1.19,1.36,1.31,0.27,0.3,1.46,1.61,0,0
11/7/1999,641,1.14,NA,92.58,24.58,13.9,0,105,532.03,30,63.48,40,NA,126,3,9,1.16,1.18,1.32,1.36,0.26,0.27,1.44,1.46,0,0
11/8/1999,651,1.15,NA,92.65,24.53,0,0,105,554.81,34,63.52,40,NA,124,3.04,10.05,1.18,1.16,1.39,1.32,0.26,0.26,1.43,1.44,0,0
11/9/1999,627,1.15,NA,92.36,24.58,0,0,98,568.43,34,63.19,40,NA,123,3.04,10.35,1.14,1.18,1.37,1.39,0.25,0.26,1.43,1.43,0,0
11/10/1999,693,1.14,NA,92.55,24.67,0,0,97,577.27,25,62.12,39,NA,119,3.08,9.55,1.27,1.14,1.36,1.37,0.22,0.25,1.41,1.43,0,0
11/11/1999,638,1.16,NA,91.46,24.61,0,0,103,592.62,22,62.01,39,NA,116,3.12,9.55,1.17,1.27,1.36,1.36,0.26,0.22,1.39,1.41,0,0
11/12/1999,585,1.18,NA,17.33,24.61,0,0,104,613.5,25,62.43,35,NA,115,3.12,9.25,1.07,1.17,1.35,1.36,0.21,0.26,1.39,1.39,0,0
11/13/1999,573,1.2,NA,0,24.7,0,0,103,631.42,29,61.96,32,NA,109,3.21,9.2,1.04,1.07,1.4,1.35,0.22,0.21,1.35,1.39,0,0
11/14/1999,594,1.21,NA,0,24.34,0,0,101,622.58,33,62.36,22,NA,100,3.26,9.2,1.09,1.04,1.4,1.4,0.24,0.22,1.31,1.35,0,0
11/15/1999,705,1.26,NA,0,24.69,0,0,88,689.11,38,61.98,23,NA,98,3.35,9,1.29,1.09,1.47,1.4,0.21,0.24,1.29,1.31,0,0
11/16/1999,465,1.41,NA,104.66,24.2,0,0,72,623.25,18,60.76,24,NA,96,3.35,8.8,0.83,1.29,1.35,1.47,0.06,0.21,1.28,1.29,0,0
11/17/1999,369,1.5,NA,158.21,24.68,0,0,65,302.05,4.4,60.62,22,NA,82,3.65,8.95,0.63,0.83,0.92,1.35,0.03,0.06,1.2,1.28,0,0
11/18/1999,336,1.49,NA,157.16,24.59,0,0,65,246.06,4.5,60.67,21,NA,74,3.86,10.3,0.56,0.63,0.86,0.92,0,0.03,1.14,1.2,0,0
11/19/1999,329,1.51,NA,157.35,24.54,0,0,62,212.4,4.5,59.8,20,NA,68,3.97,7.65,0.54,0.56,0.79,0.86,NA,0,1.1,1.14,0,0
11/20/1999,318,1.54,NA,149.18,24.37,0,0,66,203.13,4.5,59.36,20,NA,66,4.01,7.75,0.52,0.54,0.75,0.79,NA,NA,1.08,1.1,0,0
11/21/1999,308,1.54,NA,141.06,24.54,0,0,62,190.62,4.5,59.28,20,NA,65,4.02,7.55,0.49,0.52,0.72,0.75,NA,NA,1.08,1.08,0,0
11/22/1999,314,1.52,NA,143.96,24.63,0,0,73,192.42,4.6,15.03,20,NA,65,4.07,5.85,0.51,0.49,0.7,0.72,NA,NA,1.08,1.08,0,0
11/23/1999,454,1.43,NA,230.83,14.45,0,0,90,215.44,4.6,0,19,NA,82,3.72,5.5,0.81,0.51,0.76,0.7,0,NA,1.2,1.08,0,0
11/24/1999,536,1.36,NA,314.9,0,0,0,77,310.78,4.5,0,19,NA,103,3.28,6.3,0.96,0.81,0.96,0.76,0.03,0,1.32,1.2,0,0
11/25/1999,552,1.37,NA,314.9,0,0,0,43,339.76,4.7,0,19,NA,101,3.31,4.25,0.98,0.96,1.04,0.96,0.01,0.03,1.31,1.32,0,0
11/26/1999,538,1.39,NA,314.9,0,0,0,35,328.96,4.7,0,19,NA,100,3.34,6.4,0.94,0.98,1.06,1.04,0,0.01,1.31,1.31,0,0
11/27/1999,537,1.4,NA,314.9,0,0,0,32,311.33,4.7,0,19,NA,99,3.38,7.95,0.92,0.94,1.05,1.06,NA,0,1.3,1.31,0,0
11/28/1999,562,1.39,NA,314.9,0,0,0,31,297.52,4.7,0,19,NA,96,3.42,7.6,0.96,0.92,1,1.05,NA,NA,1.28,1.3,0,0
11/29/1999,772,1.31,NA,314.9,0,0,0,30,321.4,4.7,0,19,NA,95,3.37,6.6,1.33,0.96,1.06,1,NA,NA,1.28,1.28,0,0
11/30/1999,869,1.25,NA,316.24,16.72,0,0,30,423.78,4.7,0,19,NA,96,3.37,8.25,1.49,1.33,1.36,1.06,0.33,NA,1.28,1.28,0,0
12/1/1999,869,1.24,NA,317.05,28.67,318.75,0,52,442.54,4.9,3.85,19,NA,132,2.88,6.95,1.49,1.49,1.11,1.36,0.15,0.33,1.47,1.28,0,0
12/2/1999,901,NA,NA,114.58,28.71,522.79,0,53,284.49,4.9,1.48,18,NA,113,3.09,6.75,1.59,1.49,0.96,1.11,0.1,0.15,1.38,1.47,0,0
12/3/1999,911,NA,NA,0,28.71,449.25,0,54,342.96,5.1,0,18,NA,109,3.21,5.15,1.66,1.59,1.06,0.96,0.08,0.1,1.35,1.38,0,0
12/4/1999,901,1.22,NA,0,5.7,324.38,0,49,429,5.2,0,18,NA,108,3.21,3.6,1.7,1.66,1.2,1.06,0.08,0.08,1.35,1.35,0,0
12/5/1999,877,1.3,NA,0,0,322.46,0,27,437.92,5.2,0,17,NA,105,3.21,2.35,1.72,1.7,1.25,1.2,0.08,0.08,1.33,1.35,0,0
12/6/1999,840,NA,NA,0,0,345.04,0,27,433.77,4.8,0,17,NA,104,3.22,2.5,1.71,1.72,1.23,1.25,0.08,0.08,1.33,1.33,0,0
12/7/1999,825,NA,NA,0,0,365.67,0,27,396.8,3.9,0,17,NA,105,3.24,2.6,1.74,1.71,1.13,1.23,0.08,0.08,1.33,1.33,0,0
12/8/1999,896,NA,NA,0,28.86,365.38,36.1,28,420.91,3.9,0,17,NA,103,3.26,2.7,1.84,1.74,1.2,1.13,0.06,0.08,1.32,1.33,0,0
12/9/1999,898,NA,NA,0,58.39,364.63,48.1,40,471.21,3.9,0,16,NA,101,3.28,2.8,1.83,1.84,1.27,1.2,0.05,0.06,1.31,1.32,0,0
12/10/1999,860,NA,NA,0,59.86,379.67,48.2,40,470.32,3.9,0,15,NA,100,3.31,3.5,1.74,1.83,1.28,1.27,0.03,0.05,1.31,1.31,0,0
12/11/1999,795,1.2,NA,0,59.37,417.42,48.6,40,409.07,3.7,0,16,NA,99,3.36,4.25,1.62,1.74,1.21,1.28,0.02,0.03,1.3,1.31,0,0
12/12/1999,763,1.25,NA,0,24.97,406.21,12.7,37,366.76,3.6,0,14,NA,98,3.34,2.95,1.54,1.62,1.2,1.21,0.07,0.02,1.29,1.3,0,0
12/13/1999,751,1.26,NA,0,0,402,0,27,341.87,3.6,0,13,NA,100,3.34,1.85,1.5,1.54,1.22,1.2,0.04,0.07,1.31,1.29,0,0
12/14/1999,758,1.27,NA,0,0,395.13,0,24,329.74,3.5,0,13,NA,99,3.37,1.55,1.49,1.5,1.19,1.22,0.04,0.04,1.3,1.31,0,0
12/15/1999,733,1.33,NA,0,0,406.38,0,24,325.4,3.2,0,12,NA,94,3.39,NA,1.42,1.49,1.14,1.19,0.07,0.04,1.27,1.3,0,0
12/16/1999,740,1.31,NA,0,0,422.83,0,25,294.04,3.2,0,13,NA,99,3.31,3,1.42,1.42,1.08,1.14,0.12,0.07,1.3,1.27,0,0
12/17/1999,760,1.3,NA,0,0,372.54,NA,24,311.88,3.2,0,14,NA,107,3.3,4.25,1.44,1.42,1.03,1.08,0.11,0.12,1.34,1.3,0,0
12/18/1999,796,1.3,NA,0,0,375.25,NA,23,312.7,3.2,0,14,NA,106,3.16,3.45,1.48,1.44,1.03,1.03,0.16,0.11,1.34,1.34,0,0
12/19/1999,796,1.33,NA,0,0,378.42,NA,23,307.24,3.2,0,15,NA,110,3.19,4.05,1.45,1.48,1.06,1.03,0.1,0.16,1.36,1.34,0,0
12/20/1999,796,1.34,NA,0,0,376.83,NA,23,287.75,3.1,0,14,NA,105,3.11,2.2,1.46,1.45,1.01,1.06,0.09,0.1,1.33,1.36,0,0
12/21/1999,802,1.36,NA,0,0,381.71,NA,22,287.54,3,0,14,NA,102,3.13,1.95,1.39,1.46,1.01,1.01,0.09,0.09,1.32,1.33,0,0
12/22/1999,779,1.35,NA,0,0,402.25,NA,22,292.53,3,0,14,NA,103,3.09,2.15,1.37,1.39,1.06,1.01,0.07,0.09,1.32,1.32,0,0
12/23/1999,747,1.36,NA,0,0,405.58,NA,22,276.62,3,0,14,NA,101,3.09,3.05,1.33,1.37,1.04,1.06,0.06,0.07,1.31,1.32,0,0
