Reach,Section,Name,Tw,H
D,17,USS21,93.8848,0.2
D,17,USS21,117.6651,0.3
D,17,USS21,132.897,0.4
D,17,USS21,135.3065,0.5
D,17,USS21,137.7159,0.6
D,17,USS21,139.7082,0.7
D,17,USS21,140.6819,0.8
D,17,USS21,141.3315,0.9
D,17,USS21,141.9812,1
D,17,USS21,142.6308,1.1
D,17,USS21,143.1473,1.2
D,17,USS21,143.575,1.3
D,17,USS21,144.0027,1.4
D,17,USS21,144.4305,1.5
D,17,USS21,144.8582,1.6
D,17,USS21,145.2859,1.7
D,17,USS21,145.9957,1.8
D,17,USS21,146.7368,1.9
D,17,USS21,147.4779,2
D,17,USS21,148.219,2.1
D,17,USS21,148.9601,2.2
D,17,USS21,149.7012,2.3
D,17,USS21,150.4423,2.4
D,17,USS21,151.1834,2.5
D,17,USS21,151.9361,2.6
D,17,USS21,152.7003,2.7
D,17,USS21,154.425,2.8
D,17,USS21,157.5906,2.9
D,17,USS21,160.7561,3
D,17,USS21,163.9217,3.1
D,17,USS21,167.0872,3.2
D,17,USS21,170.2528,3.3
D,17,USS21,171.3293,3.4
D,17,USS21,172.1737,3.5
D,17,USS21,173.0181,3.6
D,17,USS21,173.8625,3.7
D,17,USS21,174.7069,3.8
D,17,USS21,175.5513,3.9
D,17,USS21,176.3957,4
D,17,USS21,177.24,4.1
D,17,USS21,178.0844,4.2
D,17,USS21,178.9288,4.3
D,17,USS21,179.7732,4.4
D,18,USS22,10.7572,0
D,18,USS22,21.5144,0.1
D,18,USS22,32.2716,0.2
D,18,USS22,37.6527,0.3
D,18,USS22,41.0732,0.4
D,18,USS22,45.8674,0.5
D,18,USS22,50.6615,0.6
D,18,USS22,55.4556,0.7
D,18,USS22,60.2498,0.8
D,18,USS22,65.0439,0.9
D,18,USS22,69.6349,1
D,18,USS22,72.3975,1.1
D,18,USS22,75.16,1.2
D,18,USS22,77.9226,1.3
D,18,USS22,79.4502,1.4
D,18,USS22,80.0176,1.5
D,18,USS22,80.4142,1.6
D,18,USS22,80.8108,1.7
D,18,USS22,81.2074,1.8
D,18,USS22,81.604,1.9
D,18,USS22,82.0005,2
D,18,USS22,82.3814,2.1
D,18,USS22,82.7258,2.2
D,18,USS22,83.0423,2.3
D,18,USS22,83.3519,2.4
D,18,USS22,83.6614,2.5
D,18,USS22,83.971,2.6
D,18,USS22,84.2806,2.7
D,18,USS22,84.5902,2.8
D,18,USS22,84.8997,2.9
D,18,USS22,85.2093,3
D,18,USS22,85.5189,3.1
D,18,USS22,85.8285,3.2
D,18,USS22,86.138,3.3
D,18,USS22,86.469,3.4
D,18,USS22,86.8024,3.5
D,18,USS22,87.1714,3.6
D,18,USS22,87.6238,3.7
D,18,USS22,88.0762,3.8
D,18,USS22,88.5287,3.9
D,18,USS22,94.0302,4
D,18,USS22,98.4458,4.1
D,18,USS22,100.6951,4.2
D,18,USS22,103.1424,4.3
D,18,USS22,105.5897,4.4
D,18,USS22,108.037,4.5
D,18,USS22,110.4843,4.6
D,18,USS22,112.9315,4.7
D,18,USS22,115.1692,4.8
D,18,USS22,115.5206,4.9
D,18,USS22,115.872,5
D,18,USS22,116.2234,5.1
D,18,USS22,116.5748,5.2
D,18,USS22,116.9263,5.3
D,18,USS22,117.2777,5.4
D,18,USS22,117.6291,5.5
D,18,USS22,117.9646,5.6
D,18,USS22,118.2961,5.7
D,18,USS22,118.6276,5.8
D,18,USS22,118.9591,5.9
D,18,USS22,119.2906,6
D,18,USS22,119.7047,6.1
D,18,USS22,120.1542,6.2
D,18,USS22,120.6036,6.3
D,18,USS22,121.0531,6.4
D,18,USS22,121.5026,6.5
D,18,USS22,121.9521,6.6
D,18,USS22,122.4015,6.7
D,19,USS23,34.1867,0
D,19,USS23,68.3734,0.1
D,19,USS23,98.6014,0.2
D,19,USS23,102.3183,0.3
D,19,USS23,103.7493,0.4
D,19,USS23,105.1803,0.5
D,19,USS23,106.6113,0.6
D,19,USS23,108.0422,0.7
D,19,USS23,109.4217,0.8
D,19,USS23,110.5951,0.9
D,19,USS23,110.9514,1
D,19,USS23,111.3077,1.1
D,19,USS23,111.664,1.2
D,19,USS23,112.0203,1.3
D,19,USS23,112.3765,1.4
D,19,USS23,112.7328,1.5
D,19,USS23,113.0891,1.6
D,19,USS23,113.4454,1.7
D,19,USS23,113.8016,1.8
D,19,USS23,114.2644,1.9
D,19,USS23,114.739,2
D,19,USS23,115.2136,2.1
D,19,USS23,115.6881,2.2
D,19,USS23,116.1627,2.3
D,19,USS23,116.6373,2.4
D,19,USS23,117.1119,2.5
D,19,USS23,117.5864,2.6
D,19,USS23,118.061,2.7
D,19,USS23,118.5356,2.8
D,19,USS23,119.0102,2.9
D,19,USS23,119.4848,3
D,19,USS23,119.9593,3.1
D,19,USS23,120.4339,3.2
D,19,USS23,120.9085,3.3
E,20,USS26,26.9548,0
E,20,USS26,32.9547,0.1
E,20,USS26,38.9547,0.2
E,20,USS26,42.3513,0.3
E,20,USS26,43.1446,0.4
E,20,USS26,43.9379,0.5
E,20,USS26,44.7313,0.6
E,20,USS26,45.5246,0.7
E,20,USS26,46.3179,0.8
E,20,USS26,47.1112,0.9
E,20,USS26,47.9045,1
E,20,USS26,48.6979,1.1
E,20,USS26,49.3391,1.2
E,20,USS26,50.5627,1.3
E,20,USS26,52.3856,1.4
E,20,USS26,57.0873,1.5
E,20,USS26,62.1088,1.6
E,20,USS26,67.1304,1.7
E,20,USS26,72.1519,1.8
E,20,USS26,77.1735,1.9
E,20,USS26,82.195,2
E,20,USS26,87.2082,2.1
E,20,USS26,89.5054,2.2
E,20,USS26,89.9978,2.3
E,20,USS26,90.4902,2.4
E,20,USS26,90.9825,2.5
E,20,USS26,91.4749,2.6
E,20,USS26,91.9673,2.7
E,20,USS26,92.4596,2.8
E,20,USS26,93.0255,2.9
E,20,USS26,94.2527,3
E,20,USS26,95.4799,3.1
E,20,USS26,96.707,3.2
E,20,USS26,97.9342,3.3
E,20,USS26,99.1614,3.4
E,20,USS26,100.3886,3.5
E,20,USS26,101.6157,3.6
E,20,USS26,102.8429,3.7
E,20,USS26,104.0701,3.8
E,20,USS26,105.2973,3.9
E,20,USS26,107.7262,4
E,20,USS26,111.3567,4.1
E,20,USS26,114.9871,4.2
E,20,USS26,118.6176,4.3
E,20,USS26,122.2572,4.4
E,20,USS26,125.9329,4.5
E,20,USS26,128.6335,4.6
E,20,USS26,129.0588,4.7
E,20,USS26,129.4841,4.8
E,20,USS26,129.9094,4.9
E,20,USS26,130.3347,5
E,20,USS26,130.7599,5.1
E,20,USS26,131.1852,5.2
E,20,USS26,131.6105,5.3
E,20,USS26,132.0358,5.4
E,20,USS26,132.4611,5.5
E,20,USS26,132.8864,5.6
E,20,USS26,133.3117,5.7
E,20,USS26,133.737,5.8
E,20,USS26,134.1623,5.9
E,20,USS26,134.5876,6
E,20,USS26,134.9474,6.1
E,20,USS26,135.2635,6.2
E,20,USS26,135.5797,6.3
E,20,USS26,135.8958,6.4
E,20,USS26,136.212,6.5
E,20,USS26,136.5281,6.6
E,20,USS26,136.8442,6.7
E,20,USS26,137.1604,6.8
E,20,USS26,137.4765,6.9
E,20,USS26,137.7927,7
E,20,USS26,138.1088,7.1
E,20,USS26,138.425,7.2
E,20,USS26,138.7411,7.3
E,20,USS26,139.0573,7.4
E,20,USS26,139.3734,7.5
E,20,USS26,139.6896,7.6
E,20,USS26,140.0057,7.7
E,20,USS26,140.3219,7.8
E,20,USS26,140.638,7.9
E,20,USS26,140.9542,8
E,20,USS26,141.2703,8.1
E,20,USS26,141.5865,8.2
E,20,USS26,141.9026,8.3
E,20,USS26,142.2188,8.4
E,20,USS26,142.5349,8.5
E,20,USS26,142.8511,8.6
E,20,USS26,143.1672,8.7
E,20,USS26,143.4834,8.8
E,20,USS26,143.7995,8.9
E,20,USS26,144.1157,9
E,20,USS26,144.4318,9.1
E,20,USS26,144.7479,9.2
E,20,USS26,145.0641,9.3
E,20,USS26,145.3802,9.4
E,20,USS26,145.6964,9.5
E,20,USS26,146.0125,9.6
E,20,USS26,146.3012,9.7
E,20,USS26,146.5259,9.8
E,20,USS26,146.7506,9.9
E,21,USS27,7.2507,0
E,21,USS27,14.5014,0.1
E,21,USS27,115.88,0.2
E,21,USS27,116.6317,0.3
E,21,USS27,117.3835,0.4
E,21,USS27,118.1352,0.5
E,21,USS27,118.8869,0.6
E,21,USS27,119.6387,0.7
E,21,USS27,126.1625,0.8
E,21,USS27,133.2934,0.9
E,21,USS27,139.9641,1
E,21,USS27,146.5334,1.1
E,21,USS27,152.0105,1.2
E,21,USS27,155.612,1.3
E,21,USS27,156.0811,1.4
E,21,USS27,156.5502,1.5
E,21,USS27,157.0085,1.6
E,21,USS27,157.4238,1.7
E,21,USS27,157.839,1.8
E,21,USS27,158.2544,1.9
E,21,USS27,158.6697,2
E,21,USS27,159.0849,2.1
E,21,USS27,159.5002,2.2
E,21,USS27,159.9154,2.3
E,21,USS27,160.3307,2.4
E,21,USS27,160.7459,2.5
E,21,USS27,161.1613,2.6
E,21,USS27,161.5765,2.7
