date,q.rfhcanco,h.rfhcanco,ha.rfhcanco,hb.rfhcanco
12/13/2007,NA,-0.07,-0.07,0.38
12/14/2007,NA,-0.07,-0.07,0.38
12/15/2007,NA,-0.07,-0.07,0.371
12/16/2007,NA,-0.06,-0.06,0.369
12/17/2007,NA,-0.06,-0.06,0.36
12/18/2007,NA,-0.08,-0.08,0.36
12/19/2007,NA,-0.08,-0.08,0.359
12/20/2007,NA,-0.08,-0.08,0.35
12/21/2007,NA,-0.08,-0.08,0.35
12/22/2007,NA,-0.08,-0.08,0.35
12/23/2007,NA,-0.08,-0.08,0.342
12/24/2007,NA,-0.08,-0.08,0.34
12/25/2007,NA,-0.08,-0.08,0.34
12/26/2007,NA,-0.09,-0.09,0.334
12/27/2007,NA,-0.09,-0.09,0.33
12/28/2007,NA,-0.08,-0.08,0.33
12/29/2007,NA,-0.07,-0.07,0.324
12/30/2007,NA,-0.06,-0.06,0.32
12/31/2007,NA,-0.06,-0.06,0.32
1/1/2008,NA,-0.06,-0.06,0.315
1/2/2008,NA,-41.67,-41.7,-41.3
1/3/2008,NA,-0.03,-0.03,0.31
1/4/2008,NA,-0.06,-0.06,0.31
1/5/2008,NA,-0.12,-0.12,0.31
1/6/2008,NA,-0.12,-0.12,0.31
1/7/2008,NA,-0.12,-0.12,0.303
1/8/2008,NA,-0.11,-0.11,0.3
1/9/2008,NA,-0.11,-0.11,0.3
1/10/2008,NA,-0.11,-0.11,0.3
1/11/2008,NA,-0.11,-0.11,0.3
1/12/2008,NA,-0.11,-0.11,0.293
1/13/2008,NA,-0.12,-0.12,0.29
1/14/2008,NA,-0.12,-0.12,0.29
1/15/2008,NA,-0.12,-0.12,0.29
1/16/2008,NA,-0.12,-0.12,0.285
1/17/2008,NA,-0.11,-0.11,0.28
1/18/2008,NA,-0.08,-0.08,0.28
1/19/2008,NA,-0.07,-0.07,0.28
1/20/2008,NA,-0.06,-0.06,0.271
1/21/2008,NA,-0.06,-0.06,0.27
1/22/2008,NA,-0.05,-0.05,0.27
1/23/2008,NA,-0.04,-0.04,0.27
1/24/2008,NA,-0.04,-0.04,0.264
1/25/2008,NA,-0.03,-0.03,0.26
1/26/2008,NA,-0.03,-0.03,0.26
1/27/2008,NA,-0.04,-0.04,0.26
1/28/2008,NA,-0.09,-0.09,0.26
1/29/2008,NA,-0.14,-0.14,0.26
1/30/2008,NA,-0.14,-0.14,0.26
1/31/2008,NA,-0.14,-0.14,0.255
2/1/2008,NA,-0.14,-0.14,0.25
2/2/2008,NA,-0.14,-0.14,0.25
2/3/2008,NA,-0.14,-0.14,0.25
2/4/2008,NA,-0.14,-0.14,0.25
2/5/2008,NA,-0.14,-0.14,0.25
2/6/2008,NA,-0.13,-0.13,0.242
2/7/2008,NA,-0.13,-0.13,0.24
2/8/2008,NA,-0.13,-0.13,0.24
2/9/2008,NA,-0.14,-0.14,0.24
2/10/2008,NA,-0.14,-0.14,0.24
2/11/2008,NA,-0.14,-0.14,0.236
2/12/2008,NA,-0.14,-0.14,0.23
2/13/2008,NA,-0.14,-0.14,0.23
2/14/2008,NA,-0.15,-0.15,0.23
2/15/2008,NA,-0.15,-0.15,0.23
2/16/2008,NA,-0.15,-0.15,0.23
2/17/2008,NA,-0.15,-0.15,0.23
2/18/2008,NA,-0.15,-0.15,0.228
2/19/2008,NA,-0.15,-0.15,0.22
2/20/2008,NA,-0.15,-0.15,0.22
2/21/2008,NA,-0.15,-0.15,0.22
2/22/2008,NA,-0.15,-0.15,0.22
2/23/2008,NA,-0.15,-0.15,0.22
2/24/2008,NA,-0.15,-0.15,0.22
2/25/2008,NA,-0.15,-0.15,0.22
2/26/2008,NA,-0.15,-0.15,0.21
2/27/2008,NA,-0.15,-0.15,0.21
2/28/2008,NA,-0.15,-0.15,0.21
2/29/2008,NA,-0.15,-0.15,0.21
3/1/2008,NA,-0.15,-0.15,0.21
3/2/2008,NA,-0.15,-0.15,0.21
3/3/2008,NA,-0.15,-0.15,0.21
3/4/2008,NA,-0.15,-0.15,0.21
3/5/2008,NA,-0.15,-0.15,0.2
3/6/2008,NA,-0.15,-0.15,0.2
3/7/2008,NA,-0.15,-0.15,0.2
3/8/2008,NA,-0.15,-0.15,0.2
3/9/2008,NA,-0.15,-0.15,0.2
3/10/2008,NA,-0.15,-0.15,0.2
3/11/2008,NA,-0.16,-0.16,0.194
3/12/2008,NA,-0.16,-0.16,0.19
3/13/2008,-312.2,-0.16,-0.16,0.19
3/14/2008,0,-0.13,-0.13,0.19
3/15/2008,89.9,1.31,1.31,0.197
3/16/2008,90.2,1.32,1.32,0.2
3/17/2008,89.9,1.32,1.32,0.2
3/18/2008,89.9,1.32,1.32,0.213
3/19/2008,89.3,1.31,1.31,0.226
3/20/2008,89.2,1.31,1.31,0.241
3/21/2008,89.2,1.31,1.31,0.25
3/22/2008,89.3,1.31,1.31,0.25
3/23/2008,89.6,1.32,1.32,0.275
3/24/2008,89.5,1.31,1.31,0.365
3/25/2008,89.2,1.31,1.31,0.449
3/26/2008,89.4,1.31,1.31,0.52
3/27/2008,89.3,1.31,1.31,0.559
3/28/2008,89.5,1.31,1.31,0.56
3/29/2008,89.5,1.31,1.31,0.556
3/30/2008,89.5,1.31,1.31,0.55
3/31/2008,89.7,1.32,1.32,0.559
4/1/2008,191,2.11,2.11,0.736
4/2/2008,198,2.16,2.16,0.769
4/3/2008,222,2.32,2.32,0.934
4/4/2008,221,2.31,2.31,0.93
4/5/2008,220,2.31,2.31,0.924
4/6/2008,220,2.3,2.3,0.922
4/7/2008,220,2.31,2.31,0.923
4/8/2008,221,2.31,2.31,0.922
4/9/2008,221,2.31,2.31,0.919
4/10/2008,221,2.31,2.31,0.916
4/11/2008,221,2.31,2.31,0.915
4/12/2008,221,2.31,2.31,0.913
4/13/2008,221,2.31,2.31,0.914
4/14/2008,221,2.31,2.31,0.913
4/15/2008,220,2.31,2.31,0.911
4/16/2008,220,2.31,2.31,0.917
4/17/2008,221,2.31,2.31,0.919
4/18/2008,220,2.31,2.31,0.914
4/19/2008,221,2.31,2.31,0.918
4/20/2008,220,2.31,2.31,0.918
4/21/2008,220,2.31,2.31,0.919
4/22/2008,222,2.32,2.32,0.922
4/23/2008,223,2.33,2.33,0.92
4/24/2008,223,2.32,2.32,0.92
4/25/2008,221,2.31,2.31,0.922
4/26/2008,221,2.31,2.31,0.921
4/27/2008,221,2.31,2.31,0.922
4/28/2008,221,2.31,2.31,0.923
4/29/2008,210,2.24,2.24,0.864
4/30/2008,180,2.04,2.04,0.677
5/1/2008,180,2.03,2.03,0.677
5/2/2008,180,2.04,2.04,0.677
5/3/2008,180,2.04,2.04,0.678
5/4/2008,180,2.04,2.04,0.681
5/5/2008,180,2.04,2.04,0.688
5/6/2008,180,2.04,2.04,0.707
5/7/2008,180,2.03,2.03,0.717
5/8/2008,180,2.04,2.04,0.727
5/9/2008,180,2.04,2.04,0.74
5/10/2008,180,2.04,2.04,0.746
5/11/2008,180,2.04,2.04,0.75
5/12/2008,180,2.03,2.03,0.754
5/13/2008,179,2.03,2.03,0.754
5/14/2008,179,2.03,2.03,0.763
5/15/2008,181,2.04,2.04,0.771
5/16/2008,181,2.04,2.04,0.778
5/17/2008,180,2.04,2.04,0.78
5/18/2008,181,2.04,2.04,0.784
5/19/2008,179,2.03,2.03,0.776
5/20/2008,180,2.03,2.03,0.791
5/21/2008,179,2.03,2.03,0.789
5/22/2008,180,2.03,2.03,0.792
5/23/2008,179,2.03,2.03,0.792
5/24/2008,180,2.03,2.03,0.792
5/25/2008,180,2.03,2.03,0.797
5/26/2008,180,2.03,2.03,0.803
5/27/2008,180,2.03,2.03,0.809
5/28/2008,179,2.03,2.03,0.813
5/29/2008,179,2.03,2.03,0.822
5/30/2008,179,2.03,2.03,0.827
5/31/2008,186,2.07,2.07,0.862
6/1/2008,408,3.39,3.39,2.64
6/2/2008,458,3.65,3.65,2.93
6/3/2008,465,3.68,3.68,2.93
6/4/2008,469,3.7,3.7,2.78
6/5/2008,450,3.6,3.6,2.47
6/6/2008,456,3.63,3.63,2.25
6/7/2008,468,3.7,3.7,2.31
6/8/2008,458,3.65,3.65,2.25
6/9/2008,411,3.4,3.4,1.99
6/10/2008,261,2.52,2.52,1.19
6/11/2008,331,2.94,2.94,1.56
6/12/2008,433,3.52,3.52,2.1
6/13/2008,326,2.92,2.92,1.56
6/14/2008,161,1.87,1.87,0.782
6/15/2008,181,2.03,2.03,0.8
6/16/2008,211,2.25,2.25,0.892
6/17/2008,277,2.66,2.66,1.29
6/18/2008,441,3.56,3.56,2.15
6/19/2008,461,3.66,3.66,2.24
6/20/2008,468,3.7,3.7,2.39
6/21/2008,468,3.69,3.69,2.3
6/22/2008,467,3.69,3.69,2.27
6/23/2008,467,3.69,3.69,2.26
6/24/2008,464,3.68,3.68,2.24
6/25/2008,469,3.7,3.7,2.28
6/26/2008,465,3.68,3.68,2.27
6/27/2008,463,3.67,3.67,2.26
6/28/2008,462,3.67,3.67,2.25
6/29/2008,462,3.66,3.66,2.25
6/30/2008,461,3.66,3.66,2.24
7/1/2008,466,3.68,3.68,2.26
7/2/2008,466,3.69,3.69,2.26
7/3/2008,465,3.68,3.68,2.25
7/4/2008,467,3.69,3.69,2.26
7/5/2008,467,3.69,3.69,2.26
7/6/2008,467,3.69,3.69,2.26
7/7/2008,467,3.69,3.69,2.26
7/8/2008,467,3.69,3.69,2.26
7/9/2008,459,3.65,3.65,2.23
7/10/2008,355,3.11,3.11,1.66
7/11/2008,214,2.26,2.26,0.884
7/12/2008,209,2.23,2.23,0.872
7/13/2008,210,2.24,2.24,0.878
7/14/2008,211,2.24,2.24,0.88
7/15/2008,212,2.25,2.25,0.894
7/16/2008,212,2.25,2.25,0.905
7/17/2008,211,2.25,2.25,0.919
7/18/2008,211,2.25,2.25,0.93
7/19/2008,232,2.38,2.38,1.07
7/20/2008,239,2.43,2.43,1.1
7/21/2008,239,2.43,2.43,1.1
7/22/2008,239,2.43,2.43,1.1
7/23/2008,241,2.44,2.44,1.11
7/24/2008,216,2.28,2.28,0.974
7/25/2008,210,2.24,2.24,0.926
7/26/2008,205,2.2,2.2,0.894
7/27/2008,211,2.24,2.24,0.931
7/28/2008,211,2.24,2.24,0.932
7/29/2008,210,2.24,2.24,0.929
7/30/2008,211,2.24,2.24,0.927
7/31/2008,210,2.24,2.24,0.912
8/1/2008,211,2.24,2.24,0.91
8/2/2008,211,2.25,2.25,0.907
8/3/2008,212,2.25,2.25,0.905
8/4/2008,209,2.23,2.23,0.891
8/5/2008,211,2.25,2.25,0.903
8/6/2008,211,2.25,2.25,0.904
8/7/2008,212,2.25,2.25,0.902
8/8/2008,211,2.25,2.25,0.894
8/9/2008,206,2.21,2.21,0.861
8/10/2008,211,2.24,2.24,0.881
8/11/2008,204,2.2,2.2,0.844
8/12/2008,201,2.18,2.18,0.812
8/13/2008,202,2.18,2.18,0.81
8/14/2008,199,2.17,2.17,0.8
8/15/2008,199,2.17,2.17,0.808
8/16/2008,236,2.39,2.39,1.01
8/17/2008,315,2.81,2.81,1.56
8/18/2008,221,2.29,2.29,0.979
8/19/2008,348,3.07,3.07,1.67
8/20/2008,193,2.06,2.06,0.974
8/21/2008,140,1.74,1.74,0.696
8/22/2008,150,1.82,1.82,0.765
8/23/2008,152,1.83,1.83,0.785
8/24/2008,151,1.82,1.82,0.732
8/25/2008,151,1.82,1.82,0.752
8/26/2008,151,1.82,1.82,0.786
8/27/2008,149,1.81,1.81,0.822
8/28/2008,150,1.82,1.82,0.853
8/29/2008,150,1.82,1.82,0.887
8/30/2008,150,1.82,1.82,0.924
8/31/2008,149,1.81,1.81,0.955
9/1/2008,149,1.81,1.81,0.98
9/2/2008,150,1.81,1.81,1.01
9/3/2008,128,1.65,1.65,0.874
9/4/2008,120,1.58,1.58,0.822
9/5/2008,121,1.58,1.58,0.836
9/6/2008,121,1.58,1.58,0.847
9/7/2008,120,1.58,1.58,0.856
9/8/2008,121,1.59,1.59,0.86
9/9/2008,120,1.58,1.58,0.862
9/10/2008,120,1.58,1.58,0.865
9/11/2008,121,1.58,1.58,0.86
9/12/2008,121,1.59,1.59,0.854
9/13/2008,239,2.39,2.39,1.19
9/14/2008,160,1.86,1.86,0.82
9/15/2008,120,1.58,1.58,0.704
9/16/2008,121,1.59,1.59,0.77
9/17/2008,121,1.59,1.59,0.828
9/18/2008,121,1.58,1.58,0.88
9/19/2008,121,1.59,1.59,0.928
9/20/2008,98.2,1.39,1.39,0.73
9/21/2008,89.1,1.31,1.31,0.634
9/22/2008,89,1.31,1.31,0.636
9/23/2008,90.4,1.32,1.32,0.63
9/24/2008,91.2,1.33,1.33,0.648
9/25/2008,91,1.33,1.33,0.665
9/26/2008,90.3,1.32,1.32,0.679
9/27/2008,NA,NA,NA,NA
9/28/2008,NA,NA,NA,NA
9/29/2008,90.6,1.32,1.32,0.722
9/30/2008,86.7,1.29,1.29,0.73
10/1/2008,87.2,1.29,1.29,0.729
10/2/2008,88.3,1.3,1.3,0.73
10/3/2008,88.5,1.3,1.3,0.73
10/4/2008,88.5,1.3,1.3,0.736
10/5/2008,87.9,1.3,1.3,0.733
10/6/2008,88.5,1.3,1.3,0.73
10/7/2008,89.1,1.31,1.31,0.73
10/8/2008,90.1,1.32,1.32,0.739
10/9/2008,90.1,1.32,1.32,0.748
10/10/2008,90.2,1.32,1.32,0.76
10/11/2008,93.9,1.35,1.35,0.76
10/12/2008,121,1.59,1.59,0.766
10/13/2008,121,1.59,1.59,0.761
10/14/2008,121,1.59,1.59,0.772
10/15/2008,121,1.59,1.59,0.782
10/16/2008,121,1.59,1.59,0.79
10/17/2008,121,1.59,1.59,0.793
10/18/2008,121,1.59,1.59,0.797
10/19/2008,121,1.59,1.59,0.8
10/20/2008,120,1.58,1.58,0.807
10/21/2008,120,1.58,1.58,0.815
10/22/2008,121,1.58,1.58,0.805
10/23/2008,120,1.58,1.58,0.793
10/24/2008,120,1.58,1.58,0.779
10/25/2008,120,1.58,1.58,0.766
10/26/2008,120,1.58,1.58,0.752
10/27/2008,121,1.58,1.58,0.75
10/28/2008,121,1.58,1.58,0.744
10/29/2008,121,1.58,1.58,0.738
10/30/2008,120,1.58,1.58,0.73
10/31/2008,121,1.59,1.59,0.719
11/1/2008,121,1.58,1.58,0.706
11/2/2008,121,1.59,1.58,0.698
11/3/2008,120,1.58,1.58,0.687
11/4/2008,121,1.59,1.59,0.68
11/5/2008,121,1.59,1.59,0.68
11/6/2008,121,1.59,1.59,0.669
11/7/2008,121,1.59,1.59,0.653
11/8/2008,121,1.59,1.59,0.637
11/9/2008,121,1.59,1.59,0.622
11/10/2008,121,1.59,1.59,0.62
11/11/2008,121,1.59,1.59,0.62
11/12/2008,121,1.58,1.58,0.62
11/13/2008,121,1.58,1.58,0.62
11/14/2008,112,1.49,1.49,0.62
11/15/2008,0,-0.02,-0.02,0.611
11/16/2008,0,-0.02,-0.02,0.593
11/17/2008,0,-0.03,-0.03,0.575
11/18/2008,0,-0.03,-0.03,0.56
11/19/2008,0,-0.03,-0.03,0.547
11/20/2008,0,-0.04,-0.04,0.537
11/21/2008,0,-0.05,-0.05,0.528
11/22/2008,0,-0.06,-0.06,0.52
11/23/2008,0,-0.06,-0.06,0.512
11/24/2008,0,-0.07,-0.07,0.51
11/25/2008,0,-0.07,-0.07,0.501
11/26/2008,0,-0.08,-0.08,0.5
11/27/2008,0,-0.09,-0.09,0.49
11/28/2008,0,-0.09,-0.09,0.488
11/29/2008,0,-0.09,-0.09,0.48
11/30/2008,0,-0.1,-0.1,0.477
12/1/2008,0,-0.1,-0.1,0.47
12/2/2008,0,-0.11,-0.11,0.47
12/3/2008,0,-0.11,-0.11,0.462
12/4/2008,0,-0.12,-0.12,0.46
12/5/2008,0,-0.12,-0.12,0.455
12/6/2008,0,-0.13,-0.13,0.45
12/7/2008,0,-0.13,-0.13,0.45
12/8/2008,0,-0.13,-0.13,0.442
12/9/2008,0,-0.14,-0.14,0.44
12/10/2008,0,-0.14,-0.14,0.439
12/11/2008,0,-0.15,-0.15,0.43
12/12/2008,0,-0.15,-0.15,0.43
12/13/2008,0,-0.15,-0.15,0.424
12/14/2008,0,-0.16,-0.16,0.42
12/15/2008,0,-0.18,-0.18,0.417
12/16/2008,0,-0.19,-0.19,0.41
12/17/2008,0,-0.2,-0.2,0.41
12/18/2008,0,-0.2,-0.2,0.4
12/19/2008,0,-0.19,-0.19,0.4
12/20/2008,0,-0.18,-0.18,0.4
12/21/2008,0,-0.19,-0.19,0.39
12/22/2008,0,-0.2,-0.2,0.39
12/23/2008,0,-0.2,-0.2,0.387
12/24/2008,0,-0.19,-0.19,0.38
12/25/2008,0,-0.19,-0.19,0.38
12/26/2008,0,-0.19,-0.19,0.38
12/27/2008,0,-0.19,-0.19,0.38
12/28/2008,0,-0.19,-0.19,0.371
12/29/2008,0,-0.2,-0.2,0.37
12/30/2008,0,-0.2,-0.2,0.37
12/31/2008,0,-0.2,-0.2,0.367
1/1/2009,0,-0.2,-0.2,0.36
1/2/2009,0,-0.2,-0.2,0.36
1/3/2009,0,-0.2,-0.2,0.36
1/4/2009,0,-0.2,-0.2,0.36
1/5/2009,0,-0.2,-0.2,0.354
1/6/2009,0,-0.2,-0.2,0.35
1/7/2009,0,-0.2,-0.2,0.35
1/8/2009,0,-0.2,-0.2,0.35
1/9/2009,0,-0.2,-0.2,0.348
1/10/2009,0,-0.21,-0.21,0.34
1/11/2009,0,-0.21,-0.21,0.34
1/12/2009,0,-0.21,-0.21,0.34
1/13/2009,0,-0.21,-0.21,0.335
1/14/2009,0,-0.21,-0.21,0.33
1/15/2009,0,-0.21,-0.21,0.33
1/16/2009,0,-0.22,-0.22,0.33
1/17/2009,0,-0.22,-0.22,0.326
1/18/2009,0,-0.22,-0.22,0.32
1/19/2009,0,-0.22,-0.22,0.32
1/20/2009,0,-0.23,-0.23,0.32
1/21/2009,0,-0.23,-0.23,0.32
1/22/2009,0,-0.23,-0.23,0.32
1/23/2009,0,-0.23,-0.23,0.318
1/24/2009,0,-0.23,-0.23,0.31
1/25/2009,0,-0.23,-0.23,0.31
1/26/2009,0,-0.24,-0.24,0.31
1/27/2009,0,-0.23,-0.23,0.301
1/28/2009,0,-0.23,-0.23,0.3
1/29/2009,0,-0.24,-0.24,0.3
1/30/2009,0,-0.26,-0.26,0.296
1/31/2009,0,-0.26,-0.26,0.29
2/1/2009,0,-0.26,-0.26,0.29
2/2/2009,0,-0.26,-0.26,0.29
2/3/2009,0,-0.26,-0.26,0.29
2/4/2009,0,-0.26,-0.26,0.282
2/5/2009,0,-0.26,-0.26,0.28
2/6/2009,0,-0.26,-0.26,0.28
2/7/2009,0,-0.26,-0.26,0.28
2/8/2009,0,-0.26,-0.26,0.28
2/9/2009,0,-0.26,-0.26,0.28
2/10/2009,0,-0.26,-0.26,0.276
2/11/2009,0,-0.26,-0.26,0.27
2/12/2009,0,-0.26,-0.26,0.27
2/13/2009,0,-0.27,-0.27,0.27
2/14/2009,0,-0.27,-0.27,0.27
2/15/2009,0,-0.27,-0.27,0.262
2/16/2009,0,-0.27,-0.27,0.26
2/17/2009,0,-0.27,-0.27,0.26
2/18/2009,0,-0.27,-0.27,0.26
2/19/2009,0,-0.28,-0.28,0.253
2/20/2009,0,-0.28,-0.28,0.25
2/21/2009,0,-0.28,-0.28,0.25
2/22/2009,0,-0.28,-0.28,0.249
2/23/2009,0,-0.28,-0.28,0.24
2/24/2009,0,-0.28,-0.28,0.24
2/25/2009,0,-0.28,-0.28,0.235
2/26/2009,0,-0.28,-0.28,0.23
2/27/2009,0,-0.28,-0.28,0.23
2/28/2009,0,-0.28,-0.28,0.228
3/1/2009,0,-0.28,-0.28,0.22
3/2/2009,0,-0.28,-0.28,0.22
3/3/2009,0,-0.28,-0.28,0.219
3/4/2009,0,-0.28,-0.28,0.21
3/5/2009,0,-0.28,-0.28,0.21
3/6/2009,0,-0.28,-0.28,0.21
3/7/2009,0,-0.28,-0.28,0.201
3/8/2009,0,-0.28,-0.28,0.2
3/9/2009,0,-0.28,-0.28,0.195
3/10/2009,0,-0.28,-0.28,0.188
3/11/2009,0,-0.28,-0.28,0.185
3/12/2009,0,-0.28,-0.28,0.18
3/13/2009,0,-0.28,-0.28,0.178
3/14/2009,0,-0.28,-0.28,0.17
3/15/2009,57.8,0.99,0.993,0.193
3/16/2009,58.1,1,1,0.217
3/17/2009,58,1,1,0.235
3/18/2009,58,1,1,0.248
3/19/2009,57.8,1,1,0.25
3/20/2009,57.8,1,1,0.25
3/21/2009,57.8,1,1,0.26
3/22/2009,57.8,1,1,0.26
3/23/2009,56.8,0.99,0.989,0.26
3/24/2009,56.7,0.99,0.987,0.26
3/25/2009,56.6,0.99,0.987,0.26
3/26/2009,38.5,0.7,0.703,0.26
3/27/2009,2.14,0.12,0.118,0.256
3/28/2009,67.3,1.07,1.07,0.25
3/29/2009,92.7,1.34,1.34,0.255
3/30/2009,89.3,1.31,1.31,0.26
3/31/2009,89.2,1.31,1.31,0.26
4/1/2009,89,1.31,1.31,0.26
4/2/2009,89.1,1.31,1.31,0.26
4/3/2009,89,1.31,1.31,0.26
4/4/2009,88.9,1.31,1.31,0.26
4/5/2009,89,1.31,1.31,0.26
4/6/2009,89,1.31,1.31,0.26
4/7/2009,149,1.79,1.79,0.521
4/8/2009,193,2.12,2.12,0.749
4/9/2009,203,2.19,2.19,0.78
4/10/2009,203,2.19,2.19,0.781
4/11/2009,203,2.19,2.19,0.785
4/12/2009,182,2.04,2.04,0.722
4/13/2009,172,1.98,1.98,0.684
4/14/2009,192,2.12,2.12,0.747
4/15/2009,201,2.18,2.18,0.778
4/16/2009,201,2.18,2.18,0.775
4/17/2009,200,2.17,2.17,0.775
4/18/2009,201,2.18,2.18,0.818
4/19/2009,203,2.19,2.19,0.801
4/20/2009,200,2.17,2.17,0.775
4/21/2009,202,2.19,2.19,0.787
4/22/2009,202,2.18,2.18,0.784
4/23/2009,203,2.19,2.19,0.789
4/24/2009,202,2.19,2.19,0.791
4/25/2009,202,2.19,2.19,0.787
4/26/2009,203,2.19,2.19,0.793
4/27/2009,201,2.17,2.17,0.799
4/28/2009,208,2.23,2.23,0.84
4/29/2009,214,2.27,2.27,0.886
4/30/2009,217,2.28,2.28,0.901
5/1/2009,200,2.17,2.17,0.782
5/2/2009,185,2.07,2.07,0.7
5/3/2009,192,2.11,2.11,0.735
5/4/2009,191,2.11,2.11,0.736
5/5/2009,188,2.09,2.09,0.725
5/6/2009,190,2.1,2.1,0.733
5/7/2009,194,2.13,2.13,0.765
5/8/2009,188,2.09,2.09,0.738
5/9/2009,190,2.11,2.11,0.741
5/10/2009,193,2.12,2.12,0.755
5/11/2009,190,2.1,2.1,0.755
5/12/2009,192,2.11,2.11,0.754
5/13/2009,189,2.1,2.1,0.746
5/14/2009,193,2.12,2.12,0.786
5/15/2009,270,2.61,2.61,1.23
5/16/2009,228,2.34,2.34,1.01
5/17/2009,276,2.65,2.65,1.3
5/18/2009,192,2.08,2.08,0.923
5/19/2009,116,1.54,1.54,0.611
5/20/2009,122,1.6,1.6,0.61
5/21/2009,327,2.84,2.84,1.62
5/22/2009,467,3.69,3.69,2.32
5/23/2009,467,3.69,3.69,2.32
5/24/2009,468,3.7,3.7,2.33
5/25/2009,468,3.7,3.7,2.33
5/26/2009,468,3.7,3.7,2.33
5/27/2009,468,3.7,3.7,2.32
5/28/2009,467,3.69,3.69,2.31
5/29/2009,468,3.69,3.69,2.31
5/30/2009,439,3.55,3.55,2.16
5/31/2009,340,3.02,3.02,1.62
6/1/2009,410,3.39,3.39,1.98
6/2/2009,346,3.05,3.05,1.65
6/3/2009,305,2.83,2.83,1.41
6/4/2009,354,3.1,3.1,1.69
6/5/2009,442,3.56,3.56,2.16
6/6/2009,400,3.34,3.34,1.94
6/7/2009,305,2.83,2.83,1.41
6/8/2009,361,3.14,3.14,1.72
6/9/2009,409,3.4,3.4,1.99
6/10/2009,420,3.46,3.46,2.05
6/11/2009,410,3.4,3.4,1.99
6/12/2009,274,2.63,2.63,1.23
6/13/2009,153,1.82,1.82,0.749
6/14/2009,184,2.04,2.04,0.839
6/15/2009,220,2.31,2.31,0.953
6/16/2009,287,2.72,2.72,1.35
6/17/2009,318,2.9,2.9,1.53
6/18/2009,230,2.35,2.35,1.03
6/19/2009,181,2.04,2.04,0.729
6/20/2009,182,2.05,2.05,0.736
6/21/2009,189,2.1,2.1,0.787
6/22/2009,351,3.05,3.05,1.7
6/23/2009,465,3.68,3.68,2.32
6/24/2009,465,3.68,3.68,2.31
6/25/2009,466,3.69,3.69,2.32
6/26/2009,320,2.89,2.89,1.54
6/27/2009,221,2.31,2.31,0.938
6/28/2009,349,3.07,3.07,1.67
6/29/2009,442,3.56,3.56,2.19
6/30/2009,464,3.68,3.68,2.31
7/1/2009,456,3.63,3.63,2.3
7/2/2009,205,2.2,2.2,0.937
7/3/2009,208,2.23,2.23,0.869
7/4/2009,214,2.26,2.26,0.91
7/5/2009,390,3.26,3.26,1.9
7/6/2009,466,3.69,3.68,2.3
7/7/2009,466,3.68,3.68,2.29
7/8/2009,303,2.78,2.78,1.39
7/9/2009,215,2.27,2.27,0.876
7/10/2009,214,2.27,2.27,0.885
7/11/2009,214,2.27,2.27,0.891
7/12/2009,214,2.27,2.27,0.893
7/13/2009,215,2.27,2.27,0.892
7/14/2009,214,2.27,2.27,0.891
7/15/2009,214,2.27,2.27,0.889
7/16/2009,214,2.27,2.27,0.885
7/17/2009,214,2.27,2.27,0.88
7/18/2009,200,2.17,2.17,0.808
7/19/2009,176,2.01,2.01,0.659
7/20/2009,177,2.01,2.01,0.661
7/21/2009,179,2.03,2.03,0.676
7/22/2009,179,2.03,2.03,0.684
7/23/2009,179,2.03,2.03,0.725
7/24/2009,178,2.02,2.02,0.761
7/25/2009,175,2,2,0.707
7/26/2009,179,2.03,2.03,0.738
7/27/2009,244,2.44,2.44,1.08
7/28/2009,221,2.3,2.3,0.929
7/29/2009,186,2.07,2.07,0.741
7/30/2009,187,2.08,2.08,0.728
7/31/2009,331,2.94,2.94,1.55
8/1/2009,340,3,3,1.61
8/2/2009,169,1.96,1.96,0.661
8/3/2009,180,2.03,2.03,0.711
8/4/2009,178,2.02,2.02,0.761
8/5/2009,177,2.01,2.01,0.803
8/6/2009,177,2.02,2.02,0.837
8/7/2009,178,2.02,2.02,0.867
8/8/2009,174,1.99,1.99,0.9
8/9/2009,177,2.02,2.02,0.936
8/10/2009,177,2.01,2.01,0.959
8/11/2009,180,2.04,2.04,0.983
8/12/2009,158,1.87,1.87,0.906
8/13/2009,174,1.99,1.99,0.794
8/14/2009,177,2.02,2.02,0.837
8/15/2009,174,1.99,1.99,0.867
8/16/2009,177,2.01,2.01,0.754
8/17/2009,177,2.02,2.02,0.804
8/18/2009,178,2.02,2.02,0.85
8/19/2009,176,2,2,0.803
8/20/2009,171,1.97,1.97,0.799
8/21/2009,189,2.1,2.1,0.839
8/22/2009,177,2.01,2.01,0.839
8/23/2009,171,1.97,1.97,0.857
8/24/2009,174,1.99,1.99,0.9
8/25/2009,178,2.02,2.02,0.946
8/26/2009,179,2.03,2.03,0.969
8/27/2009,179,2.03,2.03,0.978
8/28/2009,179,2.03,2.03,0.98
8/29/2009,179,2.03,2.03,0.984
8/30/2009,175,2,2,0.974
8/31/2009,121,1.58,1.58,0.652
9/1/2009,120,1.57,1.57,0.672
9/2/2009,120,1.58,1.58,0.66
9/3/2009,120,1.58,1.58,0.673
9/4/2009,118,1.56,1.56,0.682
9/5/2009,119,1.57,1.57,0.692
9/6/2009,119,1.57,1.57,0.704
9/7/2009,119,1.57,1.57,0.682
9/8/2009,120,1.58,1.58,0.68
9/9/2009,121,1.58,1.58,0.653
