date,q.rfhcanco,h.rfhcanco,ha.rfhcanco,hb.rfhcanco
6/2/2004,103,1.44,1.44,0.15
6/3/2004,102,1.43,1.43,0.15
6/4/2004,102,1.43,1.43,0.15
6/5/2004,102,1.43,1.43,0.15
6/6/2004,102,1.43,1.43,0.15
6/7/2004,102,1.43,1.43,0.15
6/8/2004,102,1.43,1.43,0.15
6/9/2004,102,1.42,1.42,0.15
6/10/2004,102,1.42,1.42,0.15
6/11/2004,101,1.41,1.41,0.15
6/12/2004,103,1.43,1.43,0.15
6/13/2004,101,1.42,1.42,0.15
6/14/2004,101,1.42,1.42,0.15
6/15/2004,100,1.41,1.41,0.15
6/16/2004,104,1.44,1.44,0.15
6/17/2004,101,1.42,1.42,0.15
6/18/2004,103,1.44,1.44,0.15
6/19/2004,105,1.45,1.45,0.161
6/20/2004,94.2,1.35,1.35,0.17
6/21/2004,99.8,1.41,1.41,0.17
6/22/2004,100,1.41,1.41,0.17
6/23/2004,102,1.43,1.43,0.17
6/24/2004,102,1.43,1.43,0.17
6/25/2004,101,1.42,1.42,0.168
6/26/2004,103,1.43,1.43,0.161
6/27/2004,105,1.45,1.45,0.16
6/28/2004,113,1.51,1.51,0.164
6/29/2004,231,2.32,2.32,0.692
6/30/2004,250,2.45,2.45,0.794
7/1/2004,100,1.41,1.41,0.16
7/2/2004,100,1.41,1.41,0.16
7/3/2004,101,1.42,1.42,0.16
7/4/2004,103,1.43,1.43,0.16
7/5/2004,101,1.42,1.42,0.16
7/6/2004,103,1.43,1.43,0.16
7/7/2004,103,1.43,1.43,0.16
7/8/2004,104,1.44,1.44,0.16
7/9/2004,101,1.41,1.41,0.16
7/10/2004,104,1.44,1.44,0.16
7/11/2004,105,1.45,1.45,0.16
7/12/2004,110,1.49,1.49,0.155
7/13/2004,108,1.48,1.48,0.151
7/14/2004,108,1.47,1.47,0.16
7/15/2004,110,1.49,1.49,0.16
7/16/2004,108,1.48,1.48,0.16
7/17/2004,111,1.5,1.5,0.167
7/18/2004,224,2.26,2.26,0.691
7/19/2004,208,2.19,2.19,0.547
7/20/2004,104,1.44,1.44,0.161
7/21/2004,101,1.42,1.42,0.16
7/22/2004,101,1.42,1.42,0.16
7/23/2004,101,1.42,1.42,0.16
7/24/2004,261,2.47,2.46,0.903
7/25/2004,447,3.59,3.59,2.23
7/26/2004,319,2.83,2.83,1.13
7/27/2004,102,1.43,1.43,0.18
7/28/2004,102,1.42,1.42,0.18
7/29/2004,103,1.43,1.43,0.171
7/30/2004,103,1.43,1.43,0.17
7/31/2004,102,1.42,1.42,0.17
8/1/2004,104,1.44,1.44,0.17
8/2/2004,103,1.43,1.43,0.17
8/3/2004,103,1.43,1.43,0.17
8/4/2004,103,1.44,1.44,0.17
8/5/2004,106,1.46,1.46,0.17
8/6/2004,102,1.43,1.43,0.17
8/7/2004,101,1.42,1.42,0.17
8/8/2004,102,1.43,1.43,0.17
8/9/2004,102,1.42,1.42,0.17
8/10/2004,102,1.43,1.43,0.172
8/11/2004,116,1.54,1.54,0.172
8/12/2004,127,1.63,1.63,0.17
8/13/2004,120,1.58,1.58,0.17
8/14/2004,115,1.53,1.53,0.17
8/15/2004,108,1.47,1.47,0.17
8/16/2004,108,1.47,1.47,0.17
8/17/2004,107,1.47,1.47,0.17
8/18/2004,108,1.48,1.48,0.169
8/19/2004,156,1.78,1.78,0.383
8/20/2004,322,2.92,2.92,1.04
8/21/2004,153,1.79,1.79,0.336
8/22/2004,110,1.49,1.49,0.173
8/23/2004,131,1.66,1.66,0.17
8/24/2004,142,1.76,1.76,0.17
8/25/2004,142,1.75,1.75,0.17
8/26/2004,143,1.76,1.76,0.17
8/27/2004,142,1.75,1.75,0.17
8/28/2004,142,1.75,1.75,0.17
8/29/2004,143,1.76,1.76,0.17
8/30/2004,142,1.75,1.75,0.17
8/31/2004,138,1.72,1.72,0.17
9/1/2004,108,1.48,1.48,0.17
9/2/2004,107,1.47,1.47,0.17
9/3/2004,107,1.47,1.47,0.17
9/4/2004,109,1.48,1.48,0.17
9/5/2004,109,1.48,1.48,0.17
9/6/2004,108,1.48,1.48,0.17
9/7/2004,94.1,1.35,1.35,0.178
9/8/2004,85.2,1.27,1.27,0.18
9/9/2004,85.1,1.27,1.27,0.18
9/10/2004,84.5,1.27,1.27,0.18
9/11/2004,84.5,1.27,1.27,0.18
9/12/2004,84.8,1.27,1.27,0.18
9/13/2004,77.8,1.2,1.2,0.18
9/14/2004,85.6,1.28,1.28,0.18
9/15/2004,86,1.28,1.28,0.18
9/16/2004,86,1.28,1.28,0.18
9/17/2004,85.9,1.28,1.28,0.18
9/18/2004,86.1,1.28,1.28,0.18
9/19/2004,85.9,1.28,1.28,0.18
9/20/2004,85.7,1.28,1.28,0.18
9/21/2004,85.3,1.27,1.27,0.18
9/22/2004,85.5,1.28,1.28,0.18
9/23/2004,86.1,1.28,1.28,0.18
9/24/2004,85.7,1.28,1.28,0.18
9/25/2004,85.2,1.27,1.27,0.18
9/26/2004,85.5,1.28,1.28,0.18
9/27/2004,85.2,1.27,1.27,0.18
9/28/2004,85.9,1.28,1.28,0.18
9/29/2004,85.5,1.28,1.28,0.18
9/30/2004,84.7,1.27,1.27,0.18
10/1/2004,86.2,1.28,1.28,0.18
10/2/2004,87.5,1.29,1.29,0.18
10/3/2004,88.5,1.3,1.3,0.18
10/4/2004,85.9,1.28,1.28,0.18
10/5/2004,86,1.28,1.28,0.18
10/6/2004,86.2,1.28,1.28,0.18
10/7/2004,86.1,1.28,1.28,0.18
10/8/2004,84.1,1.26,1.26,0.18
10/9/2004,84.8,1.27,1.27,0.18
10/10/2004,84.7,1.27,1.27,0.18
10/11/2004,84.8,1.27,1.27,0.18
10/12/2004,84.7,1.27,1.27,0.18
10/13/2004,84.6,1.27,1.27,0.18
10/14/2004,84.9,1.27,1.27,0.18
10/15/2004,74.9,2.31,2.31,0.196
10/16/2004,85.1,1.27,1.27,0.206
10/17/2004,76.1,1.15,1.15,0.208
10/18/2004,-14.8,6.98,6.98,0.201
10/19/2004,61,1.03,1.03,0.21
10/20/2004,54.1,0.96,0.959,0.21
10/21/2004,51.4,0.93,0.929,0.21
10/22/2004,-196.2,23.5,23.5,0.347
10/23/2004,NA,99.95,100,0.18
10/24/2004,NA,99.94,99.9,0.17
10/25/2004,NA,99.94,99.9,0.17
10/26/2004,-621.4,63.77,63.7,0.179
10/27/2004,25.4,0.6,0.598,0.21
10/28/2004,40.9,0.8,0.799,0.203
10/29/2004,29.8,0.66,0.659,0.192
10/30/2004,29.8,0.66,0.661,0.19
10/31/2004,32.7,0.7,0.701,0.19
11/1/2004,34.7,0.73,0.727,0.19
11/2/2004,47.2,0.88,0.879,0.19
11/3/2004,55.9,0.97,0.974,0.19
11/4/2004,57.6,0.93,0.926,0.188
11/5/2004,-978.2,97.89,97.9,0.182
11/6/2004,NA,99.96,100,0.174
11/7/2004,NA,99.95,100,0.17
11/8/2004,NA,99.95,100,0.166
11/9/2004,-614,61.43,61.5,0.16
11/10/2004,0,0,0,0.156
11/11/2004,0,0,0,0.15
11/12/2004,25.8,0.49,0.486,0.159
11/13/2004,47,0.88,0.879,0.143
11/14/2004,47.6,0.89,0.886,0.14
11/15/2004,-832.1,83.32,83.3,0.122
11/16/2004,-520.3,52.07,52.1,0.112
11/17/2004,0,0,0,0.11
11/18/2004,0,0,0,0.11
11/19/2004,-353.8,35.41,35.4,0.11
11/20/2004,NA,99.99,100,0.097
11/21/2004,NA,99.98,100,0.09
11/22/2004,NA,99.97,100,0.085
11/23/2004,NA,99.97,100,0.08
11/24/2004,NA,99.96,100,0.08
11/25/2004,NA,99.96,100,0.072
11/26/2004,NA,99.96,100,0.07
11/27/2004,NA,99.96,100,0.07
11/28/2004,NA,99.95,100,0.07
11/29/2004,NA,99.95,100,0.061
11/30/2004,NA,99.94,99.9,0.06
12/1/2004,NA,99.94,99.9,0.055
12/2/2004,NA,99.94,99.9,0.05
12/3/2004,NA,99.93,99.9,0.05
12/4/2004,NA,99.93,99.9,0.042
12/5/2004,NA,99.92,99.9,0.04
12/6/2004,NA,99.92,99.9,0.035
12/7/2004,NA,99.92,99.9,0.03
12/8/2004,-894.9,89.55,89.6,0.03
12/9/2004,NA,99.99,100,0.03
12/10/2004,NA,99.99,100,0.025
12/11/2004,NA,99.98,100,0.02
12/12/2004,NA,99.98,100,0.02
12/13/2004,NA,99.98,100,0.019
12/14/2004,NA,99.98,100,0.01
12/15/2004,NA,99.97,100,0.01
12/16/2004,NA,99.97,100,0.004
12/17/2004,NA,99.97,100,0
12/18/2004,NA,99.96,100,37.5
12/19/2004,NA,99.96,100,100
12/20/2004,NA,99.95,100,100
12/21/2004,NA,99.95,100,100
12/22/2004,NA,99.95,100,100
12/23/2004,NA,99.95,100,100
12/24/2004,NA,99.93,99.9,100
12/25/2004,NA,99.94,99.9,100
12/26/2004,NA,99.94,99.9,100
12/27/2004,NA,99.94,99.9,100
12/28/2004,NA,99.93,99.9,100
12/29/2004,NA,99.93,99.9,100
12/30/2004,NA,99.92,99.9,100
12/31/2004,NA,99.92,99.9,100
1/1/2005,NA,99.92,99.9,100
1/2/2005,NA,99.92,99.9,100
1/3/2005,NA,99.92,99.9,100
1/4/2005,NA,99.92,99.9,100
1/5/2005,NA,99.91,99.9,99.9
1/6/2005,NA,99.91,99.9,99.9
1/7/2005,NA,99.91,99.9,99.9
1/8/2005,NA,99.91,99.9,99.9
1/9/2005,NA,99.9,99.9,99.9
1/10/2005,NA,99.9,99.9,99.9
1/11/2005,NA,99.9,99.9,99.9
1/12/2005,NA,99.9,99.9,99.9
1/13/2005,NA,99.9,99.9,99.9
1/14/2005,NA,99.89,99.9,99.9
1/15/2005,NA,99.89,99.9,99.9
1/16/2005,NA,99.89,99.9,99.9
1/17/2005,NA,99.89,99.9,99.9
1/18/2005,NA,99.89,99.9,99.9
1/19/2005,NA,99.88,99.9,99.9
1/20/2005,NA,99.88,99.9,99.9
1/21/2005,NA,99.87,99.9,99.9
1/22/2005,NA,99.87,99.9,99.9
1/23/2005,NA,99.87,99.9,99.9
1/24/2005,NA,99.87,99.9,99.9
1/25/2005,NA,99.87,99.9,99.9
1/26/2005,NA,99.86,99.9,99.9
1/27/2005,NA,99.86,99.9,99.9
1/28/2005,NA,99.86,99.9,99.9
1/29/2005,NA,99.86,99.9,99.9
1/30/2005,NA,99.86,99.9,99.9
1/31/2005,NA,99.86,99.9,99.9
2/1/2005,NA,99.86,99.9,99.9
2/2/2005,NA,99.85,99.8,99.9
2/3/2005,NA,99.85,99.8,99.9
2/4/2005,NA,99.85,99.8,99.9
2/5/2005,NA,99.84,99.8,99.9
2/6/2005,NA,99.84,99.8,99.9
2/7/2005,NA,99.84,99.8,99.9
2/8/2005,NA,99.84,99.8,99.9
2/9/2005,NA,99.84,99.8,99.9
2/10/2005,NA,99.83,99.8,99.9
2/11/2005,NA,99.83,99.8,99.9
2/12/2005,NA,99.83,99.8,99.9
2/13/2005,NA,99.83,99.8,99.9
2/14/2005,NA,99.82,99.8,99.9
2/15/2005,NA,99.82,99.8,99.9
2/16/2005,NA,99.82,99.8,99.9
2/17/2005,NA,99.82,99.8,99.8
2/18/2005,NA,99.81,99.8,99.8
2/19/2005,NA,99.81,99.8,99.8
2/20/2005,NA,99.81,99.8,99.8
2/21/2005,NA,99.8,99.8,99.8
2/22/2005,NA,99.8,99.8,99.8
2/23/2005,NA,99.8,99.8,99.8
2/24/2005,NA,99.8,99.8,99.8
2/25/2005,NA,99.8,99.8,99.8
2/26/2005,NA,99.8,99.8,99.8
2/27/2005,NA,99.79,99.8,99.8
2/28/2005,NA,99.79,99.8,99.8
3/1/2005,NA,99.79,99.8,99.8
3/2/2005,NA,99.78,99.8,99.8
3/3/2005,NA,99.78,99.8,99.8
3/4/2005,NA,99.78,99.8,99.8
3/5/2005,NA,99.78,99.8,99.8
3/6/2005,NA,99.77,99.8,99.8
3/7/2005,NA,99.77,99.8,99.8
3/8/2005,-988.6,98.8,98.8,65.5
3/9/2005,NA,99.99,100,0
3/10/2005,NA,99.99,100,82.3
3/11/2005,NA,99.99,100,100
3/12/2005,NA,99.98,100,100
3/13/2005,NA,99.98,100,100
3/14/2005,-572.5,57.29,57.3,57.3
3/15/2005,58.5,1,1,0.309
3/16/2005,52.4,0.94,0.94,0.31
3/17/2005,49.7,0.91,0.91,0.301
3/18/2005,50,0.91,0.913,0.3
3/19/2005,50.7,0.92,0.921,0.292
3/20/2005,50.3,0.92,0.916,0.29
3/21/2005,51.2,0.93,0.927,0.29
3/22/2005,50.3,0.92,0.917,0.288
3/23/2005,50.2,0.92,0.916,0.281
3/24/2005,49.8,0.91,0.911,0.28
3/25/2005,50.2,0.92,0.916,0.28
3/26/2005,65.6,1.08,1.08,0.28
3/27/2005,81.3,1.24,1.24,0.28
3/28/2005,81.3,1.24,1.24,0.28
3/29/2005,80.1,1.23,1.23,0.28
3/30/2005,80.5,1.23,1.23,0.28
3/31/2005,79.6,1.22,1.22,0.28
4/1/2005,97.1,1.38,1.38,0.28
4/2/2005,120,1.58,1.58,0.28
4/3/2005,120,1.58,1.58,0.28
4/4/2005,120,1.58,1.58,0.28
4/5/2005,120,1.58,1.58,0.28
4/6/2005,150,1.81,1.81,0.385
4/7/2005,144,1.76,1.76,0.357
4/8/2005,122,1.59,1.59,0.273
4/9/2005,120,1.58,1.58,0.27
4/10/2005,125,1.62,1.62,0.274
4/11/2005,119,1.57,1.57,0.27
4/12/2005,119,1.57,1.57,0.27
4/13/2005,120,1.58,1.58,0.27
4/14/2005,120,1.58,1.58,0.27
4/15/2005,120,1.58,1.58,0.26
4/16/2005,120,1.58,1.58,0.26
4/17/2005,120,1.58,1.58,0.26
4/18/2005,120,1.58,1.58,0.264
4/19/2005,119,1.57,1.57,0.27
4/20/2005,119,1.57,1.57,0.27
4/21/2005,119,1.57,1.57,0.27
4/22/2005,119,1.57,1.57,0.27
4/23/2005,120,1.58,1.58,0.268
4/24/2005,123,1.6,1.6,0.264
4/25/2005,123,1.6,1.6,0.26
4/26/2005,116,1.54,1.54,0.26
4/27/2005,119,1.57,1.57,0.26
4/28/2005,120,1.58,1.58,0.26
4/29/2005,121,1.59,1.59,0.26
4/30/2005,119,1.57,1.57,0.26
5/1/2005,120,1.58,1.58,0.26
5/2/2005,124,1.61,1.61,0.26
5/3/2005,120,1.58,1.58,0.26
5/4/2005,121,1.58,1.58,0.26
5/5/2005,119,1.57,1.57,0.26
5/6/2005,122,1.59,1.59,0.26
5/7/2005,120,1.57,1.57,0.26
5/8/2005,121,1.58,1.58,0.26
5/9/2005,114,1.53,1.53,0.264
5/10/2005,123,1.6,1.6,0.262
5/11/2005,120,1.58,1.58,0.26
5/12/2005,120,1.58,1.58,0.26
5/13/2005,121,1.58,1.58,0.267
5/14/2005,121,1.59,1.59,0.27
5/15/2005,132,1.67,1.67,0.304
5/16/2005,120,1.58,1.58,0.262
5/17/2005,121,1.59,1.59,0.26
5/18/2005,123,1.61,1.61,0.26
5/19/2005,121,1.59,1.59,0.272
5/20/2005,105,1.46,1.46,0.27
5/21/2005,115,1.53,1.53,0.27
5/22/2005,126,1.63,1.63,0.276
5/23/2005,120,1.58,1.58,0.27
5/24/2005,366,3.08,3.08,1.55
5/25/2005,416,3.43,3.43,1.83
5/26/2005,397,3.34,3.34,1.71
5/27/2005,396,3.33,3.33,1.71
5/28/2005,395,3.33,3.33,1.7
5/29/2005,396,3.33,3.33,1.7
5/30/2005,390,3.3,3.3,1.66
5/31/2005,378,3.23,3.23,1.6
6/1/2005,385,3.27,3.27,1.69
6/2/2005,396,3.33,3.33,1.71
6/3/2005,386,3.28,3.28,1.64
6/4/2005,368,3.18,3.18,1.54
6/5/2005,357,3.12,3.12,1.47
6/6/2005,377,3.22,3.22,1.59
6/7/2005,383,3.26,3.26,1.62
6/8/2005,201,2.1,2.1,0.723
6/9/2005,111,1.5,1.5,0.31
6/10/2005,88.9,1.3,1.3,0.311
6/11/2005,105,1.45,1.45,0.312
6/12/2005,104,1.44,1.44,0.31
6/13/2005,102,1.43,1.43,0.303
6/14/2005,104,1.44,1.44,0.3
6/15/2005,103,1.43,1.43,0.3
6/16/2005,105,1.45,1.45,0.3
6/17/2005,106,1.46,1.46,0.3
6/18/2005,106,1.46,1.46,0.3
6/19/2005,106,1.46,1.46,0.3
6/20/2005,107,1.47,1.47,0.3
6/21/2005,150,1.75,1.75,0.519
6/22/2005,440,3.55,3.55,2.05
6/23/2005,408,3.39,3.39,1.84
6/24/2005,187,1.99,1.99,0.753
6/25/2005,104,1.45,1.45,0.325
6/26/2005,103,1.44,1.44,0.32
6/27/2005,109,1.48,1.48,0.32
6/28/2005,106,1.46,1.46,0.32
6/29/2005,149,1.8,1.8,0.4
6/30/2005,165,1.93,1.93,0.43
7/1/2005,166,1.93,1.93,0.436
7/2/2005,166,1.93,1.93,0.44
7/3/2005,166,1.93,1.93,0.436
7/4/2005,165,1.93,1.93,0.422
7/5/2005,166,1.93,1.93,0.428
7/6/2005,166,1.93,1.93,0.421
7/7/2005,167,1.94,1.94,0.425
7/8/2005,167,1.94,1.94,0.414
7/9/2005,166,1.93,1.93,0.404
7/10/2005,167,1.94,1.94,0.41
7/11/2005,146,1.78,1.78,0.354
7/12/2005,136,1.71,1.71,0.33
7/13/2005,136,1.71,1.71,0.33
7/14/2005,150,1.81,1.81,0.36
7/15/2005,165,1.92,1.92,0.396
7/16/2005,167,1.94,1.94,0.405
7/17/2005,166,1.93,1.93,0.397
7/18/2005,162,1.9,1.9,0.371
7/19/2005,157,1.87,1.87,0.34
7/20/2005,156,1.86,1.86,0.34
7/21/2005,156,1.86,1.86,0.346
7/22/2005,144,1.77,1.77,0.341
7/23/2005,157,1.87,1.87,0.385
7/24/2005,166,1.93,1.93,0.402
7/25/2005,167,1.94,1.94,0.41
7/26/2005,169,1.95,1.95,0.425
7/27/2005,169,1.95,1.95,0.432
7/28/2005,167,1.94,1.94,0.408
7/29/2005,167,1.94,1.94,0.401
7/30/2005,165,1.93,1.93,0.391
7/31/2005,166,1.93,1.93,0.399
8/1/2005,168,1.95,1.95,0.425
8/2/2005,167,1.94,1.94,0.426
8/3/2005,142,1.75,1.75,0.365
8/4/2005,134,1.69,1.69,0.34
8/5/2005,135,1.7,1.7,0.34
8/6/2005,151,1.82,1.82,0.373
8/7/2005,149,1.81,1.81,0.364
8/8/2005,141,1.74,1.74,0.347
8/9/2005,137,1.71,1.71,0.34
8/10/2005,138,1.73,1.73,0.34
8/11/2005,148,1.8,1.8,0.36
8/12/2005,156,1.85,1.85,0.374
8/13/2005,160,1.89,1.89,0.362
8/14/2005,155,1.84,1.84,0.426
8/15/2005,163,1.91,1.91,0.394
8/16/2005,165,1.92,1.92,0.384
8/17/2005,131,1.66,1.66,0.358
8/18/2005,127,1.63,1.63,0.33
8/19/2005,136,1.71,1.71,0.33
8/20/2005,140,1.73,1.73,0.342
8/21/2005,151,1.82,1.82,0.359
8/22/2005,163,1.91,1.91,0.369
8/23/2005,164,1.92,1.92,0.382
8/24/2005,166,1.93,1.93,0.4
8/25/2005,160,1.89,1.89,0.367
8/26/2005,144,1.77,1.77,0.351
8/27/2005,146,1.78,1.78,0.343
8/28/2005,149,1.81,1.81,0.34
8/29/2005,150,1.81,1.81,0.34
8/30/2005,144,1.77,1.77,0.34
8/31/2005,115,1.53,1.53,0.34
9/1/2005,105,1.45,1.45,0.34
9/2/2005,114,1.53,1.53,0.336
9/3/2005,123,1.6,1.6,0.33
9/4/2005,121,1.59,1.59,0.33
9/5/2005,120,1.58,1.58,0.33
9/6/2005,120,1.58,1.58,0.33
9/7/2005,119,1.57,1.57,0.322
9/8/2005,108,1.48,1.48,0.32
9/9/2005,116,1.54,1.54,0.32
9/10/2005,98.5,1.39,1.39,0.32
9/11/2005,91.5,1.33,1.33,0.32
9/12/2005,86.2,1.28,1.28,0.32
9/13/2005,80.9,1.23,1.23,0.313
9/14/2005,78.2,1.21,1.21,0.31
9/15/2005,63.3,1.06,1.06,0.31
9/16/2005,73.7,1.16,1.16,0.304
9/17/2005,79.5,1.22,1.22,0.3
9/18/2005,80,1.23,1.23,0.3
9/19/2005,80.2,1.23,1.23,0.293
9/20/2005,79.9,1.22,1.22,0.29
9/21/2005,83.7,1.26,1.26,0.29
9/22/2005,87.7,1.3,1.3,0.281
9/23/2005,88.5,1.3,1.3,0.28
9/24/2005,89.5,1.31,1.31,0.28
9/25/2005,90.2,1.32,1.32,0.28
9/26/2005,89.7,1.32,1.32,0.28
9/27/2005,82.6,1.25,1.25,0.273
9/28/2005,80.3,1.23,1.23,0.27
9/29/2005,82,1.24,1.24,0.27
9/30/2005,80.4,1.23,1.23,0.263
10/1/2005,79.4,1.22,1.22,0.26
10/2/2005,79.4,1.22,1.22,0.26
10/3/2005,79,1.22,1.22,0.26
10/4/2005,78.5,1.21,1.21,0.259
10/5/2005,78.1,1.21,1.21,0.25
10/6/2005,76.6,1.19,1.19,0.247
10/7/2005,85.4,1.28,1.28,0.24
10/8/2005,64.6,1.07,1.07,0.24
10/9/2005,55.4,0.97,0.973,0.237
10/10/2005,56.5,0.99,0.986,0.269
10/11/2005,51.1,0.92,0.924,0.31
10/12/2005,71.2,1.13,1.13,0.303
10/13/2005,78.9,1.21,1.21,0.3
10/14/2005,80.5,1.23,1.23,0.3
10/15/2005,80.5,1.23,1.23,0.299
10/16/2005,56.7,0.98,0.981,0.29
10/17/2005,46.8,0.88,0.876,0.29
10/18/2005,49.1,0.9,0.902,0.29
10/19/2005,49,0.9,0.902,0.282
10/20/2005,70.4,1.13,1.13,0.28
10/21/2005,80.6,1.23,1.23,0.28
10/22/2005,78.6,1.21,1.21,0.28
10/23/2005,77,1.2,1.2,0.275
10/24/2005,76.7,1.19,1.19,0.27
10/25/2005,77.9,1.2,1.2,0.27
10/26/2005,77,1.2,1.2,0.262
10/27/2005,77.5,1.2,1.2,0.26
10/28/2005,77.7,1.2,1.2,0.26
10/29/2005,78.7,1.21,1.21,0.256
10/30/2005,80.4,1.23,1.23,0.25
10/31/2005,80.5,1.23,1.23,0.25
11/1/2005,79.3,1.22,1.22,0.242
11/2/2005,77.5,1.2,1.2,0.24
11/3/2005,76.5,1.19,1.19,0.24
11/4/2005,77.2,1.2,1.2,0.24
11/5/2005,77.9,1.21,1.21,0.239
11/6/2005,79.3,1.22,1.22,0.23
11/7/2005,80.6,1.23,1.23,0.23
11/8/2005,80.9,1.23,1.23,0.23
11/9/2005,79.6,1.22,1.22,0.223
11/10/2005,79,1.22,1.22,0.22
11/11/2005,79.1,1.22,1.22,0.22
11/12/2005,78.6,1.21,1.21,0.22
11/13/2005,78.6,1.21,1.21,0.21
11/14/2005,-151.8,21.73,21.7,0.209
11/15/2005,NA,99.96,100,0.2
11/16/2005,NA,99.95,100,0.2
11/17/2005,NA,99.95,100,0.191
11/18/2005,NA,99.95,100,0.19
11/19/2005,NA,99.95,100,0.18
11/20/2005,NA,99.94,99.9,0.18
11/21/2005,NA,99.94,99.9,0.171
11/22/2005,NA,99.94,99.9,0.17
11/23/2005,NA,99.94,99.9,0.16
11/24/2005,NA,99.94,99.9,0.16
11/25/2005,NA,99.94,99.9,0.16
11/26/2005,NA,99.94,99.9,0.151
11/27/2005,NA,99.93,99.9,0.149
11/28/2005,NA,99.93,99.9,0.14
11/29/2005,NA,99.93,99.9,0.14
11/30/2005,NA,99.93,99.9,0.13
12/1/2005,NA,99.92,99.9,0.125
12/2/2005,NA,99.92,99.9,0.12
12/3/2005,NA,99.92,99.9,0.115
12/4/2005,NA,99.92,99.9,0.11
12/5/2005,NA,99.92,99.9,0.103
12/6/2005,NA,99.92,99.9,0.1
12/7/2005,NA,99.93,99.9,0.092
12/8/2005,NA,99.93,99.9,0.084
12/9/2005,NA,99.93,99.9,0.08
12/10/2005,NA,99.94,99.9,0.08
12/11/2005,NA,99.94,99.9,0.08
12/12/2005,NA,99.94,99.9,0.074
12/13/2005,NA,99.94,99.9,0.07
12/14/2005,NA,99.92,99.9,0.07
12/15/2005,NA,99.91,99.9,0.063
12/16/2005,NA,99.91,99.9,0.06
12/17/2005,NA,99.91,99.9,0.056
12/18/2005,NA,99.92,99.9,0.05
12/19/2005,NA,99.92,99.9,0.05
12/20/2005,NA,99.92,99.9,0.043
12/21/2005,NA,99.92,99.9,0.04
12/22/2005,NA,99.92,99.9,0.04
12/23/2005,NA,99.9,99.9,0.04
12/24/2005,NA,99.86,99.9,0.04
12/25/2005,NA,99.85,99.8,0.039
12/26/2005,NA,99.85,99.8,0.03
12/27/2005,NA,99.85,99.8,0.03
12/28/2005,NA,99.84,99.8,0.03
12/29/2005,NA,99.84,99.8,0.025
12/30/2005,NA,99.84,99.8,0.02
12/31/2005,NA,99.84,99.8,0.02
1/1/2006,NA,99.84,99.8,0.018
1/2/2006,NA,99.84,99.8,0.01
1/3/2006,NA,99.84,99.8,0.01
1/4/2006,NA,99.84,99.8,0.003
1/5/2006,NA,99.84,99.8,0
1/6/2006,NA,99.84,99.8,0
1/7/2006,NA,99.84,99.8,0
1/8/2006,NA,99.83,99.8,60.4
1/9/2006,NA,99.83,99.8,100
1/10/2006,NA,99.83,99.8,100
1/11/2006,NA,99.83,99.8,100
1/12/2006,NA,99.83,99.8,100
1/13/2006,NA,99.83,99.8,100
1/14/2006,NA,99.83,99.8,100
1/15/2006,NA,99.83,99.8,100
1/16/2006,NA,99.83,99.8,100
1/17/2006,NA,99.82,99.8,100
1/18/2006,NA,99.82,99.8,100
1/19/2006,NA,99.82,99.8,100
1/20/2006,NA,99.82,99.8,100
1/21/2006,NA,99.82,99.8,100
1/22/2006,NA,99.82,99.8,100
1/23/2006,NA,99.82,99.8,99.9
1/24/2006,NA,99.82,99.8,99.9
1/25/2006,NA,99.82,99.8,99.9
1/26/2006,NA,99.82,99.8,99.9
1/27/2006,NA,99.81,99.8,99.9
1/28/2006,NA,99.81,99.8,99.9
1/29/2006,NA,99.81,99.8,99.9
1/30/2006,NA,99.81,99.8,99.9
1/31/2006,NA,99.81,99.8,99.9
2/1/2006,NA,99.81,99.8,99.9
2/2/2006,NA,99.81,99.8,99.9
2/3/2006,NA,99.8,99.8,99.9
2/4/2006,NA,99.8,99.8,99.9
2/5/2006,NA,99.8,99.8,99.9
2/6/2006,-405.8,40.54,40.5,87.5
2/7/2006,0,0,0,100
2/8/2006,0,0,0,100
2/9/2006,-520.3,52.08,52.1,100
2/10/2006,-655.6,65.62,65.6,100
2/11/2006,0,0,0,100
2/12/2006,0,0,0,100
2/13/2006,0,0,0,100
2/14/2006,0,0,0,100
2/15/2006,0,0,0,100
2/16/2006,-104.1,10.42,10.4,100
2/17/2006,-228.9,6.23,6.23,83.3
2/18/2006,0.149,0.02,0.023,100
2/19/2006,0.307,0.04,0.038,100
2/20/2006,0.412,0.05,0.045,100
2/21/2006,0.293,0.04,0.036,99.9
2/22/2006,0.092,0.02,0.018,99.9
2/23/2006,-156.1,15.63,15.6,99.9
2/24/2006,NA,99.98,100,99.9
2/25/2006,NA,99.97,100,99.9
2/26/2006,NA,99.97,100,99.9
2/27/2006,NA,99.97,100,99.9
2/28/2006,NA,99.98,100,99.9
3/1/2006,-405.8,40.62,40.6,99.9
3/2/2006,-218.5,21.87,21.9,99.9
3/3/2006,0,0,0,99.9
3/4/2006,-374.6,37.5,37.5,99.9
3/5/2006,-967.8,96.87,96.9,99.9
3/6/2006,NA,99.99,100,99.9
3/7/2006,-489.1,48.95,49,99.9
3/8/2006,0,0,0,99.9
3/9/2006,0,0,0,99.9
3/10/2006,0.002,0,0,99.9
3/11/2006,0,0,0,99.9
3/12/2006,0,0,0,99.9
3/13/2006,-20.8,2.08,2.08,99.9
3/14/2006,-228.9,22.91,22.9,99.9
