date,q.arkrocco,h.arkrocco,p.arkrocco
6/23/2001,842,2.95,NA
6/24/2001,691,2.78,NA
6/25/2001,605,2.68,NA
6/26/2001,608,2.68,NA
6/27/2001,759,2.85,NA
6/28/2001,883,2.95,NA
6/29/2001,694,2.74,NA
6/30/2001,876,2.94,NA
7/1/2001,723,2.78,NA
7/2/2001,632,2.67,NA
7/3/2001,570,2.59,NA
7/4/2001,451,2.43,NA
7/5/2001,318,2.22,NA
7/6/2001,299,2.19,NA
7/7/2001,251,2.1,NA
7/8/2001,155,1.85,NA
7/9/2001,178,1.92,NA
7/10/2001,127,1.76,NA
7/11/2001,153,1.82,NA
7/12/2001,414,2.37,NA
7/13/2001,301,2.19,NA
7/14/2001,568,2.56,NA
7/15/2001,2010,4.02,NA
7/16/2001,1570,3.61,NA
7/17/2001,901,2.97,NA
7/18/2001,490,2.49,NA
7/19/2001,616,2.64,NA
7/20/2001,468,2.45,NA
7/21/2001,366,2.31,NA
7/22/2001,304,2.2,NA
7/23/2001,352,2.11,NA
7/24/2001,464,2.07,NA
7/25/2001,430,2.02,NA
7/26/2001,480,2.09,NA
7/27/2001,511,2.14,NA
7/28/2001,596,2.24,NA
7/29/2001,714,2.39,NA
7/30/2001,578,2.22,NA
7/31/2001,458,2.06,NA
8/1/2001,601,2.24,NA
8/2/2001,612,2.26,NA
8/3/2001,661,2.33,NA
8/4/2001,770,2.45,NA
8/5/2001,701,2.37,NA
8/6/2001,709,2.38,NA
8/7/2001,806,2.49,NA
8/8/2001,780,2.46,NA
8/9/2001,770,2.45,NA
8/10/2001,879,2.57,NA
8/11/2001,976,2.67,NA
8/12/2001,1150,2.84,NA
8/13/2001,988,2.76,NA
8/14/2001,746,2.63,NA
8/15/2001,671,2.55,NA
8/16/2001,674,2.55,NA
8/17/2001,714,2.6,NA
8/18/2001,696,2.58,NA
8/19/2001,655,2.53,NA
8/20/2001,580,2.43,NA
8/21/2001,494,2.32,NA
8/22/2001,264,1.95,NA
8/23/2001,204,1.83,NA
8/24/2001,160,1.7,NA
8/25/2001,204,1.8,NA
8/26/2001,336,2.06,NA
8/27/2001,657,2.51,NA
8/28/2001,349,2.11,NA
8/29/2001,273,1.97,NA
8/30/2001,179,19.17,NA
8/31/2001,187,1.79,NA
9/1/2001,216,1.86,NA
9/2/2001,469,2.27,NA
9/3/2001,402,2.18,NA
9/4/2001,195,1.81,NA
9/5/2001,186,1.79,NA
9/6/2001,184,1.79,NA
9/7/2001,175,1.76,NA
9/8/2001,175,1.76,NA
9/9/2001,199,1.83,NA
9/10/2001,222,1.88,NA
9/11/2001,241,1.92,NA
9/12/2001,223,1.88,NA
9/13/2001,178,1.77,NA
9/14/2001,102,1.7,NA
9/15/2001,61.1,1.69,NA
9/16/2001,87.4,1.73,8.36
9/17/2001,80.3,1.8,NA
9/18/2001,76.1,1.77,NA
9/19/2001,76.2,1.77,NA
9/20/2001,84.7,1.82,NA
9/21/2001,69.5,1.74,NA
9/22/2001,58.2,1.68,NA
9/23/2001,54.5,1.65,NA
9/24/2001,58.4,1.68,NA
9/25/2001,56.8,1.67,NA
9/26/2001,52.1,1.64,NA
9/27/2001,61.5,1.69,NA
9/28/2001,82.5,1.81,NA
9/29/2001,89.2,1.84,NA
9/30/2001,101,1.89,NA
10/1/2001,102,1.9,NA
10/2/2001,98.4,1.88,NA
10/3/2001,90.8,1.85,NA
10/4/2001,87.5,1.83,NA
10/5/2001,79.7,1.79,NA
10/6/2001,69.6,1.74,NA
10/7/2001,72.2,1.75,NA
10/8/2001,75,1.77,NA
10/9/2001,86.7,1.76,NA
10/10/2001,101,1.77,NA
10/11/2001,113,1.83,NA
10/12/2001,-17.7,1.71,NA
10/13/2001,-426.6,1.32,NA
10/14/2001,-379.9,1.26,NA
10/15/2001,-708.5,0.92,NA
10/16/2001,-496.8,1.11,NA
10/17/2001,-673.2,0.96,NA
10/18/2001,-341.4,232.51,NA
10/19/2001,150,1.87,NA
10/20/2001,143,1.85,NA
10/21/2001,140,1.84,NA
10/22/2001,133,1.82,NA
10/23/2001,142,1.85,NA
10/24/2001,147,1.86,NA
10/25/2001,149,1.87,NA
10/26/2001,161,1.91,NA
10/27/2001,159,1.9,NA
10/28/2001,158,1.9,NA
10/29/2001,151,1.88,NA
10/30/2001,153,1.88,NA
10/31/2001,153,1.88,NA
11/1/2001,158,1.9,NA
11/2/2001,159,1.9,NA
11/3/2001,171,1.94,NA
11/4/2001,179,1.96,NA
11/5/2001,181,1.97,NA
11/6/2001,177,1.96,NA
11/7/2001,173,1.94,NA
11/8/2001,183,1.97,NA
11/9/2001,225,2.08,NA
11/10/2001,298,2.22,NA
11/11/2001,305,2.23,NA
11/12/2001,301,2.22,NA
11/13/2001,300,2.21,NA
11/14/2001,293,2.18,NA
11/15/2001,317,2.22,NA
11/16/2001,370,2.31,NA
11/17/2001,355,2.29,NA
11/18/2001,252,2.09,NA
11/19/2001,156,1.86,NA
11/20/2001,134,1.79,NA
11/21/2001,117,1.72,NA
11/22/2001,110,1.7,NA
11/23/2001,111,1.7,NA
11/24/2001,105,1.67,NA
11/25/2001,101,1.66,NA
11/26/2001,98.4,1.64,NA
11/27/2001,95.6,1.63,NA
11/28/2001,97.8,1.64,NA
11/29/2001,111,1.69,NA
11/30/2001,107,1.68,NA
12/1/2001,99.2,1.65,NA
12/2/2001,99.1,1.65,NA
12/3/2001,57.9,1.64,NA
12/4/2001,33.1,1.63,NA
12/5/2001,33.3,1.63,NA
12/6/2001,33.9,1.64,NA
12/7/2001,34.3,1.64,NA
12/8/2001,33.3,1.65,NA
12/9/2001,37,1.66,NA
12/10/2001,35.3,1.65,NA
12/11/2001,33.4,1.64,NA
12/12/2001,36.5,1.66,NA
12/13/2001,56.2,1.77,NA
12/14/2001,151,2.14,NA
12/15/2001,73.8,1.88,NA
12/16/2001,56.8,1.79,NA
12/17/2001,50.1,1.75,NA
12/18/2001,44.8,1.71,NA
12/19/2001,39.8,1.68,NA
12/20/2001,36.7,1.66,NA
12/21/2001,35.2,1.65,NA
12/22/2001,32.3,1.63,NA
12/23/2001,30.8,1.62,NA
12/24/2001,29.6,1.61,NA
12/25/2001,28.8,1.6,NA
12/26/2001,27.1,1.59,NA
12/27/2001,25.8,1.58,NA
12/28/2001,25.6,1.58,NA
12/29/2001,25.4,1.58,NA
12/30/2001,25.5,1.58,NA
12/31/2001,29.1,1.59,NA
1/1/2002,56.6,1.71,NA
1/2/2002,130,2.07,NA
1/3/2002,112,1.97,NA
1/4/2002,109,1.99,NA
1/5/2002,79.6,1.85,NA
1/6/2002,55,1.72,NA
1/7/2002,45,1.65,NA
1/8/2002,41.9,1.64,NA
1/9/2002,37.2,1.6,NA
1/10/2002,35.7,1.59,NA
1/11/2002,32.3,1.57,NA
1/12/2002,30.2,1.55,NA
1/13/2002,27.5,1.53,NA
1/14/2002,25.9,1.52,NA
1/15/2002,26,1.52,NA
1/16/2002,25.5,1.52,NA
1/17/2002,25.4,1.52,NA
1/18/2002,26.7,1.53,NA
1/19/2002,25.3,1.52,NA
1/20/2002,25,1.51,NA
1/21/2002,25.6,1.51,NA
1/22/2002,25.3,1.49,NA
1/23/2002,25.4,1.49,NA
1/24/2002,26.2,1.49,NA
1/25/2002,27.6,1.5,NA
1/26/2002,25.7,1.49,NA
1/27/2002,24.9,1.48,NA
1/28/2002,23.9,1.48,NA
1/29/2002,26.3,1.49,NA
1/30/2002,25.2,1.49,NA
1/31/2002,28.8,1.51,NA
2/1/2002,32.8,1.52,NA
2/2/2002,34.7,1.52,NA
2/3/2002,33,1.51,NA
2/4/2002,33.3,1.51,NA
2/5/2002,31.9,1.51,NA
2/6/2002,31.2,1.5,NA
2/7/2002,29.7,1.49,NA
2/8/2002,28.8,1.48,NA
2/9/2002,28.9,1.48,NA
2/10/2002,29,1.48,NA
2/11/2002,31.3,1.5,NA
2/12/2002,31,1.5,NA
2/13/2002,31.1,1.5,NA
2/14/2002,31.5,1.5,NA
2/15/2002,31.1,1.5,NA
2/16/2002,31.6,1.5,NA
2/17/2002,31.2,1.5,NA
2/18/2002,30.1,1.49,NA
2/19/2002,30.7,1.5,NA
2/20/2002,30.9,1.5,NA
2/21/2002,28,1.5,NA
2/22/2002,25.3,1.5,NA
2/23/2002,25.7,1.5,NA
2/24/2002,26.8,1.51,NA
2/25/2002,28.9,1.52,NA
2/26/2002,27,1.51,NA
2/27/2002,29.6,1.53,NA
2/28/2002,28.9,1.52,NA
3/1/2002,27.5,1.51,NA
3/2/2002,25,1.49,NA
3/3/2002,44.2,1.62,NA
3/4/2002,113,1.97,NA
3/5/2002,65.6,1.75,NA
3/6/2002,43.2,1.62,NA
3/7/2002,38.7,1.59,NA
3/8/2002,37.1,1.58,NA
3/9/2002,37.1,1.58,NA
3/10/2002,36.1,1.58,NA
3/11/2002,35,1.57,NA
3/12/2002,33.9,1.56,NA
3/13/2002,46,1.64,NA
3/14/2002,44.8,1.63,NA
3/15/2002,87.3,1.86,NA
3/16/2002,98.3,1.92,NA
3/17/2002,86.6,1.87,NA
3/18/2002,71.2,1.79,NA
3/19/2002,71.7,1.79,NA
3/20/2002,89.6,1.88,NA
3/21/2002,102,1.94,NA
3/22/2002,105,1.95,NA
3/23/2002,149,2.12,NA
3/24/2002,152,2.13,NA
3/25/2002,140,2.09,NA
3/26/2002,164,2.05,NA
3/27/2002,257,2.05,NA
3/28/2002,265,2.07,NA
3/29/2002,265,2.07,NA
3/30/2002,257,2.05,NA
3/31/2002,249,2.04,NA
4/1/2002,239,2.02,NA
4/2/2002,272,2.08,NA
4/3/2002,298,2.13,NA
4/4/2002,318,2.17,NA
4/5/2002,306,2.14,NA
4/6/2002,293,2.12,NA
4/7/2002,305,2.14,NA
4/8/2002,322,2.17,NA
4/9/2002,324,2.18,NA
4/10/2002,314,2.16,NA
4/11/2002,201,1.92,NA
4/12/2002,174,1.86,NA
4/13/2002,173,1.85,NA
4/14/2002,170,1.84,NA
4/15/2002,167,1.84,NA
4/16/2002,157,1.8,NA
4/17/2002,188,1.9,NA
4/18/2002,179,1.87,NA
4/19/2002,139,1.82,NA
4/20/2002,98.5,1.8,NA
4/21/2002,96.3,1.78,NA
4/22/2002,89.2,1.75,NA
4/23/2002,84.4,1.73,NA
4/24/2002,81.1,1.71,NA
4/25/2002,72,1.66,NA
4/26/2002,72.7,1.67,NA
4/27/2002,71.9,1.66,NA
4/28/2002,73.3,1.67,NA
4/29/2002,74.6,1.68,NA
4/30/2002,68.9,1.65,NA
5/1/2002,57.1,1.61,NA
5/2/2002,46.4,1.56,NA
5/3/2002,44.8,1.55,NA
5/4/2002,48.4,1.58,NA
5/5/2002,43.9,1.55,NA
5/6/2002,36.4,1.5,NA
5/7/2002,34.7,1.48,NA
5/8/2002,41.6,1.53,NA
5/9/2002,64.9,1.67,NA
5/10/2002,73.4,1.72,NA
5/11/2002,88.2,1.8,NA
5/12/2002,96.6,1.84,NA
5/13/2002,93.8,1.82,NA
5/14/2002,88.5,1.8,NA
5/15/2002,82.8,1.77,NA
5/16/2002,83.7,1.77,NA
5/17/2002,82.4,1.77,NA
5/18/2002,83.9,1.77,NA
5/19/2002,102,1.86,NA
5/20/2002,134,2,NA
5/21/2002,119,1.96,NA
5/22/2002,88.1,1.83,NA
5/23/2002,77.7,1.77,NA
5/24/2002,104,1.9,NA
5/25/2002,121,1.97,NA
5/26/2002,129,1.99,NA
5/27/2002,125,1.99,NA
5/28/2002,133,2.01,NA
5/29/2002,146,2.06,NA
5/30/2002,110,1.92,NA
5/31/2002,85.8,1.81,NA
6/1/2002,99.1,1.87,NA
6/2/2002,59,1.67,NA
6/3/2002,54.2,1.63,NA
6/4/2002,99.2,1.85,NA
6/5/2002,115,1.92,NA
6/6/2002,120,1.94,NA
6/7/2002,107,1.89,NA
6/8/2002,100,1.86,NA
6/9/2002,88.7,1.81,NA
6/10/2002,88.6,1.81,NA
6/11/2002,101,1.86,NA
6/12/2002,131,1.98,NA
6/13/2002,164,2.1,NA
6/14/2002,129,1.97,NA
6/15/2002,157,2.07,NA
6/16/2002,115,1.92,NA
6/17/2002,95.1,1.84,NA
6/18/2002,287,2.03,NA
6/19/2002,68.4,1.7,NA
6/20/2002,53.3,1.63,NA
6/21/2002,44.4,1.59,NA
6/22/2002,53.4,1.65,NA
6/23/2002,63,1.7,NA
6/24/2002,49.2,1.62,NA
6/25/2002,33.3,1.51,NA
6/26/2002,27.6,1.47,NA
6/27/2002,26.3,1.46,NA
6/28/2002,27.9,1.48,NA
6/29/2002,28.7,1.48,NA
6/30/2002,NA,NA,NA
7/1/2002,-307.2,-318.1,NA
7/2/2002,18.7,1.52,NA
7/3/2002,-387.5,1.44,NA
7/4/2002,-534.2,1.45,NA
7/5/2002,-715.5,1.41,NA
7/6/2002,-578.6,1.42,NA
7/7/2002,-364,1.46,NA
7/8/2002,61.7,1.8,NA
7/9/2002,76.8,1.89,NA
7/10/2002,93.9,1.97,NA
7/11/2002,90.6,1.96,NA
7/12/2002,64.2,1.82,NA
7/13/2002,37,1.65,NA
7/14/2002,21.6,1.54,NA
7/15/2002,12.9,1.46,NA
7/16/2002,17.1,1.49,NA
7/17/2002,5.84,1.38,NA
7/18/2002,21.8,1.46,NA
7/19/2002,31.1,1.51,NA
7/20/2002,28,1.49,NA
7/21/2002,22.3,1.44,NA
7/22/2002,23.7,1.45,NA
7/23/2002,26.8,1.48,NA
7/24/2002,-93.5,-115.6,NA
7/25/2002,26.1,1.47,NA
7/26/2002,26.5,1.48,NA
7/27/2002,27.2,1.48,NA
7/28/2002,27.1,1.48,NA
7/29/2002,24.6,1.46,NA
7/30/2002,30.4,1.5,NA
7/31/2002,36.5,1.55,NA
8/1/2002,34.9,1.58,NA
8/2/2002,27.6,1.6,NA
8/3/2002,28,1.61,NA
8/4/2002,22.7,1.57,NA
8/5/2002,21.7,1.56,NA
8/6/2002,17.3,1.52,NA
8/7/2002,10.5,1.46,NA
8/8/2002,5.7,1.4,NA
8/9/2002,2.59,1.34,NA
8/10/2002,1.36,1.31,NA
8/11/2002,1.96,1.32,NA
8/12/2002,0.969,1.29,NA
8/13/2002,3.04,1.33,NA
8/14/2002,9.67,1.44,NA
8/15/2002,9.2,1.41,NA
8/16/2002,8.48,1.4,NA
8/17/2002,5.39,1.36,NA
8/18/2002,6.11,1.37,NA
8/19/2002,3.65,1.33,NA
8/20/2002,7.07,1.38,NA
8/21/2002,-17.8,0.29,NA
8/22/2002,1.26,1.26,NA
8/23/2002,-54.9,-8.61,NA
8/24/2002,33.8,1.61,NA
8/25/2002,37.7,1.64,NA
8/26/2002,15.6,-8.92,NA
8/27/2002,3.12,1.23,NA
8/28/2002,6.83,1.25,NA
8/29/2002,9.17,1.28,NA
8/30/2002,8.45,1.27,NA
8/31/2002,78.9,1.73,NA
9/1/2002,31.4,1.46,NA
9/2/2002,22.4,1.39,NA
9/3/2002,17.4,1.36,NA
9/4/2002,1.58,1.41,NA
9/5/2002,7.92,1.26,NA
9/6/2002,6.49,1.25,NA
9/7/2002,3.16,1.22,NA
9/8/2002,1.96,1.19,NA
9/9/2002,2.26,1.2,NA
9/10/2002,10.5,1.32,NA
9/11/2002,13.8,1.36,NA
9/12/2002,10.7,1.33,NA
9/13/2002,11.1,1.33,NA
9/14/2002,25,1.44,NA
9/15/2002,32,1.5,NA
9/16/2002,46.3,1.59,NA
9/17/2002,35.1,1.51,NA
9/18/2002,33.1,1.48,NA
9/19/2002,33.1,1.48,NA
9/20/2002,19.4,-0.34,NA
9/21/2002,32,1.48,NA
9/22/2002,32.7,1.48,NA
9/23/2002,29.5,1.46,NA
9/24/2002,26.8,1.44,NA
9/25/2002,-9.36,-0.09,NA
9/26/2002,-520.3,-47.62,NA
9/27/2002,-509.9,-51.86,NA
9/28/2002,-509.9,-5.41,NA
9/29/2002,-520.3,-47.62,NA
9/30/2002,-249.2,-75.03,NA
10/1/2002,-0.34,1.58,NA
10/2/2002,28.2,1.45,NA
10/3/2002,31.7,1.47,NA
10/4/2002,29.5,1.49,NA
10/5/2002,22.2,1.51,NA
10/6/2002,26.1,1.54,NA
10/7/2002,27.6,1.55,NA
10/8/2002,26.9,1.55,NA
10/9/2002,29.5,1.57,NA
10/10/2002,29.5,1.57,NA
10/11/2002,27.9,1.56,NA
10/12/2002,26,1.54,NA
10/13/2002,25.2,1.54,NA
10/14/2002,25.7,1.54,NA
10/15/2002,30,1.54,NA
10/16/2002,46.7,1.53,NA
10/17/2002,48.2,1.53,NA
10/18/2002,27.2,1.55,NA
10/19/2002,27.7,1.56,NA
10/20/2002,28,1.56,NA
10/21/2002,-16,1.91,NA
10/22/2002,27.9,1.56,NA
10/23/2002,19.4,4.54,NA
10/24/2002,30,1.57,NA
10/25/2002,33.1,1.57,NA
10/26/2002,57.9,1.58,NA
10/27/2002,62.2,1.6,NA
10/28/2002,53.7,1.55,NA
10/29/2002,55.9,1.56,NA
10/30/2002,85.7,1.72,NA
10/31/2002,83.4,1.71,NA
11/1/2002,85.5,1.72,NA
11/2/2002,94.9,1.77,NA
11/3/2002,103,1.8,NA
11/4/2002,99.5,1.79,NA
11/5/2002,95.3,1.77,NA
11/6/2002,108,1.83,NA
11/7/2002,108,1.83,NA
11/8/2002,111,1.84,NA
11/9/2002,116,1.86,NA
11/10/2002,129,1.91,NA
11/11/2002,136,1.93,NA
11/12/2002,136,1.93,NA
11/13/2002,126,1.9,NA
11/14/2002,126,1.9,NA
11/15/2002,79.6,1.58,NA
11/16/2002,41.1,1.33,NA
11/17/2002,61.9,1.46,NA
11/18/2002,53.2,1.41,NA
11/19/2002,45,1.36,NA
11/20/2002,39.4,1.32,NA
11/21/2002,39.2,1.32,NA
11/22/2002,45,1.36,NA
11/23/2002,50.2,1.39,NA
11/24/2002,47.9,1.37,NA
11/25/2002,44.9,1.35,NA
11/26/2002,45.5,1.36,NA
11/27/2002,46.8,1.37,NA
11/28/2002,48.2,1.38,NA
11/29/2002,59.3,1.44,NA
11/30/2002,49.9,1.39,NA
12/1/2002,44.4,1.35,NA
12/2/2002,45,1.36,NA
12/3/2002,48.8,1.38,NA
12/4/2002,54.1,1.41,NA
12/5/2002,56.7,1.43,NA
12/6/2002,46.9,1.4,NA
12/7/2002,32,1.41,NA
12/8/2002,32.4,1.41,NA
12/9/2002,30.1,1.39,NA
12/10/2002,29.2,1.39,NA
12/11/2002,31,1.4,NA
12/12/2002,32.8,1.41,NA
12/13/2002,NA,NA,NA
12/14/2002,NA,NA,NA
12/15/2002,NA,NA,NA
12/16/2002,27,1.37,NA
12/17/2002,26.5,1.37,NA
12/18/2002,25.7,1.36,NA
12/19/2002,24.8,1.35,NA
12/20/2002,25.9,1.36,NA
12/21/2002,26.6,1.37,NA
12/22/2002,26.3,1.36,NA
12/23/2002,33.5,1.41,NA
12/24/2002,70.9,1.64,NA
12/25/2002,52.2,1.54,NA
12/26/2002,59.2,1.58,NA
12/27/2002,35.9,-29.63,NA
12/28/2002,83.7,1.71,NA
12/29/2002,114,1.85,NA
12/30/2002,114,1.83,NA
12/31/2002,88.4,1.66,NA
1/1/2003,55.9,1.49,NA
1/2/2003,52.2,1.47,NA
1/3/2003,44.5,1.42,NA
1/4/2003,41.6,1.4,NA
1/5/2003,42.7,1.41,NA
1/6/2003,45.4,1.43,NA
1/7/2003,76.6,1.61,NA
1/8/2003,62.5,1.53,NA
1/9/2003,61.3,1.52,NA
1/10/2003,62.6,1.53,NA
1/11/2003,62.1,1.53,NA
1/12/2003,NA,NA,NA
1/13/2003,83.5,1.64,NA
1/14/2003,70.6,1.58,NA
1/15/2003,58,1.58,NA
1/16/2003,41,1.6,NA
1/17/2003,37,1.57,NA
1/18/2003,37.7,1.58,NA
1/19/2003,NA,NA,NA
1/20/2003,NA,NA,NA
1/21/2003,-125.9,-159.78,NA
1/22/2003,44.2,1.62,NA
1/23/2003,26.7,1.49,NA
1/24/2003,42.9,1.6,NA
1/25/2003,52.4,1.67,NA
1/26/2003,54,1.68,NA
1/27/2003,47.7,1.64,NA
1/28/2003,44.2,1.62,NA
1/29/2003,38.6,1.58,NA
1/30/2003,29.8,1.52,NA
1/31/2003,25.7,1.5,NA
2/1/2003,19,1.48,NA
2/2/2003,17.5,1.47,NA
2/3/2003,20.4,1.49,NA
2/4/2003,18.8,1.48,NA
2/5/2003,19.3,1.48,NA
2/6/2003,20.9,1.49,NA
2/7/2003,26.3,1.53,NA
2/8/2003,33.3,1.58,NA
2/9/2003,37.6,1.61,NA
2/10/2003,54.5,1.72,NA
2/11/2003,34.7,1.6,NA
2/12/2003,29.6,1.56,NA
2/13/2003,26.3,1.53,NA
2/14/2003,28.4,1.54,NA
2/15/2003,30,1.54,NA
2/16/2003,29.7,1.54,NA
2/17/2003,43.3,1.63,NA
2/18/2003,42.8,1.63,NA
2/19/2003,36.4,1.59,NA
2/20/2003,27.1,1.52,NA
2/21/2003,25.5,1.51,NA
2/22/2003,24.4,1.5,NA
2/23/2003,24,1.5,NA
2/24/2003,19.8,1.47,NA
2/25/2003,30.9,1.55,NA
2/26/2003,61,1.74,NA
2/27/2003,39.3,1.61,NA
2/28/2003,33,1.56,NA
3/1/2003,30.5,1.55,NA
3/2/2003,29.8,1.54,NA
3/3/2003,29.2,1.54,NA
3/4/2003,29.3,1.54,NA
3/5/2003,51.8,1.69,NA
3/6/2003,41.9,1.63,NA
3/7/2003,42.8,1.63,NA
3/8/2003,42.2,1.63,NA
3/9/2003,40.9,1.62,NA
3/10/2003,41,1.61,NA
3/11/2003,42.1,1.6,NA
3/12/2003,39.2,1.58,NA
3/13/2003,34.2,1.54,NA
3/14/2003,29,1.5,NA
3/15/2003,39,1.58,NA
3/16/2003,54.1,1.67,NA
3/17/2003,73.9,1.78,NA
3/18/2003,85.2,1.84,NA
3/19/2003,102,1.92,NA
3/20/2003,107,1.94,NA
3/21/2003,136,2.06,NA
3/22/2003,125,2.02,NA
3/23/2003,119,1.99,NA
3/24/2003,116,1.98,NA
3/25/2003,111,1.96,NA
3/26/2003,99.2,1.91,NA
3/27/2003,125,1.92,NA
3/28/2003,137,1.87,NA
3/29/2003,158,1.94,NA
3/30/2003,184,2.02,NA
3/31/2003,165,1.96,NA
4/1/2003,157,1.93,NA
4/2/2003,166,1.96,NA
4/3/2003,182,2.01,NA
4/4/2003,250,2.17,NA
4/5/2003,290,2.24,NA
4/6/2003,349,2.35,NA
4/7/2003,370,2.38,NA
4/8/2003,374,2.39,NA
4/9/2003,346,2.34,NA
4/10/2003,343,2.34,NA
4/11/2003,359,2.36,NA
4/12/2003,365,2.37,NA
4/13/2003,351,2.35,NA
4/14/2003,341,2.34,NA
4/15/2003,363,2.35,NA
4/16/2003,433,2.38,NA
4/17/2003,420,2.36,NA
4/18/2003,398,2.33,NA
4/19/2003,469,2.43,NA
4/20/2003,410,2.34,NA
4/21/2003,299,2.16,NA
4/22/2003,320,2.2,NA
4/23/2003,272,2.11,NA
4/24/2003,222,2.01,NA
4/25/2003,247,2.06,NA
4/26/2003,303,2.17,NA
4/27/2003,343,2.23,NA
4/28/2003,393,2.32,NA
4/29/2003,395,2.32,NA
4/30/2003,382,2.33,NA
5/1/2003,367,2.39,NA
5/2/2003,370,2.39,NA
5/3/2003,403,2.44,NA
5/4/2003,390,2.42,NA
5/5/2003,391,2.43,NA
5/6/2003,392,2.43,NA
5/7/2003,381,2.41,NA
5/8/2003,364,2.38,NA
5/9/2003,369,2.39,NA
5/10/2003,362,2.38,NA
5/11/2003,287,2.25,NA
5/12/2003,241,2.16,NA
5/13/2003,238,2.15,NA
5/14/2003,220,2.12,NA
5/15/2003,240,2.11,NA
5/16/2003,154,1.85,NA
5/17/2003,182,1.92,NA
5/18/2003,212,2.02,NA
5/19/2003,281,2.16,NA
5/20/2003,293,2.18,NA
5/21/2003,313,2.22,NA
5/22/2003,348,2.28,NA
5/23/2003,569,2.59,NA
5/24/2003,686,2.73,NA
5/25/2003,720,2.77,NA
5/26/2003,1010,3.08,NA
5/27/2003,1410,3.48,NA
5/28/2003,1260,3.35,NA
5/29/2003,1160,3.3,NA
5/30/2003,1210,3.35,NA
5/31/2003,1440,3.57,NA
6/1/2003,1410,3.54,NA
6/2/2003,1420,3.55,NA
6/3/2003,1940,4.02,NA
6/4/2003,2180,4.13,NA
6/5/2003,1940,3.93,NA
6/6/2003,1540,3.57,NA
6/7/2003,1190,3.23,NA
6/8/2003,488,2.45,NA
6/9/2003,1150,3.19,NA
6/10/2003,934,2.97,NA
6/11/2003,824,2.86,NA
6/12/2003,903,2.94,NA
6/13/2003,1140,3.18,NA
6/14/2003,1220,3.26,NA
6/15/2003,1400,3.44,NA
6/16/2003,1350,3.39,NA
6/17/2003,1210,3.25,NA
6/18/2003,1270,3.31,NA
6/19/2003,1150,3.19,NA
6/20/2003,1110,3.16,NA
6/21/2003,1500,3.56,NA
6/22/2003,1220,3.29,NA
6/23/2003,1290,3.36,NA
6/24/2003,1110,3.18,NA
6/25/2003,977,3.05,NA
6/26/2003,986,3.06,NA
6/27/2003,827,2.89,NA
6/28/2003,805,2.87,NA
6/29/2003,712,2.76,NA
6/30/2003,674,2.72,NA
7/1/2003,687,2.74,NA
7/2/2003,239,-83.76,NA
7/3/2003,597,2.63,NA
7/4/2003,NA,NA,NA
7/5/2003,NA,NA,NA
7/6/2003,NA,NA,NA
7/7/2003,-43.2,-152.19,NA
7/8/2003,83.4,1.65,NA
7/9/2003,46,1.53,NA
7/10/2003,46.9,1.54,NA
7/11/2003,48.3,1.55,NA
7/12/2003,26.9,1.36,NA
7/13/2003,64.2,1.56,NA
7/14/2003,89.1,1.77,NA
7/15/2003,96.4,1.81,NA
7/16/2003,77.1,1.7,NA
7/17/2003,18.1,1.31,NA
7/18/2003,3.99,1.15,NA
7/19/2003,9.94,1.22,NA
7/20/2003,76.9,1.7,NA
7/21/2003,107,1.85,NA
7/22/2003,146,1.99,NA
7/23/2003,105,1.84,NA
7/24/2003,96.2,1.8,NA
7/25/2003,96.9,1.81,NA
7/26/2003,75.3,1.7,NA
7/27/2003,51.2,1.56,NA
7/28/2003,41,1.5,NA
7/29/2003,330,1.97,NA
7/30/2003,304,2.3,NA
7/31/2003,198,2.15,NA
8/1/2003,171,2.08,NA
8/2/2003,119,1.89,NA
8/3/2003,77.9,1.71,NA
8/4/2003,35.1,1.45,NA
8/5/2003,20,1.34,NA
8/6/2003,20.8,1.17,NA
8/7/2003,27.5,1.16,NA
8/8/2003,16,1.07,NA
8/9/2003,13,1.02,NA
8/10/2003,398,2.22,NA
8/11/2003,206,1.85,NA
8/12/2003,81.4,1.49,NA
8/13/2003,3.1,0.89,NA
8/14/2003,0.536,0.71,NA
8/15/2003,28.9,1,NA
8/16/2003,40.3,1.2,NA
8/17/2003,12.3,1.03,NA
8/18/2003,12.4,0.96,NA
8/19/2003,11.9,1.04,NA
8/20/2003,31.8,1.17,NA
8/21/2003,73.3,1.45,NA
8/22/2003,29.8,1.2,NA
8/23/2003,18.1,1.11,NA
8/24/2003,13.7,1.08,NA
8/25/2003,11.8,1.06,NA
8/26/2003,12.3,1.06,NA
8/27/2003,10.4,1.04,NA
8/28/2003,16.5,1.1,NA
8/29/2003,51.6,1.34,NA
8/30/2003,68.7,1.45,NA
8/31/2003,118,1.67,NA
9/1/2003,271,2.09,NA
9/2/2003,373,2.26,NA
9/3/2003,252,2.05,NA
9/4/2003,279,2.1,NA
9/5/2003,194,1.92,NA
9/6/2003,159,1.83,NA
9/7/2003,146,1.79,NA
9/8/2003,95.3,-23.35,NA
9/9/2003,132,1.74,NA
9/10/2003,130,1.73,NA
9/11/2003,144,1.78,NA
9/12/2003,162,1.84,NA
9/13/2003,184,1.9,NA
9/14/2003,203,1.96,NA
9/15/2003,189,1.92,NA
