date,q.arkrocco,h.arkrocco,p.arkrocco
1/8/2006,66.8,1.29,NA
1/9/2006,70.5,1.31,NA
1/10/2006,75,1.33,NA
1/11/2006,69.1,1.3,NA
1/12/2006,67,1.29,NA
1/13/2006,72.4,1.32,NA
1/14/2006,70.2,1.31,NA
1/15/2006,65.7,1.29,NA
1/16/2006,67,1.29,NA
1/17/2006,76.2,1.33,NA
1/18/2006,66.1,1.29,NA
1/19/2006,63.8,1.28,NA
1/20/2006,69.6,1.3,NA
1/21/2006,6.7,1.31,NA
1/22/2006,78.6,1.34,NA
1/23/2006,85,1.36,NA
1/24/2006,80.1,1.35,NA
1/25/2006,70.3,1.31,NA
1/26/2006,60.8,1.26,NA
1/27/2006,60.1,1.26,NA
1/28/2006,59.2,1.25,NA
1/29/2006,59,1.25,NA
1/30/2006,59.3,1.25,NA
1/31/2006,57.9,1.25,NA
2/1/2006,57.7,1.25,NA
2/2/2006,58.3,1.25,NA
2/3/2006,60.3,1.26,NA
2/4/2006,60.3,1.26,NA
2/5/2006,60.3,1.26,NA
2/6/2006,61.9,1.27,NA
2/7/2006,63.4,1.28,NA
2/8/2006,62.3,1.27,NA
2/9/2006,62,1.27,NA
2/10/2006,62.8,1.27,NA
2/11/2006,6.69,1.31,NA
2/12/2006,75.1,1.33,NA
2/13/2006,68.5,1.3,NA
2/14/2006,63.9,1.28,NA
2/15/2006,59.9,1.26,NA
2/16/2006,60.5,1.26,2.12
2/17/2006,2.99,1.29,2.12
2/18/2006,78.5,1.37,NA
2/19/2006,101,1.42,NA
2/20/2006,92.2,1.39,NA
2/21/2006,82.4,1.36,NA
2/22/2006,71,1.31,NA
2/23/2006,67,1.29,NA
2/24/2006,62.4,1.27,NA
2/25/2006,59.1,1.25,NA
2/26/2006,60.6,1.26,NA
2/27/2006,58.2,1.25,NA
2/28/2006,57,1.24,NA
3/1/2006,57.2,1.24,NA
3/2/2006,58,1.25,NA
3/3/2006,64,1.28,NA
3/4/2006,71.6,1.31,NA
3/5/2006,71.3,1.31,NA
3/6/2006,110,1.43,NA
3/7/2006,223,1.77,NA
3/8/2006,220,1.76,NA
3/9/2006,210,1.73,NA
3/10/2006,233,1.8,NA
3/11/2006,240,1.82,NA
3/12/2006,234,1.8,NA
3/13/2006,228,1.78,NA
3/14/2006,238,1.81,NA
3/15/2006,187,1.68,NA
3/16/2006,221,1.75,NA
3/17/2006,182,1.69,NA
3/18/2006,174,1.68,NA
3/19/2006,122,1.6,NA
3/20/2006,134,1.62,NA
3/21/2006,206,1.73,NA
3/22/2006,349,1.91,NA
3/23/2006,282,1.83,NA
3/24/2006,210,1.73,NA
3/25/2006,134,1.62,NA
3/26/2006,221,1.75,NA
3/27/2006,223,1.75,NA
3/28/2006,144,1.64,NA
3/29/2006,108,1.57,NA
3/30/2006,108,1.57,NA
3/31/2006,117,1.59,NA
4/1/2006,104,1.56,NA
4/2/2006,70.8,1.46,NA
4/3/2006,94.4,1.52,NA
4/4/2006,198,1.72,NA
4/5/2006,216,1.74,NA
4/6/2006,240,1.77,NA
4/7/2006,220,1.75,NA
4/8/2006,165,1.67,NA
4/9/2006,108,1.56,NA
4/10/2006,86.4,1.52,NA
4/11/2006,75.8,1.48,NA
4/12/2006,65.3,1.45,NA
4/13/2006,61,1.43,NA
4/14/2006,49.7,1.38,NA
4/15/2006,39.3,1.33,NA
4/16/2006,31.5,1.28,NA
4/17/2006,28.7,1.26,NA
4/18/2006,42.7,1.35,NA
4/19/2006,186,1.66,NA
4/20/2006,235,1.77,NA
4/21/2006,172,1.68,NA
4/22/2006,60.8,1.43,NA
4/23/2006,48.6,1.37,NA
4/24/2006,34.2,1.3,NA
4/25/2006,54.1,1.4,NA
4/26/2006,49.4,1.38,NA
4/27/2006,33.1,1.29,NA
4/28/2006,30.3,1.27,NA
4/29/2006,42.9,1.35,NA
4/30/2006,156,1.62,NA
5/1/2006,299,1.85,NA
5/2/2006,300,1.86,NA
5/3/2006,124,1.6,NA
5/4/2006,115,1.59,NA
5/5/2006,149,1.64,NA
5/6/2006,150,1.65,NA
5/7/2006,128,1.61,NA
5/8/2006,118,1.59,NA
5/9/2006,143,1.62,NA
5/10/2006,345,1.91,NA
5/11/2006,334,1.9,NA
5/12/2006,172,1.68,NA
5/13/2006,143,1.63,NA
5/14/2006,143,1.63,NA
5/15/2006,146,1.64,NA
5/16/2006,201,1.72,NA
5/17/2006,245,1.78,NA
5/18/2006,280,1.83,NA
5/19/2006,416,2.01,NA
5/20/2006,749,2.49,NA
5/21/2006,1260,3.1,NA
5/22/2006,1220,3.07,NA
5/23/2006,1260,3.11,NA
5/24/2006,1220,3.07,NA
5/25/2006,1180,3.04,NA
5/26/2006,1330,3.17,NA
5/27/2006,1590,3.39,NA
5/28/2006,1510,3.33,NA
5/29/2006,1160,3.49,NA
5/30/2006,733,3.59,NA
5/31/2006,1880,3.58,NA
6/1/2006,1430,3.26,NA
6/2/2006,1260,3.11,NA
6/3/2006,1290,3.13,NA
6/4/2006,1270,3.11,NA
6/5/2006,1330,3.17,NA
6/6/2006,1740,3.5,NA
6/7/2006,1820,3.54,NA
6/8/2006,1500,3.32,NA
6/9/2006,1500,3.32,NA
6/10/2006,1440,3.27,NA
6/11/2006,1460,3.28,NA
6/12/2006,1560,3.37,NA
6/13/2006,1680,3.46,NA
6/14/2006,1420,3.25,NA
6/15/2006,1320,3.16,NA
6/16/2006,1230,3.08,NA
6/17/2006,1090,2.95,NA
6/18/2006,912,2.75,NA
6/19/2006,876,2.69,NA
6/20/2006,755,2.47,NA
6/21/2006,708,2.41,NA
6/22/2006,681,2.38,NA
6/23/2006,467,2.08,NA
6/24/2006,378,1.95,NA
6/25/2006,477,2.09,NA
6/26/2006,564,2.24,NA
6/27/2006,689,2.39,NA
6/28/2006,754,2.47,NA
6/29/2006,718,2.42,NA
6/30/2006,529,2.17,NA
7/1/2006,443,2.04,NA
7/2/2006,466,2.08,NA
7/3/2006,390,1.97,NA
7/4/2006,399,1.99,NA
7/5/2006,480,2.1,NA
7/6/2006,1370,3.15,NA
7/7/2006,1290,3.09,NA
7/8/2006,1560,3.36,NA
7/9/2006,822,2.58,NA
7/10/2006,926,3.46,NA
7/11/2006,1460,4.17,NA
7/12/2006,1960,3.77,NA
7/13/2006,789,2.52,NA
7/14/2006,1030,2.84,NA
7/15/2006,900,2.66,NA
7/16/2006,835,2.58,NA
7/17/2006,604,2.29,NA
7/18/2006,524,2.18,NA
7/19/2006,503,2.13,NA
7/20/2006,574,2.24,NA
7/21/2006,384,1.94,NA
7/22/2006,374,1.93,NA
7/23/2006,430,2.02,NA
7/24/2006,378,1.93,NA
7/25/2006,333,1.86,NA
7/26/2006,368,1.92,NA
7/27/2006,350,1.88,NA
7/28/2006,344,1.87,NA
7/29/2006,332,1.86,NA
7/30/2006,329,1.85,NA
7/31/2006,310,1.82,NA
8/1/2006,306,1.82,NA
8/2/2006,352,1.89,NA
8/3/2006,310,1.82,NA
8/4/2006,258,1.74,NA
8/5/2006,278,1.78,NA
8/6/2006,444,2.04,NA
8/7/2006,295,1.8,NA
8/8/2006,205,1.82,NA
8/9/2006,238,1.71,NA
8/10/2006,269,1.76,NA
8/11/2006,329,1.85,NA
8/12/2006,286,1.79,NA
8/13/2006,180,1.61,NA
8/14/2006,229,1.69,NA
8/15/2006,458,2.06,NA
8/16/2006,321,1.84,NA
8/17/2006,214,1.68,NA
8/18/2006,237,1.71,NA
8/19/2006,1240,2.92,NA
8/20/2006,1200,2.96,NA
8/21/2006,1180,2.98,NA
8/22/2006,1030,2.83,NA
8/23/2006,686,2.39,NA
8/24/2006,447,2.05,NA
8/25/2006,305,1.82,NA
8/26/2006,239,1.72,NA
8/27/2006,1420,3.01,NA
8/28/2006,1800,3.56,NA
8/29/2006,1060,2.86,NA
8/30/2006,1090,2.91,NA
8/31/2006,680,-17.93,NA
9/1/2006,571,-3.06,NA
9/2/2006,1040,2.82,NA
9/3/2006,931,2.7,NA
9/4/2006,550,2.21,NA
9/5/2006,466,2.08,NA
9/6/2006,444,2.04,NA
9/7/2006,401,1.97,NA
9/8/2006,327,1.85,NA
9/9/2006,292,1.79,NA
9/10/2006,307,1.82,NA
9/11/2006,482,2.1,NA
9/12/2006,603,2.28,NA
9/13/2006,618,2.31,NA
9/14/2006,639,2.33,NA
9/15/2006,486,2.11,NA
9/16/2006,392,1.96,NA
9/17/2006,328,1.85,NA
9/18/2006,258,1.75,NA
9/19/2006,217,1.68,NA
9/20/2006,103,1.53,0
9/21/2006,248,1.73,0.31
9/22/2006,227,1.7,0.43
9/23/2006,409,1.98,0.46
9/24/2006,465,2.07,0.46
9/25/2006,591,2.28,0.46
9/26/2006,615,2.3,0.46
9/27/2006,508,2.15,0.46
9/28/2006,407,1.98,0.46
9/29/2006,365,1.91,0.46
9/30/2006,331,1.85,0.46
10/1/2006,306,1.82,0.46
10/2/2006,303,1.81,0.46
10/3/2006,334,1.86,0.46
10/4/2006,366,1.92,0.46
10/5/2006,332,1.86,0.46
10/6/2006,277,1.77,0.46
10/7/2006,255,1.74,0.46
10/8/2006,295,1.8,0.49
10/9/2006,346,1.88,0.55
10/10/2006,477,2.1,0.76
10/11/2006,591,2.28,0.81
10/12/2006,694,2.4,0.81
10/13/2006,720,2.43,0.81
10/14/2006,823,2.56,0.81
10/15/2006,821,2.55,0.81
10/16/2006,755,2.47,0.81
10/17/2006,744,2.46,0.83
10/18/2006,736,2.45,0.91
10/19/2006,699,2.41,0.91
10/20/2006,728,2.44,0.57
10/21/2006,728,2.44,0.02
10/22/2006,725,2.44,0.02
10/23/2006,709,2.42,0.02
10/24/2006,746,2.46,0.02
10/25/2006,808,2.54,0.02
10/26/2006,554,-164.32,-149.48
10/27/2006,1050,2.87,1.52
10/28/2006,1030,2.85,1.52
10/29/2006,870,2.62,1.52
10/30/2006,618,2.3,1.52
10/31/2006,587,2.26,1.52
11/1/2006,791,2.51,1.52
11/2/2006,808,2.53,1.52
11/3/2006,786,2.51,1.52
11/4/2006,771,2.49,1.52
11/5/2006,748,2.46,1.52
11/6/2006,728,2.44,1.52
11/7/2006,698,2.41,1.52
11/8/2006,680,2.39,1.52
11/9/2006,664,2.36,1.52
11/10/2006,661,2.36,1.52
11/11/2006,685,2.39,1.52
11/12/2006,726,2.44,1.52
11/13/2006,744,2.46,1.53
11/14/2006,663,2.35,1.53
11/15/2006,829,2.57,1.53
11/16/2006,924,2.69,1.53
11/17/2006,714,2.42,1.53
11/18/2006,443,2.03,1.53
11/19/2006,192,1.64,1.53
11/20/2006,156,1.57,1.53
11/21/2006,88.6,1.44,1.53
11/22/2006,67.1,1.4,1.53
11/23/2006,57.3,1.37,1.53
11/24/2006,48.6,1.35,1.53
11/25/2006,45,1.34,1.53
11/26/2006,43.6,1.34,1.53
11/27/2006,43.1,1.34,1.53
11/28/2006,42.2,1.33,1.53
11/29/2006,44.5,1.34,1.53
11/30/2006,159,1.56,1.53
12/1/2006,228,1.65,1.54
12/2/2006,108,1.47,1.55
12/3/2006,45.8,1.34,1.55
12/4/2006,44.3,1.34,1.56
12/5/2006,39.4,1.32,1.56
12/6/2006,35.7,1.31,1.56
12/7/2006,34.9,1.3,1.56
12/8/2006,35.2,1.3,1.56
12/9/2006,35.4,1.31,1.56
12/10/2006,35.2,1.31,1.56
12/11/2006,35.3,1.31,1.56
12/12/2006,35.5,1.31,1.56
12/13/2006,34.5,1.3,1.56
12/14/2006,33.7,1.3,1.56
12/15/2006,30.4,1.27,1.56
12/16/2006,25.4,1.23,1.56
12/17/2006,26,1.24,1.56
12/18/2006,38.4,1.24,1.56
12/19/2006,45.5,1.24,1.56
12/20/2006,46.2,1.24,1.56
12/21/2006,86.8,1.43,1.56
12/22/2006,142,1.56,1.58
12/23/2006,666,2.37,1.61
12/24/2006,90.8,1.44,1.61
12/25/2006,69.2,1.36,1.62
12/26/2006,54.1,1.29,1.62
12/27/2006,50,1.26,1.62
12/28/2006,45.2,1.24,1.62
12/29/2006,64.7,1.32,1.62
12/30/2006,268,1.89,1.62
12/31/2006,307,1.98,1.8
1/1/2007,152,1.64,1.99
1/2/2007,106,1.5,1.99
1/3/2007,103,1.48,1.99
1/4/2007,49.2,1.26,1.99
1/5/2007,47.8,1.25,2
1/6/2007,51.7,1.27,2
1/7/2007,68.8,1.35,2
1/8/2007,74.9,1.37,2
1/9/2007,55.7,1.29,2
1/10/2007,64.8,1.33,2
1/11/2007,40.4,1.21,2
1/12/2007,40.7,1.18,2
1/13/2007,64,1.28,2.01
1/14/2007,89.3,1.38,2.01
1/15/2007,120,1.48,2.01
1/16/2007,120,1.49,2.01
1/17/2007,108,2.8,2.01
1/18/2007,87.5,1.38,2.01
1/19/2007,99.2,1.42,2.01
1/20/2007,67.4,1.3,2.02
1/21/2007,48.1,1.2,2.04
1/22/2007,63.2,1.26,2.07
1/23/2007,-109,4.63,2.08
1/24/2007,62.2,1.25,2.09
1/25/2007,44.8,1.18,2.09
1/26/2007,51.5,1.21,2.09
1/27/2007,35.4,1.13,2.09
1/28/2007,50.5,1.21,2.09
1/29/2007,60.8,1.26,2.09
1/30/2007,66.7,1.28,2.09
1/31/2007,54.7,1.23,2.09
2/1/2007,35.3,1.12,2.09
2/2/2007,140,1.26,2.09
2/3/2007,404,1.81,2.09
2/4/2007,75,1.31,2.09
2/5/2007,51.3,1.21,2.09
2/6/2007,36.7,1.13,2.09
2/7/2007,36,1.13,2.09
2/8/2007,36.6,1.13,2.09
2/9/2007,36.5,1.13,2.09
2/10/2007,36.6,1.13,2.09
2/11/2007,45.5,1.19,2.09
2/12/2007,80.1,1.32,2.09
2/13/2007,86.5,1.33,2.09
2/14/2007,199,1.65,2.1
2/15/2007,116,1.43,2.11
2/16/2007,117,2.4,2.11
2/17/2007,65,1.24,2.12
2/18/2007,68.6,1.26,2.12
2/19/2007,73.2,1.28,2.12
2/20/2007,79.9,1.31,2.12
2/21/2007,83.3,1.32,2.12
2/22/2007,43.6,-40.34,-40.26
2/23/2007,41.8,-42.15,-21.6
2/24/2007,86.8,1.33,0
2/25/2007,-21.4,-100.96,-102.17
2/26/2007,84.9,1.34,0
2/27/2007,65,-9.2,-10.52
2/28/2007,75.3,1,2.25
3/1/2007,75,1.33,0
3/2/2007,NA,NA,NA
3/3/2007,NA,NA,NA
3/4/2007,NA,NA,NA
3/5/2007,66.4,1.29,0
3/6/2007,121,1.44,0
3/7/2007,338,1.97,0
3/8/2007,345,1.99,0
3/9/2007,291,1.9,0
3/10/2007,311,1.93,0
3/11/2007,316,1.94,0.05
3/12/2007,324,1.95,0.06
3/13/2007,324,1.95,0.06
3/14/2007,201,1.71,0.06
3/15/2007,134,1.53,0.06
3/16/2007,133,1.53,0.06
3/17/2007,265,1.85,0.06
3/18/2007,268,1.86,0.06
3/19/2007,171,1.63,0.06
3/20/2007,211,1.71,0.06
3/21/2007,189,1.66,0.06
3/22/2007,109,1.45,0.06
3/23/2007,183,1.65,0.07
3/24/2007,249,1.82,0.14
3/25/2007,262,1.85,0.15
3/26/2007,331,1.96,0.15
3/27/2007,383,2.05,0.15
3/28/2007,318,1.91,0.15
3/29/2007,325,1.89,0.15
3/30/2007,319,1.89,0.15
3/31/2007,324,1.89,0.15
4/1/2007,331,1.9,0.15
4/2/2007,346,1.93,0.15
4/3/2007,349,1.93,0.15
4/4/2007,298,1.85,0.15
4/5/2007,223,1.7,0.15
4/6/2007,181,1.6,0.16
4/7/2007,152,1.52,0.16
4/8/2007,159,1.54,0.19
4/9/2007,173,1.58,0.28
4/10/2007,194,1.64,0.34
4/11/2007,187,1.62,0.4
4/12/2007,165,1.56,0.42
4/13/2007,220,1.69,0.6
4/14/2007,350,1.93,0.74
4/15/2007,402,2.01,0.74
4/16/2007,351,1.94,0.74
4/17/2007,256,1.78,0.76
4/18/2007,1100,2.95,0.8
4/19/2007,361,2.09,0.8
4/20/2007,490,2.29,0.8
4/21/2007,515,2.33,0.8
4/22/2007,556,2.4,1.35
4/23/2007,530,2.36,1.39
4/24/2007,495,2.3,1.67
4/25/2007,641,2.49,1.97
4/26/2007,904,2.75,1.97
4/27/2007,734,2.6,1.97
4/28/2007,575,2.42,1.97
4/29/2007,536,2.36,1.97
4/30/2007,590,2.45,1.97
5/1/2007,604,2.47,1.97
5/2/2007,639,2.5,1.97
5/3/2007,853,2.74,1.97
5/4/2007,669,2.5,1.97
5/5/2007,390,2.14,1.97
5/6/2007,586,2.42,1.97
5/7/2007,743,2.62,2.01
5/8/2007,993,2.87,2.01
5/9/2007,845,2.73,2.01
5/10/2007,686,2.56,2.01
5/11/2007,792,2.67,2.01
5/12/2007,1210,3.08,2.01
5/13/2007,1090,2.98,2.01
5/14/2007,721,2.59,2.02
5/15/2007,1160,3.03,2.36
5/16/2007,1560,3.35,2.42
5/17/2007,982,2.86,2.42
5/18/2007,1590,3.38,2.42
5/19/2007,1850,3.58,2.42
5/20/2007,1940,3.62,2.43
5/21/2007,1270,3.13,2.45
5/22/2007,1300,3.16,2.45
5/23/2007,1270,3.13,2.61
5/24/2007,1980,3.66,3.15
5/25/2007,2670,4.07,3.15
5/26/2007,2510,3.98,3.15
5/27/2007,1650,3.44,3.15
5/28/2007,1280,3.14,3.15
5/29/2007,1770,3.58,3.15
5/30/2007,1670,3.68,3.16
5/31/2007,1760,3.73,3.18
6/1/2007,1110,3.2,3.18
6/2/2007,861,2.96,3.18
6/3/2007,1330,3.4,3.18
6/4/2007,1260,3.34,3.18
6/5/2007,1500,3.53,3.18
6/6/2007,1650,3.66,3.18
6/7/2007,1610,3.63,3.18
6/8/2007,1290,3.37,3.18
6/9/2007,1280,3.36,3.18
6/10/2007,1200,3.3,3.18
6/11/2007,1070,3.18,3.21
6/12/2007,1050,3.15,3.33
6/13/2007,1370,3.43,3.96
6/14/2007,1920,3.84,4.15
6/15/2007,1440,3.5,4.15
6/16/2007,1430,3.49,4.15
6/17/2007,1350,3.43,4.15
6/18/2007,1200,3.3,4.15
6/19/2007,1280,3.36,4.15
6/20/2007,1220,3.31,4.15
6/21/2007,1270,3.35,4.15
6/22/2007,1190,3.26,4.16
6/23/2007,1570,3.6,4.19
6/24/2007,1180,3.28,4.19
6/25/2007,1100,3.21,4.19
6/26/2007,1230,3.32,4.63
6/27/2007,2520,4.07,6.16
6/28/2007,1390,3.45,6.16
6/29/2007,1250,3.34,6.16
6/30/2007,800,2.9,6.16
7/1/2007,909,3.02,6.16
7/2/2007,860,2.96,6.16
7/3/2007,753,2.85,6.16
7/4/2007,745,2.84,6.16
7/5/2007,691,2.78,6.16
7/6/2007,761,2.86,6.16
7/7/2007,806,2.91,6.16
7/8/2007,703,2.79,6.16
7/9/2007,829,2.8,6.16
7/10/2007,1000,2.81,6.16
7/11/2007,684,2.46,6.16
7/12/2007,525,2.26,6.16
7/13/2007,435,2.12,6.16
7/14/2007,428,2.11,6.16
7/15/2007,412,2.08,6.16
7/16/2007,454,2.15,6.16
7/17/2007,396,2.06,6.16
7/18/2007,378,2.03,6.16
7/19/2007,293,1.89,6.18
7/20/2007,233,1.76,6.62
7/21/2007,1300,3,6.62
7/22/2007,1290,3.06,6.62
7/23/2007,1050,2.84,6.62
7/24/2007,545,2.28,6.62
7/25/2007,444,2.13,6.62
7/26/2007,541,2.28,6.63
7/27/2007,514,2.24,6.65
7/28/2007,597,2.36,6.78
7/29/2007,793,2.58,6.78
7/30/2007,685,2.47,6.79
7/31/2007,701,2.48,6.79
8/1/2007,653,2.43,6.79
8/2/2007,754,2.54,6.79
8/3/2007,1250,2.91,6.79
8/4/2007,1010,2.78,6.79
8/5/2007,878,2.64,6.8
8/6/2007,861,2.62,6.92
8/7/2007,1400,3.11,7.25
8/8/2007,1440,3.15,7.45
8/9/2007,963,2.73,7.45
8/10/2007,1170,2.93,7.45
8/11/2007,1080,2.85,7.45
8/12/2007,961,2.73,7.45
8/13/2007,956,2.73,7.46
8/14/2007,960,2.73,7.5
8/15/2007,828,2.59,7.56
8/16/2007,736,2.49,8.11
8/17/2007,1060,2.81,8.11
8/18/2007,1270,2.99,8.12
8/19/2007,1320,3.04,8.16
8/20/2007,1370,3.07,8.16
8/21/2007,1050,2.8,8.16
8/22/2007,982,2.74,8.16
8/23/2007,853,2.6,8.17
8/24/2007,655,2.38,8.23
8/25/2007,804,2.54,8.24
8/26/2007,713,2.44,8.24
8/27/2007,619,2.34,8.26
8/28/2007,609,2.33,8.32
8/29/2007,499,2.2,8.34
8/30/2007,947,2.56,8.35
8/31/2007,841,2.58,8.35
9/1/2007,462,2.14,8.35
9/2/2007,435,2.1,8.35
9/3/2007,354,1.97,8.35
9/4/2007,292,1.87,8.35
9/5/2007,292,1.87,8.35
9/6/2007,261,1.81,8.35
9/7/2007,234,1.76,8.35
9/8/2007,264,1.82,8.35
9/9/2007,279,1.85,8.35
9/10/2007,265,1.82,8.36
9/11/2007,228,1.74,8.36
9/12/2007,223,1.73,8.36
9/13/2007,198,1.71,8.36
9/14/2007,159,1.62,8.36
9/15/2007,132,1.54,8.36
9/16/2007,123,1.51,8.36
9/17/2007,109,1.47,8.36
9/18/2007,82.1,1.37,8.36
9/19/2007,88.2,1.39,8.37
9/20/2007,171,1.65,8.37
9/21/2007,153,1.61,8.37
9/22/2007,141,1.57,8.37
9/23/2007,109,1.47,8.37
9/24/2007,82.9,1.38,8.37
9/25/2007,86.2,1.39,8.37
9/26/2007,120,1.51,8.37
9/27/2007,89.5,1.4,8.37
9/28/2007,63.9,1.28,8.37
9/29/2007,70.6,1.31,8.37
9/30/2007,72.2,1.31,8.37
10/1/2007,58.4,1.25,8.37
10/2/2007,69.9,1.3,8.37
10/3/2007,77.6,1.34,4.8
10/4/2007,70,1.3,0
10/5/2007,79.1,1.34,0
10/6/2007,249,1.78,0
10/7/2007,459,2.16,0
10/8/2007,478,2.19,0
10/9/2007,534,2.28,0
10/10/2007,557,2.31,0
10/11/2007,243,1.78,0
10/12/2007,119,1.49,0
10/13/2007,76.4,1.33,0
10/14/2007,64,1.27,0
10/15/2007,78.5,1.34,0
10/16/2007,131,1.52,0
10/17/2007,161,1.61,0
10/18/2007,175,1.64,0
10/19/2007,282,1.87,0
10/20/2007,309,1.92,0
10/21/2007,317,1.93,0
10/22/2007,344,1.97,0
10/23/2007,302,1.91,0
10/24/2007,393,2.05,0
10/25/2007,467,2.17,0
10/26/2007,479,2.19,0
10/27/2007,449,2.14,0
10/28/2007,390,2.05,0
10/29/2007,382,2.03,0
10/30/2007,284,1.86,0
10/31/2007,210,1.72,0
11/1/2007,221,1.75,0
11/2/2007,245,1.8,0
11/3/2007,259,1.83,0
11/4/2007,267,1.85,0
11/5/2007,264,1.84,0
11/6/2007,239,1.79,0
11/7/2007,229,1.77,0
11/8/2007,225,1.76,0
11/9/2007,232,1.77,0
11/10/2007,263,1.84,0
11/11/2007,279,1.87,0
11/12/2007,296,1.9,0
11/13/2007,279,1.87,0
11/14/2007,271,1.85,0
11/15/2007,188,1.66,0
11/16/2007,92.4,1.38,0
11/17/2007,75.9,1.32,0
11/18/2007,68.4,1.29,0
11/19/2007,64.3,1.27,0
11/20/2007,54.9,1.26,0
11/21/2007,50.5,1.25,0
11/22/2007,53.7,1.25,0
11/23/2007,55.2,1.26,0
11/24/2007,55.7,1.27,0
11/25/2007,55.8,1.27,0
11/26/2007,53.4,1.25,0
11/27/2007,52.8,1.25,0
11/28/2007,48.7,1.23,0
11/29/2007,49.2,1.23,0
11/30/2007,48.9,1.23,0
12/1/2007,47.8,1.22,0
12/2/2007,47.9,1.22,0
12/3/2007,47.7,1.22,0
12/4/2007,45.2,1.21,0
12/5/2007,43.7,1.2,0
12/6/2007,43.3,1.2,0
12/7/2007,42.7,1.19,0
12/8/2007,43.3,1.2,0
12/9/2007,50.4,1.24,0
12/10/2007,59.5,1.28,0
12/11/2007,57.6,1.28,0
12/12/2007,55.5,1.26,0
12/13/2007,59.8,1.28,0
12/14/2007,58.6,1.28,0
12/15/2007,58.6,1.28,0
12/16/2007,59.5,1.28,0
12/17/2007,59.3,1.28,0
12/18/2007,55.5,1.26,0
12/19/2007,51.9,1.24,0
12/20/2007,48.2,1.25,0
12/21/2007,39.5,1.27,0
12/22/2007,42.6,1.29,0
12/23/2007,41.7,1.28,0
12/24/2007,49,1.32,0
12/25/2007,53,1.35,0
12/26/2007,44.8,1.3,0
12/27/2007,45.6,1.31,0
12/28/2007,72.2,1.44,0
12/29/2007,72.3,1.44,0
12/30/2007,56.6,1.37,0
12/31/2007,49.1,1.33,0
1/1/2008,42.5,1.29,0
1/2/2008,44,1.3,0
1/3/2008,45.4,1.31,0
1/4/2008,49.4,1.33,0
1/5/2008,47.4,1.32,0
1/6/2008,41,1.28,0
1/7/2008,37.9,1.26,0
1/8/2008,37.4,1.26,0
1/9/2008,36.3,1.25,0
1/10/2008,36,1.25,0
1/11/2008,35.6,1.25,0
1/12/2008,34.6,1.24,0
1/13/2008,35.1,1.24,0
1/14/2008,35.1,1.24,0
1/15/2008,34.7,1.24,0
1/16/2008,30.6,1.21,0
1/17/2008,42.1,1.28,0
1/18/2008,35.5,1.27,0
1/19/2008,30.1,1.27,0
1/20/2008,30.9,1.27,0
1/21/2008,30.1,1.27,0
1/22/2008,28.2,1.25,0
1/23/2008,28.5,1.25,0
1/24/2008,30,1.26,0
1/25/2008,31.8,1.28,0
1/26/2008,31.9,1.28,0
1/27/2008,27.8,1.25,0
1/28/2008,24.2,1.22,0
1/29/2008,24,1.22,0
1/30/2008,23.8,1.22,0
1/31/2008,24.1,1.22,0
2/1/2008,24.5,1.23,0
2/2/2008,24.1,1.22,0
2/3/2008,24.1,1.22,0
2/4/2008,22.8,1.21,0
2/5/2008,22,1.18,0
2/6/2008,29.8,1.26,0
2/7/2008,32.8,1.29,0
2/8/2008,28.5,1.26,0
2/9/2008,26.8,1.24,0
2/10/2008,24.8,1.23,0
2/11/2008,25.2,1.23,0
2/12/2008,24.2,1.22,0
2/13/2008,23.9,1.22,0
2/14/2008,23.3,1.22,0
2/15/2008,23.4,1.22,0
2/16/2008,22.9,1.21,0
2/17/2008,21.5,1.2,0
2/18/2008,22.2,1.21,0
2/19/2008,21.5,1.2,0
2/20/2008,22.1,1.21,0
2/21/2008,22.3,1.21,0
2/22/2008,21.7,1.21,0
2/23/2008,21,1.21,0
2/24/2008,21.2,1.21,0
2/25/2008,20.2,1.2,0
2/26/2008,20.7,1.21,0
2/27/2008,21,1.21,0
2/28/2008,20.2,1.2,0
2/29/2008,19.7,1.2,0
3/1/2008,19.4,1.19,0
3/2/2008,21.7,1.21,0
3/3/2008,22.4,1.22,0
3/4/2008,21.6,1.21,0
3/5/2008,21,1.21,0
3/6/2008,22.6,1.22,0
3/7/2008,22.7,1.22,0
3/8/2008,22.3,1.22,0
3/9/2008,46.6,1.37,0
3/10/2008,95.7,1.61,0
3/11/2008,67.7,1.49,0
3/12/2008,62.3,1.47,0
3/13/2008,71,1.51,0
3/14/2008,74.9,1.53,0
3/15/2008,264,2.02,0
3/16/2008,274,2.07,0
3/17/2008,300,2.12,0
3/18/2008,308,2.13,0
3/19/2008,316,2.14,0
3/20/2008,275,2.08,0
3/21/2008,253,2.03,0
3/22/2008,224,1.97,0
3/23/2008,210,1.93,0
3/24/2008,261,2.05,0
3/25/2008,272,2.07,0
3/26/2008,344,2.13,0
3/27/2008,478,2.21,0
3/28/2008,493,2.24,0
3/29/2008,482,2.22,0
3/30/2008,442,2.16,0
3/31/2008,376,2.05,0
4/1/2008,342,2,0
4/2/2008,318,1.96,0
4/3/2008,300,1.94,0
4/4/2008,246,1.83,0
4/5/2008,241,1.82,0
4/6/2008,308,1.95,0
4/7/2008,282,1.9,0
4/8/2008,278,1.9,0
4/9/2008,300,1.94,0
4/10/2008,294,1.93,0
