date,q.arkcatco,ec.arkcatco,h.arkcatco,t.arkcatco
3/8/2001,251,1290,2.21,NA
3/9/2001,239,1310,2.14,NA
3/10/2001,263,1300,2.21,NA
3/11/2001,262,1310,2.21,NA
3/12/2001,292,1330,2.28,NA
3/13/2001,318,1290,2.34,NA
3/14/2001,226,1330,2.08,NA
3/15/2001,165,893,1.87,NA
3/16/2001,223,1280,2.07,NA
3/17/2001,264,1300,2.18,NA
3/18/2001,265,1230,2.18,NA
3/19/2001,175,1300,1.92,NA
3/20/2001,213,1270,2.03,NA
3/21/2001,241,1230,2.1,NA
3/22/2001,247,1210,2.12,NA
3/23/2001,198,1220,1.97,NA
3/24/2001,220,1190,2.03,NA
3/25/2001,569,1030,2.8,NA
3/26/2001,549,924,2.75,NA
3/27/2001,259,1090,2.12,NA
3/28/2001,210,1140,1.98,NA
3/29/2001,206,1160,1.96,NA
3/30/2001,235,1160,2.04,NA
3/31/2001,318,1120,2.24,NA
4/1/2001,254,1150,2.07,NA
4/2/2001,150,1130,1.76,NA
4/3/2001,117,1090,1.65,NA
4/4/2001,126,1150,1.68,NA
4/5/2001,137,1150,1.7,NA
4/6/2001,270,1040,2.09,NA
4/7/2001,263,1050,2.07,NA
4/8/2001,267,1050,2.09,NA
4/9/2001,275,1040,2.12,NA
4/10/2001,291,1020,2.16,NA
4/11/2001,445,2100,2.5,NA
4/12/2001,602,1040,2.82,NA
4/13/2001,463,1020,2.55,NA
4/14/2001,381,990,2.39,NA
4/15/2001,267,1040,2.12,NA
4/16/2001,239,1060,2.05,NA
4/17/2001,298,1040,2.2,NA
4/18/2001,392,1010,2.43,NA
4/19/2001,388,1000,2.42,NA
4/20/2001,317,1040,2.27,NA
4/21/2001,322,1050,2.27,NA
4/22/2001,354,1030,2.34,NA
4/23/2001,417,1000,2.46,NA
4/24/2001,444,934,2.51,NA
4/25/2001,323,935,2.23,NA
4/26/2001,237,943,2.01,NA
4/27/2001,219,951,1.95,NA
4/28/2001,202,953,1.89,NA
4/29/2001,153,981,1.73,NA
4/30/2001,166,980,1.76,NA
5/1/2001,199,973,1.85,NA
5/2/2001,151,984,1.7,NA
5/3/2001,82,609,1.43,NA
5/4/2001,167,895,1.72,NA
5/5/2001,434,947,2.38,NA
5/6/2001,858,1030,3.18,NA
5/7/2001,681,1010,2.86,NA
5/8/2001,486,1040,2.48,NA
5/9/2001,517,1010,2.53,NA
5/10/2001,443,1010,2.38,NA
5/11/2001,428,1010,2.35,NA
5/12/2001,425,1010,2.35,NA
5/13/2001,334,1040,2.18,NA
5/14/2001,288,1070,2.08,NA
5/15/2001,279,1070,2.06,NA
5/16/2001,607,965,2.65,NA
5/17/2001,1590,771,3.97,NA
5/18/2001,1780,748,4.2,NA
5/19/2001,1750,761,4.17,NA
5/20/2001,1800,740,4.22,NA
5/21/2001,1880,739,4.3,NA
5/22/2001,1400,769,3.76,NA
5/23/2001,1070,814,3.36,NA
5/24/2001,2090,570,4.55,NA
5/25/2001,1630,550,4.02,NA
5/26/2001,1380,764,3.73,NA
5/27/2001,1740,707,4.14,NA
5/28/2001,1500,630,3.86,NA
5/29/2001,1430,635,3.77,NA
5/30/2001,1530,704,3.9,NA
5/31/2001,1620,704,4.01,NA
6/1/2001,1490,731,3.87,NA
6/2/2001,1160,769,3.49,NA
6/3/2001,1080,771,3.4,NA
6/4/2001,1080,749,3.4,NA
6/5/2001,1260,714,3.62,NA
6/6/2001,1220,712,3.56,NA
6/7/2001,1060,707,3.36,NA
6/8/2001,737,748,2.89,NA
6/9/2001,639,804,2.73,NA
6/10/2001,516,807,2.51,NA
6/11/2001,454,823,2.4,NA
6/12/2001,638,768,2.73,NA
6/13/2001,850,711,3.08,NA
6/14/2001,852,1840,3.08,NA
6/15/2001,816,704,3.03,NA
6/16/2001,770,702,2.95,NA
6/17/2001,681,718,2.8,NA
6/18/2001,535,730,2.55,NA
6/19/2001,352,771,2.21,NA
6/20/2001,269,671,2.04,NA
6/21/2001,287,1670,2.05,NA
6/22/2001,1070,779,3.38,NA
6/23/2001,752,717,14.43,NA
6/24/2001,601,726,14.18,NA
6/25/2001,606,712,2.67,NA
6/26/2001,804,646,3.01,NA
6/27/2001,922,629,14.7,NA
6/28/2001,915,608,3.18,NA
6/29/2001,988,606,3.28,NA
6/30/2001,1100,597,3.41,NA
7/1/2001,889,630,3.14,NA
7/2/2001,813,642,3.02,NA
7/3/2001,720,654,2.87,NA
7/4/2001,581,684,2.63,NA
7/5/2001,460,712,2.41,NA
7/6/2001,493,703,2.47,NA
7/7/2001,350,734,2.24,NA
7/8/2001,220,717,1.92,NA
7/9/2001,59,0.208,1.43,NA
7/10/2001,40,568,1.35,NA
7/11/2001,414,709,2.28,NA
7/12/2001,303,721,2.11,NA
7/13/2001,350,705,2.21,NA
7/14/2001,1310,738,3.58,NA
7/15/2001,2260,727,4.71,NA
7/16/2001,1540,641,3.91,NA
7/17/2001,652,668,14.21,NA
7/18/2001,328,781,2.16,NA
7/19/2001,431,762,2.36,NA
7/20/2001,292,789,2.09,NA
7/21/2001,483,808,2.44,NA
7/22/2001,519,NA,NA,NA
7/23/2001,460,620,2.41,NA
7/24/2001,437,662,2.37,NA
7/25/2001,336,789,2.18,NA
7/26/2001,400,832,2.3,NA
7/27/2001,491,894,2.47,NA
7/28/2001,671,842,2.78,NA
7/29/2001,552,927,2.58,NA
7/30/2001,430,890,2.36,NA
7/31/2001,294,933,2.07,NA
8/1/2001,424,1190,2.34,NA
8/2/2001,411,754,13.84,NA
8/3/2001,438,746,2.37,NA
8/4/2001,483,723,2.45,NA
8/5/2001,268,845,2.03,NA
8/6/2001,202,1090,1.87,NA
8/7/2001,392,893,2.29,NA
8/8/2001,369,818,2.24,NA
8/9/2001,512,574,2.5,NA
8/10/2001,676,654,14.31,NA
8/11/2001,827,773,3.03,NA
8/12/2001,741,732,2.9,NA
8/13/2001,746,687,2.91,NA
8/14/2001,671,701,2.79,NA
8/15/2001,591,716,2.64,NA
8/16/2001,528,783,2.52,NA
8/17/2001,531,1940,14.05,NA
8/18/2001,495,804,2.47,NA
8/19/2001,429,816,2.35,NA
8/20/2001,343,813,13.69,NA
8/21/2001,270,832,1.99,NA
8/22/2001,173,920,1.73,NA
8/23/2001,124,406,1.57,NA
8/24/2001,156,614,1.68,NA
8/25/2001,263,778,2,NA
8/26/2001,614,737,14.25,NA
8/27/2001,387,781,13.83,NA
8/28/2001,186,752,1.77,NA
8/29/2001,50,0.375,1.25,NA
8/30/2001,56,0,12.83,NA
8/31/2001,94,443,1.45,NA
9/1/2001,276,859,2.04,NA
9/2/2001,565,851,2.66,NA
9/3/2001,198,957,1.84,NA
9/4/2001,85,628,1.46,NA
9/5/2001,39,0,1.26,NA
9/6/2001,58,585,1.35,NA
9/7/2001,89,1180,1.51,NA
9/8/2001,112,1160,1.61,NA
9/9/2001,138,1180,1.71,NA
9/10/2001,161,1170,1.79,NA
9/11/2001,146,1170,1.75,NA
9/12/2001,85,1170,1.53,NA
9/13/2001,68,1210,15.31,NA
9/14/2001,62,1210,1.43,NA
9/15/2001,128,1210,13.22,NA
9/16/2001,140,1160,1.76,17.6
9/17/2001,117,1210,1.66,NA
9/18/2001,119,1120,1.67,NA
9/19/2001,162,1170,1.82,NA
9/20/2001,66,1120,1.45,NA
9/21/2001,44,2050,1.35,NA
9/22/2001,45,1270,1.36,NA
9/23/2001,44,1280,1.36,NA
9/24/2001,62,1260,1.45,NA
9/25/2001,87,1270,1.56,NA
9/26/2001,146,1280,1.79,NA
9/27/2001,166,1290,1.85,NA
9/28/2001,185,1370,1.91,NA
9/29/2001,162,1420,1.84,NA
9/30/2001,146,1460,1.8,NA
10/1/2001,144,1480,1.78,NA
10/2/2001,131,1470,1.75,NA
10/3/2001,126,1490,1.74,NA
10/4/2001,128,1500,1.74,NA
10/5/2001,132,1510,1.75,NA
10/6/2001,145,1490,1.8,NA
10/7/2001,166,1450,1.86,NA
10/8/2001,167,1430,1.86,NA
10/9/2001,174,1430,1.88,NA
10/10/2001,172,1330,1.87,NA
10/11/2001,150,1140,1.79,NA
10/12/2001,137,1160,1.75,NA
10/13/2001,130,1180,1.72,NA
10/14/2001,148,1150,1.77,NA
10/15/2001,148,1170,1.78,NA
10/16/2001,153,1190,1.79,NA
10/17/2001,172,1140,1.84,NA
10/18/2001,162,1120,1.81,NA
10/19/2001,134,1130,1.72,NA
10/20/2001,143,1140,1.75,NA
10/21/2001,106,989,1.62,NA
10/22/2001,120,1300,1.69,NA
10/23/2001,108,1340,1.65,NA
10/24/2001,92,1360,1.59,NA
10/25/2001,126,1320,1.72,NA
10/26/2001,152,1290,1.81,NA
10/27/2001,163,1260,1.85,NA
10/28/2001,145,1290,1.79,NA
10/29/2001,142,1330,1.79,NA
10/30/2001,152,1320,1.83,NA
10/31/2001,145,1290,1.81,NA
11/1/2001,154,1310,1.85,NA
11/2/2001,172,1300,1.9,NA
11/3/2001,182,1290,1.94,NA
11/4/2001,174,1280,1.92,NA
11/5/2001,155,1300,1.87,NA
11/6/2001,142,1300,1.83,NA
11/7/2001,155,1290,1.88,NA
11/8/2001,204,1240,2.03,NA
11/9/2001,279,1180,2.25,NA
11/10/2001,352,1110,2.45,NA
11/11/2001,323,1120,2.4,NA
11/12/2001,290,1150,2.33,NA
11/13/2001,264,1200,2.28,NA
11/14/2001,226,1250,2.19,NA
11/15/2001,329,3260,16.43,NA
11/16/2001,367,1370,2.35,NA
11/17/2001,333,1350,2.26,NA
11/18/2001,333,1350,2.25,NA
11/19/2001,331,1350,2.23,NA
11/20/2001,336,1360,2.22,NA
11/21/2001,333,1380,2.21,NA
11/22/2001,333,1400,2.19,NA
11/23/2001,368,1370,2.26,NA
11/24/2001,368,1390,2.23,NA
11/25/2001,368,1400,2.23,NA
11/26/2001,367,1390,2.21,NA
11/27/2001,339,1420,2.14,NA
11/28/2001,380,1420,2.22,NA
11/29/2001,410,1410,2.18,NA
11/30/2001,437,1400,2.19,NA
12/1/2001,436,1400,2.32,NA
12/2/2001,417,1390,2.29,NA
12/3/2001,385,1390,2.24,NA
12/4/2001,381,1380,2.25,NA
12/5/2001,377,1380,2.25,NA
12/6/2001,358,1390,2.22,NA
12/7/2001,359,1400,2.23,NA
12/8/2001,346,1420,2.22,NA
12/9/2001,336,1430,2.21,NA
12/10/2001,364,1420,2.29,NA
12/11/2001,374,1410,2.32,NA
12/12/2001,379,1390,2.35,NA
12/13/2001,370,1450,4.03,NA
12/14/2001,360,1440,2.43,NA
12/15/2001,363,1400,2.35,NA
12/16/2001,340,1410,2.31,NA
12/17/2001,332,1400,2.3,NA
12/18/2001,338,1400,2.31,NA
12/19/2001,353,1400,2.32,NA
12/20/2001,367,1400,2.34,NA
12/21/2001,350,1410,2.32,NA
12/22/2001,344,1400,2.31,NA
12/23/2001,349,1420,2.31,NA
12/24/2001,337,1430,2.3,NA
12/25/2001,323,1440,2.27,NA
12/26/2001,328,1430,2.28,NA
12/27/2001,333,1420,2.29,NA
12/28/2001,321,1430,2.27,NA
12/29/2001,339,1420,2.3,NA
12/30/2001,349,1430,2.31,NA
12/31/2001,340,1440,2.79,NA
1/1/2002,344,1440,2.3,NA
1/2/2002,330,1410,2.34,NA
1/3/2002,300,1530,2.34,NA
1/4/2002,260,1480,2.19,NA
1/5/2002,193,1490,2,NA
1/6/2002,155,1570,1.9,NA
1/7/2002,146,1590,1.88,NA
1/8/2002,145,1610,1.87,NA
1/9/2002,150,14700,136.51,NA
1/10/2002,151,1620,1.89,NA
1/11/2002,137,1630,1.85,NA
1/12/2002,132,1640,1.84,NA
1/13/2002,129,1650,1.83,NA
1/14/2002,124,1680,1.81,NA
1/15/2002,132,1690,1.83,NA
1/16/2002,129,1700,1.83,NA
1/17/2002,126,1720,1.82,NA
1/18/2002,126,1740,1.82,NA
1/19/2002,119,1730,1.8,NA
1/20/2002,112,1730,1.78,NA
1/21/2002,109,1690,1.77,NA
1/22/2002,104,1580,1.76,NA
1/23/2002,105,1530,1.76,NA
1/24/2002,98,1630,1.74,NA
1/25/2002,128,1550,1.82,NA
1/26/2002,116,1510,1.79,NA
1/27/2002,104,1540,1.76,NA
1/28/2002,102,1550,1.75,NA
1/29/2002,108,1560,1.77,NA
1/30/2002,105,1570,1.81,NA
1/31/2002,100,1570,1.85,NA
2/1/2002,95,1550,1.74,NA
2/2/2002,85,1270,1.76,NA
2/3/2002,100,1560,2.05,NA
2/4/2002,120,1530,1.95,NA
2/5/2002,120,1500,1.86,NA
2/6/2002,113,1630,1.78,NA
2/7/2002,109,1540,1.77,NA
2/8/2002,106,1550,1.76,NA
2/9/2002,76,1700,1.66,NA
2/10/2002,66,740,1.61,NA
2/11/2002,77,1740,1.66,NA
2/12/2002,60,905,1.58,NA
2/13/2002,39,930,1.49,NA
2/14/2002,38,1800,1.48,NA
2/15/2002,38,1810,1.48,NA
2/16/2002,39,1800,1.49,NA
2/17/2002,40,1770,1.49,NA
2/18/2002,39,1770,1.49,NA
2/19/2002,44,1750,1.51,NA
2/20/2002,49,1730,1.53,NA
2/21/2002,50,1710,1.54,NA
2/22/2002,46,1740,1.52,NA
2/23/2002,53,1720,1.55,NA
2/24/2002,63,1640,1.6,NA
2/25/2002,66,1660,1.62,NA
2/26/2002,73,1660,1.67,NA
2/27/2002,75,965,-165.08,NA
2/28/2002,94,1560,1.72,NA
3/1/2002,125,1590,1.9,NA
3/2/2002,190,1630,2.59,NA
3/3/2002,360,1310,-39.36,NA
3/4/2002,345,1330,2.3,NA
3/5/2002,301,1290,2.25,NA
3/6/2002,297,1260,2.24,NA
3/7/2002,302,1280,2.26,NA
3/8/2002,320,1160,2.28,NA
3/9/2002,312,1300,2.27,NA
3/10/2002,303,1310,2.26,NA
3/11/2002,290,1310,2.23,NA
3/12/2002,272,1340,2.18,NA
3/13/2002,219,1150,2.04,NA
3/14/2002,253,1380,2.13,NA
3/15/2002,157,1310,1.9,NA
3/16/2002,143,1320,1.86,NA
3/17/2002,52,1410,1.55,NA
3/18/2002,68,1270,1.62,NA
3/19/2002,153,1200,1.9,NA
3/20/2002,165,1240,1.92,NA
3/21/2002,510,1050,2.61,NA
3/22/2002,192,1090,1.99,NA
3/23/2002,146,1260,1.88,NA
3/24/2002,121,1300,1.8,NA
3/25/2002,116,1290,1.79,NA
3/26/2002,136,1240,1.85,NA
3/27/2002,168,1220,1.93,NA
3/28/2002,164,1200,1.92,NA
3/29/2002,158,1180,1.91,NA
3/30/2002,141,1150,1.86,NA
3/31/2002,75,1190,1.65,NA
4/1/2002,53,1270,1.55,NA
4/2/2002,63,1320,1.59,NA
4/3/2002,117,1260,1.79,11.3
4/4/2002,100,1200,1.74,9.41
4/5/2002,70,1170,1.63,12.4
4/6/2002,82,1160,1.68,13.2
4/7/2002,104,1160,1.76,12.6
4/8/2002,119,1150,1.8,12.6
4/9/2002,113,1160,1.78,14.8
4/10/2002,143,1120,1.87,14.2
4/11/2002,101,1150,1.75,14.3
4/12/2002,102,1170,1.75,14.5
4/13/2002,101,1170,1.75,16.2
4/14/2002,98,1170,1.74,17.3
4/15/2002,80,1180,1.67,17.6
4/16/2002,128,1260,1.79,15.3
4/17/2002,140,1350,1.8,15.1
4/18/2002,121,1460,1.69,14.5
4/19/2002,110,1480,1.66,12.1
4/20/2002,118,1460,1.71,8.96
4/21/2002,118,1460,1.71,11.2
4/22/2002,115,1460,1.72,13.9
4/23/2002,115,1420,1.72,15.8
4/24/2002,99,1480,1.69,14.9
4/25/2002,88,1530,1.66,11.9
4/26/2002,88,1540,1.66,13.8
4/27/2002,87,1480,1.68,15.2
4/28/2002,88,1410,1.7,16.1
4/29/2002,83,1430,1.68,16.8
4/30/2002,74,1490,1.65,16.9
5/1/2002,70,1570,1.63,14.9
5/2/2002,69,1610,1.63,14.7
5/3/2002,66,1630,1.62,16.5
5/4/2002,64,1590,1.61,17
5/5/2002,55,1620,1.56,18.4
5/6/2002,52,1260,1.55,18.9
5/7/2002,54,1140,1.56,17.9
5/8/2002,81,1080,1.68,16.2
5/9/2002,107,1020,1.75,14.4
5/10/2002,162,1000,1.92,16.1
5/11/2002,201,970,2.02,17.5
5/12/2002,177,971,1.95,14.7
5/13/2002,158,986,1.9,15.8
5/14/2002,139,1010,1.85,15.3
5/15/2002,149,1020,1.87,17.9
5/16/2002,156,1070,1.88,18.5
5/17/2002,78,1170,1.65,15.8
5/18/2002,94,1160,1.72,18.7
5/19/2002,212,1170,2.04,19.2
5/20/2002,245,1140,2.12,18.1
5/21/2002,179,895,-102.3,-88
5/22/2002,150,1170,1.89,17.2
5/23/2002,228,1100,2.08,17.7
5/24/2002,246,1030,2.13,13.6
5/25/2002,209,1030,2.04,15.1
5/26/2002,344,920,2.31,18.4
5/27/2002,395,883,2.4,19.2
5/28/2002,575,885,2.74,19.8
5/29/2002,393,939,2.4,21.4
5/30/2002,198,1030,2.01,23
5/31/2002,145,1110,1.87,23.9
6/1/2002,102,1180,1.75,21.3
6/2/2002,85,1240,1.69,20.3
6/3/2002,130,1250,1.83,21.4
6/4/2002,234,1130,2.1,17.3
6/5/2002,233,992,2.1,19.7
6/6/2002,280,946,2.19,22.5
6/7/2002,259,924,2.16,23.2
6/8/2002,204,933,2.03,22.5
6/9/2002,193,936,2,22.6
6/10/2002,384,870,2.37,21.6
6/11/2002,484,817,2.56,22.3
6/12/2002,521,910,2.63,23.5
6/13/2002,291,1000,2.15,22.1
6/14/2002,276,1040,2.13,21.9
6/15/2002,275,1050,2.15,21.3
6/16/2002,174,1020,1.92,21
6/17/2002,166,1040,1.91,22.7
6/18/2002,132,1020,2.24,23
6/19/2002,106,1190,1.74,22.9
6/20/2002,95,1100,-19.17,-0.08
6/21/2002,135,1200,1.81,21.4
6/22/2002,167,1100,1.89,21.5
6/23/2002,132,1010,1.78,21.8
6/24/2002,59,980,1.55,23.2
6/25/2002,54,1070,1.52,23.1
6/26/2002,64,1080,1.58,23.6
6/27/2002,77,1050,1.63,24.3
6/28/2002,72,1050,1.61,23.6
6/29/2002,68,1050,1.59,24.9
6/30/2002,79,1020,1.64,25.8
7/1/2002,85,1010,1.67,26.1
7/2/2002,53,1070,1.51,25.3
7/3/2002,68,976,1.57,23.5
7/4/2002,32,44.2,1.38,23.1
7/5/2002,34,67.1,1.39,23.1
7/6/2002,68,742,1.54,24.1
7/7/2002,218,1060,2.01,24.5
7/8/2002,299,879,2.19,26.1
7/9/2002,342,905,2.28,26.8
7/10/2002,378,913,2.34,25.2
7/11/2002,229,1030,2.04,25.5
7/12/2002,102,1220,1.71,25.3
7/13/2002,62,1340,1.58,24.9
7/14/2002,49,1200,1.5,25.2
7/15/2002,81,1180,1.63,24.1
7/16/2002,31,262,1.4,24.5
7/17/2002,31,738,1.39,25
7/18/2002,0.53,674,1.05,23.1
7/19/2002,6.4,1170,1.13,23.8
7/20/2002,15,1070,-19.58,3.1
7/21/2002,15,253,-956.52,-906.2
7/22/2002,15,-12.5,-436.35,-426.2
7/23/2002,17,1100,1.27,24.2
7/24/2002,19,1160,1.26,25
7/25/2002,0,1310,1,22.6
7/26/2002,0,1440,0.95,20.9
7/27/2002,0,1450,0.94,20.3
7/28/2002,58,1320,1.46,23.7
7/29/2002,87,1340,1.67,24.3
7/30/2002,94,1320,1.7,24.6
7/31/2002,96,1270,1.7,25
8/1/2002,80,1330,1.64,22.5
8/2/2002,64,1370,1.58,21.4
8/3/2002,55,1410,1.52,23.5
8/4/2002,49,1450,1.48,25.1
8/5/2002,41,1490,1.43,24.8
8/6/2002,34,1510,1.39,23.4
8/7/2002,25,1530,1.34,23.4
8/8/2002,21,1570,1.32,24.2
8/9/2002,20,1600,1.31,23.8
8/10/2002,31,1650,1.37,24.3
8/11/2002,15,1680,1.29,24.7
8/12/2002,5.6,1680,1.24,22.1
8/13/2002,0.96,1690,1.22,20.9
8/14/2002,0.79,1690,1.2,21.8
8/15/2002,1.8,1660,1.18,21.2
8/16/2002,1.4,1590,1.18,22.5
8/17/2002,2.5,1590,1.17,18.6
8/18/2002,1.9,1610,1.18,20.2
8/19/2002,2.1,1620,1.17,21.8
8/20/2002,2.5,1620,1.17,23
8/21/2002,2.1,-1882.2,-25.07,-80.5
8/22/2002,2,-1548.7,-70.26,-128.7
8/23/2002,1.8,1700,1.18,22
8/24/2002,1.5,1730,1.19,21.8
8/25/2002,1.2,1740,1.19,23
8/26/2002,1.6,1720,1.18,23.1
8/27/2002,0.88,1770,1.2,21.2
8/28/2002,3.1,1840,1.23,21.2
8/29/2002,1.7,1490,1.24,20.5
8/30/2002,242,1310,1.91,15.8
8/31/2002,70,1190,1.55,19.4
9/1/2002,35,1360,1.39,21.5
9/2/2002,12,1510,1.28,20.4
9/3/2002,4.5,1700,1.24,19.4
9/4/2002,1.3,1780,1.19,21.5
9/5/2002,2.2,1770,1.13,20.9
9/6/2002,2.7,1760,1.11,20.9
9/7/2002,0.7,1730,1.08,20.9
9/8/2002,0.53,1720,1.08,20.9
9/9/2002,0.88,1730,1.1,19.3
9/10/2002,1.3,1750,1.2,17.6
9/11/2002,0,1810,1.22,18.7
9/12/2002,4,1820,1.24,20.6
9/13/2002,50,1580,1.52,19.8
9/14/2002,75,1530,1.62,19.1
9/15/2002,162,1470,1.91,18.8
9/16/2002,96,1480,1.73,19
9/17/2002,63,1530,1.59,18.9
9/18/2002,56,1590,1.53,16.8
9/19/2002,53,1620,1.51,15.4
9/20/2002,50,1620,1.49,17.1
9/21/2002,52,1620,1.5,16.9
9/22/2002,44,1640,1.45,16.2
9/23/2002,36,1700,1.4,16.6
9/24/2002,34,1720,1.39,17.9
9/25/2002,33,1740,1.38,16.8
9/26/2002,34,1720,1.38,16.7
9/27/2002,35,1720,1.39,15.9
9/28/2002,35,1730,1.39,17.3
9/29/2002,35,1730,1.39,16.2
9/30/2002,34,1690,1.39,16.8
10/1/2002,32,1720,1.38,15.4
10/2/2002,41,1670,1.45,12.3
10/3/2002,39,1620,1.47,11.7
10/4/2002,65,1600,1.59,12.4
10/5/2002,87,1530,1.67,14.2
10/6/2002,110,1440,1.74,14.5
10/7/2002,110,1190,-78.32,-63.9
10/8/2002,115,1370,1.75,15.1
10/9/2002,107,1360,1.73,17.2
10/10/2002,96,1370,1.7,17.6
10/11/2002,89,1390,1.68,15.7
10/12/2002,79,1470,1.65,12.8
10/13/2002,88,1450,1.68,11.9
10/14/2002,88,1460,1.68,12.1
10/15/2002,77,1500,1.65,11.4
10/16/2002,80,1070,1.66,11.5
10/17/2002,88,1500,1.69,10.8
10/18/2002,96,1480,1.72,11.3
10/19/2002,92,1470,1.7,10.8
10/20/2002,79,1490,1.66,11
10/21/2002,75,1220,1.65,10.8
10/22/2002,90,1530,1.7,10
10/23/2002,83,1540,1.68,6.03
10/24/2002,90,1530,1.7,4.23
10/25/2002,101,1490,1.74,8.97
10/26/2002,105,1450,1.75,9.63
10/27/2002,92,1470,1.71,11.3
10/28/2002,81,1500,1.69,11.9
10/29/2002,147,1520,1.88,7.65
10/30/2002,156,1430,1.91,3.86
10/31/2002,136,1440,1.86,2.02
11/1/2002,157,1430,1.92,1.73
11/2/2002,184,1400,2.01,3.78
11/3/2002,189,1380,2.02,5.6
11/4/2002,171,1360,1.98,5.52
11/5/2002,197,1370,2.05,6.12
11/6/2002,188,1310,-18.8,-15
11/7/2002,188,1340,2.05,6.51
11/8/2002,190,1320,2.06,7.99
11/9/2002,180,1330,2.04,9.53
11/10/2002,198,1300,2.09,8.61
11/11/2002,200,1320,2.11,6.3
11/12/2002,201,1310,2.11,5.05
11/13/2002,198,1290,2.11,5.22
11/14/2002,229,903,2.1,6.65
11/15/2002,231,888,-210.23,-206.7
11/16/2002,67,1460,1.69,5
11/17/2002,36,1410,1.57,5.79
11/18/2002,29,839,1.52,4.84
11/19/2002,14,982,1.43,4.88
11/20/2002,15,1750,1.44,6.33
11/21/2002,34,1680,1.55,7.02
11/22/2002,34,1640,1.55,7.31
11/23/2002,32,1660,1.53,7.04
11/24/2002,30,1700,1.51,4.52
11/25/2002,25,1750,1.48,3.12
11/26/2002,26,1760,1.48,2.29
11/27/2002,36,1720,1.53,2.28
11/28/2002,37,1720,1.53,3.35
11/29/2002,37,1730,1.52,5.62
11/30/2002,29,1790,1.49,4.86
12/1/2002,30,1810,1.49,4.41
12/2/2002,39,1760,1.52,5.53
12/3/2002,40,1770,1.52,3.56
12/4/2002,50,1730,1.56,4.2
12/5/2002,47,1740,1.55,5.6
12/6/2002,46,1760,1.54,4.55
12/7/2002,48,1750,1.55,4.71
12/8/2002,46,1750,1.54,4.96
12/9/2002,42,1780,1.52,4.06
12/10/2002,45,1790,1.53,3.7
12/11/2002,44,1780,1.53,3.95
12/12/2002,31,1840,1.48,4.15
12/13/2002,30,1840,1.48,4.21
12/14/2002,30,1840,1.48,4.44
12/15/2002,32,1850,1.49,4.48
12/16/2002,27,1850,1.47,4.22
12/17/2002,25,1830,1.46,5.66
12/18/2002,22,1840,1.45,5.31
12/19/2002,23,1850,1.45,4.34
12/20/2002,22,1850,1.45,1.85
12/21/2002,20,1860,1.44,2.87
12/22/2002,45,1790,1.56,1.72
12/23/2002,60,1650,1.71,0.881
12/24/2002,80,1660,1.72,0.45
12/25/2002,62,1780,1.64,0.331
12/26/2002,56,1830,1.87,0.525
12/27/2002,55,1840,1.66,1.06
12/28/2002,75,1650,1.8,1.19
12/29/2002,85,1580,1.81,1.1
12/30/2002,98,1590,1.76,2
12/31/2002,82,1630,1.71,1.94
1/1/2003,94,1610,1.75,3.35
1/2/2003,74,1670,1.68,3.16
1/3/2003,73,1660,1.68,3.88
1/4/2003,73,1650,1.68,4.87
1/5/2003,72,1660,1.68,5.09
1/6/2003,67,1670,1.66,6.39
1/7/2003,51,1700,1.59,4.88
1/8/2003,29,1810,1.5,5.09
1/9/2003,23,1850,1.46,4.03
1/10/2003,22,1870,1.46,2.03
1/11/2003,28,1870,1.48,2.11
1/12/2003,51,1730,1.59,3.48
1/13/2003,66,1710,1.64,3.62
1/14/2003,93,1620,1.73,3.96
1/15/2003,74,1650,1.67,3.45
1/16/2003,65,1680,1.64,2.29
1/17/2003,68,480,3.83,8.68
1/18/2003,63,1690,1.64,1.97
1/19/2003,64,1680,1.64,2.99
1/20/2003,56,1690,1.61,4.44
1/21/2003,30,1850,1.5,2.78
1/22/2003,21,1900,1.45,0.833
1/23/2003,22,1920,1.46,1.51
1/24/2003,22,1860,1.51,2
1/25/2003,26,1700,1.61,2.89
1/26/2003,31,1680,1.57,3.86
1/27/2003,32,1760,1.51,6.25
1/28/2003,27,1770,1.49,7.4
1/29/2003,26,1760,1.48,6.83
1/30/2003,26,1750,1.48,5.58
1/31/2003,26,1730,1.48,7.13
2/1/2003,27,1730,1.49,7.67
2/2/2003,28,1720,1.49,7.19
2/3/2003,35,1680,1.52,5.59
2/4/2003,30,1720,1.5,4.66
2/5/2003,29,1700,1.5,4.18
2/6/2003,32,1690,1.51,3.55
2/7/2003,30,1700,1.53,1.48
2/8/2003,30,1730,1.52,2.05
2/9/2003,40,1700,1.7,1.66
2/10/2003,60,1630,1.77,1.76
2/11/2003,75,1550,1.79,1.89
2/12/2003,77,1600,1.74,4.03
2/13/2003,75,1610,1.71,6.69
2/14/2003,78,1630,1.67,6.49
2/15/2003,74,1630,1.65,5.53
2/16/2003,73,1650,1.65,4.9
2/17/2003,74,1650,1.65,6.04
2/18/2003,65,1660,1.62,6.49
2/19/2003,30,1840,1.48,6.56
2/20/2003,32,1840,1.49,6.53
2/21/2003,29,1840,1.47,6.6
2/22/2003,29,1850,1.47,7.4
2/23/2003,32,1850,1.5,4.23
2/24/2003,35,1840,1.55,0.833
2/25/2003,40,1790,1.7,1.16
2/26/2003,50,1620,1.79,1.33
2/27/2003,70,1570,1.76,4.19
