date,q.arkcatco,ec.arkcatco,h.arkcatco,t.arkcatco
10/26/2011,82.3,1130,1.72,9.04
10/27/2011,107,1120,1.8,7.38
10/28/2011,142,1140,1.9,8.45
10/29/2011,212,1080,2.08,9.08
10/30/2011,202,1020,2.05,9.85
10/31/2011,192,1020,2.03,10
11/1/2011,157,1060,1.94,10.5
11/2/2011,136,1070,1.86,7.34
11/3/2011,196,1040,1.97,6
11/4/2011,239,1030,2.07,7.4
11/5/2011,293,1030,2.19,8.72
11/6/2011,308,1020,2.22,7.37
11/7/2011,328,997,2.26,7.23
11/8/2011,375,800,2.34,7.12
11/9/2011,433,1000,2.44,6.96
11/10/2011,440,1020,2.46,6.59
11/11/2011,832,825,3.07,6.75
11/12/2011,514,897,2.58,7.79
11/13/2011,465,976,2.5,8.09
11/14/2011,479,977,2.52,7.97
11/15/2011,765,1070,2.98,7.43
11/16/2011,602,1020,2.73,6.48
11/17/2011,434,1160,2.44,5.47
11/18/2011,405,1200,2.39,6.78
11/19/2011,403,1220,2.39,6.58
11/20/2011,395,1230,2.38,4.72
11/21/2011,389,1240,2.37,4.02
11/22/2011,395,1250,2.38,5.25
11/23/2011,412,1250,2.41,6.26
11/24/2011,423,1240,2.43,6.64
11/25/2011,413,1240,2.41,7.57
11/26/2011,386,1240,2.36,4.45
11/27/2011,367,1250,2.33,3.18
11/28/2011,368,1250,2.33,4.21
11/29/2011,378,1240,2.35,5.47
11/30/2011,392,1240,2.37,4.84
12/1/2011,405,1230,2.39,3.84
12/2/2011,345,1220,2.37,2.9
12/3/2011,300,1230,2.37,2.99
12/4/2011,312,1220,2.4,0.838
12/5/2011,314,1220,2.4,0.005
12/6/2011,184,1340,2.09,0.155
12/7/2011,322,1270,2.4,0.353
12/8/2011,407,1210,2.57,0.574
12/9/2011,433,1190,2.61,0.734
12/10/2011,404,1210,2.56,0.759
12/11/2011,425,1200,2.6,0.815
12/12/2011,421,1200,2.59,1.06
12/13/2011,375,1200,2.51,1.35
12/14/2011,380,1200,2.52,1.56
12/15/2011,398,1210,2.55,3.97
12/16/2011,385,1200,2.53,2.28
12/17/2011,387,1210,2.53,1.87
12/18/2011,411,1220,2.57,2.51
12/19/2011,419,1210,2.59,1.62
12/20/2011,415,1190,2.58,0.474
12/21/2011,394,1200,2.54,0.03
12/22/2011,412,1150,2.58,0.417
12/23/2011,351,1210,2.47,-0.18
12/24/2011,348,1260,2.46,-0.18
12/25/2011,380,1240,2.52,-0.15
12/26/2011,2530,1240,4.95,-0.2
12/27/2011,3160,1230,5.58,-0.2
12/28/2011,2630,1230,5.13,0.065
12/29/2011,2440,1170,4.96,0.193
12/30/2011,1990,1120,4.55,0.119
12/31/2011,1330,1150,3.83,1.93
1/1/2012,516,467,2.76,-0.31
1/2/2012,396,0,2.55,-3.29
1/3/2012,377,624,2.51,0.331
1/4/2012,299,919,2.35,2.25
1/5/2012,158,797,2.04,2.4
1/6/2012,138,1500,1.99,4.63
1/7/2012,107,1520,1.9,4.17
1/8/2012,104,1530,1.89,3.66
1/9/2012,90.4,1550,1.85,2.95
1/10/2012,110,1550,1.9,4.22
1/11/2012,106,1560,1.94,2.56
1/12/2012,83.5,1530,1.89,1.1
1/13/2012,98.4,1550,1.94,2.13
1/14/2012,105,1540,1.96,2.7
1/15/2012,99.7,1560,1.95,4.83
1/16/2012,97.2,1580,1.94,5.5
1/17/2012,96.7,1590,1.94,3.01
1/18/2012,81,1530,1.89,2.08
1/19/2012,97.9,1520,1.94,5.21
1/20/2012,92.9,1560,1.92,7.01
1/21/2012,78.3,1570,1.88,5.66
1/22/2012,84.4,1580,1.9,6.09
1/23/2012,84.9,1580,1.9,4.87
1/24/2012,106,1580,1.96,5.05
1/25/2012,98.5,1590,1.94,5.29
1/26/2012,91.2,1590,1.92,6.03
1/27/2012,72.6,1600,1.86,6.06
1/28/2012,52.2,1600,1.78,4.63
1/29/2012,47.6,1600,1.77,4.9
1/30/2012,48.7,1590,1.77,6.82
1/31/2012,39.3,1630,1.73,5.81
2/1/2012,37.7,1630,1.72,5.93
2/2/2012,43.5,1620,1.75,5.42
2/3/2012,49.9,1590,1.78,4.79
2/4/2012,53.6,1600,1.79,3.73
2/5/2012,43.3,1610,1.75,3.72
2/6/2012,37,1610,1.72,4.95
2/7/2012,32.5,1610,1.7,4.72
2/8/2012,40.1,1630,1.73,4.1
2/9/2012,117,1440,2,4.31
2/10/2012,127,1400,2.03,4.79
2/11/2012,104,1380,1.98,1
2/12/2012,129,1370,2.06,1.69
2/13/2012,111,1360,2.01,3.77
2/14/2012,119,1370,2.03,5.58
2/15/2012,128,1370,2.06,5.81
2/16/2012,125,1360,2.05,4.98
2/17/2012,128,1350,2.06,5.46
2/18/2012,118,1360,2.03,6.01
2/19/2012,92.8,1390,1.95,5.42
2/20/2012,91.4,1390,1.95,4.56
2/21/2012,90.8,1390,1.95,5.4
2/22/2012,84.4,1400,1.93,7.3
2/23/2012,82.7,1390,1.92,4.37
2/24/2012,73.6,1400,1.89,3.95
