agency,site,date,q.timswico,check
USGS,7121500,3/3/2001,20,A
USGS,7121500,3/4/2001,24,A
USGS,7121500,3/5/2001,14,A
USGS,7121500,3/6/2001,16,A
USGS,7121500,3/7/2001,20,A
USGS,7121500,3/8/2001,20,A
USGS,7121500,3/9/2001,13,A
USGS,7121500,3/10/2001,12,A
USGS,7121500,3/11/2001,13,A
USGS,7121500,3/12/2001,12,A
USGS,7121500,3/13/2001,12,A
USGS,7121500,3/14/2001,13,A
USGS,7121500,3/15/2001,48,A
USGS,7121500,3/16/2001,122,A
USGS,7121500,3/17/2001,110,A
USGS,7121500,3/18/2001,118,A
USGS,7121500,3/19/2001,78,A
USGS,7121500,3/20/2001,70,A
USGS,7121500,3/21/2001,82,A
USGS,7121500,3/22/2001,64,A
USGS,7121500,3/23/2001,80,A
USGS,7121500,3/24/2001,71,A
USGS,7121500,3/25/2001,75,A
USGS,7121500,3/26/2001,64,A
USGS,7121500,3/27/2001,55,A
USGS,7121500,3/28/2001,52,A
USGS,7121500,3/29/2001,52,A
USGS,7121500,3/30/2001,35,A
USGS,7121500,3/31/2001,45,A
USGS,7121500,4/1/2001,51,A
USGS,7121500,4/2/2001,45,A
USGS,7121500,4/3/2001,37,A
USGS,7121500,4/4/2001,33,A
USGS,7121500,4/5/2001,33,A
USGS,7121500,4/6/2001,47,A
USGS,7121500,4/7/2001,52,A
USGS,7121500,4/8/2001,44,A
USGS,7121500,4/9/2001,39,A
USGS,7121500,4/10/2001,36,A
USGS,7121500,4/11/2001,188,A
USGS,7121500,4/12/2001,123,A
USGS,7121500,4/13/2001,40,A
USGS,7121500,4/14/2001,44,A
USGS,7121500,4/15/2001,58,A
USGS,7121500,4/16/2001,49,A
USGS,7121500,4/17/2001,41,A
USGS,7121500,4/18/2001,44,A
USGS,7121500,4/19/2001,41,A
USGS,7121500,4/20/2001,36,A
USGS,7121500,4/21/2001,33,A
USGS,7121500,4/22/2001,35,A
USGS,7121500,4/23/2001,36,A
USGS,7121500,4/24/2001,36,A
USGS,7121500,4/25/2001,37,A
USGS,7121500,4/26/2001,39,A
USGS,7121500,4/27/2001,45,A
USGS,7121500,4/28/2001,50,A
USGS,7121500,4/29/2001,50,A
USGS,7121500,4/30/2001,56,A
USGS,7121500,5/1/2001,49,A
USGS,7121500,5/2/2001,50,A
USGS,7121500,5/3/2001,60,A
USGS,7121500,5/4/2001,91,A
USGS,7121500,5/5/2001,143,A
USGS,7121500,5/6/2001,142,A
USGS,7121500,5/7/2001,124,A
USGS,7121500,5/8/2001,107,A
USGS,7121500,5/9/2001,103,A
USGS,7121500,5/10/2001,86,A
USGS,7121500,5/11/2001,82,A
USGS,7121500,5/12/2001,96,A
USGS,7121500,5/13/2001,104,A
USGS,7121500,5/14/2001,95,A
USGS,7121500,5/15/2001,72,A
USGS,7121500,5/16/2001,95,A
USGS,7121500,5/17/2001,198,A
USGS,7121500,5/18/2001,119,A
USGS,7121500,5/19/2001,101,A
USGS,7121500,5/20/2001,127,A
USGS,7121500,5/21/2001,144,A
USGS,7121500,5/22/2001,142,A
USGS,7121500,5/23/2001,141,A
USGS,7121500,5/24/2001,137,A
USGS,7121500,5/25/2001,127,A
USGS,7121500,5/26/2001,117,A
USGS,7121500,5/27/2001,124,A
USGS,7121500,5/28/2001,122,A
USGS,7121500,5/29/2001,114,A
USGS,7121500,5/30/2001,91,A
USGS,7121500,5/31/2001,66,A
USGS,7121500,6/1/2001,59,A
USGS,7121500,6/2/2001,70,A
USGS,7121500,6/3/2001,82,A
USGS,7121500,6/4/2001,79,A
USGS,7121500,6/5/2001,103,A
USGS,7121500,6/6/2001,99,A
USGS,7121500,6/7/2001,104,A
USGS,7121500,6/8/2001,113,A
USGS,7121500,6/9/2001,113,A
USGS,7121500,6/10/2001,93,A
USGS,7121500,6/11/2001,93,A
USGS,7121500,6/12/2001,70,A
USGS,7121500,6/13/2001,58,A
USGS,7121500,6/14/2001,60,A
USGS,7121500,6/15/2001,52,A
USGS,7121500,6/16/2001,48,A
USGS,7121500,6/17/2001,63,A
USGS,7121500,6/18/2001,58,A
USGS,7121500,6/19/2001,45,A
USGS,7121500,6/20/2001,40,A
USGS,7121500,6/21/2001,66,A
USGS,7121500,6/22/2001,55,A
USGS,7121500,6/23/2001,57,A
USGS,7121500,6/24/2001,57,A
USGS,7121500,6/25/2001,59,A
USGS,7121500,6/26/2001,55,A
USGS,7121500,6/27/2001,57,A
USGS,7121500,6/28/2001,57,A
USGS,7121500,6/29/2001,52,A
USGS,7121500,6/30/2001,61,A
USGS,7121500,7/1/2001,55,A
USGS,7121500,7/2/2001,51,A
USGS,7121500,7/3/2001,50,A
USGS,7121500,7/4/2001,53,A
USGS,7121500,7/5/2001,49,A
USGS,7121500,7/6/2001,45,A
USGS,7121500,7/7/2001,41,A
USGS,7121500,7/8/2001,39,A
USGS,7121500,7/9/2001,37,A
USGS,7121500,7/10/2001,41,A
USGS,7121500,7/11/2001,46,A
USGS,7121500,7/12/2001,54,A
USGS,7121500,7/13/2001,67,A
USGS,7121500,7/14/2001,114,A
USGS,7121500,7/15/2001,73,A
USGS,7121500,7/16/2001,77,A
USGS,7121500,7/17/2001,75,A
USGS,7121500,7/18/2001,71,A
USGS,7121500,7/19/2001,72,A
USGS,7121500,7/20/2001,67,A
USGS,7121500,7/21/2001,64,A
USGS,7121500,7/22/2001,78,A
USGS,7121500,7/23/2001,70,A
USGS,7121500,7/24/2001,66,A
USGS,7121500,7/25/2001,61,A
USGS,7121500,7/26/2001,57,A
USGS,7121500,7/27/2001,70,A
USGS,7121500,7/28/2001,106,A
USGS,7121500,7/29/2001,111,A
USGS,7121500,7/30/2001,80,A
USGS,7121500,7/31/2001,59,A
USGS,7121500,8/1/2001,68,A
USGS,7121500,8/2/2001,62,A
USGS,7121500,8/3/2001,59,A
USGS,7121500,8/4/2001,55,A
USGS,7121500,8/5/2001,48,A
USGS,7121500,8/6/2001,46,A
USGS,7121500,8/7/2001,49,A
USGS,7121500,8/8/2001,57,A
USGS,7121500,8/9/2001,52,A
USGS,7121500,8/10/2001,54,A
USGS,7121500,8/11/2001,158,A
USGS,7121500,8/12/2001,82,A
USGS,7121500,8/13/2001,59,A
USGS,7121500,8/14/2001,58,A
USGS,7121500,8/15/2001,60,A
USGS,7121500,8/16/2001,56,A
USGS,7121500,8/17/2001,54,A
USGS,7121500,8/18/2001,58,A
USGS,7121500,8/19/2001,54,A
USGS,7121500,8/20/2001,52,A
USGS,7121500,8/21/2001,57,A
USGS,7121500,8/22/2001,56,A
USGS,7121500,8/23/2001,64,A
USGS,7121500,8/24/2001,60,A
USGS,7121500,8/25/2001,63,A
USGS,7121500,8/26/2001,70,A
USGS,7121500,8/27/2001,74,A
USGS,7121500,8/28/2001,72,A
USGS,7121500,8/29/2001,64,A
USGS,7121500,8/30/2001,51,A
USGS,7121500,8/31/2001,59,A
USGS,7121500,9/1/2001,66,A
USGS,7121500,9/2/2001,59,A
USGS,7121500,9/3/2001,54,A
USGS,7121500,9/4/2001,53,A
USGS,7121500,9/5/2001,50,A
USGS,7121500,9/6/2001,41,A
USGS,7121500,9/7/2001,56,A
USGS,7121500,9/8/2001,57,A
USGS,7121500,9/9/2001,56,A
USGS,7121500,9/10/2001,55,A
USGS,7121500,9/11/2001,60,A
USGS,7121500,9/12/2001,63,A
USGS,7121500,9/13/2001,66,A
USGS,7121500,9/14/2001,62,A
USGS,7121500,9/15/2001,67,A
USGS,7121500,9/16/2001,58,A
USGS,7121500,9/17/2001,58,A
USGS,7121500,9/18/2001,61,A
USGS,7121500,9/19/2001,67,A
USGS,7121500,9/20/2001,67,A
USGS,7121500,9/21/2001,70,A
USGS,7121500,9/22/2001,81,A
USGS,7121500,9/23/2001,74,A
USGS,7121500,9/24/2001,65,A
USGS,7121500,9/25/2001,61,A
USGS,7121500,9/26/2001,63,A
USGS,7121500,9/27/2001,52,A
USGS,7121500,9/28/2001,48,A
USGS,7121500,9/29/2001,48,A
USGS,7121500,9/30/2001,44,A
USGS,7121500,10/1/2001,45,A
USGS,7121500,10/2/2001,42,A
USGS,7121500,10/3/2001,43,A
USGS,7121500,10/4/2001,45,A
USGS,7121500,10/5/2001,49,A
USGS,7121500,10/6/2001,49,A
USGS,7121500,10/7/2001,52,A
USGS,7121500,10/8/2001,56,A
USGS,7121500,10/9/2001,51,A
USGS,7121500,10/10/2001,50,A
USGS,7121500,10/11/2001,55,A
USGS,7121500,10/12/2001,58,A
USGS,7121500,10/13/2001,60,A
USGS,7121500,10/14/2001,62,A
USGS,7121500,10/15/2001,68,A
USGS,7121500,10/16/2001,70,A
USGS,7121500,10/17/2001,72,A
USGS,7121500,10/18/2001,71,A
USGS,7121500,10/19/2001,72,A
USGS,7121500,10/20/2001,66,A
USGS,7121500,10/21/2001,66,A
USGS,7121500,10/22/2001,59,A
USGS,7121500,10/23/2001,54,A
USGS,7121500,10/24/2001,52,A
USGS,7121500,10/25/2001,55,A
USGS,7121500,10/26/2001,54,A
USGS,7121500,10/27/2001,54,A
USGS,7121500,10/28/2001,54,A
USGS,7121500,10/29/2001,52,A
USGS,7121500,10/30/2001,54,A
USGS,7121500,10/31/2001,60,A
USGS,7121500,11/1/2001,40,A
USGS,7121500,11/2/2001,50,A
USGS,7121500,11/3/2001,52,A
USGS,7121500,11/4/2001,56,A
USGS,7121500,11/5/2001,54,A
USGS,7121500,11/6/2001,59,A
USGS,7121500,11/7/2001,65,A
USGS,7121500,11/8/2001,71,A
USGS,7121500,11/9/2001,80,A
USGS,7121500,11/10/2001,79,A
USGS,7121500,11/11/2001,78,A
USGS,7121500,11/12/2001,64,A
USGS,7121500,11/13/2001,61,A
USGS,7121500,11/14/2001,57,A
USGS,7121500,11/15/2001,55,A
USGS,7121500,11/16/2001,50,A
USGS,7121500,11/17/2001,49,A
USGS,7121500,11/18/2001,46,A
USGS,7121500,11/19/2001,44,A
USGS,7121500,11/20/2001,44,A
USGS,7121500,11/21/2001,45,A
USGS,7121500,11/22/2001,45,A
USGS,7121500,11/23/2001,49,A
USGS,7121500,11/24/2001,47,A
USGS,7121500,11/25/2001,45,A
USGS,7121500,11/26/2001,42,A
USGS,7121500,11/27/2001,41,A
USGS,7121500,11/28/2001,39,A
USGS,7121500,11/29/2001,38,A
USGS,7121500,11/30/2001,38,A
USGS,7121500,12/1/2001,37,A
USGS,7121500,12/2/2001,36,A
USGS,7121500,12/3/2001,36,A
USGS,7121500,12/4/2001,35,A
USGS,7121500,12/5/2001,40,A
USGS,7121500,12/6/2001,40,A
USGS,7121500,12/7/2001,40,A
USGS,7121500,12/8/2001,40,A
USGS,7121500,12/9/2001,41,A
USGS,7121500,12/10/2001,40,A
USGS,7121500,12/11/2001,37,A
USGS,7121500,12/12/2001,36,A
USGS,7121500,12/13/2001,18,A
USGS,7121500,12/14/2001,17,A
USGS,7121500,12/15/2001,17,A
USGS,7121500,12/16/2001,17,A
USGS,7121500,12/17/2001,16,A
USGS,7121500,12/18/2001,17,A
USGS,7121500,12/19/2001,16,A
USGS,7121500,12/20/2001,16,A
USGS,7121500,12/21/2001,17,A
USGS,7121500,12/22/2001,17,A
USGS,7121500,12/23/2001,16,A
USGS,7121500,12/24/2001,16,A
USGS,7121500,12/25/2001,16,A
USGS,7121500,12/26/2001,16,A
USGS,7121500,12/27/2001,16,A
USGS,7121500,12/28/2001,16,A
USGS,7121500,12/29/2001,16,A
USGS,7121500,12/30/2001,16,A
USGS,7121500,12/31/2001,16,A
USGS,7121500,1/1/2002,16,A
USGS,7121500,1/2/2002,16,A
USGS,7121500,1/3/2002,16,A
USGS,7121500,1/4/2002,16,A
USGS,7121500,1/5/2002,16,A
USGS,7121500,1/6/2002,16,A
USGS,7121500,1/7/2002,16,A
USGS,7121500,1/8/2002,15,A
USGS,7121500,1/9/2002,15,A
USGS,7121500,1/10/2002,16,A
USGS,7121500,1/11/2002,15,A
USGS,7121500,1/12/2002,15,A
USGS,7121500,1/13/2002,15,A
USGS,7121500,1/14/2002,15,A
USGS,7121500,1/15/2002,14,A
USGS,7121500,1/16/2002,14,A
USGS,7121500,1/17/2002,14,A
USGS,7121500,1/18/2002,14,A
USGS,7121500,1/19/2002,14,A
USGS,7121500,1/20/2002,14,A
USGS,7121500,1/21/2002,14,A
USGS,7121500,1/22/2002,14,A
USGS,7121500,1/23/2002,14,A
USGS,7121500,1/24/2002,14,A
USGS,7121500,1/25/2002,14,A
USGS,7121500,1/26/2002,14,A
USGS,7121500,1/27/2002,14,A
USGS,7121500,1/28/2002,14,A
USGS,7121500,1/29/2002,15,A
USGS,7121500,1/30/2002,15,A
USGS,7121500,1/31/2002,15,A
USGS,7121500,2/1/2002,14,A
USGS,7121500,2/2/2002,14,A
USGS,7121500,2/3/2002,14,A
USGS,7121500,2/4/2002,14,A
USGS,7121500,2/5/2002,14,A
USGS,7121500,2/6/2002,14,A
USGS,7121500,2/7/2002,14,A
USGS,7121500,2/8/2002,14,A
USGS,7121500,2/9/2002,14,A
USGS,7121500,2/10/2002,14,A
USGS,7121500,2/11/2002,14,A
USGS,7121500,2/12/2002,14,A
USGS,7121500,2/13/2002,14,A
USGS,7121500,2/14/2002,14,A
USGS,7121500,2/15/2002,14,A
USGS,7121500,2/16/2002,14,A
USGS,7121500,2/17/2002,14,A
USGS,7121500,2/18/2002,15,A
USGS,7121500,2/19/2002,17,A
USGS,7121500,2/20/2002,16,A
USGS,7121500,2/21/2002,14,A
USGS,7121500,2/22/2002,14,A
USGS,7121500,2/23/2002,14,A
USGS,7121500,2/24/2002,14,A
USGS,7121500,2/25/2002,16,A
USGS,7121500,2/26/2002,14,A
USGS,7121500,2/27/2002,14,A
USGS,7121500,2/28/2002,13,A
USGS,7121500,3/1/2002,13,A
USGS,7121500,3/2/2002,12,A
USGS,7121500,3/3/2002,12,A
USGS,7121500,3/4/2002,12,A
USGS,7121500,3/5/2002,12,A
USGS,7121500,3/6/2002,12,A
USGS,7121500,3/7/2002,13,A
USGS,7121500,3/8/2002,12,A
USGS,7121500,3/9/2002,12,A
USGS,7121500,3/10/2002,11,A
USGS,7121500,3/11/2002,11,A
USGS,7121500,3/12/2002,11,A
USGS,7121500,3/13/2002,11,A
USGS,7121500,3/14/2002,25,A
USGS,7121500,3/15/2002,59,A
USGS,7121500,3/16/2002,114,A
USGS,7121500,3/17/2002,78,A
USGS,7121500,3/18/2002,49,A
USGS,7121500,3/19/2002,26,A
USGS,7121500,3/20/2002,21,A
USGS,7121500,3/21/2002,20,A
USGS,7121500,3/22/2002,24,A
USGS,7121500,3/23/2002,22,A
USGS,7121500,3/24/2002,24,A
USGS,7121500,3/25/2002,28,A
USGS,7121500,3/26/2002,27,A
USGS,7121500,3/27/2002,24,A
USGS,7121500,3/28/2002,24,A
USGS,7121500,3/29/2002,28,A
USGS,7121500,3/30/2002,27,A
USGS,7121500,3/31/2002,24,A
USGS,7121500,4/1/2002,24,A
USGS,7121500,4/2/2002,24,A
USGS,7121500,4/3/2002,26,A
USGS,7121500,4/4/2002,25,A
USGS,7121500,4/5/2002,29,A
USGS,7121500,4/6/2002,29,A
USGS,7121500,4/7/2002,27,A
USGS,7121500,4/8/2002,27,A
USGS,7121500,4/9/2002,25,A
USGS,7121500,4/10/2002,22,A
USGS,7121500,4/11/2002,21,A
USGS,7121500,4/12/2002,20,A
USGS,7121500,4/13/2002,19,A
USGS,7121500,4/14/2002,19,A
USGS,7121500,4/15/2002,22,A
USGS,7121500,4/16/2002,23,A
USGS,7121500,4/17/2002,21,A
USGS,7121500,4/18/2002,19,A
USGS,7121500,4/19/2002,19,A
USGS,7121500,4/20/2002,22,A
USGS,7121500,4/21/2002,28,A
USGS,7121500,4/22/2002,20,A
USGS,7121500,4/23/2002,16,A
USGS,7121500,4/24/2002,14,A
USGS,7121500,4/25/2002,17,A
USGS,7121500,4/26/2002,19,A
USGS,7121500,4/27/2002,17,A
USGS,7121500,4/28/2002,17,A
USGS,7121500,4/29/2002,17,A
USGS,7121500,4/30/2002,17,A
USGS,7121500,5/1/2002,15,A
USGS,7121500,5/2/2002,14,A
USGS,7121500,5/3/2002,13,A
USGS,7121500,5/4/2002,13,A
USGS,7121500,5/5/2002,13,A
USGS,7121500,5/6/2002,15,A
USGS,7121500,5/7/2002,18,A
USGS,7121500,5/8/2002,20,A
USGS,7121500,5/9/2002,20,A
USGS,7121500,5/10/2002,21,A
USGS,7121500,5/11/2002,21,A
USGS,7121500,5/12/2002,23,A
USGS,7121500,5/13/2002,20,A
USGS,7121500,5/14/2002,18,A
USGS,7121500,5/15/2002,21,A
USGS,7121500,5/16/2002,22,A
USGS,7121500,5/17/2002,21,A
USGS,7121500,5/18/2002,19,A
USGS,7121500,5/19/2002,19,A
USGS,7121500,5/20/2002,16,A
USGS,7121500,5/21/2002,19,A
USGS,7121500,5/22/2002,25,A
USGS,7121500,5/23/2002,15,A
USGS,7121500,5/24/2002,16,A
USGS,7121500,5/25/2002,15,A
USGS,7121500,5/26/2002,17,A
USGS,7121500,5/27/2002,24,A
USGS,7121500,5/28/2002,18,A
USGS,7121500,5/29/2002,14,A
USGS,7121500,5/30/2002,15,A
USGS,7121500,5/31/2002,14,A
USGS,7121500,6/1/2002,15,A
USGS,7121500,6/2/2002,22,A
USGS,7121500,6/3/2002,18,A
USGS,7121500,6/4/2002,18,A
USGS,7121500,6/5/2002,24,A
USGS,7121500,6/6/2002,22,A
USGS,7121500,6/7/2002,24,A
USGS,7121500,6/8/2002,23,A
USGS,7121500,6/9/2002,22,A
USGS,7121500,6/10/2002,20,A
USGS,7121500,6/11/2002,23,A
USGS,7121500,6/12/2002,22,A
USGS,7121500,6/13/2002,113,A
USGS,7121500,6/14/2002,39,A
USGS,7121500,6/15/2002,24,A
USGS,7121500,6/16/2002,17,A
USGS,7121500,6/17/2002,15,A
USGS,7121500,6/18/2002,14,A
USGS,7121500,6/19/2002,13,A
USGS,7121500,6/20/2002,15,A
USGS,7121500,6/21/2002,16,A
USGS,7121500,6/22/2002,13,A
USGS,7121500,6/23/2002,13,A
USGS,7121500,6/24/2002,16,A
USGS,7121500,6/25/2002,20,A
USGS,7121500,6/26/2002,17,A
USGS,7121500,6/27/2002,14,A
USGS,7121500,6/28/2002,15,A
USGS,7121500,6/29/2002,15,A
USGS,7121500,6/30/2002,15,A
USGS,7121500,7/1/2002,12,A
USGS,7121500,7/2/2002,12,A
USGS,7121500,7/3/2002,11,A
USGS,7121500,7/4/2002,15,A
USGS,7121500,7/5/2002,13,A
USGS,7121500,7/6/2002,13,A
USGS,7121500,7/7/2002,13,A
USGS,7121500,7/8/2002,15,A
USGS,7121500,7/9/2002,18,A
USGS,7121500,7/10/2002,13,A
USGS,7121500,7/11/2002,15,A
USGS,7121500,7/12/2002,14,A
USGS,7121500,7/13/2002,15,A
USGS,7121500,7/14/2002,16,A
USGS,7121500,7/15/2002,13,A
USGS,7121500,7/16/2002,13,A
USGS,7121500,7/17/2002,11,A
USGS,7121500,7/18/2002,12,A
USGS,7121500,7/19/2002,11,A
USGS,7121500,7/20/2002,11,A
USGS,7121500,7/21/2002,12,A
USGS,7121500,7/22/2002,13,A
USGS,7121500,7/23/2002,12,A
USGS,7121500,7/24/2002,13,A
USGS,7121500,7/25/2002,12,A
USGS,7121500,7/26/2002,13,A
USGS,7121500,7/27/2002,13,A
USGS,7121500,7/28/2002,13,A
USGS,7121500,7/29/2002,13,A
USGS,7121500,7/30/2002,13,A
USGS,7121500,7/31/2002,11,A
USGS,7121500,8/1/2002,11,A
USGS,7121500,8/2/2002,11,A
USGS,7121500,8/3/2002,12,A
USGS,7121500,8/4/2002,12,A
USGS,7121500,8/5/2002,11,A
USGS,7121500,8/6/2002,9.5,A
USGS,7121500,8/7/2002,9.6,A
USGS,7121500,8/8/2002,9.7,A
USGS,7121500,8/9/2002,9.7,A
USGS,7121500,8/10/2002,9.6,A
USGS,7121500,8/11/2002,9.4,A
USGS,7121500,8/12/2002,9.3,A
USGS,7121500,8/13/2002,9.5,A
USGS,7121500,8/14/2002,9.4,A
USGS,7121500,8/15/2002,9.1,A
USGS,7121500,8/16/2002,9,A
USGS,7121500,8/17/2002,8.6,A
USGS,7121500,8/18/2002,8.8,A
USGS,7121500,8/19/2002,8.7,A
USGS,7121500,8/20/2002,8.9,A
USGS,7121500,8/21/2002,8.9,A
USGS,7121500,8/22/2002,8.8,A
USGS,7121500,8/23/2002,8.7,A
USGS,7121500,8/24/2002,8.8,A
USGS,7121500,8/25/2002,8.9,A
USGS,7121500,8/26/2002,8.8,A
USGS,7121500,8/27/2002,8.6,A
USGS,7121500,8/28/2002,8.6,A
USGS,7121500,8/29/2002,8.8,A
USGS,7121500,8/30/2002,9.4,A
USGS,7121500,8/31/2002,45,A
USGS,7121500,9/1/2002,16,A
USGS,7121500,9/2/2002,9.3,A
USGS,7121500,9/3/2002,8.6,A
USGS,7121500,9/4/2002,8.4,A
USGS,7121500,9/5/2002,8.3,A
USGS,7121500,9/6/2002,8.2,A
USGS,7121500,9/7/2002,8.1,A
USGS,7121500,9/8/2002,8,A
USGS,7121500,9/9/2002,8.4,A
USGS,7121500,9/10/2002,9.4,A
USGS,7121500,9/11/2002,9.4,A
USGS,7121500,9/12/2002,9,A
USGS,7121500,9/13/2002,8.9,A
USGS,7121500,9/14/2002,12,A
USGS,7121500,9/15/2002,12,A
USGS,7121500,9/16/2002,16,A
USGS,7121500,9/17/2002,14,A
USGS,7121500,9/18/2002,10,A
USGS,7121500,9/19/2002,9.4,A
USGS,7121500,9/20/2002,8.9,A
USGS,7121500,9/21/2002,8.7,A
USGS,7121500,9/22/2002,8.8,A
USGS,7121500,9/23/2002,8.7,A
USGS,7121500,9/24/2002,8.7,A
USGS,7121500,9/25/2002,8.5,A
USGS,7121500,9/26/2002,8.6,A
USGS,7121500,9/27/2002,8.8,A
USGS,7121500,9/28/2002,9,A
USGS,7121500,9/29/2002,8.1,A
USGS,7121500,9/30/2002,7.7,A
USGS,7121500,10/1/2002,6.8,A
USGS,7121500,10/2/2002,7,A
USGS,7121500,10/3/2002,7.4,A
USGS,7121500,10/4/2002,8.3,A
USGS,7121500,10/5/2002,9.5,A
USGS,7121500,10/6/2002,7.7,A
USGS,7121500,10/7/2002,8.9,A
USGS,7121500,10/8/2002,8,A
USGS,7121500,10/9/2002,7.7,A
USGS,7121500,10/10/2002,7.8,A
USGS,7121500,10/11/2002,7.9,A
USGS,7121500,10/12/2002,8.3,A
USGS,7121500,10/13/2002,8.8,A
USGS,7121500,10/14/2002,9.7,A
USGS,7121500,10/15/2002,9.3,A
USGS,7121500,10/16/2002,9.4,A
USGS,7121500,10/17/2002,9.2,A
USGS,7121500,10/18/2002,8.9,A
USGS,7121500,10/19/2002,11,A
USGS,7121500,10/20/2002,10,A
USGS,7121500,10/21/2002,9.2,A
USGS,7121500,10/22/2002,10,A
USGS,7121500,10/23/2002,10,A
USGS,7121500,10/24/2002,11,A
USGS,7121500,10/25/2002,9.7,A
USGS,7121500,10/26/2002,10,A
USGS,7121500,10/27/2002,9.6,A
USGS,7121500,10/28/2002,9.6,A
USGS,7121500,10/29/2002,9.8,A
USGS,7121500,10/30/2002,12,A
USGS,7121500,10/31/2002,13,A
USGS,7121500,11/1/2002,18,A
USGS,7121500,11/2/2002,19,A
USGS,7121500,11/3/2002,14,A
USGS,7121500,11/4/2002,12,A
USGS,7121500,11/5/2002,12,A
USGS,7121500,11/6/2002,13,A
USGS,7121500,11/7/2002,13,A
USGS,7121500,11/8/2002,14,A
USGS,7121500,11/9/2002,15,A
USGS,7121500,11/10/2002,18,A
USGS,7121500,11/11/2002,14,A
USGS,7121500,11/12/2002,12,A
USGS,7121500,11/13/2002,11,A
USGS,7121500,11/14/2002,11,A
USGS,7121500,11/15/2002,19,A
USGS,7121500,11/16/2002,15,A
USGS,7121500,11/17/2002,13,A
USGS,7121500,11/18/2002,15,A
USGS,7121500,11/19/2002,15,A
USGS,7121500,11/20/2002,16,A
USGS,7121500,11/21/2002,13,A
USGS,7121500,11/22/2002,14,A
USGS,7121500,11/23/2002,15,A
USGS,7121500,11/24/2002,15,A
USGS,7121500,11/25/2002,14,A
USGS,7121500,11/26/2002,13,A
USGS,7121500,11/27/2002,22,A
USGS,7121500,11/28/2002,34,A
USGS,7121500,11/29/2002,22,A
USGS,7121500,11/30/2002,21,A
USGS,7121500,12/1/2002,17,A
USGS,7121500,12/2/2002,15,A
USGS,7121500,12/3/2002,15,A
USGS,7121500,12/4/2002,28,A
USGS,7121500,12/5/2002,31,A
USGS,7121500,12/6/2002,31,A
USGS,7121500,12/7/2002,31,A
USGS,7121500,12/8/2002,31,A
USGS,7121500,12/9/2002,28,A
USGS,7121500,12/10/2002,22,A
USGS,7121500,12/11/2002,23,A
USGS,7121500,12/12/2002,26,A
USGS,7121500,12/13/2002,18,A
USGS,7121500,12/14/2002,18,A
USGS,7121500,12/15/2002,18,A
USGS,7121500,12/16/2002,19,A
USGS,7121500,12/17/2002,17,A
USGS,7121500,12/18/2002,17,A
USGS,7121500,12/19/2002,17,A
USGS,7121500,12/20/2002,24,A
USGS,7121500,12/21/2002,34,A
USGS,7121500,12/22/2002,33,A
USGS,7121500,12/23/2002,41,A
USGS,7121500,12/24/2002,16,A
USGS,7121500,12/25/2002,8.5,A
USGS,7121500,12/26/2002,8.2,A
USGS,7121500,12/27/2002,8.2,A
USGS,7121500,12/28/2002,8.5,A
USGS,7121500,12/29/2002,9,A
USGS,7121500,12/30/2002,9.2,A
USGS,7121500,12/31/2002,9.2,A
USGS,7121500,1/1/2003,9.4,A
USGS,7121500,1/2/2003,9.5,A
USGS,7121500,1/3/2003,9.5,A
USGS,7121500,1/4/2003,9.7,A
USGS,7121500,1/5/2003,9.9,A
USGS,7121500,1/6/2003,9.9,A
USGS,7121500,1/7/2003,10,A
USGS,7121500,1/8/2003,31,A
USGS,7121500,1/9/2003,22,A
USGS,7121500,1/10/2003,17,A
USGS,7121500,1/11/2003,24,A
USGS,7121500,1/12/2003,8.3,A
USGS,7121500,1/13/2003,7.8,A
USGS,7121500,1/14/2003,7.9,A
USGS,7121500,1/15/2003,8.3,A
USGS,7121500,1/16/2003,8.2,A
USGS,7121500,1/17/2003,8.5,A
USGS,7121500,1/18/2003,8.8,A
USGS,7121500,1/19/2003,8.9,A
USGS,7121500,1/20/2003,9,A
USGS,7121500,1/21/2003,9,A
USGS,7121500,1/22/2003,9.2,A
USGS,7121500,1/23/2003,9.3,A
USGS,7121500,1/24/2003,9.5,A
USGS,7121500,1/25/2003,9.7,A
USGS,7121500,1/26/2003,9.8,A
USGS,7121500,1/27/2003,10,A
USGS,7121500,1/28/2003,10,A
USGS,7121500,1/29/2003,12,A
USGS,7121500,1/30/2003,39,A
USGS,7121500,1/31/2003,21,A
USGS,7121500,2/1/2003,15,A
USGS,7121500,2/2/2003,24,A
USGS,7121500,2/3/2003,40,A
USGS,7121500,2/4/2003,42,A
USGS,7121500,2/5/2003,40,A
USGS,7121500,2/6/2003,42,A
USGS,7121500,2/7/2003,26,A
USGS,7121500,2/8/2003,6.9,A
USGS,7121500,2/9/2003,6.4,A
USGS,7121500,2/10/2003,6.6,A
USGS,7121500,2/11/2003,6.7,A
USGS,7121500,2/12/2003,7.3,A
USGS,7121500,2/13/2003,7.8,A
USGS,7121500,2/14/2003,8.3,A
USGS,7121500,2/15/2003,8.2,A
USGS,7121500,2/16/2003,8.2,A
USGS,7121500,2/17/2003,8.4,A
USGS,7121500,2/18/2003,29,A
USGS,7121500,2/19/2003,10,A
USGS,7121500,2/20/2003,10,A
USGS,7121500,2/21/2003,8.1,A
USGS,7121500,2/22/2003,8.2,A
USGS,7121500,2/23/2003,9.5,A
USGS,7121500,2/24/2003,10,A
USGS,7121500,2/25/2003,7.1,A
