"","Min","P_2.5","Mean","P_97.5","Max","SD","Skew","Kurt"
"Diff",-0.001583,-0.0008722,1.305e-05,0.0008847,0.001609,0.0003978,0.001774,4.989
"PctDiff",-0.209,-0.1364,0.002895,0.1428,0.2289,0.07269,0.01289,2.962
