"","X","DATE","q.in","ec.in","t.in","q.out","ec.out","t.out","q.BIG","q.BUF","q.WIL","q.FRO","df.0","df.1","dg.0","dg.1","p","et"
"1",1,"3/1/1999",0.93445593747,2.24,5,5.80495355095,NA,NA,0.70792116475,NA,0.274673411923,0,0.0733425,NA,0.9551987501016,NA,0,0.005588
"2",2,"3/2/1999",0.93445593747,2.25,4.9,5.69168616459,NA,NA,0.70792116475,NA,0.237861511356,0,0.0760095,0.0733425,0.9557702501016,0.9551987501016,0,0.007874
"3",3,"3/3/1999",0.99108963065,2.25,5.35,5.52178508505,NA,NA,0.70792116475,NA,0.232198142038,0,0.0871855001016,0.0760095,0.9593262498984,0.9557702501016,0,0.005588
"4",4,"3/4/1999",0.70792116475,2.26,5.9,5.60673562482,NA,NA,0.70792116475,NA,0.22653477272,0,0.0330199998984,0.0871855001016,0.9621837498984,0.9593262498984,0,0.004318
"5",5,"3/5/1999",0.45306954544,2.27,6.4,5.40851769869,NA,NA,0.70792116475,NA,0.206712980107,0,-0.0229234998984,0.0330199998984,0.9455149998984,0.9621837498984,0,0.002794
"6",6,"3/6/1999",0.42475269885,2.28,5.6,5.21029977256,NA,NA,0.67960431816,NA,0.209544664766,0,-0.0322579998984,-0.0229234998984,0.9366250001016,0.9455149998984,0,0.003556
"7",7,"3/7/1999",0.39643585226,2.29,6.15,5.12534923279,NA,NA,0.76455485793,NA,0.209544664766,0,-0.0366394998984,-0.0322579998984,0.9332912501016,0.9366250001016,0.004572,0.003302
"8",8,"3/8/1999",0.42475269885,2.3,6.8,5.49346823846,NA,NA,0.8495053977,NA,0.203881295448,0,-0.023622,-0.0366394998984,0.9451339998984,0.9332912501016,0,0.00508
"9",9,"3/9/1999",0.36811900567,2.28,5.9,5.55010193164,NA,NA,0.90613909088,NA,0.201049610789,0,-0.0416560001016,-0.023622,0.9428162501016,0.9451339998984,0,0.003556
"10",10,"3/10/1999",0.36811900567,2.26,5.8,5.40851769869,NA,NA,0.87782224429,NA,0.19821792613,0,-0.039624,-0.0416560001016,0.9401175,0.9428162501016,0,0.000508
"11",11,"3/11/1999",0.33980215908,2.25,4.85,5.26693346574,NA,NA,0.8495053977,NA,0.206712980107,0,-0.0421005,-0.039624,0.9463405001016,0.9401175,0,0.000508
"12",12,"3/12/1999",0.31148531249,2.25,4.3,5.60673562482,NA,NA,0.87782224429,NA,0.203881295448,0,-0.0499744998984,-0.0421005,0.94859475,0.9463405001016,0.00635,0.00127
"13",13,"3/13/1999",1.47247602268,2.24,4.5,5.88990409072,NA,NA,0.90613909088,NA,0.2831684659,0,0.1202055,-0.0499744998984,0.9492615,0.94859475,0,0.002032
"14",14,"3/14/1999",2.01049610789,2.26,5.5,6.2297062498,NA,NA,1.10435701701,NA,0.235029826697,0,0.2100580001016,0.1202055,0.9933304998984,0.9492615,0,0.005334
"15",15,"3/15/1999",1.21762440337,2.26,6.25,6.25802309639,NA,NA,1.16099071019,NA,0.223703088061,0,0.1080135,0.2100580001016,1.0209212501016,0.9933304998984,0,0.007366
"16",16,"3/16/1999",0.42475269885,2.26,6.45,6.37129048275,NA,NA,1.16099071019,NA,0.31148531249,0,-0.0119380001016,0.1080135,0.9952037501016,1.0209212501016,0,0.005334
"17",17,"3/17/1999",0.39643585226,2.25,6.05,5.88990409072,NA,NA,0.99108963065,NA,0.65128747157,0,-0.0193039998984,-0.0119380001016,0.9646602498984,0.9952037501016,0.000508,0.001016
"18",18,"3/18/1999",0.36811900567,2.24,5.05,5.49346823846,NA,NA,0.93445593747,NA,1.01940647724,0,-0.0196849998984,-0.0193039998984,0.949833,0.9646602498984,0.008382,0.001778
"19",19,"3/19/1999",1.35920863632,2.23,5.8,5.77663670436,NA,NA,1.01940647724,NA,0.96277278406,0,0.1164589998984,-0.0196849998984,0.9619615001016,0.949833,0,0.004572
"20",20,"3/20/1999",1.21762440337,2.23,6.55,6.25802309639,NA,NA,1.16099071019,NA,0.53802008521,0,0.1176019998984,0.1164589998984,0.9999979998984,0.9619615001016,0,0.007366
"21",21,"3/21/1999",0.39643585226,2.23,7.1,6.11643886344,NA,NA,1.04772332383,NA,0.266178357946,0,-0.003429,0.1176019998984,0.9778047498984,0.9999979998984,0,0.005842
"22",22,"3/22/1999",0.39643585226,2.24,6.5,5.72000301118,NA,NA,0.96277278406,NA,0.2831684659,0,-0.002667,-0.003429,0.9538017498984,0.9778047498984,0,0.003556
"23",23,"3/23/1999",0.39643585226,2.22,6.3,5.35188400551,NA,NA,0.93445593747,NA,0.31148531249,0,-0.0055245,-0.002667,0.9488170001016,0.9538017498984,0.01651,0.00127
"24",24,"3/24/1999",0.50970323862,2.2,5.9,5.69168616459,NA,NA,0.96277278406,NA,0.45306954544,0,0.0212725001016,-0.0055245,0.95945325,0.9488170001016,0,0.004318
"25",25,"3/25/1999",0.50970323862,2.2,6.45,6.31465678957,NA,NA,1.38752548291,NA,0.42475269885,0,0.0186055001016,0.0212725001016,0.9771379998984,0.95945325,0,0.008636
"26",26,"3/26/1999",0.45306954544,2.2,7.15,6.68277579524,NA,NA,2.86000150559,NA,0.33980215908,0,0.0097789998984,0.0186055001016,1.033653,0.9771379998984,0,0.010668
"27",27,"3/27/1999",0.42475269885,2.21,7.6,7.10752849409,NA,NA,2.66178357946,NA,0.39643585226,0,0.0029209998984,0.0097789998984,1.0553065001016,1.033653,0,0.005588
"28",28,"3/28/1999",0.39643585226,2.19,7.5,6.88099372137,NA,NA,2.15208034084,NA,0.48138639203,0,-0.0027304998984,0.0029209998984,1.0350499998984,1.0553065001016,0,0.006096
"29",29,"3/29/1999",0.36811900567,2.19,7.35,6.62614210206,NA,NA,1.61406025563,NA,0.39643585226,0,-0.0073024998984,-0.0027304998984,1.0151427498984,1.0350499998984,0,0.013462
"30",30,"3/30/1999",0.42475269885,2.22,7.85,6.39960732934,NA,NA,1.44415917609,NA,2.2653477272,0,0.0016510001016,-0.0073024998984,0.9984739998984,1.0151427498984,0,0.012446
"31",31,"3/31/1999",0.39643585226,2.23,8.25,6.28633994298,NA,NA,1.33089178973,NA,1.27425809655,0,-0.0056515001016,0.0016510001016,0.9890442498984,0.9984739998984,0,0.009398
"32",32,"4/1/1999",0.36811900567,2.23,8.4,6.2297062498,NA,NA,1.61406025563,NA,0.53802008521,0,-0.0071119998984,-0.0056515001016,0.9892030001016,0.9890442498984,0.00254,0.003048
"33",33,"4/2/1999",0.39643585226,2.22,8,6.2297062498,NA,NA,1.84059502835,NA,0.62297062498,0,-0.006858,-0.0071119998984,0.9997122498984,0.9892030001016,0,0.005588
"34",34,"4/3/1999",0.42475269885,2.2,8.4,6.48455786911,NA,NA,1.95386241471,NA,0.82118855111,0,0.0045085001016,-0.006858,0.9879012498984,0.9997122498984,0.008636,0.00508
"35",35,"4/4/1999",0.48138639203,2.19,8.3,6.42792417593,NA,NA,1.84059502835,NA,0.42475269885,0,0.0161013913176,0.0045085001016,0.9124784347296,0.9879012498984,0.005588,0.00508
"36",36,"4/5/1999",0.99108963065,2.19,8.6,7.3623801134,NA,NA,1.81227818176,NA,0.189722872153,0,0.0856615001016,0.0161013913176,0.9327197501016,0.9124784347296,0,0.00889
"37",37,"4/6/1999",1.04772332383,2.19,8.95,7.39069695999,NA,NA,2.23703088061,NA,0.229366457379,0,0.1020445001016,0.0856615001016,0.9537064998984,0.9327197501016,0,0.008636
"38",38,"4/7/1999",0.48138639203,2.18,9.05,7.41901380658,NA,NA,2.94495204536,NA,0.31148531249,0,0.012954,0.1020445001016,0.97431225,0.9537064998984,0,0.013716
"39",39,"4/8/1999",0.39643585226,2.19,8.9,7.44733065317,NA,NA,2.831684659,NA,3.59623951693,0,-0.0027940001016,0.012954,0.97431225,0.97431225,0,0.0127
"40",40,"4/9/1999",0.39643585226,2.19,9.6,7.05089480091,NA,NA,1.92554556812,NA,5.57841877823,0,-0.0016510001016,-0.0027940001016,0.9340215,0.97431225,0,0.009144
"41",41,"4/10/1999",0.39643585226,2.2,9.35,6.68277579524,NA,NA,1.44415917609,NA,1.67069394881,0,-0.0046990001016,-0.0016510001016,0.8893810001016,0.9340215,0,0.006096
"42",42,"4/11/1999",0.39643585226,2.19,9.55,6.54119156229,NA,NA,1.50079286927,NA,1.04772332383,0,-0.0067309998984,-0.0046990001016,0.8829675,0.8893810001016,0,0.010414
"43",43,"4/12/1999",0.36811900567,2.18,9.4,6.28633994298,NA,NA,1.84059502835,NA,1.30257494314,0,-0.0165735,-0.0067309998984,0.90439875,0.8829675,0.004572,0.003048
"44",44,"4/13/1999",0.59465377839,2.24,9.3,5.91822093731,NA,NA,2.29366457379,NA,0.90613909088,0,0.0304165001016,-0.0165735,0.921639,0.90439875,0.034544,0.003556
"45",45,"4/14/1999",2.18039718743,2.24,8.9,6.62614210206,NA,NA,3.87940798283,NA,1.1326738636,0,0.1981834998984,0.0304165001016,0.9998074998984,0.921639,0,0.00508
"46",46,"4/15/1999",2.94495204536,2.25,8.75,8.32515289746,NA,NA,6.45624102252,NA,0.96277278406,0,0.3094990001016,0.1981834998984,1.1927205,0.9998074998984,0,0.005334
"47",47,"4/16/1999",1.78396133517,2.25,8.4,9.79762892014,NA,NA,3.53960582375,NA,0.87782224429,0,0.1842769998984,0.3094990001016,1.1231245001016,1.1927205,0,0.00635
"48",48,"4/17/1999",1.07604017042,2.25,8.5,8.32515289746,NA,NA,2.69010042605,NA,0.99108963065,0,0.1044574998984,0.1842769998984,1.0475595,1.1231245001016,0,0.009398
"49",49,"4/18/1999",0.65128747157,2.25,9.3,7.44733065317,NA,NA,2.60514988628,NA,1.16099071019,0,0.0455929998984,0.1044574998984,1.0068242501016,1.0475595,0,0.008382
"50",50,"4/19/1999",0.70792116475,2.25,9.1,6.96594426114,NA,NA,2.88831835218,NA,1.18930755678,0,0.0532129998984,0.0455929998984,0.9752329998984,1.0068242501016,0,0.008382
"51",51,"4/20/1999",1.67069394881,2.25,9.05,7.02257795432,NA,NA,2.86000150559,NA,0.90613909088,0,0.1681480001016,0.0532129998984,1.0045699998984,0.9752329998984,0.000762,0.006096
"52",52,"4/21/1999",1.86891187494,2.23,8.9,7.53228119294,NA,NA,0.93445593747,NA,0.76455485793,0,0.1906905,0.1681480001016,0.9593262498984,1.0045699998984,0.006096,0.00254
"53",53,"4/22/1999",1.84059502835,2.23,8.9,9.88257945991,NA,NA,0.87782224429,NA,0.67960431816,0,0.185166,0.1906905,0.9366250001016,0.9593262498984,0.002032,0.000762
"54",54,"4/23/1999",1.92554556812,2.23,8.8,10.13743107922,NA,NA,0.93445593747,NA,0.62297062498,0,0.1974850001016,0.185166,0.9411970001016,0.9366250001016,0.000762,0.000508
"55",55,"4/24/1999",0.99108963065,2.23,8.7,8.89148982926,NA,NA,0.8495053977,NA,0.59465377839,0,0.0960754998984,0.1974850001016,0.9443085,0.9411970001016,0.017018,0.00381
"56",56,"4/25/1999",2.29366457379,2.23,9.05,9.11802460198,NA,NA,0.93445593747,NA,0.5663369318,0,0.2305684998984,0.0960754998984,0.9385617498984,0.9443085,0,0.00508
"57",57,"4/26/1999",3.14316997149,2.23,9.2,10.53386693148,NA,NA,0.96277278406,NA,0.70792116475,0,0.3283585001016,0.2305684998984,1.001649,0.9385617498984,0,0.00762
"58",58,"4/27/1999",2.88831835218,2.22,9.4,9.28792568152,NA,NA,0.82118855111,NA,0.96277278406,0,0.3001645001016,0.3283585001016,1.0043794998984,1.001649,0.0127,0.006096
"59",59,"4/28/1999",1.58574340904,2.2,9.25,8.38178659064,NA,NA,0.76455485793,NA,0.8495053977,0,0.1628775,0.3001645001016,0.96116775,1.0043794998984,0.002286,0.000508
"60",60,"4/29/1999",2.12376349425,2.22,9.35,7.70218227248,NA,NA,0.82118855111,NA,1.38752548291,0,0.2162809998984,0.1628775,0.931545,0.96116775,0.027178,0.000508
"61",61,"4/30/1999",3.17148681808,2.21,9.55,8.97644036903,NA,NA,1.07604017042,NA,1.18930755678,0,0.2953384998984,0.2162809998984,0.9935209998984,0.931545,0.03302,0.00127
"62",62,"5/1/1999",10.67545116443,NA,NA,16.28218678925,NA,NA,3.53960582375,NA,0.93445593747,0,0.8017510001016,0.2953384998984,1.3950949998984,0.9935209998984,0,0.006858
"63",63,"5/2/1999",13.70535374956,NA,NA,41.6257644873,NA,NA,4.04930906237,NA,0.96277278406,0.0073623801134,0.9305925,0.8017510001016,1.6704310001016,1.3950949998984,0,0.010414
"64",64,"5/3/1999",37.6614059647,2.18,10.95,32.8475420444,NA,NA,1.86891187494,NA,1.27425809655,0.0138752548291,1.6125190001016,0.9305925,1.7491392498984,1.6704310001016,0.000762,0.007112
"65",65,"5/4/1999",45.8732914758,2.1,11.35,43.6079437486,NA,NA,41.3425960214,NA,1.4158423295,0.0073623801134,1.8186400001016,1.6125190001016,2.2672675001016,1.7491392498984,0.000508,0.00635
"66",66,"5/5/1999",43.8911122145,2.05,11.15,74.4733065317,NA,NA,39.9267536919,NA,1.30257494314,0,1.7694274998984,1.8186400001016,2.7040204998984,2.2672675001016,0,0.008128
"67",67,"5/6/1999",35.9623951693,1.99,10.95,93.7287622129,NA,NA,16.79189002787,NA,0.65128747157,0,1.5668665532304,1.7694274998984,2.3623905,2.7040204998984,0,0.006858
"68",68,"5/7/1999",45.306954544,2.02,11.1,68.2436002819,NA,NA,7.44733065317,NA,0.73623801134,0,1.7709514998984,1.5668665532304,2.2329139998984,2.3623905,0,0.00889
"69",69,"5/8/1999",56.0673562482,2.05,11.15,63.4297363616,NA,NA,2.49188249992,NA,2.32198142038,0,1.9886295,1.7709514998984,2.30171625,2.2329139998984,0,0.015494
"70",70,"5/9/1999",62.8633994298,2.06,11.15,67.960431816,NA,NA,1.24594124996,NA,1.07604017042,0,2.105088498984,1.9886295,2.3836630001016,2.30171625,0.000254,0.007874
"71",71,"5/10/1999",62.5802309639,2.04,11.2,71.9247903386,NA,NA,1.16099071019,NA,1.27425809655,0,2.093722001016,2.105088498984,2.4242395001016,2.3836630001016,0.000254,0.00508
"72",72,"5/11/1999",62.8633994298,1.99,11.45,75.3228119294,NA,NA,1.18930755678,NA,0.99108963065,0,2.087562498984,2.093722001016,2.4087454998984,2.4242395001016,0,0.007366
"73",73,"5/12/1999",63.1465678957,1.94,11.75,74.4733065317,NA,NA,1.18930755678,NA,0.76455485793,0,2.083435001016,2.087562498984,2.4021732498984,2.4087454998984,0,0.01524
"74",74,"5/13/1999",64.8455786911,1.99,11.65,73.3406326681,NA,NA,1.18930755678,NA,0.65128747157,0,2.106040998984,2.083435001016,2.4054435,2.4021732498984,0,0.012446
"75",75,"5/14/1999",65.128747157,2,11.5,73.623801134,NA,NA,1.18930755678,NA,0.5663369318,0,2.0987385,2.106040998984,2.4085549998984,2.4054435,0,0.011176
"76",76,"5/15/1999",66.2614210206,1.98,11.7,73.9069695999,NA,NA,1.21762440337,NA,0.5663369318,0,2.1101685,2.0987385,2.3873142498984,2.4085549998984,0,0.00635
"77",77,"5/16/1999",67.3940948842,1.98,11.75,73.623801134,NA,NA,1.21762440337,NA,0.5663369318,0,2.124709998984,2.1101685,2.3711535,2.3873142498984,0,0.007366
"78",78,"5/17/1999",71.0752849409,1.97,12,74.7564749976,NA,NA,1.4158423295,NA,0.48138639203,0,2.177542001016,2.124709998984,2.3810912501016,2.3711535,0,0.012954
"79",79,"5/18/1999",70.792116475,1.96,11.9,76.7386542589,NA,NA,1.16099071019,NA,0.48138639203,0,2.167953498984,2.177542001016,2.4049354998984,2.3810912501016,0,0.015494
"80",80,"5/19/1999",70.5089480091,1.94,12.35,77.0218227248,NA,NA,1.16099071019,NA,0.48138639203,0,2.157539501016,2.167953498984,2.4054435,2.4049354998984,0.00254,0.006604
"81",81,"5/20/1999",70.5089480091,1.93,12.6,76.7386542589,NA,NA,1.27425809655,NA,1.1326738636,0,2.159127,2.157539501016,2.4098884998984,2.4054435,0,0.007366
"82",82,"5/21/1999",70.2257795432,1.92,13,76.7386542589,NA,NA,1.24594124996,NA,1.04772332383,0,2.148903498984,2.159127,2.4065230001016,2.4098884998984,0,0.009652
"83",83,"5/22/1999",68.8099372137,1.92,13.05,75.6059803953,NA,NA,1.18930755678,NA,0.8495053977,0,2.125662498984,2.148903498984,2.4035385,2.4065230001016,0,0.005588
"84",84,"5/23/1999",67.960431816,1.91,13.25,76.455485793,NA,NA,1.16099071019,NA,0.50970323862,0,2.105723501016,2.125662498984,2.4020462501016,2.4035385,0,0.008128
"85",85,"5/24/1999",68.8099372137,1.92,13.25,76.455485793,NA,NA,1.16099071019,NA,0.48138639203,0,2.119630001016,2.105723501016,2.4109997501016,2.4020462501016,0.005842,0.002286
"86",86,"5/25/1999",68.2436002819,1.91,13.3,77.8713281225,NA,NA,1.18930755678,NA,0.53802008521,0,2.106612498984,2.119630001016,2.4205247501016,2.4109997501016,0,0.004826
"87",87,"5/26/1999",60.0317147708,1.91,13.55,79.287170452,NA,NA,1.21762440337,NA,0.42475269885,0,1.9634835,2.106612498984,2.38991775,2.4205247501016,0,0.004572
"88",88,"5/27/1999",68.2436002819,1.9,13.7,76.1723173271,NA,NA,1.18930755678,NA,0.42475269885,0,2.097468498984,1.9634835,2.34648375,2.38991775,0,0.007112
"89",89,"5/28/1999",68.8099372137,1.91,13.75,77.0218227248,NA,NA,1.18930755678,NA,0.39643585226,0.53802008521,2.105278998984,2.097468498984,2.4167147501016,2.34648375,0,0.009652
"90",90,"5/29/1999",69.0931056796,1.9,14.25,78.7208335202,NA,NA,1.33089178973,NA,0.39643585226,1.01940647724,2.102739,2.105278998984,2.4160797498984,2.4167147501016,0,0.008382
"91",91,"5/30/1999",68.8099372137,1.89,14.5,78.7208335202,NA,NA,1.38752548291,NA,0.36811900567,1.01940647724,2.093658498984,2.102739,2.4166512498984,2.4160797498984,0,0.008636
"92",92,"5/31/1999",67.960431816,1.88,14.65,78.4376650543,NA,NA,1.24594124996,NA,0.39643585226,1.10435701701,2.076513498984,2.093658498984,2.4009032501016,2.4166512498984,0,0.008128
"93",93,"6/1/1999",68.2436002819,1.88,15.05,78.7208335202,NA,NA,1.21762440337,NA,0.93445593747,1.07604017042,2.076196001016,2.076513498984,2.390394,2.4009032501016,0,0.014986
"94",94,"6/2/1999",69.6594426114,1.88,14.75,77.8713281225,2.25,NA,1.16099071019,NA,0.87782224429,0.90613909088,2.098167,2.076196001016,2.3842345001016,2.390394,0,0.014224
"95",95,"6/3/1999",69.3762741455,1.88,15.25,77.8713281225,2.225,NA,1.16099071019,NA,1.01940647724,1.1326738636,2.088578501016,2.098167,2.3880277894416,2.3842345001016,0,0.018542
"96",96,"6/4/1999",74.4733065317,1.87,16.2,78.1544965884,2.203,NA,1.44415917609,NA,1.10435701701,1.16099071019,2.161159001016,2.088578501016,2.40077625,2.3880277894416,0,0.01397
"97",97,"6/5/1999",73.3406326681,1.87,16.9,79.287170452,2.19,NA,1.52910971586,NA,1.04772332383,1.1326738636,2.141283498984,2.161159001016,2.41935,2.40077625,0,0.011176
"98",98,"6/6/1999",75.8891488612,1.86,17.7,78.4376650543,2.192,NA,1.61406025563,NA,1.07604017042,1.1326738636,2.174113001016,2.141283498984,2.4109045001016,2.41935,0,0.014986
"99",99,"6/7/1999",76.455485793,1.87,17.25,79.5703389179,2.179,NA,1.78396133517,NA,1.75564448858,1.27425809655,2.180780501016,2.174113001016,2.4330342498984,2.4109045001016,0.000508,0.017018
"100",100,"6/8/1999",75.3228119294,1.86,17.4,79.5703389179,2.17,NA,1.61406025563,NA,2.74673411923,1.50079286927,2.158746,2.180780501016,2.4304307501016,2.4330342498984,0,0.009906
"101",101,"6/9/1999",74.7564749976,1.86,17.25,79.8535073838,2.166,NA,1.38752548291,NA,4.61564599417,1.47247602268,2.145728501016,2.158746,2.4201437501016,2.4304307501016,0.002794,0.006858
"102",102,"6/10/1999",72.2079588045,1.87,17.35,79.8535073838,2.172,NA,1.47247602268,NA,2.29366457379,1.47247602268,2.104707498984,2.145728501016,2.415159,2.4201437501016,0.001524,0.00635
"103",103,"6/11/1999",61.1643886344,1.87,17.45,79.287170452,2.18,NA,1.27425809655,NA,1.81227818176,1.30257494314,1.920938501016,2.104707498984,2.3586122501016,2.415159,0.00381,0.005842
"104",104,"6/12/1999",59.7485463049,1.87,17.7,79.0040019861,2.14,NA,1.21762440337,NA,2.97326889195,1.1326738636,1.896681498984,1.920938501016,2.3491189998984,2.3586122501016,0,0.006096
"105",105,"6/13/1999",58.0495355095,1.88,17.65,78.1544965884,2.233,NA,1.24594124996,NA,2.18039718743,1.1326738636,1.8679159998984,1.896681498984,2.3015892498984,2.3491189998984,0,0.008636
"106",106,"6/14/1999",55.2178508505,1.88,17.5,73.0574642022,2.269,NA,1.30257494314,NA,2.20871403402,1.1326738636,1.8191479998984,1.8679159998984,2.2485032501016,2.3015892498984,0,0.00762
"107",107,"6/15/1999",55.7841877823,1.88,17.85,70.2257795432,2.274,NA,1.30257494314,NA,2.63346673287,1.16099071019,1.8294349998984,1.8191479998984,2.2186264998984,2.2485032501016,0,0.004572
"108",108,"6/16/1999",53.802008521,1.88,17.65,69.0931056796,2.246,NA,1.27425809655,NA,0.96277278406,1.16099071019,1.7915890001016,1.8294349998984,2.19351225,2.2186264998984,0,0.008382
"109",109,"6/17/1999",45.0237860781,1.89,17.7,68.5267687478,2.268,NA,1.21762440337,NA,1.01940647724,0.96277278406,1.6245205001016,1.7915890001016,2.1230590001016,2.19351225,0,0.009652
"110",110,"6/18/1999",45.0237860781,1.88,18.15,62.8633994298,2.298,NA,1.16099071019,NA,0.5663369318,0.0260514988628,1.6235044998984,1.6245205001016,2.0704174998984,2.1230590001016,0,0.009652
"111",111,"6/19/1999",43.8911122145,1.88,18.3,61.1643886344,2.249,NA,1.10435701701,NA,0.5663369318,0.0107604017042,1.6022320001016,1.6235044998984,2.036445,2.0704174998984,0,0.011684
"112",112,"6/20/1999",43.6079437486,1.87,18.15,58.8990409072,2.26,NA,1.07604017042,NA,0.53802008521,0.161406025563,1.5962629998984,1.6022320001016,2.0280312498984,2.036445,0,0.010668
"113",113,"6/21/1999",43.8911122145,1.87,18.25,56.63369318,2.274,NA,1.07604017042,NA,0.53802008521,0.99108963065,1.6043275001016,1.5962629998984,2.0416202501016,2.0280312498984,0.000254,0.012446
"114",114,"6/22/1999",43.6079437486,1.86,18.35,56.63369318,2.277,NA,1.07604017042,NA,0.5663369318,1.04772332383,1.5989935001016,1.6043275001016,2.03425425,2.0416202501016,0,0.009652
"115",115,"6/23/1999",41.3425960214,1.86,18.45,55.7841877823,2.26,NA,1.04772332383,NA,0.62297062498,1.01940647724,1.5523845,1.5989935001016,2.01729975,2.03425425,0.008128,0.011176
"116",116,"6/24/1999",33.1307105103,1.85,18.9,58.3327039754,2.22,NA,1.01940647724,NA,0.8495053977,1.04772332383,1.3683615,1.5523845,1.9733260001016,2.01729975,0.000508,0.01143
"117",117,"6/25/1999",30.8653627831,1.86,18.85,49.8376499984,2.347,NA,0.99108963065,NA,0.59465377839,0.90613909088,1.3207999998984,1.3683615,1.9099847501016,1.9733260001016,0,0.011176
"118",118,"6/26/1999",22.11545718679,1.87,18.85,42.475269885,NA,NA,0.90613909088,NA,0.45306954544,1.18930755678,1.0948669998984,1.3207999998984,1.8170207501016,1.9099847501016,0,0.009652
"119",119,"6/27/1999",22.71011096518,1.88,18.85,34.5465528398,NA,NA,0.93445593747,NA,0.42475269885,1.16099071019,1.1116945001016,1.0948669998984,1.7337405,1.8170207501016,0,0.009906
"120",120,"6/28/1999",23.72951744242,1.88,19.15,32.2812051126,NA,NA,0.87782224429,NA,0.45306954544,1.24594124996,1.1315065001016,1.1116945001016,1.7096104998984,1.7337405,0,0.012192
"121",121,"6/29/1999",36.811900567,1.89,18.95,34.2633843739,NA,NA,0.93445593747,NA,0.42475269885,1.18930755678,1.4529435,1.1315065001016,1.8162587501016,1.7096104998984,0,0.00762
"122",122,"6/30/1999",39.0772482942,1.89,19,44.4574491463,NA,NA,0.99108963065,NA,0.50970323862,1.16099071019,1.4999335001016,1.4529435,1.9331305001016,1.8162587501016,0,0.010414
"123",123,"7/1/1999",33.980215908,1.89,19.05,48.9881446007,NA,NA,0.99108963065,NA,0.48138639203,1.16099071019,1.3923645,1.4999335001016,1.9282092498984,1.9331305001016,0.007366,0.014478
"124",124,"7/2/1999",23.10654681744,1.89,19.25,43.6079437486,NA,NA,1.01940647724,NA,0.36811900567,0.90613909088,1.1191240001016,1.3923645,1.8232120001016,1.9282092498984,0,0.016256
"125",125,"7/3/1999",9.17465829516,1.89,19.2,35.3960582375,NA,NA,0.79287170452,NA,0.39643585226,0.59465377839,0.649986,1.1191240001016,1.6246157501016,1.8232120001016,0,0.018288
"126",126,"7/4/1999",7.95703389179,1.89,19.4,23.87110167537,NA,NA,0.82118855111,NA,0.36811900567,0.107604017042,0.5944234998984,0.649986,1.4408785001016,1.6246157501016,0,0.014478
"127",127,"7/5/1999",6.88099372137,1.88,19.3,20.18991161867,NA,NA,0.82118855111,NA,0.45306954544,0.79287170452,0.5412105,0.5944234998984,1.3679170001016,1.4408785001016,0,0.006858
"128",128,"7/6/1999",5.29525031233,1.88,19.35,17.2732764199,NA,NA,0.82118855111,NA,0.48138639203,1.16099071019,0.451866,0.5412105,1.3058140001016,1.3679170001016,0,0.012446
"129",129,"7/7/1999",3.70950690329,1.88,19.35,14.69644338021,NA,NA,0.8495053977,NA,0.50970323862,1.24594124996,0.347853,0.451866,1.2173584998984,1.3058140001016,0,0.017272
"130",130,"7/8/1999",3.76614059647,1.88,19.4,12.99743258481,NA,NA,0.87782224429,NA,0.62297062498,1.30257494314,0.3282949998984,0.347853,1.1558269998984,1.2173584998984,0,0.007874
"131",131,"7/9/1999",16.48040471538,1.85,20.2,11.12852070987,NA,NA,0.82118855111,NA,3.45465528398,1.27425809655,0.9194164998984,0.3282949998984,1.27254,1.1558269998984,0,0.007366
"132",132,"7/10/1999",15.82911724381,1.85,20.6,16.33882048243,NA,NA,0.79287170452,NA,3.56792267034,1.38752548291,0.9018904998984,0.9194164998984,1.5014892498984,1.27254,0,0.009652
"133",133,"7/11/1999",15.40436454496,1.87,20.45,17.61307857898,NA,NA,0.76455485793,NA,2.43524880674,1.35920863632,0.8869045001016,0.9018904998984,1.5269209998984,1.5014892498984,0,0.009398
"134",134,"7/12/1999",14.58317599385,1.86,20.45,18.9722872153,NA,NA,0.73623801134,NA,1.95386241471,1.33089178973,0.8573770001016,0.8869045001016,1.51571325,1.5269209998984,0,0.01143
"135",135,"7/13/1999",13.08238312458,1.85,20.6,18.37763343691,NA,NA,0.70792116475,NA,3.00158573854,1.24594124996,0.8046085001016,0.8573770001016,1.4848840001016,1.51571325,0,0.01778
"136",136,"7/14/1999",11.77980818144,1.84,20.85,16.45208786879,NA,NA,0.73623801134,NA,2.37861511356,1.21762440337,0.755142,0.8046085001016,1.43989425,1.4848840001016,0,0.013208
"137",137,"7/15/1999",12.34614511324,1.83,21.3,14.83802761316,NA,NA,0.79287170452,NA,4.16257644873,1.24594124996,0.773811,0.755142,1.4131607501016,1.43989425,0,0.008382
"138",138,"7/16/1999",21.18100124932,1.81,21.7,15.31941400519,NA,NA,0.76455485793,NA,2.32198142038,1.24594124996,1.0661650001016,0.773811,1.4879955,1.4131607501016,0,0.004826
"139",139,"7/17/1999",20.81288224365,1.78,22.2,21.15268440273,NA,NA,0.70792116475,NA,1.01940647724,1.24594124996,1.0575289998984,1.0661650001016,1.6016922498984,1.4879955,0.002286,0.010668
"140",140,"7/18/1999",15.77248355063,1.78,22.1,22.54020988564,NA,NA,0.76455485793,NA,0.79287170452,1.18930755678,0.89916,1.0575289998984,1.5743237501016,1.6016922498984,0,0.011938
