,DATE,q.in,ec.in,t.in,q.out,ec.out,t.out,q.BIG,q.BUF,q.WIL,q.FRO,df.0,df.1,dg.0,dg.1,p,et
1,3/1/1999,33,2.24,5,205,NA,NA,25,NA,9.7,0,0.240625,NA,3.133854167,NA,0,0.22
2,3/2/1999,33,2.25,4.9,201,NA,NA,25,NA,8.4,0,0.249375,0.240625,3.135729167,3.133854167,0,0.31
3,3/3/1999,35,2.25,5.35,195,NA,NA,25,NA,8.2,0,0.286041667,0.249375,3.147395833,3.135729167,0,0.22
4,3/4/1999,25,2.26,5.9,198,NA,NA,25,NA,8,0,0.108333333,0.286041667,3.156770833,3.147395833,0,0.17
5,3/5/1999,16,2.27,6.4,191,NA,NA,25,NA,7.3,0,-0.075208333,0.108333333,3.102083333,3.156770833,0,0.11
6,3/6/1999,15,2.28,5.6,184,NA,NA,24,NA,7.4,0,-0.105833333,-0.075208333,3.072916667,3.102083333,0,0.14
7,3/7/1999,14,2.29,6.15,181,NA,NA,27,NA,7.4,0,-0.120208333,-0.105833333,3.061979167,3.072916667,0.18,0.13
8,3/8/1999,15,2.3,6.8,194,NA,NA,30,NA,7.2,0,-0.0775,-0.120208333,3.100833333,3.061979167,0,0.2
9,3/9/1999,13,2.28,5.9,196,NA,NA,32,NA,7.1,0,-0.136666667,-0.0775,3.093229167,3.100833333,0,0.14
10,3/10/1999,13,2.26,5.8,191,NA,NA,31,NA,7,0,-0.13,-0.136666667,3.084375,3.093229167,0,0.02
11,3/11/1999,12,2.25,4.85,186,NA,NA,30,NA,7.3,0,-0.138125,-0.13,3.104791667,3.084375,0,0.02
12,3/12/1999,11,2.25,4.3,198,NA,NA,31,NA,7.2,0,-0.163958333,-0.138125,3.1121875,3.104791667,0.25,0.05
13,3/13/1999,52,2.24,4.5,208,NA,NA,32,NA,10,0,0.394375,-0.163958333,3.114375,3.1121875,0,0.08
14,3/14/1999,71,2.26,5.5,220,NA,NA,39,NA,8.3,0,0.689166667,0.394375,3.258958333,3.114375,0,0.21
15,3/15/1999,43,2.26,6.25,221,NA,NA,41,NA,7.9,0,0.354375,0.689166667,3.349479167,3.258958333,0,0.29
16,3/16/1999,15,2.26,6.45,225,NA,NA,41,NA,11,0,-0.039166667,0.354375,3.265104167,3.349479167,0,0.21
17,3/17/1999,14,2.25,6.05,208,NA,NA,35,NA,23,0,-0.063333333,-0.039166667,3.164895833,3.265104167,0.02,0.04
18,3/18/1999,13,2.24,5.05,194,NA,NA,33,NA,36,0,-0.064583333,-0.063333333,3.11625,3.164895833,0.33,0.07
19,3/19/1999,48,2.23,5.8,204,NA,NA,36,NA,34,0,0.382083333,-0.064583333,3.156041667,3.11625,0,0.18
20,3/20/1999,43,2.23,6.55,221,NA,NA,41,NA,19,0,0.385833333,0.382083333,3.280833333,3.156041667,0,0.29
21,3/21/1999,14,2.23,7.1,216,NA,NA,37,NA,9.4,0,-0.01125,0.385833333,3.208020833,3.280833333,0,0.23
22,3/22/1999,14,2.24,6.5,202,NA,NA,34,NA,10,0,-0.00875,-0.01125,3.129270833,3.208020833,0,0.14
23,3/23/1999,14,2.22,6.3,189,NA,NA,33,NA,11,0,-0.018125,-0.00875,3.112916667,3.129270833,0.65,0.05
24,3/24/1999,18,2.2,5.9,201,NA,NA,34,NA,16,0,0.069791667,-0.018125,3.1478125,3.112916667,0,0.17
25,3/25/1999,18,2.2,6.45,223,NA,NA,49,NA,15,0,0.061041667,0.069791667,3.205833333,3.1478125,0,0.34
26,3/26/1999,16,2.2,7.15,236,NA,NA,101,NA,12,0,0.032083333,0.061041667,3.39125,3.205833333,0,0.42
27,3/27/1999,15,2.21,7.6,251,NA,NA,94,NA,14,0,0.009583333,0.032083333,3.462291667,3.39125,0,0.22
28,3/28/1999,14,2.19,7.5,243,NA,NA,76,NA,17,0,-0.008958333,0.009583333,3.395833333,3.462291667,0,0.24
29,3/29/1999,13,2.19,7.35,234,NA,NA,57,NA,14,0,-0.023958333,-0.008958333,3.330520833,3.395833333,0,0.53
30,3/30/1999,15,2.22,7.85,226,NA,NA,51,NA,80,0,0.005416667,-0.023958333,3.275833333,3.330520833,0,0.49
31,3/31/1999,14,2.23,8.25,222,NA,NA,47,NA,45,0,-0.018541667,0.005416667,3.244895833,3.275833333,0,0.37
32,4/1/1999,13,2.23,8.4,220,NA,NA,57,NA,19,0,-0.023333333,-0.018541667,3.245416667,3.244895833,0.1,0.12
33,4/2/1999,14,2.22,8,220,NA,NA,65,NA,22,0,-0.0225,-0.023333333,3.279895833,3.245416667,0,0.22
34,4/3/1999,15,2.2,8.4,229,NA,NA,69,NA,29,0,0.014791667,-0.0225,3.241145833,3.279895833,0.34,0.2
35,4/4/1999,17,2.19,8.3,227,NA,NA,65,NA,15,0,0.052826087,0.014791667,2.993695652,3.241145833,0.22,0.2
36,4/5/1999,35,2.19,8.6,260,NA,NA,64,NA,6.7,0,0.281041667,0.052826087,3.060104167,2.993695652,0,0.35
37,4/6/1999,37,2.19,8.95,261,NA,NA,79,NA,8.1,0,0.334791667,0.281041667,3.128958333,3.060104167,0,0.34
38,4/7/1999,17,2.18,9.05,262,NA,NA,104,NA,11,0,0.0425,0.334791667,3.1965625,3.128958333,0,0.54
39,4/8/1999,14,2.19,8.9,263,NA,NA,100,NA,127,0,-0.009166667,0.0425,3.1965625,3.1965625,0,0.5
40,4/9/1999,14,2.19,9.6,249,NA,NA,68,NA,197,0,-0.005416667,-0.009166667,3.064375,3.1965625,0,0.36
41,4/10/1999,14,2.2,9.35,236,NA,NA,51,NA,59,0,-0.015416667,-0.005416667,2.917916667,3.064375,0,0.24
42,4/11/1999,14,2.19,9.55,231,NA,NA,53,NA,37,0,-0.022083333,-0.015416667,2.896875,2.917916667,0,0.41
43,4/12/1999,13,2.18,9.4,222,NA,NA,65,NA,46,0,-0.054375,-0.022083333,2.9671875,2.896875,0.18,0.12
44,4/13/1999,21,2.24,9.3,209,NA,NA,81,NA,32,0,0.099791667,-0.054375,3.02375,2.9671875,1.36,0.14
45,4/14/1999,77,2.24,8.9,234,NA,NA,137,NA,40,0,0.650208333,0.099791667,3.280208333,3.02375,0,0.2
46,4/15/1999,104,2.25,8.75,294,NA,NA,228,NA,34,0,1.015416667,0.650208333,3.913125,3.280208333,0,0.21
47,4/16/1999,63,2.25,8.4,346,NA,NA,125,NA,31,0,0.604583333,1.015416667,3.684791667,3.913125,0,0.25
48,4/17/1999,38,2.25,8.5,294,NA,NA,95,NA,35,0,0.342708333,0.604583333,3.436875,3.684791667,0,0.37
49,4/18/1999,23,2.25,9.3,263,NA,NA,92,NA,41,0,0.149583333,0.342708333,3.303229167,3.436875,0,0.33
50,4/19/1999,25,2.25,9.1,246,NA,NA,102,NA,42,0,0.174583333,0.149583333,3.199583333,3.303229167,0,0.33
51,4/20/1999,59,2.25,9.05,248,NA,NA,101,NA,32,0,0.551666667,0.174583333,3.295833333,3.199583333,0.03,0.24
52,4/21/1999,66,2.23,8.9,266,NA,NA,33,NA,27,0,0.625625,0.551666667,3.147395833,3.295833333,0.24,0.1
53,4/22/1999,65,2.23,8.9,349,NA,NA,31,NA,24,0,0.6075,0.625625,3.072916667,3.147395833,0.08,0.03
54,4/23/1999,68,2.23,8.8,358,NA,NA,33,NA,22,0,0.647916667,0.6075,3.087916667,3.072916667,0.03,0.02
55,4/24/1999,35,2.23,8.7,314,NA,NA,30,NA,21,0,0.315208333,0.647916667,3.098125,3.087916667,0.67,0.15
56,4/25/1999,81,2.23,9.05,322,NA,NA,33,NA,20,0,0.756458333,0.315208333,3.079270833,3.098125,0,0.2
57,4/26/1999,111,2.23,9.2,372,NA,NA,34,NA,25,0,1.077291667,0.756458333,3.28625,3.079270833,0,0.3
58,4/27/1999,102,2.22,9.4,328,NA,NA,29,NA,34,0,0.984791667,1.077291667,3.295208333,3.28625,0.5,0.24
59,4/28/1999,56,2.2,9.25,296,NA,NA,27,NA,30,0,0.534375,0.984791667,3.1534375,3.295208333,0.09,0.02
60,4/29/1999,75,2.22,9.35,272,NA,NA,29,NA,49,0,0.709583333,0.534375,3.05625,3.1534375,1.07,0.02
61,4/30/1999,112,2.21,9.55,317,NA,NA,38,NA,42,0,0.968958333,0.709583333,3.259583333,3.05625,1.3,0.05
62,5/1/1999,377,NA,NA,575,NA,NA,125,NA,33,0,2.630416667,0.968958333,4.577083333,3.259583333,0,0.27
63,5/2/1999,484,NA,NA,1470,NA,NA,143,NA,34,0.26,3.053125,2.630416667,5.480416667,4.577083333,0,0.41
64,5/3/1999,1330,2.18,10.95,1160,NA,NA,66,NA,45,0.49,5.290416667,3.053125,5.738645833,5.480416667,0.03,0.28
65,5/4/1999,1620,2.1,11.35,1540,NA,NA,1460,NA,50,0.26,5.966666667,5.290416667,7.438541667,5.738645833,0.02,0.25
66,5/5/1999,1550,2.05,11.15,2630,NA,NA,1410,NA,46,0,5.805208333,5.966666667,8.871458333,7.438541667,0,0.32
67,5/6/1999,1270,1.99,10.95,3310,NA,NA,593,NA,23,0,5.140638298,5.805208333,7.750625,8.871458333,0,0.27
68,5/7/1999,1600,2.02,11.1,2410,NA,NA,263,NA,26,0,5.810208333,5.140638298,7.325833333,7.750625,0,0.35
69,5/8/1999,1980,2.05,11.15,2240,NA,NA,88,NA,82,0,6.524375,5.810208333,7.5515625,7.325833333,0,0.61
70,5/9/1999,2220,2.06,11.15,2400,NA,NA,44,NA,38,0,6.90645833,6.524375,7.820416667,7.5515625,0.01,0.31
71,5/10/1999,2210,2.04,11.2,2540,NA,NA,41,NA,45,0,6.86916667,6.90645833,7.953541667,7.820416667,0.01,0.2
72,5/11/1999,2220,1.99,11.45,2660,NA,NA,42,NA,35,0,6.84895833,6.86916667,7.902708333,7.953541667,0,0.29
73,5/12/1999,2230,1.94,11.75,2630,NA,NA,42,NA,27,0,6.83541667,6.84895833,7.881145833,7.902708333,0,0.6
74,5/13/1999,2290,1.99,11.65,2590,NA,NA,42,NA,23,0,6.90958333,6.83541667,7.891875,7.881145833,0,0.49
75,5/14/1999,2300,2,11.5,2600,NA,NA,42,NA,20,0,6.885625,6.90958333,7.902083333,7.891875,0,0.44
76,5/15/1999,2340,1.98,11.7,2610,NA,NA,43,NA,20,0,6.923125,6.885625,7.832395833,7.902083333,0,0.25
77,5/16/1999,2380,1.98,11.75,2600,NA,NA,43,NA,20,0,6.97083333,6.923125,7.779375,7.832395833,0,0.29
78,5/17/1999,2510,1.97,12,2640,NA,NA,50,NA,17,0,7.14416667,6.97083333,7.811979167,7.779375,0,0.51
79,5/18/1999,2500,1.96,11.9,2710,NA,NA,41,NA,17,0,7.11270833,7.14416667,7.890208333,7.811979167,0,0.61
80,5/19/1999,2490,1.94,12.35,2720,NA,NA,41,NA,17,0,7.07854167,7.11270833,7.891875,7.890208333,0.1,0.26
81,5/20/1999,2490,1.93,12.6,2710,NA,NA,45,NA,40,0,7.08375,7.07854167,7.906458333,7.891875,0,0.29
82,5/21/1999,2480,1.92,13,2710,NA,NA,44,NA,37,0,7.05020833,7.08375,7.895416667,7.906458333,0,0.38
83,5/22/1999,2430,1.92,13.05,2670,NA,NA,42,NA,30,0,6.97395833,7.05020833,7.885625,7.895416667,0,0.22
84,5/23/1999,2400,1.91,13.25,2700,NA,NA,41,NA,18,0,6.90854167,6.97395833,7.880729167,7.885625,0,0.32
85,5/24/1999,2430,1.92,13.25,2700,NA,NA,41,NA,17,0,6.95416667,6.90854167,7.910104167,7.880729167,0.23,0.09
86,5/25/1999,2410,1.91,13.3,2750,NA,NA,42,NA,19,0,6.91145833,6.95416667,7.941354167,7.910104167,0,0.19
87,5/26/1999,2120,1.91,13.55,2800,NA,NA,43,NA,15,0,6.441875,6.91145833,7.8409375,7.941354167,0,0.18
88,5/27/1999,2410,1.9,13.7,2690,NA,NA,42,NA,15,0,6.88145833,6.441875,7.6984375,7.8409375,0,0.28
89,5/28/1999,2430,1.91,13.75,2720,NA,NA,42,NA,14,19,6.90708333,6.88145833,7.928854167,7.6984375,0,0.38
90,5/29/1999,2440,1.9,14.25,2780,NA,NA,47,NA,14,36,6.89875,6.90708333,7.926770833,7.928854167,0,0.33
91,5/30/1999,2430,1.89,14.5,2780,NA,NA,49,NA,13,36,6.86895833,6.89875,7.928645833,7.926770833,0,0.34
92,5/31/1999,2400,1.88,14.65,2770,NA,NA,44,NA,14,39,6.81270833,6.86895833,7.876979167,7.928645833,0,0.32
93,6/1/1999,2410,1.88,15.05,2780,NA,NA,43,NA,33,38,6.81166667,6.81270833,7.8425,7.876979167,0,0.59
94,6/2/1999,2460,1.88,14.75,2750,2.25,NA,41,NA,31,32,6.88375,6.81166667,7.822291667,7.8425,0,0.56
95,6/3/1999,2450,1.88,15.25,2750,2.225,NA,41,NA,36,40,6.85229167,6.88375,7.834736842,7.822291667,0,0.73
96,6/4/1999,2630,1.87,16.2,2760,2.203,NA,51,NA,39,41,7.09041667,6.85229167,7.8765625,7.834736842,0,0.55
97,6/5/1999,2590,1.87,16.9,2800,2.19,NA,54,NA,37,40,7.02520833,7.09041667,7.9375,7.8765625,0,0.44
98,6/6/1999,2680,1.86,17.7,2770,2.192,NA,57,NA,38,40,7.13291667,7.02520833,7.909791667,7.9375,0,0.59
99,6/7/1999,2700,1.87,17.25,2810,2.179,NA,63,NA,62,45,7.15479167,7.13291667,7.982395833,7.909791667,0.02,0.67
100,6/8/1999,2660,1.86,17.4,2810,2.17,NA,57,NA,97,53,7.0825,7.15479167,7.973854167,7.982395833,0,0.39
101,6/9/1999,2640,1.86,17.25,2820,2.166,NA,49,NA,163,52,7.03979167,7.0825,7.940104167,7.973854167,0.11,0.27
102,6/10/1999,2550,1.87,17.35,2820,2.172,NA,52,NA,81,52,6.90520833,7.03979167,7.92375,7.940104167,0.06,0.25
103,6/11/1999,2160,1.87,17.45,2800,2.18,NA,45,NA,64,46,6.30229167,6.90520833,7.738229167,7.92375,0.15,0.23
104,6/12/1999,2110,1.87,17.7,2790,2.14,NA,43,NA,105,40,6.22270833,6.30229167,7.707083333,7.738229167,0,0.24
105,6/13/1999,2050,1.88,17.65,2760,2.233,NA,44,NA,77,40,6.128333333,6.22270833,7.551145833,7.707083333,0,0.34
106,6/14/1999,1950,1.88,17.5,2580,2.269,NA,46,NA,78,40,5.968333333,6.128333333,7.376979167,7.551145833,0,0.3
107,6/15/1999,1970,1.88,17.85,2480,2.274,NA,46,NA,93,41,6.002083333,5.968333333,7.278958333,7.376979167,0,0.18
108,6/16/1999,1900,1.88,17.65,2440,2.246,NA,45,NA,34,41,5.877916667,6.002083333,7.1965625,7.278958333,0,0.33
109,6/17/1999,1590,1.89,17.7,2420,2.268,NA,43,NA,36,34,5.329791667,5.877916667,6.965416667,7.1965625,0,0.38
110,6/18/1999,1590,1.88,18.15,2220,2.298,NA,41,NA,20,0.92,5.326458333,5.329791667,6.792708333,6.965416667,0,0.38
111,6/19/1999,1550,1.88,18.3,2160,2.249,NA,39,NA,20,0.38,5.256666667,5.326458333,6.68125,6.792708333,0,0.46
112,6/20/1999,1540,1.87,18.15,2080,2.26,NA,38,NA,19,5.7,5.237083333,5.256666667,6.653645833,6.68125,0,0.42
113,6/21/1999,1550,1.87,18.25,2000,2.274,NA,38,NA,19,35,5.263541667,5.237083333,6.698229167,6.653645833,0.01,0.49
114,6/22/1999,1540,1.86,18.35,2000,2.277,NA,38,NA,20,37,5.246041667,5.263541667,6.6740625,6.698229167,0,0.38
115,6/23/1999,1460,1.86,18.45,1970,2.26,NA,37,NA,22,36,5.093125,5.246041667,6.6184375,6.6740625,0.32,0.44
116,6/24/1999,1170,1.85,18.9,2060,2.22,NA,36,NA,30,37,4.489375,5.093125,6.474166667,6.6184375,0.02,0.45
117,6/25/1999,1090,1.86,18.85,1760,2.347,NA,35,NA,21,32,4.333333333,4.489375,6.266354167,6.474166667,0,0.44
118,6/26/1999,781,1.87,18.85,1500,NA,NA,32,NA,16,42,3.592083333,4.333333333,5.961354167,6.266354167,0,0.38
119,6/27/1999,802,1.88,18.85,1220,NA,NA,33,NA,15,41,3.647291667,3.592083333,5.688125,5.961354167,0,0.39
120,6/28/1999,838,1.88,19.15,1140,NA,NA,31,NA,16,44,3.712291667,3.647291667,5.608958333,5.688125,0,0.48
121,6/29/1999,1300,1.89,18.95,1210,NA,NA,33,NA,15,42,4.766875,3.712291667,5.958854167,5.608958333,0,0.3
122,6/30/1999,1380,1.89,19,1570,NA,NA,35,NA,18,41,4.921041667,4.766875,6.342291667,5.958854167,0,0.41
123,7/1/1999,1200,1.89,19.05,1730,NA,NA,35,NA,17,41,4.568125,4.921041667,6.326145833,6.342291667,0.29,0.57
124,7/2/1999,816,1.89,19.25,1540,NA,NA,36,NA,13,32,3.671666667,4.568125,5.981666667,6.326145833,0,0.64
125,7/3/1999,324,1.89,19.2,1250,NA,NA,28,NA,14,21,2.1325,3.671666667,5.330104167,5.981666667,0,0.72
126,7/4/1999,281,1.89,19.4,843,NA,NA,29,NA,13,3.8,1.950208333,2.1325,4.727291667,5.330104167,0,0.57
127,7/5/1999,243,1.88,19.3,713,NA,NA,29,NA,16,28,1.775625,1.950208333,4.487916667,4.727291667,0,0.27
128,7/6/1999,187,1.88,19.35,610,NA,NA,29,NA,17,41,1.4825,1.775625,4.284166667,4.487916667,0,0.49
129,7/7/1999,131,1.88,19.35,519,NA,NA,30,NA,18,44,1.14125,1.4825,3.993958333,4.284166667,0,0.68
130,7/8/1999,133,1.88,19.4,459,NA,NA,31,NA,22,46,1.077083333,1.14125,3.792083333,3.993958333,0,0.31
131,7/9/1999,582,1.85,20.2,393,NA,NA,29,NA,122,45,3.016458333,1.077083333,4.175,3.792083333,0,0.29
132,7/10/1999,559,1.85,20.6,577,NA,NA,28,NA,126,49,2.958958333,3.016458333,4.926145833,4.175,0,0.38
133,7/11/1999,544,1.87,20.45,622,NA,NA,27,NA,86,48,2.909791667,2.958958333,5.009583333,4.926145833,0,0.37
134,7/12/1999,515,1.86,20.45,670,NA,NA,26,NA,69,47,2.812916667,2.909791667,4.9728125,5.009583333,0,0.45
135,7/13/1999,462,1.85,20.6,649,NA,NA,25,NA,106,44,2.639791667,2.812916667,4.871666667,4.9728125,0,0.7
136,7/14/1999,416,1.84,20.85,581,NA,NA,26,NA,84,43,2.4775,2.639791667,4.7240625,4.871666667,0,0.52
137,7/15/1999,436,1.83,21.3,524,NA,NA,28,NA,147,44,2.53875,2.4775,4.636354167,4.7240625,0,0.33
138,7/16/1999,748,1.81,21.7,541,NA,NA,27,NA,82,44,3.497916667,2.53875,4.881875,4.636354167,0,0.19
139,7/17/1999,735,1.78,22.2,747,NA,NA,25,NA,36,44,3.469583333,3.497916667,5.254895833,4.881875,0.09,0.42
140,7/18/1999,557,1.78,22.1,796,NA,NA,27,NA,28,42,2.95,3.469583333,5.165104167,5.254895833,0,0.47
141,7/19/1999,553,1.77,22.05,697,NA,NA,24,NA,25,43,2.939166667,2.95,5.048958333,5.165104167,0.05,0.37
142,7/20/1999,497,1.77,22.1,658,NA,NA,23,NA,24,43,2.754166667,2.939166667,4.902291667,5.048958333,0,0.42
143,7/21/1999,488,1.76,22.15,628,NA,NA,24,NA,26,40,2.722291667,2.754166667,4.805,4.902291667,0,0.52
144,7/22/1999,486,1.75,22.15,591,NA,NA,21,NA,28,39,2.716875,2.722291667,4.781979167,4.805,0,0.43
145,7/23/1999,478,1.75,22.3,554,2.65,25.6,21,NA,25,45,2.690208333,2.716875,4.7540625,4.781979167,0,0.41
146,7/24/1999,534,1.74,22.45,552,2.66,25.85,23,NA,24,47,2.872083333,2.690208333,4.800104167,4.7540625,0,0.47
147,7/25/1999,564,1.73,22.45,572,2.57,25.76666667,24,NA,21,46,2.973541667,2.872083333,4.857708333,4.800104167,0,0.46
148,7/26/1999,561,1.73,22.45,601,2.53,25.85,21,NA,20,45,2.962916667,2.973541667,4.8875,4.857708333,0,0.46
149,7/27/1999,570,1.71,22.45,599,2.53,25.98,19,NA,19,45,2.98875,2.962916667,4.875625,4.8875,0,0.56
150,7/28/1999,665,1.69,22.55,578,2.5,25.96666667,21,NA,18,45,3.27625,2.98875,4.9595,4.875625,0.08,0.45
151,7/29/1999,663,1.66,22.5,643,2.38,25.92857143,20,NA,20,46,3.269583333,3.27625,5.093541667,4.9595,0.27,0.49
152,7/30/1999,644,1.66,22.5,678,2.02,25.9875,20,NA,21,46,3.211666667,3.269583333,5.110729167,5.093541667,0.71,0.29
153,7/31/1999,665,1.67,22.6,734,1.87,25.92222222,25,NA,18,45,3.27625,3.211666667,5.266041667,5.110729167,0.52,0.27
154,8/1/1999,1290,1.67,22.85,1180,1.65,25.67,30,NA,17,40,4.674791667,3.27625,6.120104167,5.266041667,0.02,0.09
155,8/2/1999,1290,1.67,22.65,2160,1.56,25.31818182,40,NA,16,13,4.608125,4.674791667,6.5340625,6.120104167,0.03,0.19
156,8/3/1999,220,1.67,22.7,2030,2.13,25.06666667,34,NA,15,0.97,1.629375,4.608125,5.131875,6.5340625,0.06,0.12
157,8/4/1999,215,1.67,22.35,1040,2.44,24.84615385,31,NA,17,0.65,1.593541667,1.629375,4.381979167,5.131875,0,0.28
158,8/5/1999,168,1.66,22.5,906,2.08,24.63571429,29,NA,18,0.38,1.333125,1.593541667,4.213958333,4.381979167,0,0.4
159,8/6/1999,130,1.66,22.45,736,1.8,24.54666667,37,NA,19,0.13,1.08875,1.333125,3.9965625,4.213958333,0,0.32
160,8/7/1999,98,1.68,22.65,742,2.32,24.55,31,NA,25,0,0.865,1.08875,3.762708333,3.9965625,0,0.26
161,8/8/1999,139,1.66,22.45,532,2.47,24.57058824,27,NA,20,6,0.996458333,0.865,3.6653125,3.762708333,0,0.33
162,8/9/1999,989,1.6,22.85,430,2.23,24.58333333,26,NA,15,32,3.852708333,0.996458333,4.241666667,3.6653125,0,0.42
163,8/10/1999,1510,1.54,23.4,878,1.7,24.65263158,25,NA,14,31,5.006041667,3.852708333,5.551666667,4.241666667,0,0.52
164,8/11/1999,2320,1.55,23.45,1470,2.08,24.71,25,NA,18,32,6.51145833,5.006041667,6.396875,5.551666667,0.02,0.39
165,8/12/1999,2470,1.56,23.4,2070,1.97,24.73333333,25,NA,24,32,6.74875,6.51145833,7.036041667,6.396875,0,0.31
166,8/13/1999,2480,1.56,23.6,2440,NA,24.71363636,26,NA,48,30,6.773125,6.74875,7.1990625,7.036041667,0,0.57
167,8/14/1999,2440,1.58,23.8,2640,2.02,24.67826087,27,NA,54,33,6.71333333,6.773125,7.290416667,7.1990625,0,0.63
168,8/15/1999,2400,1.58,24.35,2750,1.95,24.67083333,27,NA,62,43,6.63916667,6.71333333,7.268645833,7.290416667,0,0.36
169,8/16/1999,2290,1.58,24.25,2790,1.9,24.692,27,NA,76,49,6.44645833,6.63916667,7.211979167,7.268645833,0,0.44
170,8/17/1999,1230,1.59,23.95,2740,2,24.74230769,28,NA,87,45,4.238125,6.44645833,6.707395833,7.211979167,0,0.36
171,8/18/1999,367,1.58,24,1640,2.21,24.75555556,30,NA,70,27,2.060833333,4.238125,5.003645833,6.707395833,0,0.36
172,8/19/1999,261,1.57,23.85,811,2.18,24.74285714,21,NA,56,42,1.683333333,2.060833333,4.151354167,5.003645833,0.2,0.44
173,8/20/1999,213,1.57,23.95,581,2.28,24.72413793,21,NA,52,41,1.475208333,1.683333333,3.861458333,4.151354167,0,0.32
174,8/21/1999,221,1.56,24,492,2.15,24.72333333,23,NA,49,43,1.509166667,1.475208333,3.767291667,3.861458333,0,0.3
175,8/22/1999,193,1.58,24.1,436,1.96,24.7,22,NA,59,43,1.379583333,1.509166667,3.7384375,3.767291667,0,0.3
176,8/23/1999,157,1.58,24.1,408,2.09,24.65,20,NA,94,44,1.197916667,1.379583333,3.636041667,3.7384375,0,0.4
177,8/24/1999,129,1.58,24.15,384,2.12,24.61333333,21,NA,109,48,1.032708333,1.197916667,3.51625,3.636041667,0,0.52
178,8/25/1999,106,1.58,24.15,367,2.16,24.54333333,19,NA,116,44,0.883958333,1.032708333,3.446145833,3.51625,0,0.39
179,8/26/1999,106,1.61,24.2,354,2.2,24.46333333,19,NA,108,45,0.888125,0.883958333,3.371666667,3.446145833,0,0.42
180,8/27/1999,98,1.62,24.3,348,1.98,24.41,16,NA,54,48,0.832916667,0.888125,3.321354167,3.371666667,0,0.4
181,8/28/1999,89,1.62,24.35,327,1.77,24.36666667,19,NA,54,48,0.766458333,0.832916667,3.2834375,3.321354167,0.64,0.29
182,8/29/1999,77,1.62,24.2,325,2.36,24.29,20,NA,106,47,0.665208333,0.766458333,3.2409375,3.2834375,0,0.38
183,8/30/1999,95,1.63,24.3,350,2.53,24.25,20,NA,122,44,0.793541667,0.665208333,3.215833333,3.2409375,0,0.7
184,8/31/1999,64,1.63,24.2,333,2.5,24.26666667,20,NA,120,35,0.551458333,0.793541667,3.260104167,3.215833333,0,0.58
185,9/1/1999,47,1.64,24.25,302,2.58,24.29333333,21,NA,114,36,0.379166667,0.551458333,3.176588235,3.260104167,0,0.53
186,9/2/1999,50,1.62,24.2,306,NA,24.27333333,16,NA,65,33,0.410625,0.379166667,3.030487805,3.176588235,0,0.45
187,9/3/1999,59,1.62,24.15,302,3.54,24.26,14,NA,55,32,0.499166667,0.410625,2.892272727,3.030487805,0,0.35
188,9/4/1999,55,1.61,24.05,315,3.41,24.25666667,14,NA,50,31,0.465833333,0.499166667,2.86313253,2.892272727,0.33,0.24
189,9/5/1999,82,1.61,24,346,3.12,24.19333333,16,NA,60,27,0.685,0.465833333,2.942209302,2.86313253,0,0.44
190,9/6/1999,93,1.59,23.8,369,2.84,24.10333333,12,NA,53,27,0.781875,0.685,2.957727273,2.942209302,0,0.5
191,9/7/1999,93,1.57,23.65,362,2.8,23.99666667,7.3,NA,60,29,0.781875,0.781875,2.898409091,2.957727273,0,0.31
192,9/8/1999,86,1.57,23.4,359,2.54,23.85,6.7,NA,41,31,0.735416667,0.781875,2.902289157,2.898409091,0,0.32
193,9/9/1999,52,1.56,23.2,354,2.38,23.65666667,6.3,NA,39,33,0.42375,0.735416667,2.859130435,2.902289157,0.03,0.34
194,9/10/1999,47,1.56,23.05,346,2.31,23.51,7.1,NA,40,33,0.378333333,0.42375,2.785869565,2.859130435,0,0.29
195,9/11/1999,59,1.6,23,344,2.32,23.38333333,18,NA,39,24,0.485416667,0.378333333,2.844883721,2.785869565,0,0.18
196,9/12/1999,59,1.6,22.5,359,2.26,23.19666667,15,NA,41,5.2,0.49625,0.485416667,2.911369863,2.844883721,0,0.3
197,9/13/1999,61,1.58,22.35,331,2.33,23.00666667,14,NA,54,26,0.514166667,0.49625,2.888674699,2.911369863,0,0.28
198,9/14/1999,54,1.57,22.05,339,2.32,22.8,16,NA,57,26,0.444375,0.514166667,2.900379747,2.888674699,0.14,0.05
199,9/15/1999,51,1.59,21.65,346,2.29,22.52,16,NA,78,27,0.407916667,0.444375,2.894561404,2.900379747,0,0.12
200,9/16/1999,67,1.58,21.5,372,2.2,22.17333333,15,NA,65,27,0.546666667,0.407916667,3.031481481,2.894561404,0,0.2
201,9/17/1999,75,1.57,21.45,378,2.16,21.90333333,16,NA,49,28,0.625416667,0.546666667,3.112150538,3.031481481,0,0.21
202,9/18/1999,59,1.54,21.25,376,2.15,21.74333333,16,NA,53,26,0.48375,0.625416667,3.209479167,3.112150538,0,0.07
203,9/19/1999,54,1.52,20.8,354,2.19,21.51666667,17,NA,51,27,0.436875,0.48375,3.214270833,3.209479167,0,0.07
204,9/20/1999,53,1.51,20.5,362,2.19,21.17,17,NA,32,28,0.429166667,0.436875,3.1921875,3.214270833,0,0.19
205,9/21/1999,45,1.52,20.25,360,2.19,20.86,17,NA,30,28,0.321666667,0.429166667,3.200625,3.1921875,0,0.21
