,DATE,q.in,ec.in,t.in,q.out,ec.out,t.out,q.BIG,q.BUF,q.WIL,q.FRO,df.0,df.1,dg.0,dg.1,p,et
2765,9/24/2006,17,1.55,13.3,71,3.76,19.61,12,60.4,28,0,0.623333333,0.627604167,2.203229167,2.289479167,0,0.16
2766,9/25/2006,18,1.58,13.8,71,3.83,19.42333333,12,58.3,31,0,0.631145833,0.623333333,2.190833333,2.203229167,0,0.18
2767,9/26/2006,18,1.62,15.2,64,3.95,19.24666667,12,54.4,22,0,0.636354167,0.631145833,2.216979167,2.190833333,0,0.144
2768,9/27/2006,18,1.65,16,65,3.96,19.08,12,56.1,15,0,0.628541667,0.636354167,2.191354167,2.216979167,0,0.168
2769,9/28/2006,18,1.65,16.3,62,3.98,18.90666667,12,58.6,15,0,0.631770833,0.628541667,2.151458333,2.191354167,0,0.202
2770,9/29/2006,17,1.64,16.35,60,3.99,18.73666667,12,58.8,14,0,0.622395833,0.631770833,2.151979167,2.151458333,0,0.226
2771,9/30/2006,17,1.59,16.65,60,3.95,18.53,12,58.7,14,0,0.616979167,0.622395833,2.151041667,2.151979167,0,0.246
2772,10/1/2006,16,1.57,17.75,63,3.89,18.38666667,12,58.6,16,0,0.6053125,0.616979167,2.150625,2.151041667,0,0.248
2773,10/2/2006,17,1.58,17.55,61,3.94,18.32333333,12,59.1,16,0,0.611770833,0.6053125,2.141354167,2.150625,0,0.22
2774,10/3/2006,18,1.6,17.45,59,4.01,18.23,12,59.4,33,0,0.627083333,0.611770833,2.1509375,2.141354167,0,0.168
2775,10/4/2006,17,1.63,17.1,59,3.96,18.11666667,12,59.1,21,0,0.6090625,0.627083333,2.149166667,2.1509375,0,0.252
2776,10/5/2006,16,1.65,16.8,58,3.96,18.02,12,58.6,8.4,0,0.603125,0.6090625,2.155833333,2.149166667,0,0.426
2777,10/6/2006,16,1.67,17.6,60,3.96,17.95,11,58.8,8.6,0,0.598541667,0.603125,2.147083333,2.155833333,0,0.43
2778,10/7/2006,16,1.7,17.3,60,3.97,17.84333333,10,58.5,8.3,0,0.597395833,0.598541667,2.125520833,2.147083333,0.261666667,0.15
2779,10/8/2006,17,1.73,16,63,3.94,17.67666667,11,58.9,7.1,0,0.615,0.597395833,2.121875,2.125520833,0.061666667,0.028
2780,10/9/2006,19,1.75,13.6,77,3.75,17.36333333,12,59.8,7.1,0,0.65125,0.615,2.182708333,2.121875,0.271666667,0.054
2781,10/10/2006,20,1.75,12.2,84,3.79,17.03333333,11,60.6,6.7,0,0.654583333,0.65125,2.243020833,2.182708333,0,0.172
2782,10/11/2006,19,1.76,11.9,90,3.83,16.74666667,10,61.7,6.7,0,0.640520833,0.654583333,2.314375,2.243020833,0,0.12
2783,10/12/2006,18,1.77,12.15,95,3.73,16.47,10,60.7,5.6,0,0.635729167,0.640520833,2.227395833,2.314375,0,0.16
2784,10/13/2006,18,1.77,11.95,88,3.86,16.21,10,60,5.3,0,0.635625,0.635729167,2.1875,2.227395833,0,0.086
2785,10/14/2006,18,1.76,11.6,86,3.92,15.95,9,59,5.2,0,0.636041667,0.635625,2.106354167,2.1875,0,0.086
2786,10/15/2006,19,1.73,11.85,85,4.01,15.75333333,9,59.4,5,0,0.6396875,0.636041667,2.133333333,2.106354167,0,0.182
2787,10/16/2006,19,1.68,12.2,86,3.95,15.63,8,58.1,5,0,0.646666667,0.6396875,2.159791667,2.133333333,0.198333333,0.116
2788,10/17/2006,75,1.6,13.3,85,3.9,15.55,11,57.8,4.9,0,1.120208333,0.646666667,2.212083333,2.159791667,0.008333333,0.094
2789,10/18/2006,97,1.53,11.75,88,3.82,15.38666667,10,61.4,3.3,0,1.256770833,1.120208333,2.569166667,2.212083333,0,0.142
2790,10/19/2006,97,1.54,10.8,102,3.14,15.15,9,62.4,0,0,1.261770833,1.256770833,2.75125,2.569166667,0,0.244
2791,10/20/2006,42,1.54,11.2,121,2.87,14.91333333,9,62.9,0,0,0.871875,1.261770833,2.810416667,2.75125,0,0.146
2792,10/21/2006,21,1.52,10.2,125,2.94,14.72,8,58.9,0,0,0.676770833,0.871875,2.551041667,2.810416667,0,0.104
2793,10/22/2006,20,1.53,9.7,117,3.43,14.58666667,8,57.8,0,0,0.666875,0.676770833,2.439479167,2.551041667,0,0.236
2794,10/23/2006,19,1.53,9.6,115,3.59,14.47,8,57.4,0,0,0.641979167,0.666875,2.4003125,2.439479167,0,0.132
2795,10/24/2006,18,1.53,9.55,116,3.59,14.34666667,7.5,57.6,0,0,0.638854167,0.641979167,2.4175,2.4003125,0,0.14
2796,10/25/2006,18,1.52,9.7,117,3.54,14.21,8,58,0,0,0.638958333,0.638854167,2.428854167,2.4175,2.225,0.042
2797,10/26/2006,102,1.48,7.5,157,3.08,14.01666667,9.3,64.2,0,0,1.211458333,0.638958333,2.6621875,2.428854167,0.001666667,0.146
2798,10/27/2006,141,1.29,5.35,274,2.12,13.74333333,20,35.8,0,0,1.499166667,1.211458333,3.643645833,2.6621875,0,0.146
2799,10/28/2006,84,1.3,6.7,294,2.1,13.51333333,18,3.67,0,0,1.1734375,1.499166667,3.607708333,3.643645833,0,0.208
2800,10/29/2006,39,1.34,7.85,277,2.41,13.28,16,3.34,0,0,0.8474,1.1734375,3.393,3.607708333,0,0.284
2801,10/30/2006,26,1.38,8.75,248,2.7,13.05333333,15,3.27,0,0,0.7334375,0.8474,3.2621875,3.393,0,0.094
2802,10/31/2006,22,1.43,8.55,230,2.86,12.74,14,3.44,0.13,0,0.6828125,0.7334375,3.173645833,3.2621875,0,0.082
2803,11/1/2006,100,1.49,8.15,240,2.83,12.39,14,3.43,1.2,0,1.27375,0.6828125,3.116875,3.173645833,0,0.112
2804,11/2/2006,103,1.52,7.85,228,2.9,12.06,13,3.37,1.2,0,1.32625,1.27375,3.222291667,3.116875,0,0.146
2805,11/3/2006,84,1.54,8.75,196,2.95,11.77,12,3.36,1.2,0,1.200729167,1.32625,3.1678125,3.222291667,0,0.14
2806,11/4/2006,75,1.56,8.85,175,3.31,11.51333333,12,3.24,1.2,0,1.131145833,1.200729167,3.103854167,3.1678125,0.005,0.136
2807,11/5/2006,67,1.58,10.25,165,3.51,11.25666667,12,3.19,1.2,0,1.077083333,1.131145833,3.0509375,3.103854167,0.005,0.164
2808,11/6/2006,63,1.59,10.05,159,3.59,11.02666667,12,3.15,1,0,1.044583333,1.077083333,3.016354167,3.0509375,0,0.204
2809,11/7/2006,59,1.62,10.15,153,3.64,10.88333333,12,3.09,1.2,0,1.006770833,1.044583333,2.99,3.016354167,0,0.256
2810,11/8/2006,54,1.64,10.6,150,3.68,10.9,12,3.07,0,0,0.971875,1.006770833,2.967604167,2.99,0,0.138
2811,11/9/2006,53,1.65,9.7,144,3.72,10.9,11,3.04,0,0,0.960729167,0.971875,2.943333333,2.967604167,0,0.154
2812,11/10/2006,50,1.65,8.7,139,3.75,10.79,11,2.96,0,0,0.938229167,0.960729167,2.91625,2.943333333,0,0.268
2813,11/11/2006,44,1.66,7.55,135,3.78,10.6,11,2.89,0,0,0.8878125,0.938229167,2.897604167,2.91625,0,0.142
2814,11/12/2006,42,1.68,7.75,132,3.81,10.43666667,10,2.74,0,0,0.873541667,0.8878125,2.873229167,2.897604167,0,0.128
2815,11/13/2006,40,1.69,6.6,130,3.84,10.22,10,2.4,0,0,0.854166667,0.873541667,2.8503125,2.873229167,0.005,0.24
2816,11/14/2006,38,1.7,6.25,126,3.85,9.946666667,10,1.94,0,0,0.838125,0.854166667,2.836354167,2.8503125,0,0.178
2817,11/15/2006,36,1.71,4.8,123,3.89,9.586666667,10,4.02,0,0,0.818854167,0.838125,2.808125,2.836354167,0,0.152
2818,11/16/2006,36,1.72,5.15,121,3.92,9.273333333,9,1.8,0,0,0.811041667,0.818854167,2.803645833,2.808125,0,0.128
2819,11/17/2006,37,1.74,5.9,119,3.91,9.13,9,1.8,0,0,0.820416667,0.811041667,2.8115625,2.803645833,0,0.124
2820,11/18/2006,35,1.75,6.55,116,3.9,9.043333333,9,1.76,0,0,0.806458333,0.820416667,2.828645833,2.8115625,0,0.132
2821,11/19/2006,33,1.76,6.9,114,3.87,8.923333333,9,1.68,0,0,0.784270833,0.806458333,2.817395833,2.828645833,0,0.212
2822,11/20/2006,32,1.77,6.5,113,3.88,8.8,9,1.74,0,0,0.770104167,0.784270833,2.813854167,2.817395833,0,0.208
2823,11/21/2006,31,1.78,6.75,113,3.89,8.72,8,1.71,0,0,0.763020833,0.770104167,2.805,2.813854167,0,0.24
2824,11/22/2006,33,1.8,6.3,111,3.9,8.646666667,8,1.68,0,0,0.7803125,0.763020833,2.818333333,2.805,0,0.166
2825,11/23/2006,31,1.81,7.5,112,3.9,8.553333333,8,1.71,0,0,0.754375,0.7803125,2.8134375,2.818333333,0,0.114
2826,11/24/2006,31,1.82,7.55,111,3.91,8.44,8,1.76,0,0,0.753333333,0.754375,2.798958333,2.8134375,0,0.116
2827,11/25/2006,30,1.83,7.75,110,3.92,8.363333333,8,1.8,0,0,0.747916667,0.753333333,2.795208333,2.798958333,0,0.186
2828,11/26/2006,30,1.84,6.6,109,3.93,8.336666667,7,1.8,0,0,0.742916667,0.747916667,2.795416667,2.795208333,0,0.098
2829,11/27/2006,29,1.84,5.9,108,3.94,8.25,7,1.8,0,0,0.735208333,0.742916667,2.787916667,2.795416667,0.001666667,0.228
2830,11/28/2006,29,1.85,6.4,107,3.95,8.15,7,1.79,0,0,0.7328125,0.735208333,2.788297872,2.787916667,0,0.038
2831,11/29/2006,30,1.85,3.7,105,3.98,7.88,7,1.82,0,0,0.734166667,0.7328125,2.779634146,2.788297872,0,0.048
2832,11/30/2006,30,1.85,1.8,104,3.99,7.636666667,7,1.83,0,0,0.730833333,0.734166667,2.874166667,2.779634146,0.01,0.068
2833,12/1/2006,29,1.88,1.05,104,4.01,7.456666667,6,1.8,0,0,0.72125,0.730833333,2.8434375,2.874166667,0,0.058
2834,12/2/2006,29,1.89,2.45,102,3.99,7.32,6,1.78,0,0,0.71625,0.72125,2.778958333,2.8434375,0,0.046
2835,12/3/2006,28,1.89,2.35,102,3.99,7.133333333,6,1.79,0,0,0.702916667,0.71625,2.76875,2.778958333,0.005,0.098
2836,12/4/2006,27,1.9,2,102,4,6.89,6,1.79,0,0,0.696041667,0.702916667,2.776770833,2.76875,0,0.15
2837,12/5/2006,27,1.92,2.8,102,3.99,6.666666667,6,1.8,0,0,0.692291667,0.696041667,2.788125,2.776770833,0,0.09
2838,12/6/2006,25,1.93,3.55,101,3.98,6.463333333,5,1.8,0,0,0.671979167,0.692291667,2.79,2.788125,0,0.048
2839,12/7/2006,24,1.92,3.4,100,3.98,6.226666667,5,1.8,0,0,0.651041667,0.671979167,2.775104167,2.79,0,0.132
2840,12/8/2006,23,1.92,3.25,98,4,5.943333333,5,1.8,0,0,0.636145833,0.651041667,2.771458333,2.775104167,0,0.13
2841,12/9/2006,23,1.94,3.5,99,4,5.706666667,5,1.8,0,0,0.633541667,0.636145833,2.776458333,2.771458333,0,0.134
2842,12/10/2006,23,1.95,3.6,98,4,5.56,5,1.8,0,0,0.630625,0.633541667,2.779791667,2.776458333,0,0.13
2843,12/11/2006,23,1.96,3.9,99,4,5.466666667,5,1.8,0,0,0.624583333,0.630625,2.7809375,2.779791667,0,0.136
2844,12/12/2006,20,1.96,3.6,96,4.01,5.356666667,5,1.8,0,0,0.577291667,0.624583333,2.772291667,2.7809375,0,0.12
2845,12/13/2006,15,1.97,3.85,93,4.03,5.303333333,5,1.8,0,0,0.5071875,0.577291667,2.754270833,2.772291667,0,0.22
2846,12/14/2006,13,1.98,4.25,92,4.03,5.29,5,1.8,0,0,0.478125,0.5071875,2.734479167,2.754270833,0,0.172
2847,12/15/2006,13,2,4.7,90,4.05,5.333333333,5,1.8,0,0,0.475416667,0.478125,2.717916667,2.734479167,0,0.116
2848,12/16/2006,13,2,4.75,90,4.06,5.373333333,5,1.8,0,0,0.477708333,0.475416667,2.713854167,2.717916667,0,0.128
2849,12/17/2006,13,2,3.7,89,4.07,5.283333333,5,1.8,0,0,0.479895833,0.477708333,2.703958333,2.713854167,0,0.048
2850,12/18/2006,13,2.01,3.35,87,4.08,5.163333333,5,1.8,0,0,0.480104167,0.479895833,2.693229167,2.703958333,0.036666667,0.018
2851,12/19/2006,14,2.01,2.75,88,4.03,5.05,5,1.89,0,0,0.4846875,0.480104167,2.713068182,2.693229167,0.733333333,0.014
2852,12/20/2006,15,2,2,100,3.74,4.876666667,5,2,0,0,0.511354167,0.4846875,2.790104167,2.713068182,0.013333333,0.024
2853,12/21/2006,17,2,1.5,97,3.81,4.693333333,5,1.92,0,0,0.5340625,0.511354167,2.760416667,2.790104167,0.065,0.024
2854,12/22/2006,16,2.01,0.55,93,4.01,4.453333333,5,1.87,0,0,0.521354167,0.5340625,2.814791667,2.760416667,0.013333333,0.024
2855,12/23/2006,15,2.09,0.45,86,4.12,4.196666667,5,1.84,0,0,0.509166667,0.521354167,2.8321875,2.814791667,0.33,0.058
2856,12/24/2006,16,NA,0.1,88,4.12,3.936666667,5,1.84,0,0,0.5190625,0.509166667,2.792421053,2.8321875,0.006666667,0.034
2857,12/25/2006,16,NA,0.1,91,4.09,3.673333333,5,1.84,0,0,0.52,0.5190625,2.819895833,2.792421053,0.031666667,0.06
2858,12/26/2006,16,NA,0.1,90,4.07,3.463333333,5,1.89,0,0,0.520416667,0.52,2.816382979,2.819895833,0.183333333,0.042
2859,12/27/2006,16,NA,0.1,92,4.03,3.34,5,1.9,0,0,0.5278125,0.520416667,2.799263158,2.816382979,0.101666667,0.036
2860,12/28/2006,16,NA,0.25,94,4,3.246666667,5,1.96,0,0,0.522916667,0.5278125,2.776354167,2.799263158,0.051666667,0.014
2861,12/29/2006,14,NA,0.3,111,3.78,3.22,5,2.48,0,0,0.4928125,0.522916667,2.696145833,2.776354167,0.001666667,0.02
2862,12/30/2006,11,NA,0.4,75,4.03,3.183333333,5,78.8,0,0,0.437826087,0.4928125,2.267083333,2.696145833,0,0
2863,12/31/2006,8.6,NA,0.5,35,4.5,3.136666667,5,126,0,0,0.388125,0.437826087,2.200520833,2.267083333,0,0
2864,1/1/2007,9.3,NA,0.45,41,4.53,3.096666667,5,126,0,0,0.401979167,0.388125,2.521041667,2.200520833,0.005,0.03
2865,1/2/2007,18,NA,0.3,45,4.33,3.046666667,5,126,0,0,0.516041667,0.401979167,2.603333333,2.521041667,0.076666667,0.042
2866,1/3/2007,25,NA,0.15,47,4.2,3.006666667,5,126,0,0,0.592395833,0.516041667,2.633645833,2.603333333,0.075,0.058
2867,1/4/2007,27,NA,0.15,62,4.05,2.946666667,5,126,0,0,0.627083333,0.592395833,2.747473684,2.633645833,0,0.036
2868,1/5/2007,27,NA,0.3,75,3.88,2.83,5,126,0,0,0.621770833,0.627083333,2.776041667,2.747473684,0,0.038
2869,1/6/2007,24,NA,0.2,73,3.91,2.716666667,5,126,0,0,0.584895833,0.621770833,2.871458333,2.776041667,0.001666667,0.042
2870,1/7/2007,24,NA,0.1,73,3.99,2.623333333,5,126,0,0,0.5853125,0.584895833,2.820208333,2.871458333,0,0.04
2871,1/8/2007,23,NA,0.1,72,4.03,2.516666667,5,126,0,0,0.572708333,0.5853125,2.815104167,2.820208333,0,0.044
2872,1/9/2007,23,NA,0.1,75,4.08,2.406666667,5,65.4,0,0,0.565729167,0.572708333,2.798125,2.815104167,0.006666667,0.078
2873,1/10/2007,23,NA,0.1,75,4.18,2.313333333,5,2.13,0,0,0.565416667,0.565729167,2.806770833,2.798125,0.001666667,0.066
2874,1/11/2007,23,NA,0.1,89,4.06,2.216666667,5,2.13,0,0,0.576458333,0.565416667,2.851578947,2.806770833,0,0.02
2875,1/12/2007,23,NA,0.1,83,4.13,2.063333333,5,2.13,0,0,0.564166667,0.576458333,2.7771875,2.851578947,0.053333333,0.02
2876,1/13/2007,23,NA,0.1,71,4.28,1.883333333,5,2.13,0,0,0.567708333,0.564166667,2.70375,2.7771875,0,0.022
2877,1/14/2007,23,NA,0.1,62,4.29,1.68,5,2.13,0,0,0.571145833,0.567708333,2.796,2.70375,0,0.024
2878,1/15/2007,21,NA,0.1,59,4.43,1.473333333,5,2.13,0,0,0.532083333,0.571145833,2.700421053,2.796,0,0.03
2879,1/16/2007,21,NA,0.1,56,4.66,1.326666667,5,2.13,0,0,0.543958333,0.532083333,2.813854167,2.700421053,0.001666667,0.044
2880,1/17/2007,22,NA,0.1,55,4.6,1.23,5,2.13,0,0,0.550833333,0.543958333,2.861041667,2.813854167,0,0.032
2881,1/18/2007,22,NA,0.1,60,4.48,1.123333333,5,2.13,0,0,0.5578125,0.550833333,2.944555556,2.861041667,0,0.028
2882,1/19/2007,22,NA,0.1,65,4.39,1.063333333,5,2.13,0,0,0.551875,0.5578125,2.926703297,2.944555556,0,0.028
2883,1/20/2007,23,NA,0.1,70,4.29,0.983333333,5,2.13,0,0,0.573645833,0.551875,2.867395833,2.926703297,0.02,0.03
2884,1/21/2007,23,NA,0.1,74,4.21,1.003333333,5,2.13,0,0,0.573020833,0.573645833,2.853958333,2.867395833,0.001666667,0.026
2885,1/22/2007,22,NA,0.1,74,4.14,1.02,5,2.13,0,0,0.558125,0.573020833,2.905833333,2.853958333,0.006666667,0.042
2886,1/23/2007,22,NA,0.1,74,4.23,1.04,5,2.13,0,0,0.5553125,0.558125,3.029263158,2.905833333,0.008333333,0.042
2887,1/24/2007,23,NA,0.1,76,4.21,1.07,5,2.13,0,0,0.565416667,0.5553125,2.87,3.029263158,0.003333333,0.04
2888,1/25/2007,23,NA,0.05,83,4.11,1.083333333,5,2.13,0,0,0.5678125,0.565416667,2.878854167,2.87,0.001666667,0.058
2889,1/26/2007,23,NA,0,90,4.11,1.046666667,5,2.13,0,0,0.568333333,0.5678125,2.855416667,2.878854167,0,0.03
2890,1/27/2007,23,NA,0.25,95,4.1,0.96,5,2.13,0,0,0.570729167,0.568333333,2.8240625,2.855416667,0,0.038
2891,1/28/2007,22,NA,0.35,96,4.15,0.926666667,5,2.13,0,0,0.5584375,0.570729167,2.813854167,2.8240625,0,0.034
2892,1/29/2007,22,NA,0.05,87,4.24,0.963333333,5,2.13,0,0,0.552395833,0.5584375,2.7946875,2.813854167,0,0.036
2893,1/30/2007,22,NA,0,84,4.28,1,5,2.13,0,0,0.556458333,0.552395833,2.798229167,2.7946875,0,0.034
2894,1/31/2007,23,NA,0,88,4.22,0.993333333,5,2.13,0,0,0.568854167,0.556458333,2.816875,2.798229167,0,0.032
2895,2/1/2007,23,NA,0,96,4.18,1.006666667,5,2.13,0,0,0.566666667,0.568854167,2.813020833,2.816875,0,0.028
2896,2/2/2007,22,NA,0,97,4.22,0.996666667,5,2.13,0,0,0.551145833,0.566666667,2.786979167,2.813020833,0,0.042
2897,2/3/2007,22,NA,0,83,4.36,0.973333333,5,2.13,0,0,0.545104167,0.551145833,2.766145833,2.786979167,0,0.036
2898,2/4/2007,22,NA,0,73,4.39,0.98,5,2.13,0,0,0.554166667,0.545104167,2.784189189,2.766145833,0.005,0.06
2899,2/5/2007,23,NA,0,76,4.33,1.03,5,2.13,0,0,0.5596875,0.554166667,2.735625,2.784189189,0.006666667,0.066
2900,2/6/2007,24,NA,0,95,4.15,1.09,5,2.13,0,0,0.571458333,0.5596875,2.812947368,2.735625,0.006666667,0.028
2901,2/7/2007,24,NA,0,103,4.08,1.13,5,2.13,0,0,0.573333333,0.571458333,2.7953125,2.812947368,0,0.024
2902,2/8/2007,24,NA,0,108,4.08,1.143333333,5,2.13,0,0,0.571458333,0.573333333,2.792916667,2.7953125,0,0.02
2903,2/9/2007,24,NA,0,109,4.1,1.153333333,5,2.13,0,0,0.571145833,0.571458333,2.790208333,2.792916667,0,0.03
2904,2/10/2007,24,NA,0.5,108,4.09,1.17,5,1.31,0,0,0.571041667,0.571145833,2.784166667,2.790208333,0,0.026
2905,2/11/2007,24,NA,1.5,113,4.04,1.283333333,5,0,0,0,0.580104167,0.571041667,2.8003125,2.784166667,0.076666667,0.022
2906,2/12/2007,26,NA,1.75,111,4.09,1.4,5,0,0,0,0.595416667,0.580104167,2.815833333,2.8003125,0,0.034
2907,2/13/2007,25,NA,1.85,109,4.12,1.456666667,5,0,0,0,0.585416667,0.595416667,2.801666667,2.815833333,0.015,0.03
2908,2/14/2007,25,NA,1.3,108,4.19,1.483333333,5,0,0,0,0.585326087,0.585416667,2.821041667,2.801666667,0.001666667,0.028
2909,2/15/2007,25,NA,1,105,4.25,1.513333333,5.5,0,0,0,0.582083333,0.585326087,2.779791667,2.821041667,0.026666667,0.074
2910,2/16/2007,25,NA,0.9,106,4.29,1.546666667,6,0,0,0,0.583125,0.582083333,2.779347826,2.779791667,0.003333333,0.062
2911,2/17/2007,27,NA,1.4,107,4.22,1.68,7,0,0,0,0.60125,0.583125,2.8071875,2.779347826,0.006666667,0.066
2912,2/18/2007,27,NA,1.8,109,4.19,1.863333333,7,0,0,0,0.603645833,0.60125,2.8271875,2.8071875,0.001666667,0.066
2913,2/19/2007,29,NA,2.9,113,4.16,2.103333333,8,0,0,0,0.621458333,0.603645833,2.937894737,2.8271875,0,0.062
2914,2/20/2007,30,NA,3.4,117,4.14,2.303333333,8,0,0,0,0.63875,0.621458333,2.865729167,2.937894737,0,0.076
2915,2/21/2007,32,NA,3.85,118,4.14,2.51,10,0,0,0,0.651041667,0.63875,2.884375,2.865729167,0,0.05
2916,2/22/2007,33,NA,3.65,122,4.13,2.713333333,10,0,0,0,0.664895833,0.651041667,2.896041667,2.884375,0,0.066
2917,2/23/2007,35,NA,4.7,129,4.12,2.943333333,12,0,0,0,0.679270833,0.664895833,2.928645833,2.896041667,0.006666667,0.03
2918,2/24/2007,36,NA,3.3,140,4.1,3.06,15,0,0,0,0.689583333,0.679270833,2.983229167,2.928645833,0,0.074
2919,2/25/2007,36,NA,2,137,4.17,3.136666667,20,0,0,0,0.683958333,0.689583333,2.92875,2.983229167,0,0.062
2920,2/26/2007,38,NA,3.9,143,4.22,3.27,25,0,0,0,0.7025,0.683958333,3.03655914,2.92875,0.08,0.056
2921,2/27/2007,40,NA,4.6,152,4.19,3.47,27,0,0,0,0.719375,0.7025,2.9990625,3.03655914,0,0.056
2922,2/28/2007,43,NA,4.4,168,4.16,3.68,30,0,0,0,0.744375,0.719375,3.4015625,2.9990625,0,0.092
2923,3/1/2007,44,NA,4.4,186,4.15,3.873333333,30,0,0,0,0.75125,0.744375,3.288125,3.4015625,0,0.084
2924,3/2/2007,44,NA,3.65,193,4.18,4.016666667,31,0,0,0,0.749479167,0.75125,3.303229167,3.288125,0,0.088
2925,3/3/2007,43,NA,4.15,196,4.18,4.146666667,31,0,0,0,0.734166667,0.749479167,3.0571875,3.303229167,0.025,0.088
2926,3/4/2007,42,NA,4.55,193,4.19,4.33,32,0,0,0,0.728854167,0.734166667,3.036145833,3.0571875,0.05,0.088
2927,3/5/2007,45,NA,5.75,196,4.17,4.546666667,32,0,0,0,0.749375,0.728854167,3.12,3.036145833,0.001666667,0.096
2928,3/6/2007,49,2.35,6.95,208,4.13,4.8,33,0,0,0,0.777708333,0.749375,3.21,3.12,0,0.104
2929,3/7/2007,46,2.36,8.45,222,4.09,5.056666667,34,0,0,0,0.754375,0.777708333,3.254791667,3.21,0,0.108
2930,3/8/2007,49,2.37,8.2,237,4.06,5.313333333,31,0,0,0,0.783020833,0.754375,3.278958333,3.254791667,0,0.138
2931,3/9/2007,51,2.38,9.15,248,4,5.593333333,27,0,0,0,0.799791667,0.783020833,3.313333333,3.278958333,0.016666667,0.076
2932,3/10/2007,50,2.38,8.6,255,4,5.863333333,24,0,0,0,0.7934375,0.799791667,3.300208333,3.313333333,0.04,0.092
2933,3/11/2007,50,2.38,9.7,261,4.01,6.136666667,25,0,0,0,0.787608696,0.7934375,3.311086957,3.300208333,0.005,0.12
2934,3/12/2007,48,2.39,10.25,268,3.97,6.43,24,0,0,0,0.775104167,0.787608696,3.308125,3.311086957,0,0.138
2935,3/13/2007,47,2.39,12.2,262,4.05,6.733333333,20,0,0,0,0.763645833,0.775104167,3.2803125,3.308125,0,0.116
2936,3/14/2007,43,2.39,10.6,252,4.07,7.023333333,19,0,0,0,0.718958333,0.763645833,3.247083333,3.2803125,0,0.078
2937,3/15/2007,29,2.39,10.7,238,4.09,7.313333333,19,0,0,0,0.561875,0.718958333,3.188958333,3.247083333,0,0.17
2938,3/16/2007,24,2.4,11.55,221,4.16,7.626666667,24,0.719,0,0,0.494583333,0.561875,3.204479167,3.188958333,0,0.214
2939,3/17/2007,24,2.41,12.6,220,4.13,8.013333333,22,1.62,0,0,0.490625,0.494583333,3.1871875,3.204479167,0,0.21
2940,3/18/2007,20,2.41,13.45,213,4.1,8.41,24,1.5,0,0,0.438854167,0.490625,3.170520833,3.1871875,0,0.142
2941,3/19/2007,20,2.41,12.9,207,4.12,8.726666667,25,1.37,0,0,0.4340625,0.438854167,3.1659375,3.170520833,0,0.18
2942,3/20/2007,20,2.42,14.85,201,4.12,9.036666667,21,1.35,0,0,0.432604167,0.4340625,3.134270833,3.1659375,0,0.232
2943,3/21/2007,19,2.42,14.75,193,4.14,9.286666667,19,1,0,0,0.4284375,0.432604167,3.077708333,3.134270833,0.093333333,0.144
2944,3/22/2007,19,2.42,14.25,180,4.17,9.513333333,17,0.491,0,0,0.419375,0.4284375,3.035104167,3.077708333,0.158333333,0.166
2945,3/23/2007,19,2.42,13.55,174,4.19,9.743333333,18,0.575,0,0,0.415625,0.419375,3.020729167,3.035104167,0.058333333,0.132
2946,3/24/2007,19,2.42,13.35,195,4.02,9.99,18,0.562,0.84,0,0.4121875,0.415625,3.040208333,3.020729167,0,0.166
2947,3/25/2007,19,2.42,14.05,181,4.18,10.19,17,0.491,0.29,0,0.412395833,0.4121875,3.0125,3.040208333,0.093333333,0.17
2948,3/26/2007,17,2.42,13.4,174,4.25,10.52666667,16,0.491,0,0,0.389583333,0.412395833,2.996041667,3.0125,0,0.12
2949,3/27/2007,17,2.42,14.6,171,4.27,10.92666667,15,0.45,0,0,0.387604167,0.389583333,2.964583333,2.996041667,0.068333333,0.276
2950,3/28/2007,17,2.42,13.9,165,4.28,11.26666667,13,0.736,0,0,0.3915625,0.387604167,2.957708333,2.964583333,0.001666667,0.12
2951,3/29/2007,16,2.42,12.6,167,4.2,11.52,12,0.782,0,0,0.370104167,0.3915625,2.923541667,2.957708333,0,0.092
2952,3/30/2007,16,NA,NA,157,4.28,11.63,11,0.491,0,0,0.366458333,0.370104167,2.909895833,2.923541667,0,0.194
2953,3/31/2007,16,NA,NA,153,4.32,11.78,11,0.491,0,0,0.3646875,0.366458333,2.9190625,2.909895833,0,0.248
2954,4/1/2007,15,2.42,NA,151,4.31,12.04,10,0.485,0,0,0.358958333,0.3646875,2.912083333,2.9190625,0,0.272
2955,4/2/2007,15,2.42,NA,148,4.33,12.36333333,12,0.396,50,0,0.3496875,0.358958333,2.901770833,2.912083333,0,0.192
2956,4/3/2007,13,2.41,NA,148,4.33,12.63333333,11,0.396,7.3,0,0.313229167,0.3496875,2.896354167,2.901770833,0,0.16
2957,4/4/2007,13,2.41,NA,145,4.31,12.79333333,9.2,0.396,3.4,0,0.309479167,0.313229167,2.871145833,2.896354167,0,0.154
2958,4/5/2007,13,2.4,NA,143,4.33,12.83333333,8,0.319,2.1,0,0.304895833,0.309479167,2.855104167,2.871145833,0,0.052
2959,4/6/2007,14,2.39,NA,140,4.33,12.78666667,6.8,0.31,1.4,0,0.3228125,0.304895833,2.842395833,2.855104167,0.001666667,0.064
2960,4/7/2007,13,2.39,NA,137,4.34,12.67666667,6.5,0.31,1,0,0.302083333,0.3228125,2.834583333,2.842395833,0.05,0.05
