DATE,q.in,ec.in,t.in,q.out,ec.out,t.out,q.BIG,q.BUF,q.WIL,q.FRO,df.0,df.1,dg.0,dg.1,p,et
3/1/1999,0.934455937,2.24,5,5.804953551,NA,NA,0.707921165,NA,0.274673412,0,0.0733425,NA,0.95519875,NA,0,0.005588
3/2/1999,0.934455937,2.25,4.9,5.691686165,NA,NA,0.707921165,NA,0.237861511,0,0.0760095,0.0733425,0.95577025,0.95519875,0,0.007874
3/3/1999,0.991089631,2.25,5.35,5.521785085,NA,NA,0.707921165,NA,0.232198142,0,0.0871855,0.0760095,0.95932625,0.95577025,0,0.005588
3/4/1999,0.707921165,2.26,5.9,5.606735625,NA,NA,0.707921165,NA,0.226534773,0,0.03302,0.0871855,0.96218375,0.95932625,0,0.004318
3/5/1999,0.453069545,2.27,6.4,5.408517699,NA,NA,0.707921165,NA,0.20671298,0,-0.0229235,0.03302,0.945515,0.96218375,0,0.002794
3/6/1999,0.424752699,2.28,5.6,5.210299773,NA,NA,0.679604318,NA,0.209544665,0,-0.032258,-0.0229235,0.936625,0.945515,0,0.003556
3/7/1999,0.396435852,2.29,6.15,5.125349233,NA,NA,0.764554858,NA,0.209544665,0,-0.0366395,-0.032258,0.93329125,0.936625,0.004572,0.003302
3/8/1999,0.424752699,2.3,6.8,5.493468238,NA,NA,0.849505398,NA,0.203881295,0,-0.023622,-0.0366395,0.945134,0.93329125,0,0.00508
3/9/1999,0.368119006,2.28,5.9,5.550101932,NA,NA,0.906139091,NA,0.201049611,0,-0.041656,-0.023622,0.94281625,0.945134,0,0.003556
3/10/1999,0.368119006,2.26,5.8,5.408517699,NA,NA,0.877822244,NA,0.198217926,0,-0.039624,-0.041656,0.9401175,0.94281625,0,0.000508
3/11/1999,0.339802159,2.25,4.85,5.266933466,NA,NA,0.849505398,NA,0.20671298,0,-0.0421005,-0.039624,0.9463405,0.9401175,0,0.000508
3/12/1999,0.311485312,2.25,4.3,5.606735625,NA,NA,0.877822244,NA,0.203881295,0,-0.0499745,-0.0421005,0.94859475,0.9463405,0.00635,0.00127
3/13/1999,1.472476023,2.24,4.5,5.889904091,NA,NA,0.906139091,NA,0.283168466,0,0.1202055,-0.0499745,0.9492615,0.94859475,0,0.002032
3/14/1999,2.010496108,2.26,5.5,6.22970625,NA,NA,1.104357017,NA,0.235029827,0,0.210058,0.1202055,0.9933305,0.9492615,0,0.005334
3/15/1999,1.217624403,2.26,6.25,6.258023096,NA,NA,1.16099071,NA,0.223703088,0,0.1080135,0.210058,1.02092125,0.9933305,0,0.007366
3/16/1999,0.424752699,2.26,6.45,6.371290483,NA,NA,1.16099071,NA,0.311485312,0,-0.011938,0.1080135,0.99520375,1.02092125,0,0.005334
3/17/1999,0.396435852,2.25,6.05,5.889904091,NA,NA,0.991089631,NA,0.651287472,0,-0.019304,-0.011938,0.96466025,0.99520375,0.000508,0.001016
3/18/1999,0.368119006,2.24,5.05,5.493468238,NA,NA,0.934455937,NA,1.019406477,0,-0.019685,-0.019304,0.949833,0.96466025,0.008382,0.001778
3/19/1999,1.359208636,2.23,5.8,5.776636704,NA,NA,1.019406477,NA,0.962772784,0,0.116459,-0.019685,0.9619615,0.949833,0,0.004572
3/20/1999,1.217624403,2.23,6.55,6.258023096,NA,NA,1.16099071,NA,0.538020085,0,0.117602,0.116459,0.999998,0.9619615,0,0.007366
3/21/1999,0.396435852,2.23,7.1,6.116438863,NA,NA,1.047723324,NA,0.266178358,0,-0.003429,0.117602,0.97780475,0.999998,0,0.005842
3/22/1999,0.396435852,2.24,6.5,5.720003011,NA,NA,0.962772784,NA,0.283168466,0,-0.002667,-0.003429,0.95380175,0.97780475,0,0.003556
3/23/1999,0.396435852,2.22,6.3,5.351884006,NA,NA,0.934455937,NA,0.311485312,0,-0.0055245,-0.002667,0.948817,0.95380175,0.01651,0.00127
3/24/1999,0.509703239,2.2,5.9,5.691686165,NA,NA,0.962772784,NA,0.453069545,0,0.0212725,-0.0055245,0.95945325,0.948817,0,0.004318
3/25/1999,0.509703239,2.2,6.45,6.31465679,NA,NA,1.387525483,NA,0.424752699,0,0.0186055,0.0212725,0.977138,0.95945325,0,0.008636
3/26/1999,0.453069545,2.2,7.15,6.682775795,NA,NA,2.860001506,NA,0.339802159,0,0.009779,0.0186055,1.033653,0.977138,0,0.010668
3/27/1999,0.424752699,2.21,7.6,7.107528494,NA,NA,2.661783579,NA,0.396435852,0,0.002921,0.009779,1.0553065,1.033653,0,0.005588
3/28/1999,0.396435852,2.19,7.5,6.880993721,NA,NA,2.152080341,NA,0.481386392,0,-0.0027305,0.002921,1.03505,1.0553065,0,0.006096
3/29/1999,0.368119006,2.19,7.35,6.626142102,NA,NA,1.614060256,NA,0.396435852,0,-0.0073025,-0.0027305,1.01514275,1.03505,0,0.013462
3/30/1999,0.424752699,2.22,7.85,6.399607329,NA,NA,1.444159176,NA,2.265347727,0,0.001651,-0.0073025,0.998474,1.01514275,0,0.012446
3/31/1999,0.396435852,2.23,8.25,6.286339943,NA,NA,1.33089179,NA,1.274258097,0,-0.0056515,0.001651,0.98904425,0.998474,0,0.009398
4/1/1999,0.368119006,2.23,8.4,6.22970625,NA,NA,1.614060256,NA,0.538020085,0,-0.007112,-0.0056515,0.989203,0.98904425,0.00254,0.003048
4/2/1999,0.396435852,2.22,8,6.22970625,NA,NA,1.840595028,NA,0.622970625,0,-0.006858,-0.007112,0.99971225,0.989203,0,0.005588
4/3/1999,0.424752699,2.2,8.4,6.484557869,NA,NA,1.953862415,NA,0.821188551,0,0.0045085,-0.006858,0.98790125,0.99971225,0.008636,0.00508
4/4/1999,0.481386392,2.19,8.3,6.427924176,NA,NA,1.840595028,NA,0.424752699,0,0.016101391,0.0045085,0.912478435,0.98790125,0.005588,0.00508
4/5/1999,0.991089631,2.19,8.6,7.362380113,NA,NA,1.812278182,NA,0.189722872,0,0.0856615,0.016101391,0.93271975,0.912478435,0,0.00889
4/6/1999,1.047723324,2.19,8.95,7.39069696,NA,NA,2.237030881,NA,0.229366457,0,0.1020445,0.0856615,0.9537065,0.93271975,0,0.008636
4/7/1999,0.481386392,2.18,9.05,7.419013807,NA,NA,2.944952045,NA,0.311485312,0,0.012954,0.1020445,0.97431225,0.9537065,0,0.013716
4/8/1999,0.396435852,2.19,8.9,7.447330653,NA,NA,2.831684659,NA,3.596239517,0,-0.002794,0.012954,0.97431225,0.97431225,0,0.0127
4/9/1999,0.396435852,2.19,9.6,7.050894801,NA,NA,1.925545568,NA,5.578418778,0,-0.001651,-0.002794,0.9340215,0.97431225,0,0.009144
4/10/1999,0.396435852,2.2,9.35,6.682775795,NA,NA,1.444159176,NA,1.670693949,0,-0.004699,-0.001651,0.889381,0.9340215,0,0.006096
4/11/1999,0.396435852,2.19,9.55,6.541191562,NA,NA,1.500792869,NA,1.047723324,0,-0.006731,-0.004699,0.8829675,0.889381,0,0.010414
4/12/1999,0.368119006,2.18,9.4,6.286339943,NA,NA,1.840595028,NA,1.302574943,0,-0.0165735,-0.006731,0.90439875,0.8829675,0.004572,0.003048
4/13/1999,0.594653778,2.24,9.3,5.918220937,NA,NA,2.293664574,NA,0.906139091,0,0.0304165,-0.0165735,0.921639,0.90439875,0.034544,0.003556
4/14/1999,2.180397187,2.24,8.9,6.626142102,NA,NA,3.879407983,NA,1.132673864,0,0.1981835,0.0304165,0.9998075,0.921639,0,0.00508
4/15/1999,2.944952045,2.25,8.75,8.325152897,NA,NA,6.456241023,NA,0.962772784,0,0.309499,0.1981835,1.1927205,0.9998075,0,0.005334
4/16/1999,1.783961335,2.25,8.4,9.79762892,NA,NA,3.539605824,NA,0.877822244,0,0.184277,0.309499,1.1231245,1.1927205,0,0.00635
4/17/1999,1.07604017,2.25,8.5,8.325152897,NA,NA,2.690100426,NA,0.991089631,0,0.1044575,0.184277,1.0475595,1.1231245,0,0.009398
4/18/1999,0.651287472,2.25,9.3,7.447330653,NA,NA,2.605149886,NA,1.16099071,0,0.045593,0.1044575,1.00682425,1.0475595,0,0.008382
4/19/1999,0.707921165,2.25,9.1,6.965944261,NA,NA,2.888318352,NA,1.189307557,0,0.053213,0.045593,0.975233,1.00682425,0,0.008382
4/20/1999,1.670693949,2.25,9.05,7.022577954,NA,NA,2.860001506,NA,0.906139091,0,0.168148,0.053213,1.00457,0.975233,0.000762,0.006096
4/21/1999,1.868911875,2.23,8.9,7.532281193,NA,NA,0.934455937,NA,0.764554858,0,0.1906905,0.168148,0.95932625,1.00457,0.006096,0.00254
4/22/1999,1.840595028,2.23,8.9,9.88257946,NA,NA,0.877822244,NA,0.679604318,0,0.185166,0.1906905,0.936625,0.95932625,0.002032,0.000762
4/23/1999,1.925545568,2.23,8.8,10.13743108,NA,NA,0.934455937,NA,0.622970625,0,0.197485,0.185166,0.941197,0.936625,0.000762,0.000508
4/24/1999,0.991089631,2.23,8.7,8.891489829,NA,NA,0.849505398,NA,0.594653778,0,0.0960755,0.197485,0.9443085,0.941197,0.017018,0.00381
4/25/1999,2.293664574,2.23,9.05,9.118024602,NA,NA,0.934455937,NA,0.566336932,0,0.2305685,0.0960755,0.93856175,0.9443085,0,0.00508
4/26/1999,3.143169971,2.23,9.2,10.53386693,NA,NA,0.962772784,NA,0.707921165,0,0.3283585,0.2305685,1.001649,0.93856175,0,0.00762
4/27/1999,2.888318352,2.22,9.4,9.287925682,NA,NA,0.821188551,NA,0.962772784,0,0.3001645,0.3283585,1.0043795,1.001649,0.0127,0.006096
4/28/1999,1.585743409,2.2,9.25,8.381786591,NA,NA,0.764554858,NA,0.849505398,0,0.1628775,0.3001645,0.96116775,1.0043795,0.002286,0.000508
4/29/1999,2.123763494,2.22,9.35,7.702182272,NA,NA,0.821188551,NA,1.387525483,0,0.216281,0.1628775,0.931545,0.96116775,0.027178,0.000508
4/30/1999,3.171486818,2.21,9.55,8.976440369,NA,NA,1.07604017,NA,1.189307557,0,0.2953385,0.216281,0.993521,0.931545,0.03302,0.00127
5/1/1999,10.67545116,NA,NA,16.28218679,NA,NA,3.539605824,NA,0.934455937,0,0.801751,0.2953385,1.395095,0.993521,0,0.006858
5/2/1999,13.70535375,NA,NA,41.62576449,NA,NA,4.049309062,NA,0.962772784,0.00736238,0.9305925,0.801751,1.670431,1.395095,0,0.010414
5/3/1999,37.66140596,2.18,10.95,32.84754204,NA,NA,1.868911875,NA,1.274258097,0.013875255,1.612519,0.9305925,1.74913925,1.670431,0.000762,0.007112
5/4/1999,45.87329148,2.1,11.35,43.60794375,NA,NA,41.34259602,NA,1.41584233,0.00736238,1.81864,1.612519,2.2672675,1.74913925,0.000508,0.00635
5/5/1999,43.89111221,2.05,11.15,74.47330653,NA,NA,39.92675369,NA,1.302574943,0,1.7694275,1.81864,2.7040205,2.2672675,0,0.008128
5/6/1999,35.96239517,1.99,10.95,93.72876221,NA,NA,16.79189003,NA,0.651287472,0,1.566866553,1.7694275,2.3623905,2.7040205,0,0.006858
5/7/1999,45.30695454,2.02,11.1,68.24360028,NA,NA,7.447330653,NA,0.736238011,0,1.7709515,1.566866553,2.232914,2.3623905,0,0.00889
5/8/1999,56.06735625,2.05,11.15,63.42973636,NA,NA,2.4918825,NA,2.32198142,0,1.9886295,1.7709515,2.30171625,2.232914,0,0.015494
5/9/1999,62.86339943,2.06,11.15,67.96043182,NA,NA,1.24594125,NA,1.07604017,0,2.105088499,1.9886295,2.383663,2.30171625,0.000254,0.007874
5/10/1999,62.58023096,2.04,11.2,71.92479034,NA,NA,1.16099071,NA,1.274258097,0,2.093722001,2.105088499,2.4242395,2.383663,0.000254,0.00508
5/11/1999,62.86339943,1.99,11.45,75.32281193,NA,NA,1.189307557,NA,0.991089631,0,2.087562499,2.093722001,2.4087455,2.4242395,0,0.007366
5/12/1999,63.1465679,1.94,11.75,74.47330653,NA,NA,1.189307557,NA,0.764554858,0,2.083435001,2.087562499,2.40217325,2.4087455,0,0.01524
5/13/1999,64.84557869,1.99,11.65,73.34063267,NA,NA,1.189307557,NA,0.651287472,0,2.106040999,2.083435001,2.4054435,2.40217325,0,0.012446
5/14/1999,65.12874716,2,11.5,73.62380113,NA,NA,1.189307557,NA,0.566336932,0,2.0987385,2.106040999,2.408555,2.4054435,0,0.011176
5/15/1999,66.26142102,1.98,11.7,73.9069696,NA,NA,1.217624403,NA,0.566336932,0,2.1101685,2.0987385,2.38731425,2.408555,0,0.00635
5/16/1999,67.39409488,1.98,11.75,73.62380113,NA,NA,1.217624403,NA,0.566336932,0,2.124709999,2.1101685,2.3711535,2.38731425,0,0.007366
5/17/1999,71.07528494,1.97,12,74.756475,NA,NA,1.41584233,NA,0.481386392,0,2.177542001,2.124709999,2.38109125,2.3711535,0,0.012954
5/18/1999,70.79211648,1.96,11.9,76.73865426,NA,NA,1.16099071,NA,0.481386392,0,2.167953499,2.177542001,2.4049355,2.38109125,0,0.015494
5/19/1999,70.50894801,1.94,12.35,77.02182272,NA,NA,1.16099071,NA,0.481386392,0,2.157539501,2.167953499,2.4054435,2.4049355,0.00254,0.006604
5/20/1999,70.50894801,1.93,12.6,76.73865426,NA,NA,1.274258097,NA,1.132673864,0,2.159127,2.157539501,2.4098885,2.4054435,0,0.007366
5/21/1999,70.22577954,1.92,13,76.73865426,NA,NA,1.24594125,NA,1.047723324,0,2.148903499,2.159127,2.406523,2.4098885,0,0.009652
5/22/1999,68.80993721,1.92,13.05,75.6059804,NA,NA,1.189307557,NA,0.849505398,0,2.125662499,2.148903499,2.4035385,2.406523,0,0.005588
5/23/1999,67.96043182,1.91,13.25,76.45548579,NA,NA,1.16099071,NA,0.509703239,0,2.105723501,2.125662499,2.40204625,2.4035385,0,0.008128
5/24/1999,68.80993721,1.92,13.25,76.45548579,NA,NA,1.16099071,NA,0.481386392,0,2.119630001,2.105723501,2.41099975,2.40204625,0.005842,0.002286
5/25/1999,68.24360028,1.91,13.3,77.87132812,NA,NA,1.189307557,NA,0.538020085,0,2.106612499,2.119630001,2.42052475,2.41099975,0,0.004826
5/26/1999,60.03171477,1.91,13.55,79.28717045,NA,NA,1.217624403,NA,0.424752699,0,1.9634835,2.106612499,2.38991775,2.42052475,0,0.004572
5/27/1999,68.24360028,1.9,13.7,76.17231733,NA,NA,1.189307557,NA,0.424752699,0,2.097468499,1.9634835,2.34648375,2.38991775,0,0.007112
5/28/1999,68.80993721,1.91,13.75,77.02182272,NA,NA,1.189307557,NA,0.396435852,0.538020085,2.105278999,2.097468499,2.41671475,2.34648375,0,0.009652
5/29/1999,69.09310568,1.9,14.25,78.72083352,NA,NA,1.33089179,NA,0.396435852,1.019406477,2.102739,2.105278999,2.41607975,2.41671475,0,0.008382
5/30/1999,68.80993721,1.89,14.5,78.72083352,NA,NA,1.387525483,NA,0.368119006,1.019406477,2.093658499,2.102739,2.41665125,2.41607975,0,0.008636
5/31/1999,67.96043182,1.88,14.65,78.43766505,NA,NA,1.24594125,NA,0.396435852,1.104357017,2.076513499,2.093658499,2.40090325,2.41665125,0,0.008128
6/1/1999,68.24360028,1.88,15.05,78.72083352,NA,NA,1.217624403,NA,0.934455937,1.07604017,2.076196001,2.076513499,2.390394,2.40090325,0,0.014986
6/2/1999,69.65944261,1.88,14.75,77.87132812,2.25,NA,1.16099071,NA,0.877822244,0.906139091,2.098167,2.076196001,2.3842345,2.390394,0,0.014224
6/3/1999,69.37627415,1.88,15.25,77.87132812,2.225,NA,1.16099071,NA,1.019406477,1.132673864,2.088578501,2.098167,2.388027789,2.3842345,0,0.018542
6/4/1999,74.47330653,1.87,16.2,78.15449659,2.203,NA,1.444159176,NA,1.104357017,1.16099071,2.161159001,2.088578501,2.40077625,2.388027789,0,0.01397
6/5/1999,73.34063267,1.87,16.9,79.28717045,2.19,NA,1.529109716,NA,1.047723324,1.132673864,2.141283499,2.161159001,2.41935,2.40077625,0,0.011176
6/6/1999,75.88914886,1.86,17.7,78.43766505,2.192,NA,1.614060256,NA,1.07604017,1.132673864,2.174113001,2.141283499,2.4109045,2.41935,0,0.014986
6/7/1999,76.45548579,1.87,17.25,79.57033892,2.179,NA,1.783961335,NA,1.755644489,1.274258097,2.180780501,2.174113001,2.43303425,2.4109045,0.000508,0.017018
6/8/1999,75.32281193,1.86,17.4,79.57033892,2.17,NA,1.614060256,NA,2.746734119,1.500792869,2.158746,2.180780501,2.43043075,2.43303425,0,0.009906
6/9/1999,74.756475,1.86,17.25,79.85350738,2.166,NA,1.387525483,NA,4.615645994,1.472476023,2.145728501,2.158746,2.42014375,2.43043075,0.002794,0.006858
6/10/1999,72.2079588,1.87,17.35,79.85350738,2.172,NA,1.472476023,NA,2.293664574,1.472476023,2.104707499,2.145728501,2.415159,2.42014375,0.001524,0.00635
6/11/1999,61.16438863,1.87,17.45,79.28717045,2.18,NA,1.274258097,NA,1.812278182,1.302574943,1.920938501,2.104707499,2.35861225,2.415159,0.00381,0.005842
6/12/1999,59.7485463,1.87,17.7,79.00400199,2.14,NA,1.217624403,NA,2.973268892,1.132673864,1.896681499,1.920938501,2.349119,2.35861225,0,0.006096
6/13/1999,58.04953551,1.88,17.65,78.15449659,2.233,NA,1.24594125,NA,2.180397187,1.132673864,1.867916,1.896681499,2.30158925,2.349119,0,0.008636
6/14/1999,55.21785085,1.88,17.5,73.0574642,2.269,NA,1.302574943,NA,2.208714034,1.132673864,1.819148,1.867916,2.24850325,2.30158925,0,0.00762
6/15/1999,55.78418778,1.88,17.85,70.22577954,2.274,NA,1.302574943,NA,2.633466733,1.16099071,1.829435,1.819148,2.2186265,2.24850325,0,0.004572
6/16/1999,53.80200852,1.88,17.65,69.09310568,2.246,NA,1.274258097,NA,0.962772784,1.16099071,1.791589,1.829435,2.19351225,2.2186265,0,0.008382
6/17/1999,45.02378608,1.89,17.7,68.52676875,2.268,NA,1.217624403,NA,1.019406477,0.962772784,1.6245205,1.791589,2.123059,2.19351225,0,0.009652
6/18/1999,45.02378608,1.88,18.15,62.86339943,2.298,NA,1.16099071,NA,0.566336932,0.026051499,1.6235045,1.6245205,2.0704175,2.123059,0,0.009652
6/19/1999,43.89111221,1.88,18.3,61.16438863,2.249,NA,1.104357017,NA,0.566336932,0.010760402,1.602232,1.6235045,2.036445,2.0704175,0,0.011684
6/20/1999,43.60794375,1.87,18.15,58.89904091,2.26,NA,1.07604017,NA,0.538020085,0.161406026,1.596263,1.602232,2.02803125,2.036445,0,0.010668
6/21/1999,43.89111221,1.87,18.25,56.63369318,2.274,NA,1.07604017,NA,0.538020085,0.991089631,1.6043275,1.596263,2.04162025,2.02803125,0.000254,0.012446
6/22/1999,43.60794375,1.86,18.35,56.63369318,2.277,NA,1.07604017,NA,0.566336932,1.047723324,1.5989935,1.6043275,2.03425425,2.04162025,0,0.009652
6/23/1999,41.34259602,1.86,18.45,55.78418778,2.26,NA,1.047723324,NA,0.622970625,1.019406477,1.5523845,1.5989935,2.01729975,2.03425425,0.008128,0.011176
6/24/1999,33.13071051,1.85,18.9,58.33270398,2.22,NA,1.019406477,NA,0.849505398,1.047723324,1.3683615,1.5523845,1.973326,2.01729975,0.000508,0.01143
6/25/1999,30.86536278,1.86,18.85,49.83765,2.347,NA,0.991089631,NA,0.594653778,0.906139091,1.3208,1.3683615,1.90998475,1.973326,0,0.011176
6/26/1999,22.11545719,1.87,18.85,42.47526989,NA,NA,0.906139091,NA,0.453069545,1.189307557,1.094867,1.3208,1.81702075,1.90998475,0,0.009652
6/27/1999,22.71011097,1.88,18.85,34.54655284,NA,NA,0.934455937,NA,0.424752699,1.16099071,1.1116945,1.094867,1.7337405,1.81702075,0,0.009906
6/28/1999,23.72951744,1.88,19.15,32.28120511,NA,NA,0.877822244,NA,0.453069545,1.24594125,1.1315065,1.1116945,1.7096105,1.7337405,0,0.012192
6/29/1999,36.81190057,1.89,18.95,34.26338437,NA,NA,0.934455937,NA,0.424752699,1.189307557,1.4529435,1.1315065,1.81625875,1.7096105,0,0.00762
6/30/1999,39.07724829,1.89,19,44.45744915,NA,NA,0.991089631,NA,0.509703239,1.16099071,1.4999335,1.4529435,1.9331305,1.81625875,0,0.010414
7/1/1999,33.98021591,1.89,19.05,48.9881446,NA,NA,0.991089631,NA,0.481386392,1.16099071,1.3923645,1.4999335,1.92820925,1.9331305,0.007366,0.014478
7/2/1999,23.10654682,1.89,19.25,43.60794375,NA,NA,1.019406477,NA,0.368119006,0.906139091,1.119124,1.3923645,1.823212,1.92820925,0,0.016256
7/3/1999,9.174658295,1.89,19.2,35.39605824,NA,NA,0.792871705,NA,0.396435852,0.594653778,0.649986,1.119124,1.62461575,1.823212,0,0.018288
7/4/1999,7.957033892,1.89,19.4,23.87110168,NA,NA,0.821188551,NA,0.368119006,0.107604017,0.5944235,0.649986,1.4408785,1.62461575,0,0.014478
7/5/1999,6.880993721,1.88,19.3,20.18991162,NA,NA,0.821188551,NA,0.453069545,0.792871705,0.5412105,0.5944235,1.367917,1.4408785,0,0.006858
7/6/1999,5.295250312,1.88,19.35,17.27327642,NA,NA,0.821188551,NA,0.481386392,1.16099071,0.451866,0.5412105,1.305814,1.367917,0,0.012446
7/7/1999,3.709506903,1.88,19.35,14.69644338,NA,NA,0.849505398,NA,0.509703239,1.24594125,0.347853,0.451866,1.2173585,1.305814,0,0.017272
7/8/1999,3.766140596,1.88,19.4,12.99743258,NA,NA,0.877822244,NA,0.622970625,1.302574943,0.328295,0.347853,1.155827,1.2173585,0,0.007874
7/9/1999,16.48040472,1.85,20.2,11.12852071,NA,NA,0.821188551,NA,3.454655284,1.274258097,0.9194165,0.328295,1.27254,1.155827,0,0.007366
7/10/1999,15.82911724,1.85,20.6,16.33882048,NA,NA,0.792871705,NA,3.56792267,1.387525483,0.9018905,0.9194165,1.50148925,1.27254,0,0.009652
7/11/1999,15.40436454,1.87,20.45,17.61307858,NA,NA,0.764554858,NA,2.435248807,1.359208636,0.8869045,0.9018905,1.526921,1.50148925,0,0.009398
7/12/1999,14.58317599,1.86,20.45,18.97228722,NA,NA,0.736238011,NA,1.953862415,1.33089179,0.857377,0.8869045,1.51571325,1.526921,0,0.01143
7/13/1999,13.08238312,1.85,20.6,18.37763344,NA,NA,0.707921165,NA,3.001585739,1.24594125,0.8046085,0.857377,1.484884,1.51571325,0,0.01778
7/14/1999,11.77980818,1.84,20.85,16.45208787,NA,NA,0.736238011,NA,2.378615114,1.217624403,0.755142,0.8046085,1.43989425,1.484884,0,0.013208
7/15/1999,12.34614511,1.83,21.3,14.83802761,NA,NA,0.792871705,NA,4.162576449,1.24594125,0.773811,0.755142,1.41316075,1.43989425,0,0.008382
7/16/1999,21.18100125,1.81,21.7,15.31941401,NA,NA,0.764554858,NA,2.32198142,1.24594125,1.066165,0.773811,1.4879955,1.41316075,0,0.004826
7/17/1999,20.81288224,1.78,22.2,21.1526844,NA,NA,0.707921165,NA,1.019406477,1.24594125,1.057529,1.066165,1.60169225,1.4879955,0.002286,0.010668
7/18/1999,15.77248355,1.78,22.1,22.54020989,NA,NA,0.764554858,NA,0.792871705,1.189307557,0.89916,1.057529,1.57432375,1.60169225,0,0.011938
7/19/1999,15.65921616,1.77,22.05,19.73684207,NA,NA,0.679604318,NA,0.707921165,1.217624403,0.895858,0.89916,1.5389225,1.57432375,0.00127,0.009398
7/20/1999,14.07347276,1.77,22.1,18.63248506,NA,NA,0.651287472,NA,0.679604318,1.217624403,0.83947,0.895858,1.4942185,1.5389225,0,0.010668
7/21/1999,13.81862114,1.76,22.15,17.78297966,NA,NA,0.679604318,NA,0.736238011,1.132673864,0.8297545,0.83947,1.464564,1.4942185,0,0.013208
7/22/1999,13.76198744,1.75,22.15,16.73525633,NA,NA,0.594653778,NA,0.792871705,1.104357017,0.8281035,0.8297545,1.45754725,1.464564,0,0.010922
7/23/1999,13.53545267,1.75,22.3,15.68753301,2.65,25.6,0.594653778,NA,0.707921165,1.274258097,0.8199755,0.8281035,1.44903825,1.45754725,0,0.010414
7/24/1999,15.12119608,1.74,22.45,15.63089932,2.66,25.85,0.651287472,NA,0.679604318,1.33089179,0.875411,0.8199755,1.46307175,1.44903825,0,0.011938
7/25/1999,15.97070148,1.73,22.45,16.19723625,2.57,25.76666667,0.679604318,NA,0.594653778,1.302574943,0.9063355,0.875411,1.4806295,1.46307175,0,0.011684
7/26/1999,15.88575094,1.73,22.45,17.0184248,2.53,25.85,0.594653778,NA,0.566336932,1.274258097,0.903097,0.9063355,1.48971,1.4806295,0,0.011684
7/27/1999,16.14060256,1.71,22.45,16.96179111,2.53,25.98,0.538020085,NA,0.538020085,1.274258097,0.910971,0.903097,1.4860905,1.48971,0,0.014224
7/28/1999,18.83070298,1.69,22.55,16.36713733,2.5,25.96666667,0.594653778,NA,0.509703239,1.274258097,0.998601,0.910971,1.5116556,1.4860905,0.002032,0.01143
7/29/1999,18.77406929,1.66,22.5,18.20773236,2.38,25.92857143,0.566336932,NA,0.566336932,1.302574943,0.996569,0.998601,1.5525115,1.5116556,0.006858,0.012446
7/30/1999,18.2360492,1.66,22.5,19.19882199,2.02,25.9875,0.566336932,NA,0.594653778,1.302574943,0.978916,0.996569,1.55775025,1.5525115,0.018034,0.007366
7/31/1999,18.83070298,1.67,22.6,20.7845654,1.87,25.92222222,0.707921165,NA,0.509703239,1.274258097,0.998601,0.978916,1.6050895,1.55775025,0.013208,0.006858
8/1/1999,36.5287321,1.67,22.85,33.41387898,1.65,25.67,0.849505398,NA,0.481386392,1.132673864,1.4248765,0.998601,1.86540775,1.6050895,0.000508,0.002286
8/2/1999,36.5287321,1.67,22.65,61.16438863,1.56,25.31818182,1.132673864,NA,0.453069545,0.368119006,1.4045565,1.4248765,1.99158225,1.86540775,0.000762,0.004826
8/3/1999,6.22970625,1.67,22.7,57.48319858,2.13,25.06666667,0.962772784,NA,0.424752699,0.027467341,0.4966335,1.4045565,1.5641955,1.99158225,0.001524,0.003048
8/4/1999,6.088122017,1.67,22.35,29.44952045,2.44,24.84615385,0.877822244,NA,0.481386392,0.01840595,0.4857115,0.4966335,1.33562725,1.5641955,0,0.007112
8/5/1999,4.757230227,1.66,22.5,25.65506301,2.08,24.63571429,0.821188551,NA,0.509703239,0.010760402,0.4063365,0.4857115,1.2844145,1.33562725,0,0.01016
8/6/1999,3.681190057,1.66,22.45,20.84119909,1.8,24.54666667,1.047723324,NA,0.538020085,0.00368119,0.331851,0.4063365,1.21815225,1.2844145,0,0.008128
8/7/1999,2.775050966,1.68,22.65,21.01110017,2.32,24.55,0.877822244,NA,0.707921165,0,0.263652,0.331851,1.1468735,1.21815225,0,0.006604
8/8/1999,3.936041676,1.66,22.45,15.06456239,2.47,24.57058824,0.764554858,NA,0.566336932,0.16990108,0.3037205,0.263652,1.11718725,1.1468735,0,0.008382
8/9/1999,28.00536128,1.6,22.85,12.17624403,2.23,24.58333333,0.736238011,NA,0.424752699,0.906139091,1.1743055,0.3037205,1.29286,1.11718725,0,0.010668
8/10/1999,42.75843835,1.54,23.4,24.86219131,1.7,24.65263158,0.707921165,NA,0.396435852,0.877822244,1.5258415,1.1743055,1.692148,1.29286,0,0.013208
8/11/1999,65.69508409,1.55,23.45,41.62576449,2.08,24.71,0.707921165,NA,0.509703239,0.906139091,1.984692499,1.5258415,1.9497675,1.692148,0.000508,0.009906
8/12/1999,69.94261108,1.56,23.4,58.61587244,1.97,24.73333333,0.707921165,NA,0.679604318,0.906139091,2.057019,1.984692499,2.1445855,1.9497675,0,0.007874
8/13/1999,70.22577954,1.56,23.6,69.09310568,NA,24.71363636,0.736238011,NA,1.359208636,0.849505398,2.0644485,2.057019,2.19427425,2.1445855,0,0.014478
8/14/1999,69.09310568,1.58,23.8,74.756475,2.02,24.67826087,0.764554858,NA,1.529109716,0.934455937,2.046223999,2.0644485,2.222119,2.19427425,0,0.016002
