Region,Reach,reach,Section,Name,WIDTH,H
2,7,G,34,DSS17,151.4957,3.4
2,7,G,34,DSS17,152.0694,3.5
2,7,G,34,DSS17,152.643,3.6
2,7,G,34,DSS17,153.2166,3.7
2,7,G,34,DSS17,153.7902,3.8
2,7,G,34,DSS17,154.3639,3.9
2,7,G,34,DSS17,154.9375,4
2,7,G,34,DSS17,155.5111,4.1
2,7,G,34,DSS17,156.0847,4.2
2,7,G,34,DSS17,156.6584,4.3
2,7,G,34,DSS17,157.232,4.4
2,7,G,34,DSS17,158.6647,4.5
2,7,G,34,DSS17,160.0974,4.6
2,7,G,34,DSS17,163.835,4.7
2,7,G,34,DSS17,223.6415,4.8
2,7,G,34,DSS17,230.4038,4.9
2,7,G,34,DSS17,237.166,5
2,7,G,34,DSS17,243.9283,5.1
2,7,G,34,DSS17,250.7421,5.2
2,7,G,34,DSS17,257.5688,5.3
2,7,G,34,DSS17,264.3954,5.4
2,7,G,34,DSS17,271.2221,5.5
2,7,G,34,DSS17,278.0489,5.6
2,7,G,34,DSS17,293.1746,5.7
2,7,G,34,DSS17,353.0195,5.8
2,7,G,34,DSS17,367.9059,5.9
2,7,G,34,DSS17,382.7921,6
2,7,G,34,DSS17,397.6785,6.1
2,7,G,34,DSS17,412.5648,6.2
2,7,G,34,DSS17,426.6538,6.3
2,7,G,34,DSS17,437.5534,6.4
2,7,G,34,DSS17,445.0734,6.5
2,7,G,34,DSS17,452.2178,6.6
2,7,G,34,DSS17,459.3621,6.7
2,7,G,34,DSS17,466.5065,6.8
2,7,G,34,DSS17,473.6509,6.9
2,7,G,34,DSS17,480.7953,7
2,7,G,34,DSS17,487.9397,7.1
2,7,G,34,DSS17,495.0841,7.2
2,7,G,34,DSS17,538.0289,7.3
2,7,G,34,DSS17,547.0339,7.4
2,7,G,34,DSS17,550.563,7.5
2,7,G,34,DSS17,554.0922,7.6
2,7,G,34,DSS17,557.6214,7.7
2,7,G,34,DSS17,561.3917,7.8
2,7,G,34,DSS17,565.7247,7.9
2,7,G,34,DSS17,570.0577,8
2,7,G,34,DSS17,574.3907,8.1
2,7,G,34,DSS17,578.7238,8.2
2,7,G,34,DSS17,583.0568,8.3
2,7,G,34,DSS17,587.3898,8.4
2,7,G,34,DSS17,593.013,8.5
2,7,G,34,DSS17,601.6466,8.6
2,7,G,34,DSS17,610.2802,8.7
2,7,G,34,DSS17,618.9138,8.8
2,7,G,34,DSS17,627.5474,8.9
2,7,G,34,DSS17,636.181,9
2,7,G,34,DSS17,644.8146,9.1
2,7,G,34,DSS17,653.4482,9.2
2,7,G,34,DSS17,662.0818,9.3
2,7,G,34,DSS17,670.7154,9.4
2,7,G,34,DSS17,679.349,9.5
2,7,G,34,DSS17,687.9825,9.6
2,7,G,34,DSS17,696.6161,9.7
2,7,G,34,DSS17,705.2497,9.8
2,7,G,34,DSS17,713.8833,9.9
2,7,G,34,DSS17,722.5169,10
2,7,G,34,DSS17,731.1505,10.1
2,7,G,34,DSS17,734.586,10.2
2,7,G,34,DSS17,735.7937,10.3
2,7,G,34,DSS17,737.0014,10.4
2,7,G,34,DSS17,738.2091,10.5
2,7,G,34,DSS17,739.4168,10.6
2,7,G,34,DSS17,740.6245,10.7
2,7,G,34,DSS17,741.8322,10.8
2,7,G,34,DSS17,743.0399,10.9
2,7,G,34,DSS17,744.2476,11
2,7,G,34,DSS17,745.4553,11.1
2,7,G,34,DSS17,746.663,11.2
2,7,G,34,DSS17,747.8707,11.3
2,7,G,34,DSS17,749.0784,11.4
2,7,G,34,DSS17,750.2861,11.5
2,7,G,34,DSS17,751.4938,11.6
2,7,G,34,DSS17,752.7015,11.7
2,7,G,34,DSS17,753.9092,11.8
2,7,G,34,DSS17,755.1169,11.9
2,7,G,34,DSS17,756.3245,12
2,7,G,34,DSS17,757.5322,12.1
