date,h.arkcatco,h.arkrocco,h.arklajco,h.arklasco,h.arklamco,h.arklamco,,Date,h.arklamco
12/31/2000,2.43,1.59,6.05,5.4,4.3621875,0.21,,12/31/2000,4.3621875
1/1/2001,2.41,1.57,6.03,5.4,4.3590625,0.21,,1/1/2001,4.3590625
1/2/2001,2.42,1.57,6.03,5.38,4.355625,0.21,,1/2/2001,4.355625
1/3/2001,2.41,1.57,6.01,5.37,4.365729167,0.18,,1/3/2001,4.365729167
1/4/2001,2.43,1.57,6.03,5.38,4.35875,0.1,,1/4/2001,4.35875
1/5/2001,2.43,1.57,6.04,5.37,4.346145833,0.1,,1/5/2001,4.346145833
1/6/2001,2.44,1.57,6.04,5.37,4.3303125,0.1,,1/6/2001,4.3303125
1/7/2001,2.48,1.57,6.03,5.36,4.309166667,0.1,,1/7/2001,4.309166667
1/8/2001,2.47,1.57,6.02,5.35,4.287916667,0.1,,1/8/2001,4.287916667
1/9/2001,2.09,1.58,6,5.34,4.277395833,0.09,,1/9/2001,4.277395833
1/10/2001,2.02,1.58,6.01,5.34,4.2671875,0.09,,1/10/2001,4.2671875
1/11/2001,2,1.58,5.98,5.33,4.2515625,0.09,,1/11/2001,4.2515625
1/12/2001,2.01,1.58,5.99,5.32,4.243333333,0.09,,1/12/2001,4.243333333
1/13/2001,2.02,1.58,6.02,5.33,4.244583333,0.09,,1/13/2001,4.244583333
1/14/2001,2.01,1.59,6.02,5.31,4.231354167,0.09,,1/14/2001,4.231354167
1/15/2001,2,1.65,6.02,5.3,4.217083333,0.09,,1/15/2001,4.217083333
1/16/2001,1.92,1.63,6.03,5.28,4.247291667,0.09,,1/16/2001,4.247291667
1/17/2001,2.7,1.68,5.95,5.25,4.269270833,NA,,1/17/2001,4.269270833
1/18/2001,1.81,1.73,5.93,5.09,4.390833333,NA,,1/18/2001,4.390833333
1/19/2001,2.93,1.76,6.03,5.24,4.2684375,NA,,1/19/2001,4.2684375
1/20/2001,3.87,1.78,5.95,5.25,4.219895833,NA,,1/20/2001,4.219895833
1/21/2001,3.6,1.75,6.1,5.39,4.231979167,NA,,1/21/2001,4.231979167
1/22/2001,3.29,1.73,6.02,5.39,4.205833333,NA,,1/22/2001,4.205833333
1/23/2001,3.04,1.66,6.07,5.44,4.210833333,NA,,1/23/2001,4.210833333
1/24/2001,2.21,1.63,6.01,5.41,4.195,NA,,1/24/2001,4.195
1/25/2001,2.14,1.65,6.01,5.37,4.196666667,NA,,1/25/2001,4.196666667
1/26/2001,2.08,1.7,6.01,5.39,4.199895833,NA,,1/26/2001,4.199895833
1/27/2001,2.04,1.64,6.03,5.39,4.203333333,NA,,1/27/2001,4.203333333
1/28/2001,1.95,1.64,6.03,5.37,4.217083333,NA,,1/28/2001,4.217083333
1/29/2001,1.94,1.66,6.05,5.37,4.202604167,NA,,1/29/2001,4.202604167
1/30/2001,1.9,1.68,6.01,5.37,4.195520833,NA,,1/30/2001,4.195520833
1/31/2001,1.88,1.67,6.01,5.37,4.1834375,NA,,1/31/2001,4.1834375
2/1/2001,1.82,1.63,5.98,5.37,4.176875,0.06,,2/1/2001,4.176875
2/2/2001,1.87,1.61,5.98,5.37,4.172291667,NA,,2/2/2001,4.172291667
2/3/2001,1.86,1.6,6.01,5.36,4.1596875,NA,,2/3/2001,4.1596875
2/4/2001,1.86,1.57,5.98,5.35,4.156145833,NA,,2/4/2001,4.156145833
2/5/2001,1.92,1.57,5.97,5.34,4.164895833,NA,,2/5/2001,4.164895833
2/6/2001,1.95,1.57,5.99,5.33,4.172708333,NA,,2/6/2001,4.172708333
2/7/2001,1.94,1.57,6,5.32,4.185416667,NA,,2/7/2001,4.185416667
2/8/2001,1.99,1.57,6.01,5.34,4.193229167,NA,,2/8/2001,4.193229167
2/9/2001,1.9,1.59,5.96,5.28,4.159375,NA,,2/9/2001,4.159375
2/10/2001,1.88,1.63,5.97,5.17,4.1925,NA,,2/10/2001,4.1925
2/11/2001,1.97,1.64,6.04,5.35,4.183333333,NA,,2/11/2001,4.183333333
2/12/2001,2.02,1.6,6.01,5.37,4.1725,NA,,2/12/2001,4.1725
2/13/2001,1.97,1.6,5.96,5.34,4.18125,0,,2/13/2001,4.18125
2/14/2001,1.96,1.6,5.94,5.34,4.182395833,33.34,,2/14/2001,4.182395833
2/15/2001,1.95,1.6,5.94,5.32,4.17125,65.62,,2/15/2001,4.17125
2/16/2001,1.92,1.6,5.93,5.31,4.165,99.99,,2/16/2001,4.165
2/17/2001,1.91,1.6,5.95,5.3,4.168958333,99.99,,2/17/2001,4.168958333
2/18/2001,1.92,1.6,5.95,5.31,4.1578125,99.99,,2/18/2001,4.1578125
2/19/2001,1.91,1.59,5.96,5.31,4.106979167,99.99,,2/19/2001,4.106979167
2/20/2001,1.89,1.58,5.95,5.31,4.1275,99.99,,2/20/2001,4.1275
2/21/2001,1.89,1.58,5.94,5.3,4.160208333,99.99,,2/21/2001,4.160208333
2/22/2001,1.9,1.58,5.95,5.3,4.1584375,99.99,,2/22/2001,4.1584375
2/23/2001,82.6,1.58,5.93,5.32,4.1621875,99.98,,2/23/2001,4.1621875
2/24/2001,1.87,1.58,5.92,5.32,4.16125,99.98,,2/24/2001,4.16125
2/25/2001,1.87,1.58,5.92,5.3,4.139270833,99.98,,2/25/2001,4.139270833
2/26/2001,1.85,1.58,5.92,5.31,4.1253125,87.52,,2/26/2001,4.1253125
2/27/2001,1.84,1.58,5.92,5.3,4.119895833,87.52,,2/27/2001,4.119895833
2/28/2001,1.86,1.58,5.92,5.29,4.124375,99.98,,2/28/2001,4.124375
3/1/2001,1.9,1.58,5.93,5.31,4.130729167,99.98,,3/1/2001,4.130729167
3/2/2001,2.16,1.58,5.91,5.32,4.120625,97.07,,3/2/2001,4.120625
3/3/2001,2.23,1.59,5.95,5.31,4.113958333,99.98,,3/3/2001,4.113958333
3/4/2001,2.25,1.6,5.96,5.33,4.103958333,99.98,,3/4/2001,4.103958333
3/5/2001,2.22,1.6,5.97,5.34,4.007291667,58.35,,3/5/2001,4.007291667
3/6/2001,2.21,1.62,5.97,5.34,3.921145833,0.19,,3/6/2001,3.921145833
3/7/2001,2.22,1.62,5.97,5.34,3.899166667,0.38,,3/7/2001,3.899166667
3/8/2001,2.21,1.64,5.97,5.34,3.865833333,0.33,,3/8/2001,3.865833333
3/9/2001,2.14,1.61,5.94,5.34,3.849166667,0.34,,3/9/2001,3.849166667
3/10/2001,2.21,1.62,5.96,5.32,3.848541667,0.35,,3/10/2001,3.848541667
3/11/2001,2.21,1.6,5.98,5.33,3.861145833,0.4,,3/11/2001,3.861145833
3/12/2001,2.28,1.65,5.95,5.33,3.904166667,0.34,,3/12/2001,3.904166667
3/13/2001,2.34,1.7,6.01,5.32,3.956666667,0.26,,3/13/2001,3.956666667
3/14/2001,2.08,1.71,6.05,5.34,3.8890625,0.31,,3/14/2001,3.8890625
3/15/2001,1.87,1.82,5.87,5.29,3.943229167,48.03,,3/15/2001,3.943229167
3/16/2001,2.07,1.97,5.73,5.01,4.037659574,99.95,,3/16/2001,4.037659574
3/17/2001,2.18,1.94,6.23,4.91,4.079479167,99.9,,3/17/2001,4.079479167
3/18/2001,2.18,1.84,6.6,5.39,4.055698925,71.92,,3/18/2001,4.055698925
3/19/2001,1.92,1.81,6.21,5.57,3.862083333,0.42,,3/19/2001,3.862083333
3/20/2001,2.03,1.8,5.91,5.18,3.836666667,0.41,,3/20/2001,3.836666667
3/21/2001,2.1,1.97,5.93,4.92,3.827708333,0.4,,3/21/2001,3.827708333
3/22/2001,2.12,2.02,5.86,4.75,3.8084375,0.41,,3/22/2001,3.8084375
3/23/2001,1.97,2.07,5.85,4.78,3.800208333,0.4,,3/23/2001,3.800208333
3/24/2001,2.03,2.08,5.84,4.75,3.794583333,0.35,,3/24/2001,3.794583333
3/25/2001,2.8,2.1,5.77,4.68,3.781979167,0.43,,3/25/2001,3.781979167
3/26/2001,2.75,2.09,5.84,4.63,3.785625,0.46,,3/26/2001,3.785625
3/27/2001,2.12,2.08,5.75,4.7,3.7746875,0.45,,3/27/2001,3.7746875
3/28/2001,1.98,2.09,5.81,4.69,3.766666667,0.45,,3/28/2001,3.766666667
3/29/2001,1.96,2.03,5.81,4.59,3.747395833,0.42,,3/29/2001,3.747395833
3/30/2001,2.04,1.99,5.81,4.6,3.735208333,0.38,,3/30/2001,3.735208333
3/31/2001,2.24,2.01,5.76,4.64,3.7321875,0.37,,3/31/2001,3.7321875
4/1/2001,2.07,2.05,5.71,4.6,3.730978261,0.36,,4/1/2001,3.730978261
4/2/2001,1.76,1.96,5.7,4.63,3.727291667,0.34,,4/2/2001,3.727291667
4/3/2001,1.65,1.88,5.67,4.58,3.723020833,0.33,,4/3/2001,3.723020833
4/4/2001,1.68,1.82,5.66,4.52,3.725,0.33,,4/4/2001,3.725
4/5/2001,1.7,1.77,5.69,4.52,3.726979167,0.33,,4/5/2001,3.726979167
4/6/2001,2.09,1.87,5.71,4.51,3.7221875,0.33,,4/6/2001,3.7221875
4/7/2001,2.07,2.05,5.78,4.51,3.7265625,0.32,,4/7/2001,3.7265625
4/8/2001,2.09,2.02,22.87,4.51,3.709166667,0.32,,4/8/2001,3.709166667
4/9/2001,2.12,1.99,5.66,4.51,3.716105263,0.28,,4/9/2001,3.716105263
4/10/2001,2.16,2.03,5.68,4.54,3.717708333,0.29,,4/10/2001,3.717708333
4/11/2001,2.5,2.18,5.98,4.6,3.6996875,0.26,,4/11/2001,3.6996875
4/12/2001,2.82,2.51,5.77,4.77,3.897083333,0.28,,4/12/2001,3.897083333
4/13/2001,2.55,2.4,5.79,4.63,3.805104167,0.36,,4/13/2001,3.805104167
4/14/2001,2.39,2.33,5.83,4.62,3.771458333,0.39,,4/14/2001,3.771458333
4/15/2001,2.12,2.18,5.83,4.6,3.780729167,0.42,,4/15/2001,3.780729167
4/16/2001,2.05,2.06,5.8,4.59,3.748958333,0.42,,4/16/2001,3.748958333
4/17/2001,2.2,1.87,5.75,4.59,3.773229167,0.46,,4/17/2001,3.773229167
4/18/2001,2.43,1.96,5.69,4.6,4.10625,0.45,,4/18/2001,4.10625
4/19/2001,2.42,2.07,5.66,4.59,4.1990625,0.42,,4/19/2001,4.1990625
4/20/2001,2.27,2.04,5.68,4.58,4.243333333,0.38,,4/20/2001,4.243333333
4/21/2001,2.27,1.97,5.7,4.62,4.359375,0.4,,4/21/2001,4.359375
4/22/2001,2.34,36.73,5.71,4.68,4.343541667,0.4,,4/22/2001,4.343541667
4/23/2001,2.46,2.11,5.75,4.68,4.323645833,0.44,,4/23/2001,4.323645833
4/24/2001,2.51,2.22,6.16,4.62,4.330729167,0.37,,4/24/2001,4.330729167
4/25/2001,2.23,2.26,6.37,4.9,4.7609375,1.2,,4/25/2001,4.7609375
4/26/2001,2.01,2.25,6.36,5.12,4.638541667,0.98,,4/26/2001,4.638541667
4/27/2001,1.95,2.07,6.17,5.12,4.616354167,1.26,,4/27/2001,4.616354167
4/28/2001,1.89,2.04,6.01,4.98,4.602708333,1.39,,4/28/2001,4.602708333
4/29/2001,1.73,2.02,5.95,4.88,4.61125,1.33,,4/29/2001,4.61125
4/30/2001,1.76,1.92,5.86,4.79,4.655416667,1.51,,4/30/2001,4.655416667
5/1/2001,1.85,1.94,5.87,4.66,4.7134375,1.89,,5/1/2001,4.7134375
5/2/2001,1.7,1.91,5.77,4.64,4.8665625,1.82,,5/2/2001,4.8665625
5/3/2001,1.43,1.81,5.78,4.64,4.943541667,1.8,,5/3/2001,4.943541667
5/4/2001,1.72,1.8,5.95,4.66,5.1340625,1.73,,5/4/2001,5.1340625
5/5/2001,2.38,1.93,6.1,4.97,5.212604167,1.75,,5/5/2001,5.212604167
5/6/2001,3.18,2.53,5.86,5.1,5.2665625,1.76,,5/6/2001,5.2665625
5/7/2001,2.86,2.58,5.94,5.05,5.2190625,1.74,,5/7/2001,5.2190625
5/8/2001,2.48,2.28,5.78,5.04,4.769375,1.66,,5/8/2001,4.769375
5/9/2001,2.53,2.42,5.81,4.91,4.6390625,1.38,,5/9/2001,4.6390625
5/10/2001,2.38,2.34,5.82,4.86,4.652291667,1.5,,5/10/2001,4.652291667
5/11/2001,2.35,2.24,5.91,4.85,4.592708333,1.26,,5/11/2001,4.592708333
5/12/2001,2.35,2.26,5.92,4.83,4.563125,1.21,,5/12/2001,4.563125
5/13/2001,2.18,2.18,5.94,4.87,4.554166667,1.17,,5/13/2001,4.554166667
5/14/2001,2.08,2.17,5.93,5.01,4.539583333,1.12,,5/14/2001,4.539583333
5/15/2001,2.06,2.13,5.89,5.12,4.513333333,1,,5/15/2001,4.513333333
5/16/2001,2.65,2.15,5.97,5.04,4.517291667,1.16,,5/16/2001,4.517291667
5/17/2001,3.97,3.06,7,5.54,4.718229167,1.37,,5/17/2001,4.718229167
5/18/2001,4.2,3.38,7.31,6.41,4.606458333,1.13,,5/18/2001,4.606458333
5/19/2001,4.17,3.25,7.15,6.57,5.845104167,0.66,,5/19/2001,5.845104167
5/20/2001,4.22,3.28,7.29,6.57,6.3271875,0.33,,5/20/2001,6.3271875
5/21/2001,4.3,3.32,7.41,6.76,7.029375,0.28,,5/21/2001,7.029375
5/22/2001,3.76,3.12,7.18,6.88,5.704166667,0.34,,5/22/2001,5.704166667
5/23/2001,3.36,2.71,6.63,6.35,4.8840625,0.62,,5/23/2001,4.8840625
5/24/2001,4.55,4.85,7.03,5.82,4.745,0.66,,5/24/2001,4.745
5/25/2001,4.02,4.74,8.03,7.53,4.686458333,0.95,,5/25/2001,4.686458333
5/26/2001,3.73,3.19,7.31,7.24,4.6528125,1.15,,5/26/2001,4.6528125
5/27/2001,4.14,3.42,7.46,6.69,4.662708333,1.16,,5/27/2001,4.662708333
5/28/2001,3.86,3.33,7.61,7.18,4.653958333,1.18,,5/28/2001,4.653958333
5/29/2001,3.77,3.21,7.47,6.8,4.788,1.12,,5/29/2001,4.788
5/30/2001,3.9,3.22,7.6,6.99,5.143473684,0.76,,5/30/2001,5.143473684
5/31/2001,4.01,3.37,7.52,6.89,4.834166667,0.76,,5/31/2001,4.834166667
6/1/2001,3.87,3.38,7.42,6.8,4.657083333,0.73,,6/1/2001,4.657083333
6/2/2001,3.49,3.01,7.06,6.7,4.891458333,0.54,,6/2/2001,4.891458333
6/3/2001,3.4,2.89,6.72,6.25,4.963125,0.58,,6/3/2001,4.963125
6/4/2001,3.4,2.96,6.99,6.03,4.822083333,0.72,,6/4/2001,4.822083333
6/5/2001,3.62,2.94,7.26,6.37,4.586145833,0.75,,6/5/2001,4.586145833
6/6/2001,3.56,2.94,7.37,6.61,4.704583333,1.06,,6/6/2001,4.704583333
6/7/2001,3.36,2.94,7.22,6.55,4.637395833,1.14,,6/7/2001,4.637395833
6/8/2001,2.89,2.94,7.88,7.34,8.608229167,1.43,,6/8/2001,8.608229167
6/9/2001,2.73,2.94,7.36,7.21,5.4084375,1.45,,6/9/2001,5.4084375
6/10/2001,2.51,2.94,6.82,6.75,4.797708333,1.32,,6/10/2001,4.797708333
6/11/2001,2.4,2.58,6.13,6.04,4.710520833,1.1,,6/11/2001,4.710520833
6/12/2001,2.73,2.31,5.96,5.56,4.630833333,0.99,,6/12/2001,4.630833333
6/13/2001,3.08,2.7,6.56,5.45,4.578645833,0.97,,6/13/2001,4.578645833
6/14/2001,3.08,2.76,6.71,5.84,4.6584375,1.51,,6/14/2001,4.6584375
6/15/2001,3.03,2.71,6.26,5.79,4.641875,1.72,,6/15/2001,4.641875
6/16/2001,2.95,2.62,5.94,5.48,4.685520833,1.92,,6/16/2001,4.685520833
6/17/2001,2.8,2.6,5.93,5.27,4.6696875,1.96,,6/17/2001,4.6696875
6/18/2001,2.55,2.69,6.03,5.19,4.662604167,1.96,,6/18/2001,4.662604167
6/19/2001,2.21,2.42,5.86,5.2,6.140520833,2.13,,6/19/2001,6.140520833
6/20/2001,2.04,2.37,5.79,5.1,6.669791667,2.12,,6/20/2001,6.669791667
6/21/2001,2.05,2.41,5.89,5.09,6.516145833,2.07,,6/21/2001,6.516145833
6/22/2001,3.38,2.81,6.64,5.19,5.087083333,2.05,,6/22/2001,5.087083333
6/23/2001,14.43,2.95,6.82,5.67,6.84375,2.03,,6/23/2001,6.84375
6/24/2001,14.18,2.78,6.83,5.87,7.005729167,2.02,,6/24/2001,7.005729167
6/25/2001,2.67,2.68,6.81,5.9,7.032604167,2,,6/25/2001,7.032604167
6/26/2001,3.01,2.68,6.88,5.9,7.203125,1.99,,6/26/2001,7.203125
6/27/2001,14.7,2.85,7.01,5.99,7.352291667,2.01,,6/27/2001,7.352291667
6/28/2001,3.18,2.95,7.17,6.22,7.296145833,2.01,,6/28/2001,7.296145833
6/29/2001,3.28,2.74,6.97,6.22,7.2359375,2.02,,6/29/2001,7.2359375
6/30/2001,3.41,2.94,7.08,6.04,7.119791667,2.01,,6/30/2001,7.119791667
7/1/2001,3.14,2.78,6.91,6.09,7.106145833,2,,7/1/2001,7.106145833
7/2/2001,3.02,2.67,6.91,5.91,7.118645833,1.88,,7/2/2001,7.118645833
7/3/2001,2.87,2.59,6.92,5.98,7.00125,1.38,,7/3/2001,7.00125
7/4/2001,2.63,2.43,6.84,5.99,6.995104167,1.4,,7/4/2001,6.995104167
7/5/2001,2.41,2.22,6.63,5.88,6.968020833,1.46,,7/5/2001,6.968020833
7/6/2001,2.47,2.19,6.38,5.57,6.971354167,1.49,,7/6/2001,6.971354167
7/7/2001,2.24,2.1,6.3,5.4,6.975520833,1.56,,7/7/2001,6.975520833
7/8/2001,1.92,1.85,5.97,5.32,6.9484375,1.55,,7/8/2001,6.9484375
7/9/2001,1.43,1.92,5.9,5.08,6.931041667,1.55,,7/9/2001,6.931041667
7/10/2001,1.35,1.76,5.79,4.98,6.957604167,1.54,,7/10/2001,6.957604167
7/11/2001,2.28,1.82,5.77,4.88,6.941354167,1.54,,7/11/2001,6.941354167
7/12/2001,2.11,2.37,6.44,4.82,6.939895833,1.56,,7/12/2001,6.939895833
7/13/2001,2.21,2.19,6.48,5.42,7.051458333,1.58,,7/13/2001,7.051458333
7/14/2001,3.58,2.56,6.84,5.68,8.419791667,1.74,,7/14/2001,8.419791667
7/15/2001,4.71,4.02,8.17,6.76,6.139479167,1.51,,7/15/2001,6.139479167
7/16/2001,3.91,3.61,8.17,8.25,6.6403125,1.36,,7/16/2001,6.6403125
7/17/2001,14.21,2.97,6.74,6.53,6.933541667,2,,7/17/2001,6.933541667
7/18/2001,2.16,2.49,6.56,5.62,6.874631579,2.16,,7/18/2001,6.874631579
7/19/2001,2.36,2.64,6.89,5.89,6.686770833,2.37,,7/19/2001,6.686770833
7/20/2001,2.09,2.45,6.87,6.02,6.709791667,2.37,,7/20/2001,6.709791667
7/21/2001,2.44,2.31,6.65,5.84,6.739270833,2.38,,7/21/2001,6.739270833
7/22/2001,NA,2.2,6.65,5.69,6.72625,2.4,,7/22/2001,6.72625
7/23/2001,2.41,2.11,6.48,5.62,6.694583333,2.35,,7/23/2001,6.694583333
7/24/2001,2.37,2.07,6.36,5.62,6.749375,2.19,,7/24/2001,6.749375
7/25/2001,2.18,2.02,6.23,5.5,6.801666667,1.83,,7/25/2001,6.801666667
7/26/2001,2.3,2.09,6.29,5.4,6.911368421,1.36,,7/26/2001,6.911368421
7/27/2001,2.47,2.14,6.35,5.84,7.029479167,0.98,,7/27/2001,7.029479167
7/28/2001,2.78,2.24,6.06,5.52,6.830729167,1.14,,7/28/2001,6.830729167
7/29/2001,2.58,2.39,5.97,5.3,6.742395833,1.15,,7/29/2001,6.742395833
7/30/2001,2.36,2.22,5.93,5.2,6.780625,1.04,,7/30/2001,6.780625
7/31/2001,2.07,2.06,5.87,5.12,6.860729167,0.92,,7/31/2001,6.860729167
8/1/2001,2.34,2.24,5.95,5.07,7.014791667,1.34,,8/1/2001,7.014791667
8/2/2001,13.84,2.26,6.24,5.08,7.078229167,1.36,,8/2/2001,7.078229167
8/3/2001,2.37,2.33,6.34,5.16,7.1153125,1.35,,8/3/2001,7.1153125
8/4/2001,2.45,2.45,6.33,5.24,7.054479167,1.37,,8/4/2001,7.054479167
8/5/2001,2.03,2.37,6.33,5.24,7.036979167,1.38,,8/5/2001,7.036979167
8/6/2001,1.87,2.38,6.15,5.22,7.054166667,1.38,,8/6/2001,7.054166667
8/7/2001,2.29,2.49,6.06,5.17,7.0790625,NA,,8/7/2001,7.0790625
8/8/2001,2.24,2.46,6.43,5.25,7.0525,1.27,,8/8/2001,7.0525
8/9/2001,2.5,2.45,6.27,5.42,7.0334375,1.27,,8/9/2001,7.0334375
8/10/2001,14.31,2.57,6.64,5.54,7.040833333,1.14,,8/10/2001,7.040833333
8/11/2001,3.03,2.67,6.99,5.99,6.932708333,1.2,,8/11/2001,6.932708333
8/12/2001,2.9,2.84,7.1,6.42,6.924479167,1.21,,8/12/2001,6.924479167
8/13/2001,2.91,2.76,7.16,6.44,6.815625,1.2,,8/13/2001,6.815625
8/14/2001,2.79,2.63,7.04,6.28,6.227708333,1.43,,8/14/2001,6.227708333
8/15/2001,2.64,2.55,6.95,6.2,5.930520833,1.63,,8/15/2001,5.930520833
8/16/2001,2.52,2.55,6.82,6.11,5.854479167,1.6,,8/16/2001,5.854479167
8/17/2001,14.05,2.6,6.94,6.16,5.009895833,1.3,,8/17/2001,5.009895833
8/18/2001,2.47,2.58,6.94,6.26,4.969895833,1.03,,8/18/2001,4.969895833
8/19/2001,2.35,2.53,6.85,6.25,4.923958333,0.89,,8/19/2001,4.923958333
8/20/2001,13.69,2.43,12.47,6.12,4.902083333,0.85,,8/20/2001,4.902083333
8/21/2001,1.99,2.32,6.66,5.95,4.865,0.68,,8/21/2001,4.865
8/22/2001,1.73,1.95,11.99,5.81,4.871770833,0.65,,8/22/2001,4.871770833
8/23/2001,1.57,1.83,5.94,5.54,4.93875,0.9,,8/23/2001,4.93875
8/24/2001,1.68,1.7,11.58,5.41,4.937291667,1.08,,8/24/2001,4.937291667
8/25/2001,2,1.8,5.86,5.37,4.9225,1.18,,8/25/2001,4.9225
8/26/2001,14.25,2.06,27.22,5.37,4.901458333,1.24,,8/26/2001,4.901458333
8/27/2001,13.83,2.51,6.95,5.42,4.876770833,1.25,,8/27/2001,4.876770833
8/28/2001,1.77,2.11,6.85,6.15,4.853020833,1.3,,8/28/2001,4.853020833
8/29/2001,1.25,1.97,6.65,5.67,4.816041667,1.1,,8/29/2001,4.816041667
8/30/2001,12.83,19.17,11.95,5.5,4.81875,18.39,,8/30/2001,4.81875
8/31/2001,1.45,1.79,6.22,5.29,4.798229167,1.05,,8/31/2001,4.798229167
9/1/2001,2.04,1.86,6.09,5.27,4.8025,0.94,,9/1/2001,4.8025
9/2/2001,2.66,2.27,6.49,5.22,4.78625,0.94,,9/2/2001,4.78625
9/3/2001,1.84,2.18,7.07,5.61,4.780520833,0.91,,9/3/2001,4.780520833
9/4/2001,1.46,1.81,6.48,5.89,4.755416667,0.85,,9/4/2001,4.755416667
9/5/2001,1.26,1.79,11.95,5.46,4.7465625,0.99,,9/5/2001,4.7465625
9/6/2001,1.35,1.79,6.09,5.29,4.733958333,1.07,,9/6/2001,4.733958333
9/7/2001,1.51,1.76,6.08,5.13,4.728020833,1.11,,9/7/2001,4.728020833
9/8/2001,1.61,1.76,6,5.07,4.729479167,1.01,,9/8/2001,4.729479167
9/9/2001,1.71,1.83,5.98,5,4.7384375,1.05,,9/9/2001,4.7384375
9/10/2001,1.79,1.88,6.04,4.92,4.7140625,1.03,,9/10/2001,4.7140625
9/11/2001,1.75,1.92,6.08,4.92,4.6846875,23.83,,9/11/2001,4.6846875
9/12/2001,1.53,1.88,6.1,4.94,4.659166667,0.57,,9/12/2001,4.659166667
9/13/2001,15.31,1.77,5.97,4.92,4.648229167,0.53,,9/13/2001,4.648229167
9/14/2001,1.43,1.7,5.96,4.82,4.635416667,0.49,,9/14/2001,4.635416667
9/15/2001,13.22,1.69,5.96,4.86,6.01,0.81,,9/15/2001,6.01
9/16/2001,1.76,1.73,6.04,4.83,6.302708333,0.86,,9/16/2001,6.302708333
9/17/2001,1.66,1.8,6.1,4.83,6.336979167,0.54,,9/17/2001,6.336979167
9/18/2001,1.67,1.77,11.88,4.97,6.2275,0.73,,9/18/2001,6.2275
9/19/2001,1.82,1.77,6.29,4.98,6.023020833,1.19,,9/19/2001,6.023020833
9/20/2001,1.45,1.82,6.39,5.04,5.917604167,1.11,,9/20/2001,5.917604167
9/21/2001,1.35,1.74,6.26,5.17,4.938645833,1.27,,9/21/2001,4.938645833
9/22/2001,1.36,1.68,6.11,5.05,4.839263158,1.16,,9/22/2001,4.839263158
9/23/2001,1.36,1.65,5.99,4.89,4.836041667,1.09,,9/23/2001,4.836041667
9/24/2001,1.45,1.68,5.96,4.78,4.819479167,1.06,,9/24/2001,4.819479167
9/25/2001,1.56,1.67,5.98,4.73,4.821041667,1.06,,9/25/2001,4.821041667
9/26/2001,1.79,1.64,17.42,4.71,4.815416667,0.97,,9/26/2001,4.815416667
9/27/2001,1.85,1.69,5.94,4.68,4.811354167,0.72,,9/27/2001,4.811354167
9/28/2001,1.91,1.81,43.88,4.63,4.810208333,0.67,,9/28/2001,4.810208333
9/29/2001,1.84,1.84,NA,4.66,4.788842105,0.58,,9/29/2001,4.788842105
9/30/2001,1.8,1.89,225.82,4.79,4.786041667,0.58,,9/30/2001,4.786041667
10/1/2001,1.78,1.9,NA,4.76,4.857916667,0.74,,10/1/2001,4.857916667
10/2/2001,1.75,1.88,5.87,4.66,4.8046875,0.73,,10/2/2001,4.8046875
10/3/2001,1.74,1.85,5.78,4.6,4.8165625,0.77,,10/3/2001,4.8165625
10/4/2001,1.74,1.83,5.78,4.58,4.8059375,0.61,,10/4/2001,4.8059375
10/5/2001,1.75,1.79,5.74,4.56,4.8059375,0.68,,10/5/2001,4.8059375
10/6/2001,1.8,1.74,5.73,4.56,4.8284375,0.75,,10/6/2001,4.8284375
10/7/2001,1.86,1.75,5.86,4.56,4.967395833,1.02,,10/7/2001,4.967395833
10/8/2001,1.86,1.77,5.97,4.59,4.783958333,1,,10/8/2001,4.783958333
10/9/2001,1.88,1.76,5.94,4.68,4.7709375,0.96,,10/9/2001,4.7709375
10/10/2001,1.87,1.77,5.92,4.66,4.766666667,0.97,,10/10/2001,4.766666667
10/11/2001,1.79,1.83,5.96,4.64,4.777708333,1.01,,10/11/2001,4.777708333
10/12/2001,1.75,1.71,5.97,4.65,4.7796875,1.03,,10/12/2001,4.7796875
10/13/2001,1.72,1.32,5.98,4.74,4.769895833,1.05,,10/13/2001,4.769895833
10/14/2001,1.77,1.26,5.95,4.76,4.7571875,1.02,,10/14/2001,4.7571875
10/15/2001,1.78,0.92,5.99,4.78,4.745520833,0.98,,10/15/2001,4.745520833
10/16/2001,1.79,1.11,6.05,4.82,4.747395833,0.87,,10/16/2001,4.747395833
10/17/2001,1.84,0.96,6.08,4.87,4.747916667,0.78,,10/17/2001,4.747916667
10/18/2001,1.81,232.51,6.15,4.91,4.741041667,0.74,,10/18/2001,4.741041667
10/19/2001,1.72,1.87,6.18,4.98,4.741354167,0.72,,10/19/2001,4.741354167
10/20/2001,1.75,1.85,6.18,5.04,4.747708333,0.93,,10/20/2001,4.747708333
10/21/2001,1.62,1.84,6.17,5.09,4.743229167,1.09,,10/21/2001,4.743229167
10/22/2001,1.69,1.82,6.11,5.13,4.768526316,1.1,,10/22/2001,4.768526316
10/23/2001,1.65,1.85,6,5.11,4.795208333,1.29,,10/23/2001,4.795208333
10/24/2001,1.59,1.86,5.89,5.02,4.789375,1.35,,10/24/2001,4.789375
10/25/2001,1.72,1.87,5.9,4.95,4.740208333,1.13,,10/25/2001,4.740208333
10/26/2001,1.81,1.91,6.03,4.92,4.71625,1.15,,10/26/2001,4.71625
