date,h.arkcatco,h.arkrocco,h.arklajco,h.arklasco,h.arklamco,h.arklamco,,Date,h.arklamco
3/1/1999,2.4,1.98,5.69,5,4.090625,NA,,3/1/1999,4.090625
3/2/1999,2.39,1.93,5.65,5.02,4.099375,NA,,3/2/1999,4.099375
3/3/1999,2.57,1.94,5.67,5,4.136041667,0.68,,3/3/1999,4.136041667
3/4/1999,2.6,1.94,5.67,5,3.958333333,1.06,,3/4/1999,3.958333333
3/5/1999,2.61,1.89,5.73,5,3.774791667,1,,3/5/1999,3.774791667
3/6/1999,2.67,1.88,5.97,5,3.744166667,0.9,,3/6/1999,3.744166667
3/7/1999,2.71,1.88,6.03,5.07,3.729791667,0.82,,3/7/1999,3.729791667
3/8/1999,2.71,1.88,6.17,5.11,3.7725,0.84,,3/8/1999,3.7725
3/9/1999,2.7,1.87,6.7,5.24,3.713333333,0.82,,3/9/1999,3.713333333
3/10/1999,2.51,1.87,6.56,5.44,3.72,0.79,,3/10/1999,3.72
3/11/1999,2.48,1.87,6.51,5.4,3.711875,0.87,,3/11/1999,3.711875
3/12/1999,2.53,1.86,6.57,5.4,3.686041667,0.98,,3/12/1999,3.686041667
3/13/1999,2.62,1.9,6.83,5.51,4.244375,0.44,,3/13/1999,4.244375
3/14/1999,2.67,1.91,6.91,5.76,4.539166667,0,,3/14/1999,4.539166667
3/15/1999,2.7,2.05,6.34,5.56,4.204375,0.37,,3/15/1999,4.204375
3/16/1999,2.87,2.25,6.11,5.05,3.810833333,0.81,,3/16/1999,3.810833333
3/17/1999,2.59,2.19,6.04,4.93,3.786666667,0.93,,3/17/1999,3.786666667
3/18/1999,2.63,2.17,6.09,4.89,3.785416667,1.04,,3/18/1999,3.785416667
3/19/1999,2.6,2.3,6.34,4.88,4.232083333,0.86,,3/19/1999,4.232083333
3/20/1999,2.5,2.28,6.73,5,4.235833333,0.8,,3/20/1999,4.235833333
3/21/1999,2.45,2.14,6.37,5.19,3.83875,0.9,,3/21/1999,3.83875
3/22/1999,2.36,2.2,6.17,4.96,3.84125,0.88,,3/22/1999,3.84125
3/23/1999,2.23,2.21,6.06,4.86,3.831875,1.1,,3/23/1999,3.831875
3/24/1999,2.18,2.15,6.12,4.85,3.919791667,1.42,,3/24/1999,3.919791667
3/25/1999,2.14,2.07,6.08,4.87,3.911041667,1.45,,3/25/1999,3.911041667
3/26/1999,2.06,2.03,6.05,4.81,3.882083333,1.33,,3/26/1999,3.882083333
3/27/1999,2.12,2.01,6.03,4.77,3.859583333,1.29,,3/27/1999,3.859583333
3/28/1999,2.16,2.01,6.04,4.75,3.841041667,1.28,,3/28/1999,3.841041667
3/29/1999,2.27,2.04,6.02,4.73,3.826041667,1.28,,3/29/1999,3.826041667
3/30/1999,2.34,2.05,6.06,4.71,3.855416667,1.39,,3/30/1999,3.855416667
3/31/1999,2.12,2.06,6.07,4.7,3.831458333,1.47,,3/31/1999,3.831458333
4/1/1999,2.21,2.03,6.11,4.68,3.826666667,1.5,,4/1/1999,3.826666667
4/2/1999,2.18,2.04,6.12,4.68,3.8275,1.54,,4/2/1999,3.8275
4/3/1999,2.44,2.04,6.13,4.7,3.864791667,1.59,,4/3/1999,3.864791667
4/4/1999,2.81,2.18,6.17,4.7,3.902826087,1.59,,4/4/1999,3.902826087
4/5/1999,2.82,2.39,6.31,4.79,4.131041667,1.49,,4/5/1999,4.131041667
4/6/1999,2.75,2.41,6.38,4.94,4.184791667,1.25,,4/6/1999,4.184791667
4/7/1999,2.21,2.38,6.27,4.91,3.8925,1.26,,4/7/1999,3.8925
4/8/1999,2.05,2.22,6.2,4.78,3.840833333,1.23,,4/8/1999,3.840833333
4/9/1999,2.76,2.24,6.25,4.72,3.844583333,1.31,,4/9/1999,3.844583333
4/10/1999,2.92,2.44,6.31,4.68,3.834583333,1.31,,4/10/1999,3.834583333
4/11/1999,3.29,2.53,6.28,4.66,3.827916667,1.3,,4/11/1999,3.827916667
4/12/1999,4.11,2.71,6.26,4.69,3.795625,1.27,,4/12/1999,3.795625
4/13/1999,3.18,2.61,6.29,4.66,3.949791667,1.43,,4/13/1999,3.949791667
4/14/1999,3.03,2.5,6.29,4.69,4.500208333,1.09,,4/14/1999,4.500208333
4/15/1999,2.76,2.47,6.29,4.73,4.865416667,0.9,,4/15/1999,4.865416667
4/16/1999,2.7,2.47,6.3,4.69,4.454583333,1.25,,4/16/1999,4.454583333
4/17/1999,2.65,2.45,6.33,4.66,4.192708333,1.3,,4/17/1999,4.192708333
4/18/1999,2.62,2.43,6.32,4.68,3.999583333,1.38,,4/18/1999,3.999583333
4/19/1999,2.61,2.38,6.31,4.69,4.024583333,1.28,,4/19/1999,4.024583333
4/20/1999,2.6,2.36,6.27,4.66,4.401666667,1.57,,4/20/1999,4.401666667
4/21/1999,2.24,2.29,-271.11,4.66,4.475625,1.58,,4/21/1999,4.475625
4/22/1999,2.14,2.22,-366.21,4.68,4.4575,1.73,,4/22/1999,4.4575
4/23/1999,3.05,2.21,6.28,4.72,4.497916667,1.63,,4/23/1999,4.497916667
4/24/1999,3.83,2.86,6.23,4.78,4.165208333,1.68,,4/24/1999,4.165208333
4/25/1999,3.5,2.92,6.33,5.03,4.606458333,1.25,,4/25/1999,4.606458333
4/26/1999,3.1,2.76,6.24,5.16,4.927291667,1.03,,4/26/1999,4.927291667
4/27/1999,3,2.64,6.14,5,4.834791667,0.94,,4/27/1999,4.834791667
4/28/1999,2.88,2.62,6.16,4.93,4.384375,0.91,,4/28/1999,4.384375
4/29/1999,3.7,3.19,6.77,5.11,4.559583333,0.85,,4/29/1999,4.559583333
4/30/1999,6.53,4.77,8.74,7.78,4.818958333,0.75,,4/30/1999,4.818958333
5/1/1999,9.59,6.48,9.68,10.25,6.480416667,0.52,,5/1/1999,6.480416667
5/2/1999,9.43,8.62,13.38,12.42,6.903125,1,,5/2/1999,6.903125
5/3/1999,6.75,8.63,12.69,12.56,9.140416667,0.59,,5/3/1999,9.140416667
5/4/1999,5.57,8.63,12.49,11.16,9.816666667,1.11,,5/4/1999,9.816666667
5/5/1999,-141.26,8.63,12.39,10.11,9.655208333,1.43,,5/5/1999,9.655208333
5/6/1999,-392.29,8.64,10.14,9.65,8.990638298,1.43,,5/6/1999,8.990638298
5/7/1999,-20.01,8.64,9.18,9.33,9.660208333,1.47,,5/7/1999,9.660208333
5/8/1999,5.05,8.64,8.48,8.96,10.374375,1.52,,5/8/1999,10.374375
5/9/1999,5.29,8.64,8.39,8.68,10.75645833,1.56,,5/9/1999,10.75645833
5/10/1999,5.54,8.64,8.35,8.69,10.71916667,1.82,,5/10/1999,10.71916667
5/11/1999,5.77,7.1,8.82,8.76,10.69895833,1.97,,5/11/1999,10.69895833
5/12/1999,5.58,4.53,8.94,8.87,10.68541667,1.98,,5/12/1999,10.68541667
5/13/1999,-196.01,4.33,8.48,8.78,10.75958333,1.97,,5/13/1999,10.75958333
5/14/1999,3.96,4.16,8.35,8.73,10.735625,1.82,,5/14/1999,10.735625
5/15/1999,5.05,4.03,7.82,8.57,10.773125,1.81,,5/15/1999,10.773125
5/16/1999,5.07,3.94,8.89,8.48,10.82083333,1.83,,5/16/1999,10.82083333
5/17/1999,4.98,3.93,8.79,8.59,10.99416667,1.9,,5/17/1999,10.99416667
5/18/1999,4.83,3.79,7.63,8.51,10.96270833,1.95,,5/18/1999,10.96270833
5/19/1999,4.65,3.55,7.3,8.33,10.92854167,2.02,,5/19/1999,10.92854167
5/20/1999,4.33,3.29,6.86,7.94,10.93375,1.91,,5/20/1999,10.93375
5/21/1999,4,2.99,6.77,7.24,10.90020833,1.99,,5/21/1999,10.90020833
5/22/1999,3.85,2.86,6.77,6.55,10.82395833,2.01,,5/22/1999,10.82395833
5/23/1999,3.98,2.82,6.77,6.35,10.75854167,2.04,,5/23/1999,10.75854167
5/24/1999,4.16,2.85,6.77,6.27,10.80416667,2.04,,5/24/1999,10.80416667
5/25/1999,4.55,3.06,6.71,6.53,10.76145833,1.93,,5/25/1999,10.76145833
5/26/1999,5.51,4.03,7.83,7.92,10.291875,1.88,,5/26/1999,10.291875
5/27/1999,5.44,4.07,8.33,8.82,10.73145833,1.93,,5/27/1999,10.73145833
5/28/1999,5.69,4.79,8.85,8.86,10.75708333,1.88,,5/28/1999,10.75708333
5/29/1999,5.87,4.68,9.13,8.96,10.74875,1.98,,5/29/1999,10.74875
5/30/1999,5.57,4.64,9.1,9.08,10.71895833,2.15,,5/30/1999,10.71895833
5/31/1999,5.29,4.45,8.65,8.96,10.66270833,2.19,,5/31/1999,10.66270833
6/1/1999,4.98,4.02,8.05,8.83,10.66166667,2.32,,6/1/1999,10.66166667
6/2/1999,4.99,3.96,7.77,8.53,10.73375,2.44,,6/2/1999,10.73375
6/3/1999,4.94,4.01,7.79,8.46,10.70229167,2.49,,6/3/1999,10.70229167
6/4/1999,4.55,3.87,7.57,8.36,10.94041667,2.55,,6/4/1999,10.94041667
6/5/1999,4.18,3.6,7.06,8.02,10.87520833,2.55,,6/5/1999,10.87520833
6/6/1999,4.18,3.42,6.75,7.23,10.98291667,2.54,,6/6/1999,10.98291667
6/7/1999,4.21,3.42,6.76,6.92,11.00479167,2.51,,6/7/1999,11.00479167
6/8/1999,3.73,3.25,6.75,6.69,10.9325,2.52,,6/8/1999,10.9325
6/9/1999,3.43,2.82,6.35,6.07,10.88979167,2.53,,6/9/1999,10.88979167
6/10/1999,3.26,2.69,5.12,5.61,10.75520833,2.53,,6/10/1999,10.75520833
6/11/1999,4.44,2.6,5.11,5.34,10.15229167,2.55,,6/11/1999,10.15229167
6/12/1999,5.17,2.59,6.68,6.75,10.07270833,1.93,,6/12/1999,10.07270833
6/13/1999,5.46,2.59,8.05,8.76,9.978333333,1.75,,6/13/1999,9.978333333
6/14/1999,5.12,2.59,7.4,8.85,9.818333333,2.28,,6/14/1999,9.818333333
6/15/1999,5.17,3.17,7.89,8.67,9.852083333,2.1,,6/15/1999,9.852083333
6/16/1999,5.06,4.11,8.31,8.7,9.727916667,2.02,,6/16/1999,9.727916667
6/17/1999,5.17,4.03,8.35,8.58,9.179791667,1.86,,6/17/1999,9.179791667
6/18/1999,5.54,4.03,8.7,8.62,9.176458333,1.77,,6/18/1999,9.176458333
6/19/1999,5.5,4.03,9.07,8.8,9.106666667,1.85,,6/19/1999,9.106666667
6/20/1999,5.22,4.03,8.62,8.72,9.087083333,1.89,,6/20/1999,9.087083333
6/21/1999,5.13,4.03,8.4,8.46,9.113541667,1.89,,6/21/1999,9.113541667
6/22/1999,5.13,4.17,8.53,8.39,9.096041667,1.91,,6/22/1999,9.096041667
6/23/1999,4.97,4.38,8.65,8.52,8.943125,1.92,,6/23/1999,8.943125
6/24/1999,5.05,4.48,8.53,8.41,8.339375,1.4,,6/24/1999,8.339375
6/25/1999,5,4.24,8.07,8.32,8.183333333,1.28,,6/25/1999,8.183333333
6/26/1999,5.36,4.49,8.4,8.17,7.442083333,1.37,,6/26/1999,7.442083333
6/27/1999,5.41,4.6,8.7,8.49,7.497291667,1.48,,6/27/1999,7.497291667
6/28/1999,5.09,4.55,8.86,8.6,7.562291667,1.83,,6/28/1999,7.562291667
6/29/1999,4.71,4.15,8.09,8.39,8.616875,1.94,,6/29/1999,8.616875
6/30/1999,4.46,4.05,7.79,8.04,8.771041667,1.54,,6/30/1999,8.771041667
7/1/1999,3.81,3.88,7.2,7.53,8.418125,2.01,,7/1/1999,8.418125
7/2/1999,3.5,3.85,6.55,6.69,7.521666667,1.9,,7/2/1999,7.521666667
7/3/1999,3.72,3.85,6.69,6.41,5.9825,1.86,,7/3/1999,5.9825
7/4/1999,3.38,3.85,-3.57,6.5,5.800208333,1.89,,7/4/1999,5.800208333
7/5/1999,3.02,3.85,6.13,6.34,5.625625,2.02,,7/5/1999,5.625625
7/6/1999,2.87,3.45,5.52,5.8,5.3325,2.14,,7/6/1999,5.3325
7/7/1999,3.2,2.62,5.43,5.5,4.99125,2.41,,7/7/1999,4.99125
7/8/1999,3.36,2.75,5.74,5.48,4.927083333,2.33,,7/8/1999,4.927083333
7/9/1999,3.1,2.71,5.7,5.98,6.866458333,2.6,,7/9/1999,6.866458333
7/10/1999,2.7,2.38,5.32,5.77,6.808958333,2.5,,7/10/1999,6.808958333
7/11/1999,2.21,2.07,5.17,5.47,6.759791667,2.57,,7/11/1999,6.759791667
7/12/1999,2.08,2.14,5.16,5.39,6.662916667,2.59,,7/12/1999,6.662916667
7/13/1999,2.07,2.27,5.23,5.33,6.489791667,2.49,,7/13/1999,6.489791667
7/14/1999,2.33,2.38,5.18,5.28,6.3275,2.51,,7/14/1999,6.3275
7/15/1999,2.56,2.44,5.18,5.25,6.38875,2.57,,7/15/1999,6.38875
7/16/1999,2.92,2.63,5.27,5.26,7.347916667,2.59,,7/16/1999,7.347916667
7/17/1999,4.82,4.57,8.99,7.24,7.319583333,2.54,,7/17/1999,7.319583333
7/18/1999,4.58,4.32,8.98,9.08,6.8,2.48,,7/18/1999,6.8
7/19/1999,4.34,3.73,7.6,8.36,6.789166667,2.38,,7/19/1999,6.789166667
7/20/1999,3.62,3.41,6.93,7.45,6.604166667,2.46,,7/20/1999,6.604166667
7/21/1999,3.49,3.32,6.61,6.66,6.572291667,2.48,,7/21/1999,6.572291667
7/22/1999,3.61,3.38,6.56,6.43,6.566875,2.44,,7/22/1999,6.566875
7/23/1999,3.26,3.39,6.64,6.34,6.540208333,2.4,,7/23/1999,6.540208333
7/24/1999,2.78,2.95,6.05,6.22,6.722083333,2.35,,7/24/1999,6.722083333
7/25/1999,NA,2.55,5.75,5.71,6.823541667,2.23,,7/25/1999,6.823541667
7/26/1999,1.96,2.4,5.58,5.47,6.812916667,2.2,,7/26/1999,6.812916667
7/27/1999,2.05,2.61,5.49,5.36,6.83875,2.24,,7/27/1999,6.83875
7/28/1999,1.98,2.55,5.44,5.29,7.12625,2.25,,7/28/1999,7.12625
7/29/1999,1.84,2.44,5.41,5.25,7.119583333,2.32,,7/29/1999,7.119583333
7/30/1999,1.89,2.38,5.41,5.2,7.061666667,2.39,,7/30/1999,7.061666667
7/31/1999,2.32,2.48,5.57,5.23,7.12625,2.37,,7/31/1999,7.12625
8/1/1999,3.77,3.06,5.81,5.32,8.524791667,1.25,,8/1/1999,8.524791667
8/2/1999,5.31,4.48,7.65,7.38,8.458125,1.24,,8/2/1999,8.458125
8/3/1999,4.28,3.9,8.31,8.64,5.479375,0.73,,8/3/1999,5.479375
8/4/1999,4.12,3.57,7.72,7.51,5.443541667,0.29,,8/4/1999,5.443541667
8/5/1999,5.27,4.36,8.59,8.28,5.183125,0.04,,8/5/1999,5.183125
8/6/1999,6.16,5.27,9.9,9.08,4.93875,0.84,,8/6/1999,4.93875
8/7/1999,5.42,4.74,10.81,9.47,4.715,0.34,,8/7/1999,4.715
8/8/1999,5.46,4.83,10.8,9.27,4.846458333,0.04,,8/8/1999,4.846458333
8/9/1999,5.57,4.8,10.07,9.28,7.702708333,0.54,,8/9/1999,7.702708333
8/10/1999,5.63,4.86,9.95,9.35,8.856041667,0.58,,8/10/1999,8.856041667
8/11/1999,4.95,4.52,9.6,9.46,10.36145833,0.61,,8/11/1999,10.36145833
8/12/1999,4.32,3.94,8.09,9.14,10.59875,1.54,,8/12/1999,10.59875
8/13/1999,3.98,3.63,7.67,8.48,10.623125,1.64,,8/13/1999,10.623125
8/14/1999,3.64,3.3,7.16,7.81,10.56333333,1.66,,8/14/1999,10.56333333
8/15/1999,3.39,3.12,7.16,7.08,10.48916667,1.67,,8/15/1999,10.48916667
8/16/1999,3.07,2.89,7.14,6.78,10.29645833,1.83,,8/16/1999,10.29645833
8/17/1999,2.82,2.65,5.88,6.46,8.088125,1.9,,8/17/1999,8.088125
8/18/1999,2.72,2.53,5.6,6.09,5.910833333,1.99,,8/18/1999,5.910833333
8/19/1999,2.81,2.87,5.76,5.93,5.533333333,2.09,,8/19/1999,5.533333333
8/20/1999,3.07,3.04,6.02,5.98,5.325208333,2.06,,8/20/1999,5.325208333
8/21/1999,3.61,3.33,6.47,6.13,5.359166667,2.01,,8/21/1999,5.359166667
8/22/1999,3.24,3.1,6.23,6.61,5.229583333,1.92,,8/22/1999,5.229583333
8/23/1999,3.1,2.9,5.98,6.19,5.047916667,1.93,,8/23/1999,5.047916667
8/24/1999,3.01,2.94,5.93,5.91,4.882708333,1.9,,8/24/1999,4.882708333
8/25/1999,3.1,3.06,5.97,5.79,4.733958333,2,,8/25/1999,4.733958333
8/26/1999,3.13,3.07,6.07,5.83,4.738125,2,,8/26/1999,4.738125
8/27/1999,3.12,3.07,-4.44,5.9,4.682916667,2.06,,8/27/1999,4.682916667
8/28/1999,3.07,3.04,6,5.89,4.616458333,2.07,,8/28/1999,4.616458333
8/29/1999,3.22,3.01,6.05,5.89,4.515208333,2.13,,8/29/1999,4.515208333
8/30/1999,3.14,3.1,-4.33,5.97,4.643541667,2.11,,8/30/1999,4.643541667
8/31/1999,2.66,2.81,5.86,5.93,4.401458333,1.92,,8/31/1999,4.401458333
9/1/1999,2.38,2.63,5.76,5.64,4.229166667,1.96,,9/1/1999,4.229166667
9/2/1999,2.07,2.45,5.52,5.54,4.260625,1.98,,9/2/1999,4.260625
9/3/1999,2.08,2.32,5.49,5.43,4.349166667,2.1,,9/3/1999,4.349166667
9/4/1999,2.2,2.34,5.54,5.42,4.315833333,2.12,,9/4/1999,4.315833333
9/5/1999,2.24,2.38,5.42,5.44,4.535,2.06,,9/5/1999,4.535
9/6/1999,2.22,2.39,5.54,5.39,4.631875,2.01,,9/6/1999,4.631875
9/7/1999,2.06,2.36,5.49,5.36,4.631875,2,,9/7/1999,4.631875
9/8/1999,2.01,2.26,5.44,5.32,4.585416667,1.93,,9/8/1999,4.585416667
9/9/1999,1.96,2.2,5.41,5.3,4.27375,2.01,,9/9/1999,4.27375
9/10/1999,1.8,2.2,5.36,5.31,4.228333333,2.02,,9/10/1999,4.228333333
9/11/1999,1.66,2.2,5.35,5.28,4.335416667,2.02,,9/11/1999,4.335416667
9/12/1999,1.55,2.13,5.29,5.26,4.34625,1.95,,9/12/1999,4.34625
9/13/1999,1.86,2.12,5.37,5.23,4.364166667,1.91,,9/13/1999,4.364166667
9/14/1999,1.79,2.22,5.31,5.23,4.294375,1.85,,9/14/1999,4.294375
9/15/1999,1.8,2.21,5.31,5.22,4.257916667,1.88,,9/15/1999,4.257916667
9/16/1999,1.9,2.25,5.24,5.26,4.396666667,1.8,,9/16/1999,4.396666667
9/17/1999,2.08,2.29,5.22,5.24,4.475416667,1.54,,9/17/1999,4.475416667
9/18/1999,2.01,2.37,5.27,5.21,4.33375,1.53,,9/18/1999,4.33375
9/19/1999,2.1,2.36,5.29,5.19,4.286875,1.51,,9/19/1999,4.286875
9/20/1999,2.15,2.29,5.29,5.22,4.279166667,1.5,,9/20/1999,4.279166667
9/21/1999,2.27,2.22,5.23,5.22,4.171666667,1.45,,9/21/1999,4.171666667
9/22/1999,2.28,2.23,5.27,5.23,4.039583333,1.47,,9/22/1999,4.039583333
9/23/1999,2.26,2.2,5.27,5.23,4,1.2,,9/23/1999,4
9/24/1999,2.34,2.2,5.29,5.21,4.005,1.38,,9/24/1999,4.005
9/25/1999,2.34,2.15,5.31,5.2,3.989583333,1.39,,9/25/1999,3.989583333
9/26/1999,2.3,2.13,5.31,5.22,3.981875,1.39,,9/26/1999,3.981875
9/27/1999,2.16,2.05,5.29,5.23,3.968541667,1.37,,9/27/1999,3.968541667
9/28/1999,2.19,2.04,5.28,5.26,3.952916667,1.38,,9/28/1999,3.952916667
9/29/1999,2.09,2.05,5.35,5.27,3.978541667,1.38,,9/29/1999,3.978541667
9/30/1999,1.96,2.06,5.45,5.28,4.067857143,1.3,,9/30/1999,4.067857143
10/1/1999,1.77,2.07,5.45,5.31,4.063020833,1.18,,10/1/1999,4.063020833
10/2/1999,1.54,2.01,5.46,5.32,4.055625,1.21,,10/2/1999,4.055625
10/3/1999,1.58,1.89,5.41,5.34,4.067291667,1.2,,10/3/1999,4.067291667
10/4/1999,1.65,1.85,5.53,5.34,4.010625,1.23,,10/4/1999,4.010625
10/5/1999,1.73,1.77,5.47,5.38,3.945625,1.19,,10/5/1999,3.945625
10/6/1999,1.69,1.75,5.47,5.37,4.039583333,1.18,,10/6/1999,4.039583333
10/7/1999,1.62,1.69,5.39,5.37,3.968854167,1.1,,10/7/1999,3.968854167
10/8/1999,1.46,1.67,5.32,5.34,3.992083333,1.07,,10/8/1999,3.992083333
10/9/1999,1.51,1.62,5.33,5.28,3.953854167,1.06,,10/9/1999,3.953854167
10/10/1999,1.47,1.71,5.34,5.27,3.925625,1.05,,10/10/1999,3.925625
10/11/1999,1.42,1.78,5.36,5.26,3.8921875,1.04,,10/11/1999,3.8921875
10/12/1999,1.48,1.84,5.33,5.26,3.907395833,1.02,,10/12/1999,3.907395833
10/13/1999,1.97,NA,5.35,5.21,3.952916667,0.99,,10/13/1999,3.952916667
10/14/1999,2.04,NA,5.34,5.2,3.966979167,1,,10/14/1999,3.966979167
10/15/1999,2.14,2.61,5.4,5.21,3.978541667,0.97,,10/15/1999,3.978541667
10/16/1999,2.1,1.92,5.41,5.27,4.016875,1.07,,10/16/1999,4.016875
10/17/1999,2.11,1.97,5.33,5.31,4.124375,1.04,,10/17/1999,4.124375
10/18/1999,2.19,1.94,5.34,5.29,4.044895833,1.1,,10/18/1999,4.044895833
10/19/1999,2.3,2.03,5.39,5.31,3.995416667,1.18,,10/19/1999,3.995416667
10/20/1999,2.23,2.09,5.31,5.31,4.012291667,1.2,,10/20/1999,4.012291667
10/21/1999,2.31,2.1,5.28,5.27,4.01,1.11,,10/21/1999,4.01
10/22/1999,2.28,2.1,5.29,5.26,4.020104167,1.1,,10/22/1999,4.020104167
10/23/1999,2.17,2.08,5.28,5.27,3.951458333,1.07,,10/23/1999,3.951458333
10/24/1999,2.09,2.02,5.27,5.26,3.899166667,1.15,,10/24/1999,3.899166667
10/25/1999,2,1.95,5.31,5.25,3.8925,1.13,,10/25/1999,3.8925
10/26/1999,1.84,1.87,5.33,5.26,3.895104167,1.06,,10/26/1999,3.895104167
10/27/1999,1.78,1.81,5.32,5.27,3.891145833,1.04,,10/27/1999,3.891145833
10/28/1999,1.86,1.84,5.33,5.26,3.870833333,1.1,,10/28/1999,3.870833333
10/29/1999,2.15,2.02,5.36,5.23,3.926145833,1.08,,10/29/1999,3.926145833
10/30/1999,2.24,2.09,5.45,5.22,3.986979167,0.96,,10/30/1999,3.986979167
10/31/1999,2.3,2.17,5.56,5.26,3.906458333,0.99,,10/31/1999,3.906458333
11/1/1999,2.28,2.21,5.41,5.34,3.826875,1.05,,11/1/1999,3.826875
11/2/1999,2.3,2.23,5.38,5.28,3.825208333,1.04,,11/2/1999,3.825208333
11/3/1999,2.32,2.26,5.47,5.27,3.821458333,0.87,,11/3/1999,3.821458333
11/4/1999,2.32,2.23,5.72,5.35,3.8421875,0.99,,11/4/1999,3.8421875
11/5/1999,2.31,2.24,5.41,5.45,3.834583333,1.03,,11/5/1999,3.834583333
11/6/1999,2.3,2.29,5.38,5.3,3.834895833,1.11,,11/6/1999,3.834895833
11/7/1999,2.28,2.25,5.37,5.28,3.83796875,1.14,,11/7/1999,3.83796875
11/8/1999,2.3,2.32,5.37,5.27,3.849583333,1.21,,11/8/1999,3.849583333
11/9/1999,2.26,2.3,5.36,5.27,3.891354167,1.12,,11/9/1999,3.891354167
11/10/1999,2.39,2.29,5.33,5.25,3.96875,0.95,,11/10/1999,3.96875
11/11/1999,2.29,2.29,5.37,5.23,3.963020833,0.93,,11/11/1999,3.963020833
11/12/1999,2.19,2.28,5.32,5.23,3.903125,0.95,,11/12/1999,3.903125
11/13/1999,2.16,2.33,5.33,5.19,4.011666667,0.94,,11/13/1999,4.011666667
11/14/1999,2.21,2.33,5.35,5.15,3.9984375,0.94,,11/14/1999,3.9984375
11/15/1999,2.41,2.4,5.32,5.13,3.988020833,0.97,,11/15/1999,3.988020833
11/16/1999,1.95,2.28,5.17,5.12,3.965625,1,,11/16/1999,3.965625
11/17/1999,1.75,1.85,5.14,5.04,3.940104167,1.13,,11/17/1999,3.940104167
11/18/1999,1.68,1.79,5.11,4.98,3.94125,1.32,,11/18/1999,3.94125
11/19/1999,1.66,1.72,5.1,4.94,3.951145833,1.2,,11/19/1999,3.951145833
11/20/1999,1.64,1.68,5.1,4.92,3.9275,1.08,,11/20/1999,3.9275
11/21/1999,1.61,1.65,5.08,4.92,3.919270833,1.08,,11/21/1999,3.919270833
11/22/1999,1.63,1.63,5.07,4.92,3.912083333,1.04,,11/22/1999,3.912083333
11/23/1999,1.93,1.69,5.11,5.04,3.899895833,0.87,,11/23/1999,3.899895833
11/24/1999,2.08,1.89,5.14,5.16,4.0453125,0.76,,11/24/1999,4.0453125
11/25/1999,2.1,1.97,5.12,5.15,4.309791667,0.31,,11/25/1999,4.309791667
11/26/1999,2.06,1.99,5.11,5.15,4.306354167,0.21,,11/26/1999,4.306354167
11/27/1999,2.04,1.98,5.08,5.14,4.257916667,0,,11/27/1999,4.257916667
11/28/1999,2.08,1.93,5.09,5.12,4.20125,0,,11/28/1999,4.20125
11/29/1999,2.45,1.99,5.1,5.12,4.190833333,0,,11/29/1999,4.190833333
11/30/1999,2.61,2.29,5.44,5.12,4.258020833,0,,11/30/1999,4.258020833
12/1/1999,2.61,2.04,5.26,5.31,4.508333333,0,,12/1/1999,4.508333333
12/2/1999,2.71,1.89,5.21,5.22,4.384895833,0,,12/2/1999,4.384895833
12/3/1999,2.78,1.99,5.19,5.19,4.34625,0,,12/3/1999,4.34625
12/4/1999,2.82,2.13,5.19,5.19,4.332291667,0,,12/4/1999,4.332291667
12/5/1999,2.84,2.18,5.19,5.17,4.305520833,0,,12/5/1999,4.305520833
12/6/1999,2.83,2.16,5.19,5.17,4.298645833,0,,12/6/1999,4.298645833
12/7/1999,2.86,2.06,5.19,5.17,4.282083333,0,,12/7/1999,4.282083333
12/8/1999,2.96,2.13,5.17,5.16,4.264166667,0,,12/8/1999,4.264166667
12/9/1999,2.95,2.2,5.16,5.15,4.269895833,0,,12/9/1999,4.269895833
12/10/1999,2.86,2.21,5.14,5.15,4.256770833,0,,12/10/1999,4.256770833
12/11/1999,2.74,2.14,5.13,5.14,4.245833333,0,,12/11/1999,4.245833333
12/12/1999,2.66,2.13,5.18,5.13,4.243958333,0,,12/12/1999,4.243958333
12/13/1999,2.62,2.15,5.15,5.15,4.233541667,0,,12/13/1999,4.233541667
12/14/1999,2.61,2.12,5.15,5.14,4.215833333,0,,12/14/1999,4.215833333
12/15/1999,2.54,2.07,5.18,5.11,4.269270833,0,,12/15/1999,4.269270833
12/16/1999,2.54,2.01,5.23,5.14,4.323645833,0,,12/16/1999,4.323645833
12/17/1999,2.56,1.96,5.22,5.18,4.241666667,0,,12/17/1999,4.241666667
12/18/1999,2.6,1.96,5.27,5.18,4.2715625,0,,12/18/1999,4.2715625
12/19/1999,2.57,1.99,5.21,5.2,4.2740625,0,,12/19/1999,4.2740625
12/20/1999,2.58,1.94,5.2,5.17,4.258333333,0,,12/20/1999,4.258333333
12/21/1999,2.51,1.94,5.2,5.16,4.222604167,0,,12/21/1999,4.222604167
12/22/1999,2.49,1.99,5.18,5.16,4.1765625,0,,12/22/1999,4.1765625
12/23/1999,2.45,1.97,5.17,5.15,4.146458333,0,,12/23/1999,4.146458333
12/24/1999,NA,1.9,5.24,5.15,4.136979167,0,,12/24/1999,4.136979167
12/25/1999,NA,1.88,5.27,5.18,4.162083333,0,,12/25/1999,4.162083333
12/26/1999,NA,1.86,5.2,5.2,4.161770833,0,,12/26/1999,4.161770833
12/27/1999,2.51,1.89,5.18,5.17,4.126666667,0,,12/27/1999,4.126666667
